direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,64.08488969993778,,,,,,,,,64.07729329983704,65.28469070000574,66.08549699978903,66.0767029998824,66.07671949989162,66.08549699978903,66.08549699978903,66.08549699978903,69.22746109985746,left,0.0,36.063974200049415,,69.22787810000591,69.23413449991494,69.72598499991,69.73381409980357,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,69.73381409980357,,,,,,,,,69.72627589991316,70.93385639996268,71.73464239994064,71.72601230000146,71.72602579998784,71.73464239994064,71.73464239994064,71.73464239994064,74.37677289987914,right,0.0,35.56414520018734,,74.37717889994383,74.38353269989602,74.8754700999707,74.88318199990317,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,74.88318199990317,,,,,,,,,74.87575769983232,75.23310109996237,76.03394789993763,76.02507519978099,76.02508890000172,76.03394789993763,76.03394789993763,76.03394789993763,79.32587469997816,left,0.0,36.21391350030899,,79.32628839998506,79.33266349998303,79.8244649998378,79.83254529978149,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,79.83254529978149,,,,,,,,,79.824731499888,80.18233349989168,80.98320719995536,80.97432099981233,80.97433769982308,80.98320719995536,80.98320719995536,80.98320719995536,86.94974919990636,right,1.0,38.89547200012021,,86.95014510001056,86.95624759979546,87.44855430000462,87.45627709990367,85.97407349990681,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,87.45627709990367,,,,,,,,,87.44882999989204,88.65578609984368,89.45689589995891,89.44801609986462,89.44802949996665,89.45689589995891,89.45689589995891,89.45689589995891,92.31553179980256,right,0.0,35.786521000089124,,92.31593779986724,92.32202429999596,92.8143275999464,92.82209149980918,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,92.82209149980918,,,,,,,,,92.81462419987656,92.92179359984584,93.72302539995871,93.7143525998108,93.71436579991132,93.72302539995871,93.72302539995871,93.72302539995871,96.6979801999405,left,1.0,35.900593700120226,,96.69838580000214,96.70483900001273,97.19684919994324,97.2045996999368,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,97.2045996999368,,,,,,,,,97.1971426999662,98.40435959980825,99.20541719999164,99.1963809998706,99.19639379996806,99.20541719999164,99.20541719999164,99.20541719999164,103.03057449986228,left,0.0,36.74999080016278,,103.03098069992848,103.0369690998923,103.52916129981168,103.53706060000697,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,103.53706060000697,,,,,,,,,103.52944519999436,104.73665039986372,105.53775149979629,105.5286965998821,105.52871179999784,105.53775149979629,105.53775149979629,105.53775149979629,107.09639869979584,left,1.0,34.48629079991952,,107.09681319980882,107.103178499965,107.59524829988368,107.60294739995152,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,107.60294739995152,,,,,,,,,107.5955565997865,108.80271689989604,109.60347049986012,109.59473279980013,109.594749199925,109.60347049986012,109.60347049986012,109.60347049986012,112.09579399996436,left,0.0,35.41928429994732,,112.09618589980528,112.10214909981003,112.59447529981844,112.6021722999867,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,112.6021722999867,,,,,,,,,112.59476869995706,113.40214329981244,114.20272099995054,114.19394099991769,114.1939572999254,114.20272099995054,114.20272099995054,114.20272099995054,116.90336190001108,right,0.0,35.62218420021236,,116.90376189979725,116.90979279996829,117.40195399988444,117.409742299933,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,117.409742299933,,,,,,,,,117.40224129986018,118.20963549986482,119.0102641999256,119.00166339986026,119.00167799997143,119.0102641999256,119.0102641999256,119.0102641999256,122.2189342000056,right,1.0,36.129979000194,,122.21932569984348,122.22563509992324,122.71772590000182,122.72582549997604,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.71777119999751,122.72582549997604,122.72582549997604,126.800933299819,space,36.998497900087386,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.80095689999872,126.80857849982569,126.80857849982569,133.07502629980445,space,39.19420580007136,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,135.6070624999702,,,,,,,,,135.60403059981763,135.70664779981598,136.50768199982122,136.49894999992102,136.49896699981764,136.50768199982122,136.50768199982122,136.50768199982122,137.54984009987675,left,1.0,33.966477300040424,,,,,,,,,,,,,,,,,,,,,133.0776576998178,133.09433709993027,133.09433709993027,135.59948819992132,space,35.43362960009836,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,137.55630879988894,,,,,,,,,137.55081679997966,137.9064988999162,138.7072580999229,138.69837199989706,138.69838789990172,138.7072580999229,138.7072580999229,138.7072580999229,140.19922479987144,left,0.0,34.41638390021399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,140.20592229999602,,,,,,,,,140.19998749997467,141.0057454998605,141.80669969995506,141.79781349981204,141.79782789992169,141.80669969995506,141.80669969995506,141.80669969995506,143.07389649981633,right,1.0,34.18827540008351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,143.0806177998893,,,,,,,,,143.07462299987674,143.43053469993174,144.23134089983068,144.22271849983372,144.2227356999647,144.23134089983068,144.23134089983068,144.23134089983068,147.22334199980833,left,1.0,35.91629100008868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,147.22978609986603,,,,,,,,,147.22413639980368,148.02989979996346,148.83050609985366,148.82189789996482,148.82191599998623,148.83050609985366,148.83050609985366,148.83050609985366,150.9811679997947,right,0.0,35.073767400113866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,150.98747539985925,,,,,,,,,150.9820950999856,152.1875578998588,152.98816749989055,152.9794790998567,152.97949339984916,152.98816749989055,152.98816749989055,152.98816749989055,154.80534839979373,left,0.0,34.742404100019485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,154.81207699980587,,,,,,,,,154.8061055999715,156.01187979988754,156.81252419995144,156.80387999978848,156.80389709980227,156.81252419995144,156.81252419995144,156.81252419995144,158.13009729981422,right,0.0,34.241970100207254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,1.0,158.13654430001043,,,,,,,,,158.13076499989256,158.93625399982557,159.7370496999938,159.72846489981748,159.72848369996063,159.7370496999938,159.7370496999938,159.7370496999938,161.09666439983994,right,1.0,34.28111430001445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,161.10281169996597,,,,,,,,,161.09736439981498,161.9025665000081,162.70323009998538,162.69464629981667,162.69466619985178,162.70323009998538,162.70323009998538,162.70323009998538,164.712163799908,left,0.0,34.935018700081855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,164.7186366999522,,,,,,,,,164.71292429999448,165.51849309983663,166.319474699907,166.31060389988124,166.31062179990113,166.319474699907,166.319474699907,166.319474699907,168.24501209985465,left,1.0,34.85277110012248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,0.0,168.2515551999677,,,,,,,,,168.24597379984334,169.0511953998357,169.8522273998242,169.84335249988362,169.84337019990198,169.8522273998242,169.8522273998242,169.8522273998242,171.7775842999108,right,0.0,34.847826400073245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,1.0,171.78413959988393,,,,,,,,,171.77830899995752,172.9840023999568,173.78476749989204,173.77616069978103,173.77617819979787,173.78476749989204,173.78476749989204,173.78476749989204,176.2107384998817,left,0.0,35.34818199998699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,176.2170314998366,,,,,,,,,176.2113406998105,177.01676519983448,177.8176159998402,177.80871679983102,177.80873669986613,177.8176159998402,177.8176159998402,177.8176159998402,180.9592450999189,left,0.0,36.070275200065225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,0.0,180.96604819991623,,,,,,,,,180.9599903000053,181.0662252998445,181.8670399999246,181.85845379997045,181.8584667998366,181.8670399999246,181.8670399999246,181.8670399999246,184.75055449991487,right,0.0,35.80527099990286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,184.757089599967,,,,,,,,,184.75133269978687,185.95697840000503,186.75796610000543,186.7492039999925,186.749215999851,186.75796610000543,186.75796610000543,186.75796610000543,189.26649799989536,left,0.0,35.43145400006324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,189.27322959993035,,,,,,,,,189.26727309986015,190.07289109984413,190.8737404998392,190.8648728998378,190.86488909996115,190.8737404998392,190.8737404998392,190.8737404998392,194.3324121998157,right,0.0,36.38293360010721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,194.33896009996533,,,,,,,,,194.33316189982,195.13875759998336,195.93969639996067,195.93086759978905,195.9308855999261,195.93969639996067,195.93969639996067,195.93969639996067,199.0405187997967,left,1.0,36.027995500015095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,1.0,199.04695310001264,,,,,,,,,199.04116629995409,199.39659209991805,200.19716119999063,200.18856579996643,200.18858009995893,200.19716119999063,200.19716119999063,200.19716119999063,203.19754619989544,right,1.0,35.92231300007552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,203.20407539978623,,,,,,,,,203.19833499984816,204.40409749979156,205.20518269995227,205.1959475998301,205.19596069981344,205.20518269995227,205.20518269995227,205.20518269995227,207.89688109979036,right,0.0,35.61441230005585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,1.0,207.9035425998736,,,,,,,,,207.89767639990896,208.25337369996123,209.05409509991296,209.04540059994903,209.04541749996133,209.05409509991296,209.05409509991296,209.05409509991296,211.2214546999894,left,0.0,35.094443400157616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,211.2278811999131,,,,,,,,,211.22219459991905,211.3277975998353,212.1286404998973,212.1201158999465,212.12013319996183,212.1286404998973,212.1286404998973,212.1286404998973,215.0121918998193,left,0.0,35.812043299898505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,215.01893869997,,,,,,,,,215.01294549996965,216.2189062999096,217.01966039999388,217.01066919998263,217.01068810001016,217.01966039999388,217.01966039999388,217.01966039999388,220.61977739981376,left,1.0,36.52456170017831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,220.6262749999296,,,,,,,,,220.6205221998971,221.82610929990187,222.62711769994348,222.61828059982508,222.61829469981603,222.62711769994348,222.62711769994348,222.62711769994348,225.33570969989523,right,1.0,35.632153700105846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,225.3422172998544,,,,,,,,,225.3364559998736,226.54206099989824,227.34282529982735,227.33411119994707,227.33412959985435,227.34282529982735,227.34282529982735,227.34282529982735,231.12672339985147,right,0.0,36.71273080003448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,1.0,231.133126599947,,,,,,,,,231.1274601998739,231.2329688000027,232.03376699984076,232.02515079989095,232.0251672999002,232.03376699984076,232.03376699984076,232.03376699984076,235.4589006998576,left,0.0,36.35378660005517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,0.0,235.46554979984649,,,,,,,,,235.45968949981037,235.81553059979345,236.61647869995795,236.6074696998112,236.60748539981432,236.61647869995795,236.61647869995795,236.61647869995795,238.24205219978467,left,1.0,34.55011130007915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,1.0,238.24865580000915,,,,,,,,,238.24291039980017,238.59842920000665,239.4020823999308,239.39150129980408,239.3915563998744,239.4020823999308,239.4020823999308,239.4020823999308,241.3500204999,left,0.0,34.8769410001114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,0.0,241.3565198997967,,,,,,,,,241.35073369997556,242.5562290998641,243.3570278999396,243.3481257997919,243.34813959989697,243.3570278999396,243.3570278999396,243.3570278999396,245.7990021998994,right,0.0,35.36631420021877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0.0,245.80575329996643,,,,,,,,,245.79974499996752,246.6056513998192,247.40625869994983,247.3975722999312,247.3975890998263,247.40625869994983,247.40625869994983,247.40625869994983,249.84840869996697,right,0.0,35.36478470009752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,1.0,249.8552674998064,,,,,,,,,249.84911829978228,249.95501119992696,250.756091499934,250.7468481999822,250.74686569999903,250.756091499934,250.756091499934,250.756091499934,253.7644068999216,left,0.0,35.930911500006914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,0.0,253.7708036999684,,,,,,,,,253.765202799812,253.87119059986435,254.67197269992903,254.6629480998963,254.66296429978684,254.67197269992903,254.67197269992903,254.67197269992903,257.3807378998026,left,1.0,35.637459700228646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,1.0,257.3872555999551,,,,,,,,,257.3815236999653,257.736981399823,258.53797159995884,258.5290588999633,258.52907449984923,258.53797159995884,258.53797159995884,258.53797159995884,260.45517649990506,right,1.0,34.841405200073496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,1.0,260.4616812998429,,,,,,,,,260.455904699862,261.6613323998172,262.46233449992724,262.45336079993285,262.4533787998371,262.46233449992724,262.46233449992724,262.46233449992724,264.0629600000102,right,1.0,34.522368100238964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,0.0,264.0695354999043,,,,,,,,,264.06381159997545,265.26913079991937,266.0700011998415,266.06117669981904,266.0611946999561,266.0700011998415,266.0700011998415,266.0700011998415,268.27890889998525,right,0.0,35.13604750018567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,268.28545749979094,,,,,,,,,268.2798463997897,269.4850999999326,270.2860612999648,270.2773170999717,270.2773351999931,270.2860612999648,270.2860612999648,270.2860612999648,273.0862445998937,left,1.0,35.72439539991319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,273.0928694999311,,,,,,,,,273.08709069993347,273.4430221999064,274.24387759994715,274.2349927998148,274.23500609979965,274.24387759994715,274.24387759994715,274.24387759994715,276.75234359991737,left,0.0,35.432948200032115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,0.0,276.75914380000904,,,,,,,,,276.75314069981687,277.5588487999048,278.3596616999712,278.350740699796,278.3507579998113,278.3596616999712,278.3596616999712,278.3596616999712,281.5934283998795,right,0.0,36.158545300131664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,1.0,281.60004960000515,,,,,,,,,281.5941905998625,282.79972709994763,283.600660600001,283.59177790000103,283.59179049986415,283.600660600001,283.600660600001,283.600660600001,285.51762679987587,right,1.0,34.838828600011766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,1.0,285.5242578999605,,,,,,,,,285.5183806999121,286.3241845997982,287.1249124999158,287.1161634000018,287.11618089978583,287.1249124999158,287.1249124999158,287.1249124999158,290.1503192000091,left,0.0,35.94799070013687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,0.0,290.15681650000624,,,,,,,,,290.1510683000088,290.50667419983074,291.30773000000045,291.2991897999309,291.2992026999127,291.30773000000045,291.30773000000045,291.30773000000045,294.63279469986446,left,1.0,36.25203329999931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
left,left,speed,,,,,0.0,0.0,0.0,1.0,20.0,0.0,40.0,0.0,294.63959099981,,,,,,,,,294.6336183999665,295.8392519999761,296.6399970999919,296.6314421999268,296.63146179984324,296.6399970999919,296.6399970999919,296.6399970999919,297.89898349996656,right,0.0,34.18578270007856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-162,1.0,random_dot,119.92492681508163,
