direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0040442000026814,0.0092877999995835,0.0092877999995835,1.483109200009494,space,19.61784560000524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,1.5019235000072513,,,,,,,,,1.4973581000085687,2.696082900001784,3.4961772999959067,3.479495300009148,3.479524800000945,3.4961772999959067,3.4961772999959067,3.4961772999959067,8.49137139999948,8.692114200006472,right,1.0,23.3434217999893,,8.692679100000532,8.70708680000098,9.206747899996117,9.190668900002493,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,9.206747899996117,,,,,,,,,9.190961300002527,9.306619099996167,10.106478000001516,10.089734200009843,10.089755100008915,10.106478000001516,10.106478000001516,10.106478000001516,,12.8224338,left,1.0,20.863130699988687,,12.823616399997263,12.836710200004743,13.336173300005612,13.320585599998594,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,13.336173300005612,,,,,,,,,13.32113749999553,14.53567660000408,15.335356399999,15.32015020000108,15.320207700002356,15.335356399999,15.335356399999,15.335356399999,,15.5546222999983,right,1.0,18.36954169999808,,15.555930000002263,15.567896699998528,16.067067800002405,16.051298200007295,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,16.067067800002405,,,,,,,,,16.051807600000757,17.265829099997063,18.06599529999949,18.051044100007857,18.051136699999915,18.06599529999949,18.06599529999949,18.06599529999949,,18.30233220000809,left,1.0,18.376895900000815,,18.30388890000177,18.315338700005668,18.81496909999987,18.79983479999646,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,18.81496909999987,,,,,,,,,18.800938800006406,19.164794600001187,19.98070490000828,19.964086000007228,19.9641069000063,19.98070490000828,19.98070490000828,19.98070490000828,,20.114490799998748,right,1.0,18.281259800001862,,20.114860900008352,20.12982020000345,20.629537900007563,20.61342870000226,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,20.629537900007563,,,,,,,,,20.613715800005597,21.82858650000708,22.628420100008952,22.611516000004485,22.611529900008463,22.628420100008952,22.628420100008952,22.628420100008952,,23.128746600006707,left,1.0,18.637993899988945,,23.129134900009376,23.143949699995574,23.64376269999775,23.627944399995613,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,23.64376269999775,,,,,,,,,23.628537500000675,23.993633200007025,24.80944910000835,24.792664599997806,24.792701600003056,24.80944910000835,24.80944910000835,24.80944910000835,,24.89314569999988,right,1.0,18.22086980000313,,24.893747599999188,24.90820449999592,25.40764790000685,25.39175910000631,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,25.40764790000685,,,,,,,,,25.392261100001637,25.507582400008687,26.30791760000284,26.29120310000144,26.291217300007705,26.30791760000284,26.30791760000284,26.30791760000284,,26.459054999999356,right,0.0,18.288543100003157,,26.4594453000027,26.473783000008552,26.97337510000216,26.957224900004803,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,26.97337510000216,,,,,,,,,26.957522900003823,28.172859700003755,28.972409800000605,28.957274800006417,28.95733520000067,28.972409800000605,28.972409800000605,28.972409800000605,,29.107393199999933,right,1.0,18.27320899999177,,29.10832680000749,29.121788600008585,29.62150210000982,29.60639970000193,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,29.62150210000982,,,,,,,,,29.607539200005704,30.820208400007687,31.61988159999601,31.604723399999784,31.60477560000436,31.61988159999601,31.61988159999601,31.61988159999601,,31.70588890000363,left,1.0,18.22507319999568,,31.70723270000599,31.7194615000044,32.218928900008905,32.204087400008575,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,32.218928900008905,,,,,,,,,32.20503500000632,32.56846249999944,33.36865210000542,33.35410179999599,33.35416940000141,33.36865210000542,33.36865210000542,33.36865210000542,,33.63794100000814,left,1.0,18.40735709998989,,33.63950780000596,33.65132679999806,34.15081160000409,34.136140999995405,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,34.15081160000409,,,,,,,,,34.137165300009656,34.25081470000441,35.050471000009566,35.035329300008016,35.03544890000194,35.050471000009566,35.050471000009566,35.050471000009566,,35.85254580000765,right,1.0,18.94365979998838,,35.85385220000171,35.86611780000385,36.36562799999956,36.3502892999968,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,36.36562799999956,,,,,,,,,36.35126609999861,37.56441659999837,38.36471029999666,38.348857400007546,38.34891729999799,38.36471029999666,38.36471029999666,38.36471029999666,,39.81622940000671,left,0.0,19.592893399996683,,39.817543600001954,39.83365500000946,,40.3291515000019,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,40.345752499997616,,,,,,,,,40.33011389999592,41.52794130000984,42.32813520000491,42.312156400003005,42.312216400008765,42.32813520000491,42.32813520000491,42.32813520000491,,44.829062200005865,right,0.0,20.636940299984417,,44.83097660000203,44.84146160000819,45.34099399999832,45.3258147000015,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,45.34099399999832,,,,,,,,,45.32678390000365,46.14026240000385,46.9401099000097,46.924102000004495,46.92415790000814,46.9401099000097,46.9401099000097,46.9401099000097,,48.72232460000669,left,1.0,19.92665660000057,,48.72281720000319,48.7371448000049,49.23658540000906,49.22076460000244,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,49.23658540000906,,,,,,,,,49.22110209999664,49.33729890000541,50.13744580000639,50.12112999999954,50.12118550000014,50.13744580000639,50.13744580000639,50.13744580000639,,51.30508020000707,right,1.0,19.317940399982035,,51.30616480000026,51.31861180000124,51.818117300004815,51.80315999999584,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,51.818117300004815,,,,,,,,,51.80413960000442,52.6176095999981,53.43289569999615,53.41700300000957,53.41705640000873,53.43289569999615,53.43289569999615,53.43289569999615,,54.06836200000544,left,0.0,18.783325600001263,,54.06966110000212,54.08383850000973,,54.58179740000924,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,54.59809100000712,,,,,,,,,54.5831279999984,55.7803711000015,56.58000860000902,56.56478179999976,56.56484259999706,56.58000860000902,56.58000860000902,56.58000860000902,,58.1144656999968,right,0.0,19.68289489999006,,58.11576030000288,58.12839330000861,58.627940000005765,58.61268020000716,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,58.627940000005765,,,,,,,,,58.61367099999916,58.97746009999537,59.77777519999654,59.76162960000511,59.76168229999894,59.77777519999654,59.77777519999654,59.77777519999654,,60.37996940000448,left,1.0,18.75210369999695,,60.38127349999559,60.397026400009054,,60.89344650000567,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,60.909570300005726,,,,,,,,,60.894556800005375,60.99279669999669,61.79313800000818,61.77705610000703,61.77711779999663,61.79313800000818,61.79313800000818,61.79313800000818,,62.82821649999824,right,1.0,19.183614099994884,,62.82955570000922,62.84111770000891,63.34083149999788,63.32555200000934,,,,,,,,,,,,,,,,,,,,,,,,,sub-060,1.0,random_dot,60.022172193285066,
