direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.0081644999445416,0.0227452999679371,0.0227452999679371,38.486136799969245,space,72.90039500000421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-049,1.0,random_dot,60.25257880466994,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,38.50623859994812,,,,,,,,,38.50072749995161,38.60058489994845,39.40129969996633,39.384669699997175,39.38471109996317,39.40129969996633,39.40129969996633,39.40129969996633,44.399776199948974,51.11715049995109,right,1.0,46.16453250002815,,51.11800679995213,51.139608400000725,51.63252749998355,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-049,1.0,random_dot,60.25257880466994,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,51.64884379995056,,,,,,,,,51.63357549998909,51.98248029995011,52.78241949999938,52.76643349998631,52.766454399970826,52.78241949999938,52.78241949999938,52.78241949999938,57.782051799993496,61.88213659997564,left,1.0,43.54406090005068,,61.88311319996137,61.89761929999804,62.38195239997003,62.397911299951375,,,,,,,,,,,,,,,,,,,,,,,,,,sub-049,1.0,random_dot,60.25257880466994,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,62.397911299951375,,,,,,,,,62.382327599974815,63.19749759999104,63.99804069998208,63.98137759999372,63.981398599979,63.99804069998208,63.99804069998208,63.99804069998208,68.99695789994439,70.21499049995327,right,1.0,40.65535720001208,,70.21598199999426,70.23011749994475,70.71431659994414,70.7294451999478,,,,,,,,,,,,,,,,,,,,,,,,,,sub-049,1.0,random_dot,60.25257880466994,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,70.7294451999478,,,,,,,,,70.71481659996789,70.82994819997111,71.62955109996255,71.61396519996924,71.61399990000064,71.62955109996255,71.62955109996255,71.62955109996255,76.62888799997745,78.6303219999536,right,0.0,41.4503975000116,,78.63084689999232,78.64836159994593,79.14536949998,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-049,1.0,random_dot,60.25257880466994,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,79.16184749995591,,,,,,,,,79.1458007999463,79.945653999981,80.74510579998605,80.72993349999888,80.72997289994964,80.74510579998605,80.74510579998605,80.74510579998605,85.7446140999673,87.94510999997146,right,0.0,41.64618810004322,,87.94566209998447,87.96058610000182,88.44479009998031,88.46097979997285,,,,,,,,,,,,,,,,,,,,,,,,,,sub-049,1.0,random_dot,60.25257880466994,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,88.46097979997285,,,,,,,,,88.44522809999762,89.2606602999731,90.06160799995996,90.04522159998305,90.0452493999619,90.06160799995996,90.06160799995996,90.06160799995996,95.06001289997948,97.1450124999974,right,1.0,41.53423330001533,,97.14561389997834,97.15981969999848,97.64363919995958,97.65969839994796,,,,,,,,,,,,,,,,,,,,,,,,,,sub-049,1.0,random_dot,60.25257880466994,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,97.65969839994796,,,,,,,,,97.6440248999861,97.759763799957,98.5594350999454,98.5434082999709,98.54342969995923,98.5594350999454,98.5594350999454,98.5594350999454,103.54221499996493,104.80986649997068,left,1.0,40.69448280002689,,104.810410999984,104.82554059999528,105.30920049996348,105.3256820999668,,,,,,,,,,,,,,,,,,,,,,,,,,sub-049,1.0,random_dot,60.25257880466994,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,105.3256820999668,,,,,,,,,105.30956219998188,105.42525409994414,106.2253138999804,106.20921499998076,106.20923669997136,106.2253138999804,106.2253138999804,106.2253138999804,111.20840269996552,112.7424329999485,right,1.0,40.96754220005823,,112.74309889995492,112.75811749999411,113.24166729999706,113.2579094999819,,,,,,,,,,,,,,,,,,,,,,,,,,sub-049,1.0,random_dot,60.25257880466994,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,113.2579094999819,,,,,,,,,113.24207709997428,114.05736589996376,114.85765669995452,114.84146169997985,114.84148109995294,114.85765669995452,114.85765669995452,114.85765669995452,119.84052019997034,128.87373459996888,right,0.0,48.46666430000914,,128.874216599972,128.88885519996984,129.3728861999698,129.3887313999585,,,,,,,,,,,,,,,,,,,,,,,,,,sub-049,1.0,random_dot,60.25257880466994,
