direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072850569995353,0.0199914990007528,0.0199914990007528,17.41014525799983,space,17.16934467700048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-025,1,random_dot,60.11669034308197,
left,left,0.0,0.0,0.0,left,1.0,13.100626637999085,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,17.462483060000523,,,,,,,,,17.452024623999023,18.61259099900053,19.41211014399596,19.3963260169985,19.396675101001165,19.41211014399596,19.41211014399596,19.41211014399596,24.39667372599797,32.513905362000514,left,1.0,13.100626637999085,,32.520257789001334,32.53035389100114,33.014051928999834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-025,1,random_dot,60.11669034308197,
right,right,1.0,1.0,0.0,left,0.0,6.709436058998108,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,33.03058886800136,,,,,,,,,33.01433229100076,34.213381312998536,35.01406802299607,34.99804329100152,34.99836814599985,35.01406802299607,35.01406802299607,35.01406802299607,39.99758538099559,41.73154920399975,left,0.0,6.709436058998108,,41.73869102399476,41.74747387300158,42.23152254399611,42.2480106649964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-025,1,random_dot,60.11669034308197,
left,left,2.0,0.0,1.0,right,0.0,6.018418761996145,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,42.2480106649964,,,,,,,,,42.23183071099629,42.596928386999934,43.39786765100144,43.381451222994656,43.38170923500002,43.39786765100144,43.39786765100144,43.39786765100144,48.385766977997264,49.43236007900123,right,0.0,6.018418761996145,,49.43244122999749,49.44837713099696,49.93156807700143,49.947742414995446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-025,1,random_dot,60.11669034308197,
right,right,3.0,1.0,1.0,left,0.0,20.079668272999697,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,49.947742414995446,,,,,,,,,49.93180911499803,50.29855597199639,51.09819143599452,51.08221989899903,51.08248340099817,51.09819143599452,51.09819143599452,51.09819143599452,56.08223389100021,71.18362505899859,left,0.0,20.079668272999697,,71.18375593100063,71.19974173900118,71.68309192399465,71.69953968399932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-025,1,random_dot,60.11669034308197,
right,right,4.0,0.0,2.0,left,0.0,6.259319634998974,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,71.69953968399932,,,,,,,,,71.68331967799895,72.4828965380002,73.28339497999696,73.26703985600034,73.26735599200038,73.28339497999696,73.28339497999696,73.28339497999696,78.26694386600138,79.55128934399545,left,0.0,6.259319634998974,,79.55136939400109,79.56726161799452,80.05081146199518,80.06714715199632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-025,1,random_dot,60.11669034308197,
left,left,5.0,1.0,2.0,right,0.0,5.867990099002782,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,80.06714715199632,,,,,,,,,80.05107897699781,80.41750755300018,81.21685886499472,81.2003283899976,81.20075088199519,81.21685886499472,81.21685886499472,81.21685886499472,86.20083557700127,87.10148475999449,right,0.0,5.867990099002782,,87.10162737200153,87.11694612899737,87.60153725800046,87.61756348299969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-025,1,random_dot,60.11669034308197,
right,right,6.0,0.0,3.0,left,0.0,8.271988939995936,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,87.61756348299969,,,,,,,,,87.60175478699966,88.41748057899531,89.21801549499651,89.20106029899762,89.20132850200025,89.21801549499651,89.21801549499651,89.21801549499651,94.20141470499948,97.50234037599876,left,0.0,8.271988939995936,,97.50242109700048,97.5185393119973,98.00167594099912,98.01837709699612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-025,1,random_dot,60.11669034308197,
left,left,7.0,1.0,3.0,right,0.0,8.12294416599616,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,98.01837709699612,,,,,,,,,98.00190342099812,99.20161636799456,100.00140389800072,99.98502237899812,99.98526923699684,100.00140389800072,100.00140389800072,100.00140389800072,104.98543511099706,108.13667371399788,right,0.0,8.12294416599616,,108.13675397599582,108.15212737699768,108.63597061899782,108.65249643899732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-025,1,random_dot,60.11669034308197,
left,left,8.0,0.0,4.0,left,1.0,6.995239449999644,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,108.65249643899732,,,,,,,,,108.6361965899996,109.43512884200028,110.23584749699512,110.21918192899466,110.21950467900024,110.23584749699512,110.23584749699512,110.23584749699512,115.21958684299898,117.23698505199718,left,1.0,6.995239449999644,,117.23946864799656,117.2521688630004,117.7365911320012,117.75307447499654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-025,1,random_dot,60.11669034308197,
