direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0136965999845415,0.0211763998959213,0.0211763998959213,1.947270100004971,space,27.69252939987928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,1.9682515999302268,,,,,,,,,1.963866899954155,2.310959199909121,3.111141199944541,3.094073100015521,3.094093600055203,3.111141199944541,3.111141199944541,3.111141199944541,6.192506500054151,left,0.0,28.83843189990148,,6.195896500023082,6.210859199985862,6.707048400072381,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,6.723664700053632,,,,,,,,,6.707380899926648,6.80669549992308,7.607236699899659,7.589926900109276,7.589944100007415,7.607236699899659,7.607236699899659,7.607236699899659,8.658079799963161,right,0.0,26.81938250013627,,8.658769000088796,8.671675899997354,9.155452500097454,9.171195599948987,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,9.171195599948987,,,,,,,,,9.156027500052003,9.271078000077978,10.071585099911315,10.054788700072097,10.054819399956614,10.071585099911315,10.071585099911315,10.071585099911315,10.754966400098056,left,0.0,26.452964999945834,,10.755370100028813,10.769766099983826,11.252998099895194,11.269453499931842,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,11.269453499931842,,,,,,,,,11.253333500120789,11.618892800062897,12.419168600114062,12.403400900075212,12.4034229000099,12.419168600114062,12.419168600114062,12.419168600114062,13.003249800065532,left,1.0,26.34826250001788,,13.003745400113983,13.017610799986867,13.501409699907526,13.517075200099498,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,13.517075200099498,,,,,,,,,13.501826599938797,14.716282800072804,15.53293569991365,15.51585069997236,15.51587129989639,15.53293569991365,15.53293569991365,15.53293569991365,16.649506899993867,right,1.0,26.873225399991497,,16.650017000036314,16.66411289991811,17.147853899979964,17.16366480011493,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,17.16366480011493,,,,,,,,,17.148475100053474,18.362529600039124,19.16332729998976,19.14583669998683,19.14585560001433,19.16332729998976,19.16332729998976,19.16332729998976,20.096594500122592,left,1.0,26.68823520001024,,20.09716450003907,20.110923999920487,20.59439960005693,20.61056510009803,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,20.61056510009803,,,,,,,,,20.594710200093687,20.960542799904943,21.777151999995112,21.759795299964026,21.75982569996268,21.777151999995112,21.777151999995112,21.777151999995112,23.36001270008273,left,1.0,27.338896099943668,,23.36055029998533,23.374487099936232,23.858185000019148,23.873995000030845,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,23.873995000030845,,,,,,,,,23.85867709992453,24.223818500060588,25.02390439994633,25.007010800065476,25.007033000001684,25.02390439994633,25.02390439994633,25.02390439994633,25.973838600097224,right,1.0,26.71732739987783,,25.974239700008184,25.988821299979463,26.47251019999385,26.48830739990808,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,26.48830739990808,,,,,,,,,26.473035299917683,27.2875099000521,28.087848199997097,28.07386210002005,28.073880499927327,28.087848199997097,28.087848199997097,28.087848199997097,29.270916000008583,right,0.0,26.940346299903467,,29.27141549997032,29.28583050007001,29.769536700099707,29.785156700061638,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,29.785156700061638,,,,,,,,,29.77007120009512,30.584509500069544,31.384911299915984,31.367679599905387,31.367702400079,31.384911299915984,31.384911299915984,31.384911299915984,32.46838330011815,right,1.0,26.847092000069097,,32.468928599962965,32.48268590006046,32.96662160009146,32.98236529994756,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,32.98236529994756,,,,,,,,,32.96720750001259,34.18170140008442,34.99819330009632,34.98092920007184,34.98094619996846,34.99819330009632,34.99819330009632,34.99819330009632,35.64885509992018,left,0.0,26.419174199923877,,35.6494313001167,35.6632109999191,36.146551199955866,36.16273219999857,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,36.16273219999857,,,,,,,,,36.14697239990346,36.512296200031415,37.31277190009132,37.29547420004383,37.29549599997699,37.31277190009132,37.31277190009132,37.31277190009132,38.2468155999668,left,1.0,26.70335380011238,,38.247734300093725,38.26057699997909,38.745216300012544,38.760541199939325,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,38.760541199939325,,,,,,,,,38.74657359998673,39.559497399954125,40.35960160009563,40.34245179989375,40.34247460006736,40.35960160009563,40.35960160009563,40.35960160009563,40.843261200003326,left,0.0,26.23882879992016,,40.8436732001137,40.85827419999987,41.34180300007574,41.35768750007264,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,41.35768750007264,,,,,,,,,41.34223910002038,42.55686110001989,43.35702580003999,43.33985490002669,43.33987249992788,43.35702580003999,43.35702580003999,43.35702580003999,44.04065140010789,right,0.0,26.44486269983463,,44.04130499996245,44.05518910009414,44.53925850009546,44.55481970007531,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,44.55481970007531,,,,,,,,,44.54000229993835,45.75354459998198,46.55388269992545,46.53667780011892,46.53671130002476,46.55388269992545,46.55388269992545,46.55388269992545,47.42096600006335,right,1.0,26.63489290000871,,47.421647700015455,47.4353765998967,47.918837500037625,47.93494489998557,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,47.93494489998557,,,,,,,,,47.91918259998784,49.13370719994418,49.93419470009394,49.917107299901545,49.91712799994275,49.93419470009394,49.93419470009394,49.93419470009394,51.08530639996752,left,1.0,26.90898449998349,,51.0863304999657,51.0987354000099,51.58193459990434,51.59802130004391,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,51.59802130004391,,,,,,,,,51.582274300046265,51.697964899940416,52.49836029997096,52.48137570009567,52.48139470000751,52.49836029997096,52.49836029997096,52.49836029997096,53.26500050001778,left,0.0,26.530022899853066,,53.26541209989227,53.28017510008067,53.76340060005896,53.77987010008656,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,53.77987010008656,,,,,,,,,53.76381719997153,54.12926089996472,54.92946520005353,54.91225460008718,54.91227430012077,54.92946520005353,54.92946520005353,54.92946520005353,55.66396509995684,left,1.0,26.497152699856088,,55.66512929997407,55.67781549994834,56.162195899989456,56.17782979994081,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,56.17782979994081,,,,,,,,,56.163164200028405,56.52734620007686,57.327674200059846,57.311014800099656,57.31106680002995,57.327674200059846,57.327674200059846,57.327674200059846,58.394828600110486,right,0.0,26.827151499921456,,58.39577429997735,58.40859850007109,58.89167289994657,58.90780459996313,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,58.90780459996313,,,,,,,,,58.89203230012208,59.70734079997055,60.50787440012209,60.49135900009424,60.4913993999362,60.50787440012209,60.50787440012209,60.50787440012209,61.47651920001954,right,1.0,26.733203399926424,,61.47770550008863,61.489419700112194,61.97299419995397,61.988950999919325,,,,,,,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.97311299992725,61.988950999919325,61.988950999919325,63.223072699969634,space,26.988740799948573,,,,,,,,,,,,,,,,,,,,sub-198,1.0,random_dot,60.02264057266915,
