direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,22.0,1.0,45.0,1.0,365.0668793999357,,,,,,,,,365.0535577000119,365.4166961000301,366.2171832999448,366.2005448000273,366.2005784999346,366.2171832999448,366.2171832999448,366.2171832999448,366.9850645000115,left,0.0,18.787444800022055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,23.0,0.0,46.0,0.0,366.9991055999417,,,,,,,,,366.9873660999583,367.3488377999747,368.1493383999914,368.1333449999802,368.1334032999585,368.1493383999914,368.1493383999914,368.1493383999914,369.23315340001136,right,0.0,19.092803600011397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,1.0,369.247537999996,,,,,,,,,369.2346555000404,370.4469220000319,371.2474266999634,371.2314825999784,371.2315443999833,371.2474266999634,371.2474266999634,371.2474266999634,372.048078599968,right,1.0,18.80916940001771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,1.0,372.0626539000077,,,,,,,,,372.04950219998136,373.2622819000389,374.062252099975,374.045245999936,374.0452677999856,374.062252099975,374.062252099975,374.062252099975,374.84798880002927,right,1.0,18.80372859991621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,0.0,374.8608988999622,,,,,,,,,374.8506100999657,374.96101289999206,375.76105780003127,375.7450004999992,375.74507730000187,375.76105780003127,375.76105780003127,375.76105780003127,377.2624181000283,left,1.0,19.51964760001283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,0.0,377.2763224999653,,,,,,,,,377.2647948999656,377.3762996000005,378.1764683999354,378.1597121999366,378.1597390000243,378.1764683999354,378.1764683999354,378.1764683999354,379.3773193999659,right,0.0,19.219208499998786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,1.0,379.39151149999816,,,,,,,,,379.3792717999313,380.59097789996304,381.3912541000173,381.3747212999733,381.3747755000368,381.3912541000173,381.3912541000173,381.3912541000173,382.1591146000428,right,1.0,18.779434100026265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,0.0,382.1732030999847,,,,,,,,,382.1612975000171,382.52316550002433,383.3230173999909,383.3065442999359,383.3065829999978,383.3230173999909,383.3230173999909,383.3230173999909,384.16103109996766,left,1.0,18.8549006000394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,1.0,384.17174389993306,,,,,,,,,384.1622083999682,384.9716096000048,385.77187729999423,385.7556976999622,385.7557518000249,385.77187729999423,385.77187729999423,385.77187729999423,386.443660799996,right,1.0,18.68918180000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,0.0,386.4537487999769,,,,,,,,,386.4470255000051,386.80351560004056,387.60371179995127,387.5868431000272,387.5868652999634,387.60371179995127,387.60371179995127,387.60371179995127,388.17229679995216,left,1.0,18.5859022999648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,1.0,388.1860529000405,,,,,,,,,388.1746147000231,389.38531839998905,390.1857346999459,390.16970670002047,390.169760699966,390.1857346999459,390.1857346999459,390.1857346999459,390.8041851000162,right,1.0,18.63105169998016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,1.0,390.8176169999642,,,,,,,,,390.8067443999462,390.9176992999856,391.718139500008,391.70155290002,391.7015846000286,391.718139500008,391.718139500008,391.718139500008,392.4693252999568,right,1.0,18.762450899928808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,0.0,392.4835037000012,,,,,,,,,392.4712704999838,392.8333883000305,393.633660399937,393.6165244999575,393.6165446999949,393.633660399937,393.633660399937,393.633660399937,394.3193273999496,left,1.0,18.701901799999177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,0.0,394.33237700001337,,,,,,,,,394.3221652000211,394.43245439999737,395.2325892000226,395.2156985999318,395.2157254000194,395.2325892000226,395.2325892000226,395.2325892000226,396.1671148999594,left,1.0,18.9481382999802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,1.0,396.1809488999425,,,,,,,,,396.1686702000443,396.9806597999996,397.7812059000135,397.7644586999668,397.7644927999936,397.7812059000135,397.7812059000135,397.7812059000135,398.2658777999459,right,1.0,18.50445170002058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
,,accuracy,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.2670050000306,398.2798416999867,403.277030199999,sub-229,,,,
