direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,102.08925709989852,,,,,,,,,102.07395179988816,102.88959529995918,103.69002639991233,103.6732782998588,103.67330289981328,103.69002639991233,103.69002639991233,103.69002639991233,105.80716689978726,right,1.0,26.035872700158507,,105.80770529992878,105.82272879988886,106.3066048999317,106.32210149988532,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,106.32210149988532,,,,,,,,,106.30711939977482,106.67216709977949,107.47307579987682,107.45671699987724,107.45674189995044,107.47307579987682,107.47307579987682,107.47307579987682,111.2739486999344,right,0.0,27.72079699998721,,111.27443649992348,111.28940709983,111.7731709999498,111.7896212998312,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,111.7896212998312,,,,,,,,,111.77362209977582,111.88874639989808,112.68977889977396,112.67403090000153,112.67405349994078,112.68977889977396,112.68977889977396,112.68977889977396,116.29122419981286,left,0.0,27.52988020027988,,116.29175599990413,116.3053766998928,116.79017339996062,116.8058348998893,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,116.8058348998893,,,,,,,,,116.79060889990068,117.60603329981676,118.42202049982734,118.40533269988372,118.40535229980014,118.42202049982734,118.42202049982734,118.42202049982734,122.3404113999568,left,1.0,27.84497360000387,,122.340916399844,122.35563699994236,122.8555266999174,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,122.8713229999412,,,,,,,,,122.8560994998552,122.956071899971,123.75659989984706,123.73940629977731,123.73943119985051,123.75659989984706,123.75659989984706,123.75659989984706,127.49008909985425,right,1.0,27.648363000247627,,127.4905807999894,127.5049620999489,127.98973769997248,128.00523509993218,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,128.00523509993218,,,,,,,,,127.99021769990212,129.20582699985243,130.0060137999244,129.98955709999427,129.98957619979046,130.0060137999244,130.0060137999244,130.0060137999244,131.80694279982708,left,1.0,25.7173542000819,,131.80744709982537,131.82230729982257,132.30627359985374,132.3228511000052,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,132.3228511000052,,,,,,,,,132.30672009987757,133.12248489982449,133.93999469978735,133.92223399993964,133.92225559987128,133.93999469978735,133.93999469978735,133.93999469978735,135.2766352999024,right,1.0,25.26354930014349,,135.27745920000598,135.28804319980554,135.773462299956,135.78889219998382,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,135.78889219998382,,,,,,,,,135.77390529983677,136.98999509983696,137.79014589986764,137.77345739980228,137.7734785999637,137.79014589986764,137.79014589986764,137.79014589986764,141.49026499991305,left,1.0,27.620774100301787,,141.49081579991616,141.50476379995234,141.98991109989583,142.00579450000075,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,142.00579450000075,,,,,,,,,141.99041349999607,142.80566819990054,143.6067977999337,143.5893761999905,143.5894014998339,143.6067977999337,143.6067977999337,143.6067977999337,149.64113639993593,right,1.0,29.948527600150555,,149.64164389995858,149.65594149986282,150.15602369979024,,148.58899129997008,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,150.1725954997819,,,,,,,,,150.15651629981585,150.2557423999533,151.0564521998167,151.040153299924,151.0401909998618,151.0564521998167,151.0564521998167,151.0564521998167,152.70689709996805,left,1.0,25.570413700304925,,152.70738109992817,152.7226489998866,153.22216139989905,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,153.23908979981206,,,,,,,,,153.22262789984234,153.57136279996485,154.37306289980188,154.3565664999187,154.35659089987166,154.37306289980188,154.37306289980188,154.37306289980188,158.774778699968,right,1.0,28.32915520016104,,158.77540399995632,158.78830239991655,159.27339519979432,159.28943019988947,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.27348639979027,159.28943019988947,159.28943019988947,164.7403245999012,space,29.366985300322995,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.7403613999486,164.75615519983694,164.75615519983694,174.80720999999903,space,33.97996160015464,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.18001149990596,,,,,,,,,178.1715576997958,178.53141949977726,179.33109679981135,179.31484249979258,179.31486589997075,179.33109679981135,179.33109679981135,179.33109679981135,182.16641519987024,left,1.0,26.76506770029664,,,,,,,,,,,,,,,,,,,,,174.82635249989107,174.8450482999906,174.8450482999906,178.16482589999214,space,27.23739770008251,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,182.18005239986812,,,,,,,,,182.1682379997801,183.38087189989164,184.19725639978424,184.1806214998942,184.1806472998578,184.19725639978424,184.19725639978424,184.19725639978424,187.5158503998537,right,1.0,27.234082400333136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,187.53075789986175,,,,,,,,,187.51683639991097,188.33010309981185,189.1310127999168,189.11406729999,189.1140875997953,189.1310127999168,189.1310127999168,189.1310127999168,192.28191309981048,left,1.0,27.06790620018728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,192.2962664999068,,,,,,,,,192.28288239985704,193.09768629982136,193.89760179980655,193.88194149988703,193.8819661999587,193.89760179980655,193.89760179980655,193.89760179980655,196.3507295998279,right,1.0,26.36765780020505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,196.36309799994345,,,,,,,,,196.35168139985765,197.5637826998718,198.36410709982735,198.34775329986587,198.34777639992532,198.36410709982735,198.36410709982735,198.36410709982735,201.1651994998101,left,0.0,26.724977900274094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,201.1798582999036,,,,,,,,,201.16614629980177,202.38002379983664,203.1810846999288,203.16344109992497,203.1634670998901,203.1810846999288,203.1810846999288,203.1810846999288,206.2321141997818,left,1.0,26.972237900132317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,206.24721429985948,,,,,,,,,206.2330864998512,207.4468946999405,208.24677349999547,208.230606299825,208.2306308997795,208.24677349999547,208.24677349999547,208.24677349999547,209.84891559998505,right,1.0,25.518346400232986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,209.8635763998609,,,,,,,,,209.8498721998185,210.21329039987177,211.01468399981968,210.99779959977604,210.9978212998249,211.01468399981968,211.01468399981968,211.01468399981968,212.19887189986184,left,1.0,25.099684700137004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,212.21378219989128,,,,,,,,,212.19988709990864,212.56400309992023,213.3646807000041,213.3481011998374,213.34812589990904,213.3646807000041,213.3646807000041,213.3646807000041,215.19881989993155,left,1.0,25.754148200154305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,1.0,215.2135360999964,,,,,,,,,215.1998426998034,216.0136138999369,216.81447909981944,216.79744529980235,216.79746919986792,216.81447909981944,216.81447909981944,216.81447909981944,218.9166328997817,right,1.0,26.03170050028712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,218.934785499936,,,,,,,,,218.91778769996017,219.7307859999128,220.5309444998857,220.51456119981597,220.51458219997585,220.5309444998857,220.5309444998857,220.5309444998857,222.6328390999697,right,1.0,26.028515400132164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,222.64685399993323,,,,,,,,,222.63383869989772,222.7478012999054,223.54794540000148,223.53112699999477,223.5311481999233,223.54794540000148,223.54794540000148,223.54794540000148,224.91448879987,left,1.0,25.28269210015424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,224.92990239989007,,,,,,,,,224.9157619997859,225.2802511998452,226.08112119999717,226.0642561998684,226.06427719979547,226.08112119999717,226.08112119999717,226.08112119999717,227.88167139980945,left,1.0,25.71557890018448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,227.89667689986527,,,,,,,,,227.88262219983156,228.2465668998193,229.04804899985905,229.03139259992167,229.0314213999081,229.04804899985905,229.04804899985905,229.04804899985905,231.8151286998764,left,0.0,26.683954200008884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,231.83055269997567,,,,,,,,,231.81610649987124,231.92963709984903,232.7312284999061,232.7138219999615,232.7138472998049,232.7312284999061,232.7312284999061,232.7312284999061,234.9140945998952,left,1.0,26.106038100318983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,234.92938609980047,,,,,,,,,234.9151252999436,235.03007699991576,235.8307548998855,235.81370679987597,235.8137355998624,235.8307548998855,235.8307548998855,235.8307548998855,240.24829489993863,left,0.0,28.334929700242355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,1.0,240.2626811999362,,,,,,,,,240.24927329993807,241.46338129998185,242.26433999999423,242.2476524999365,242.2476720998529,242.26433999999423,242.26433999999423,242.26433999999423,243.99863329995424,right,1.0,25.64935900014825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,0.0,244.01305919978768,,,,,,,,,243.99990949989296,245.2137482999824,246.01432729978117,245.99769709981047,245.9977207998745,246.01432729978117,246.01432729978117,246.01432729978117,247.04826959990896,left,1.0,24.959335000021383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,247.0631478999276,,,,,,,,,247.04928159993145,248.26250479999,249.06342219980436,249.0468915998936,249.0469213000033,249.06342219980436,249.06342219980436,249.06342219980436,249.9975466998294,left,1.0,24.85442940029316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,1.0,250.01263169990847,,,,,,,,,249.9985063998029,250.3626545998268,251.16322509991005,251.1467443997972,251.14678319985975,251.16322509991005,251.16322509991005,251.16322509991005,255.0641599998344,right,1.0,27.81827730010264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,255.078979899874,,,,,,,,,255.06542549980804,255.17920019989836,255.98122119996697,255.96483059995808,255.9648519998882,255.98122119996697,255.98122119996697,255.98122119996697,257.59762399992906,left,1.0,25.54110569995828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,257.6124562998302,,,,,,,,,257.5989287998528,258.4137304998003,259.23028309992515,259.2138229999691,259.213846599916,259.23028309992515,259.23028309992515,259.23028309992515,262.8996048998088,left,0.0,27.597969700116664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,1.0,262.91306649986655,,,,,,,,,262.90061579993926,263.71267799986526,264.51375059993006,264.4980142998975,264.49803949985653,264.51375059993006,264.51375059993006,264.51375059993006,265.63210859987885,right,1.0,25.036834300030023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,265.6464079997968,,,,,,,,,265.6330600997899,265.9967801999301,266.79788129986264,266.7817593999207,266.78177939984016,266.79788129986264,266.79788129986264,266.79788129986264,268.14754009991884,left,1.0,25.27255480014719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,268.16240989998914,,,,,,,,,268.1485344998073,268.5134383998811,269.3142126998864,269.2975665999111,269.2975910999812,269.3142126998864,269.3142126998864,269.3142126998864,270.4975823999848,left,1.0,25.101015500025824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,1.0,270.5123269998003,,,,,,,,,270.49860169994645,270.6137297998648,271.4302170998417,271.4133651999291,271.4133903000038,271.4302170998417,271.4302170998417,271.4302170998417,272.6650460998062,right,1.0,25.15571180009283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,0.0,272.67941409978084,,,,,,,,,272.66617919993587,273.47999589983374,274.2969310998451,274.2801003998611,274.28012559982017,274.2969310998451,274.2969310998451,274.2969310998451,276.5982352998108,left,1.0,26.218298400286585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,1.0,276.613031799905,,,,,,,,,276.5991849999409,277.41372239985503,278.21337999985553,278.1979480998125,278.19796939985827,278.21337999985553,278.21337999985553,278.21337999985553,280.764715799829,left,0.0,26.47094259993173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,1.0,280.77959529985674,,,,,,,,,280.76567709981464,280.88050379999913,281.69714699988253,281.68088339990936,281.68090179981664,281.69714699988253,281.69714699988253,281.69714699988253,284.23121059988625,right,1.0,26.463041400071237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,0.0,284.24587339977734,,,,,,,,,284.2322163998615,285.0456818998791,285.84686129982583,285.8298598998226,285.829890999943,285.84686129982583,285.84686129982583,285.84686129982583,287.6307846999261,left,1.0,25.70132190012373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,287.64598329993896,,,,,,,,,287.63180069997907,288.44658039999194,289.2476838999428,289.23081399989314,289.2308335998096,289.2476838999428,289.2476838999428,289.2476838999428,290.9644891999196,left,1.0,25.63310680002905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,290.9794321998488,,,,,,,,,290.9654430998489,291.3299830998294,292.1300096998457,292.1135308998637,292.11355659994297,292.1300096998457,292.1300096998457,292.1300096998457,293.398467999883,right,1.0,25.183643100317568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,0.0,293.4133377999533,,,,,,,,,293.3994831999298,294.6124953997787,295.41319509991445,295.3967865000013,295.39681119984016,295.41319509991445,295.41319509991445,295.41319509991445,296.3636570998933,left,1.0,24.87463720003143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,1.0,296.3792530999053,,,,,,,,,296.364573800005,297.17950769979507,297.9799567000009,297.9628268999513,297.9628465999849,297.9799567000009,297.9799567000009,297.9799567000009,300.2983384998515,right,1.0,26.2401069002226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,0.0,300.31296949996613,,,,,,,,,300.2994259998668,301.11416959995404,301.929466099944,301.91348049999215,301.9135010999162,301.929466099944,301.929466099944,301.929466099944,303.58128019981086,left,1.0,25.57970660016872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,1.0,303.59559169993736,,,,,,,,,303.58255579997785,303.9465516998898,304.7466307999566,304.7299321999308,304.7299573000055,304.7466307999566,304.7466307999566,304.7466307999566,306.96379339997657,right,1.0,26.132247200235724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,306.9788637999445,,,,,,,,,306.964733999921,308.1792898999993,308.9799840999767,308.96363789984025,308.963663399918,308.9799840999767,308.9799840999767,308.9799840999767,311.4808143998962,left,0.0,26.415396000025797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,311.4960002999287,,,,,,,,,311.48210659995675,312.29589549987577,313.0975865998771,313.0805380998645,313.08055889979005,313.0975865998771,313.0975865998771,313.0975865998771,315.2818889999762,left,1.0,26.109177500009537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,0.0,315.2962187998928,,,,,,,,,315.2832522999961,316.4965824999381,317.29758269991726,317.2813779998105,317.28140300000086,317.29758269991726,317.29758269991726,317.29758269991726,318.74853439978324,left,1.0,25.36829900019802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,1.0,318.76342459977604,,,,,,,,,318.74950079992414,318.8633492998779,319.66469439980574,319.6472329997923,319.6472599999979,319.66469439980574,319.66469439980574,319.66469439980574,323.1148236999288,right,1.0,27.364147200249132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-059,1.0,random_dot,59.82707586827881,
