direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,stimulusDots.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
right,right,33.0,1.0,16.0,right,1.0,3.037921200040728,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,1.0,283.7234853999689,,,,,,,,,283.711174499942,284.91891869995743,285.72556829999667,285.7041695000371,285.70516669994686,285.72556829999667,285.72556829999667,285.72556829999667,288.77112049993593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.037921200040728,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,34.0,0.0,17.0,left,1.0,1.8720399999292567,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,0.0,288.7865904000355,,,,,,,,,288.77207179996185,289.9844176999759,290.79264110000804,290.7714106000494,290.7723387000151,290.79264110000804,290.79264110000804,290.79264110000804,292.674414100009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.8720399999292567,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,35.0,1.0,17.0,right,1.0,5.423719500075094,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,1.0,292.68589890003204,,,,,,,,,292.6752334999619,293.8858473999426,294.706442900002,294.6861433000304,294.686996000004,294.706442900002,294.706442900002,294.706442900002,300.13780939998105,,,,,,,,299.70038469997235,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.423719500075094,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,36.0,0.0,18.0,left,0.0,2.4141641000751406,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,300.1525496999966,,,,,,,,,300.13869029993657,301.35253409994766,302.15885320003144,302.1377755999565,302.1387830999447,302.15885320003144,302.15885320003144,302.15885320003144,304.59045939997304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.4141641000751406,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,37.0,1.0,18.0,left,1.0,1.6247591000283137,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,304.6176389999455,,,,,,,,,304.59160809998866,304.7018141000299,305.50428049999755,305.48553139995784,305.48600739997346,305.50428049999755,305.50428049999755,305.50428049999755,307.1378129000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6247591000283137,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,38.0,0.0,19.0,right,0.0,2.1846447000280023,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,0.0,307.15132629999425,,,,,,,,,307.1383703999454,307.24613240000326,308.0472228999716,308.03075309994165,308.0310934999725,308.0472228999716,308.0472228999716,308.0472228999716,310.2468717000447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.1846447000280023,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,39.0,1.0,19.0,right,1.0,1.267020299914293,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,1.0,310.25899909995496,,,,,,,,,310.24817120004445,310.3504721999634,311.1572198999347,311.1366154999705,311.13745729997754,311.1572198999347,311.1572198999347,311.1572198999347,312.4292703999672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.267020299914293,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,40.0,0.0,20.0,left,1.0,2.0566691999556497,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,312.4428941999795,,,,,,,,,312.4301836999366,313.6516206000233,314.4572540000081,314.43675710004754,314.4378587999381,314.4572540000081,314.4572540000081,314.4572540000081,316.5262303999625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.0566691999556497,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,41.0,1.0,20.0,right,1.0,1.296037600026466,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,20.0,1.0,41.0,1.0,316.5393659999827,,,,,,,,,316.5272880999837,316.6354253999889,317.44252799998503,317.42126009997446,317.42220220004674,317.44252799998503,317.44252799998503,317.44252799998503,318.75653400004376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.296037600026466,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,42.0,0.0,21.0,left,1.0,1.890899799996987,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,21.0,0.0,42.0,0.0,318.77247590001207,,,,,,,,,318.7575030999724,319.56924969994,320.3747405000031,320.35361069999635,320.35455299995374,320.3747405000031,320.3747405000031,320.3747405000031,322.2789195999503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.890899799996987,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,43.0,1.0,21.0,left,0.0,2.168914400041104,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,21.0,1.0,43.0,1.0,322.2928694000002,,,,,,,,,322.2809836999513,322.6358135000337,323.4426625999622,323.42122340004425,323.42217170004733,323.4426625999622,323.4426625999622,323.4426625999622,325.6159727999475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.168914400041104,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,44.0,0.0,22.0,left,1.0,3.224244700046256,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,22.0,0.0,44.0,0.0,325.62752870004624,,,,,,,,,325.6167945000343,325.969320800039,326.77612449997105,326.755063300021,326.7560476999497,326.77612449997105,326.77612449997105,326.77612449997105,330.0137570999796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.224244700046256,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,45.0,1.0,22.0,right,1.0,3.001653299899772,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,22.0,1.0,45.0,1.0,330.0258584000403,,,,,,,,,330.0148071999429,331.21578720002435,332.0257907999912,332.0046451999806,332.0055876999395,332.0257907999912,332.0257907999912,332.0257907999912,335.03277709998656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.001653299899772,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,46.0,0.0,23.0,right,1.0,0.9404287999495864,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,23.0,0.0,46.0,1.0,335.04444590001367,,,,,,,,,335.0336854000343,335.3858605000423,336.1927513999399,336.1715649999678,336.1725206000265,336.1927513999399,336.1927513999399,336.1927513999399,337.15729919995647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9404287999495864,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,47.0,1.0,23.0,left,1.0,2.4560030000284314,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,23.0,1.0,47.0,0.0,337.1728035999695,,,,,,,,,337.1583719999762,338.3865169000346,339.1925702999579,339.1714384999359,339.1723877999466,339.1925702999579,339.1925702999579,339.1925702999579,341.6612370000221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.4560030000284314,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,48.0,0.0,24.0,left,1.0,2.515328999958001,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,24.0,0.0,48.0,0.0,341.67339260003064,,,,,,,,,341.6620234999573,342.46845309995115,343.2759845999535,343.25490609998815,343.2558747000294,343.2759845999535,343.2759845999535,343.2759845999535,345.80274229997303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.515328999958001,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,49.0,1.0,24.0,right,1.0,1.4612383999628946,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,24.0,1.0,49.0,1.0,345.81812019995414,,,,,,,,,345.8036861999426,345.91834790003486,346.72341159998905,346.7034732999746,346.70428319997154,346.72341159998905,346.72341159998905,346.72341159998905,348.1966863999842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4612383999628946,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,50.0,0.0,25.0,right,1.0,3.0136121000396088,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,25.0,0.0,50.0,1.0,348.2091225000331,,,,,,,,,348.1978566000471,349.40296950004995,350.21017910004593,350.1892335000448,350.1902634999715,350.21017910004593,350.21017910004593,350.21017910004593,353.2311670000199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.0136121000396088,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,51.0,1.0,25.0,left,1.0,3.2674288999987766,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,25.0,1.0,51.0,0.0,353.2449488999555,,,,,,,,,353.232435700018,353.58671039994806,354.4073264000472,354.3869846999878,354.3878336000489,354.4073264000472,354.4073264000472,354.4073264000472,357.6883165000472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.2674288999987766,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,52.0,0.0,26.0,left,1.0,2.2363193000201136,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,26.0,0.0,52.0,0.0,357.7044735000236,,,,,,,,,357.6893354000058,358.5038008999545,359.3100622999482,359.28886369999964,359.2898431000067,359.3100622999482,359.3100622999482,359.3100622999482,361.5695013999939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.2363193000201136,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,53.0,1.0,26.0,right,1.0,3.357485600048676,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,26.0,1.0,53.0,1.0,361.5857725000242,,,,,,,,,361.5704046000028,362.7700797000434,363.5763891999377,363.5552798999706,363.5562197000254,363.5763891999377,363.5763891999377,363.5763891999377,366.9401341000339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.357485600048676,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,54.0,0.0,27.0,left,1.0,3.184072699979879,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,27.0,0.0,54.0,0.0,366.9558638000162,,,,,,,,,366.9410674000392,367.3033894000109,368.1102830000455,368.0888764000265,368.08988240000326,368.1102830000455,368.1102830000455,368.1102830000455,371.3082371000201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.184072699979879,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,55.0,1.0,27.0,right,1.0,0.874108700081706,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,27.0,1.0,55.0,1.0,371.3199875999708,,,,,,,,,371.3091323999688,371.66992559994105,372.4769493000349,372.45551959995646,372.4564452000195,372.4769493000349,372.4769493000349,372.4769493000349,373.37447359994985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.874108700081706,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,56.0,0.0,28.0,right,1.0,1.6652668999740854,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,28.0,0.0,56.0,1.0,373.3859752999852,,,,,,,,,373.37539549998473,373.7367010000162,374.5433610000182,374.5217741000233,374.52291009994224,374.5433610000182,374.5433610000182,374.5433610000182,376.22816519998014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6652668999740854,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,57.0,1.0,28.0,right,0.0,2.7885003000264987,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,28.0,1.0,57.0,0.0,376.2393537999597,,,,,,,,,376.2291417999659,377.4365593999392,378.2432232999709,378.2220093000215,378.2229894000338,378.2432232999709,378.2432232999709,378.2432232999709,381.0472809999482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.7885003000264987,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,58.0,0.0,29.0,left,1.0,2.096494000055827,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,29.0,0.0,58.0,0.0,381.0602353999857,,,,,,,,,381.0484901999589,381.1520827000495,381.9596385000041,381.938797699986,381.9397293999791,381.9596385000041,381.9596385000041,381.9596385000041,384.0734169000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.096494000055827,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,59.0,1.0,29.0,right,1.0,3.497455699951388,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,29.0,1.0,59.0,1.0,384.0885168999666,,,,,,,,,384.0742807999486,384.4370473000454,385.24987770000007,385.22291739995126,385.2247247999767,385.24987770000007,385.24987770000007,385.24987770000007,388.7645111000165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.497455699951388,,,,,sub-164,1,random_dot,57.42670916926211,
,,0.0,0.0,0.0,,,,,accuracy,space,4.002034800010733,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,0.0,0.0,0.0,left,0.0,0.8559776999754831,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,393.4427577999886,,,,,,,,,393.43076649995055,393.520425900002,394.3266220999649,394.305422400008,394.3063712000149,394.3266220999649,394.3266220999649,394.3266220999649,395.19278559996746,,,,,,,,,,,,,,,,,,,,,,,,388.8212461000076,388.83627760002855,388.83627760002855,393.40822500002105,space,4.55740509997122,,left,0.0,0.8559776999754831,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,1.0,1.0,0.0,left,1.0,0.8111519000958651,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,395.2057017999469,,,,,,,,,395.1938101999695,395.3043456999585,396.1101185999578,396.0890213999664,396.0900984000182,396.1101185999578,396.1101185999578,396.1101185999578,396.9271434999537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8111519000958651,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,2.0,0.0,1.0,right,1.0,0.4896141999633983,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,396.9399509000359,,,,,,,,,396.92799090000335,397.0358556000283,397.8432035000296,397.8222611999372,397.8232063000323,397.8432035000296,397.8432035000296,397.8432035000296,398.3498954999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.4896141999633983,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,3.0,1.0,1.0,right,0.0,1.1934068999253211,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,398.3609745999565,,,,,,,,,398.350754700019,399.55392460001167,400.3607614999637,400.3394325999543,400.3403677999741,400.3607614999637,400.3607614999637,400.3607614999637,401.57425720000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1934068999253211,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,4.0,0.0,2.0,left,1.0,0.8462865999899805,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,401.6015323000029,,,,,,,,,401.5752626999747,401.6849392999429,402.49416380003095,402.4727375999792,402.4737343000015,402.49416380003095,402.49416380003095,402.49416380003095,403.3475711999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8462865999899805,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,5.0,1.0,2.0,right,1.0,0.6058915000176057,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,403.35998960002325,,,,,,,,,403.3488085999852,403.7038958000485,404.5103323999792,404.4887824000325,404.4900516000344,404.5103323999792,404.5103323999792,404.5103323999792,405.1346834000433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6058915000176057,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,6.0,0.0,3.0,right,1.0,0.7676868999842554,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,3.0,0.0,6.0,1.0,405.1460925999563,,,,,,,,,405.1356628999347,405.23576089995913,406.0433723999886,406.0224474000279,406.0233838999411,406.0433723999886,406.0433723999886,406.0433723999886,406.8139890000457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7676868999842554,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,7.0,1.0,3.0,left,1.0,0.7914425999624655,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,3.0,1.0,7.0,0.0,406.8271664000349,,,,,,,,,406.8153455000138,408.0205529000377,408.8272081000032,408.8058670000173,408.8068101999816,408.8272081000032,408.8272081000032,408.8272081000032,409.6268869000487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7914425999624655,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,8.0,0.0,4.0,left,0.0,1.4439460000721738,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,4.0,0.0,8.0,1.0,409.640164499986,,,,,,,,,409.6280035999371,410.4373055000324,411.2434765000362,411.2224968000082,411.22343999997247,411.2434765000362,411.2434765000362,411.2434765000362,412.7067506000167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.4439460000721738,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,9.0,1.0,4.0,left,1.0,0.6395891999127343,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,4.0,1.0,9.0,0.0,412.7211268999381,,,,,,,,,412.70760860003065,413.0708741999697,413.8766682000132,413.8557195999893,413.856656900025,413.8766682000132,413.8766682000132,413.8766682000132,414.5316847000504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6395891999127343,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,10.0,0.0,5.0,right,1.0,0.4024372000712901,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,5.0,0.0,10.0,1.0,414.5436019999906,,,,,,,,,414.53278769995086,414.887217600015,415.7034688999411,415.6852060999954,415.6857447000221,415.7034688999411,415.7034688999411,415.7034688999411,416.1262970999815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.4024372000712901,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,11.0,1.0,5.0,left,1.0,0.6346265999600291,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,5.0,1.0,11.0,0.0,416.1530776999425,,,,,,,,,416.1271942999447,416.48614970000926,417.29245970002376,417.2713624000317,417.2721718000248,417.29245970002376,417.29245970002376,417.29245970002376,417.9548253000248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6346265999600291,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,12.0,0.0,6.0,left,1.0,0.9804507000371814,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,6.0,0.0,12.0,0.0,417.9693326000124,,,,,,,,,417.95566219999455,418.7693803999573,419.57729249994736,419.5557731000008,419.556717999978,419.57729249994736,419.57729249994736,419.57729249994736,420.5729123000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9804507000371814,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,13.0,1.0,6.0,right,1.0,0.5972656999947503,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,6.0,1.0,13.0,1.0,420.58780430001207,,,,,,,,,420.5737500999821,421.7872870999854,422.593591199955,422.5726108000381,422.5735399000114,422.593591199955,422.593591199955,422.593591199955,423.20949649997056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5972656999947503,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,14.0,0.0,7.0,right,0.0,0.6770447000162676,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,7.0,0.0,14.0,0.0,423.2350087999366,,,,,,,,,423.2104060000274,424.42078869999386,425.228405199945,425.2063759999583,425.2073777000187,425.228405199945,425.228405199945,425.228405199945,425.91648709995206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6770447000162676,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,15.0,1.0,7.0,right,1.0,0.7391815000446513,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,7.0,1.0,15.0,1.0,425.9281686999602,,,,,,,,,425.91732589993626,426.72072420001496,427.52738790004514,427.5059101999505,427.5068758999696,427.52738790004514,427.52738790004514,427.52738790004514,428.2746224999428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7391815000446513,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,16.0,0.0,8.0,left,0.0,0.8107143000233918,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,8.0,0.0,16.0,1.0,428.2893400000176,,,,,,,,,428.2754520999733,429.5029700000305,430.3086161999963,430.2880432000384,430.28888669994194,430.3086161999963,430.3086161999963,430.3086161999963,431.1230551999761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8107143000233918,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,17.0,1.0,8.0,right,0.0,0.5487753000343218,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,8.0,1.0,17.0,0.0,431.1384096000111,,,,,,,,,431.1240067000035,431.48735409998335,432.2940071000485,432.2727079000324,432.2736310999608,432.2940071000485,432.2940071000485,432.2940071000485,432.8574147999752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.5487753000343218,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,18.0,0.0,9.0,right,0.0,0.7605071000289172,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,9.0,0.0,18.0,0.0,432.87320689996704,,,,,,,,,432.8583377000177,433.2205967999762,434.02710579999257,434.00609289994463,434.0070282999659,434.02710579999257,434.02710579999257,434.02710579999257,434.7962418999523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7605071000289172,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,19.0,1.0,9.0,right,1.0,0.5968593000434339,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,9.0,1.0,19.0,1.0,434.8090825999389,,,,,,,,,434.79724069999065,435.604149300023,436.4106863000197,436.3895771999378,436.3905456999783,436.4106863000197,436.4106863000197,436.4106863000197,437.0109008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5968593000434339,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,20.0,0.0,10.0,left,1.0,0.5200199000537395,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,10.0,0.0,20.0,0.0,437.024460399989,,,,,,,,,437.01171240000986,437.3710391999921,438.1771065000212,438.1561405999819,438.1570864999667,438.1771065000212,438.1771065000212,438.1771065000212,438.7086496000411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5200199000537395,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,21.0,1.0,10.0,right,1.0,0.5083158999914303,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,10.0,1.0,21.0,1.0,438.72424989996944,,,,,,,,,438.7095997999422,439.5209989999421,440.3445337000303,440.3234120999696,440.3243757999735,440.3445337000303,440.3445337000303,440.3445337000303,440.8611727999523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5083158999914303,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,22.0,0.0,11.0,left,0.0,0.6903869000962004,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,11.0,0.0,22.0,1.0,440.8740535000106,,,,,,,,,440.8620778999757,441.2210550999735,442.02731979999226,442.0061387999449,442.00713939999696,442.02731979999226,442.02731979999226,442.02731979999226,442.7267688999418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6903869000962004,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,23.0,1.0,11.0,left,1.0,0.9063896000152454,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,11.0,1.0,23.0,0.0,442.7405587999383,,,,,,,,,442.7275886000134,443.9379884999944,444.7584065999836,444.7382249999792,444.73923139995895,444.7584065999836,444.7584065999836,444.7584065999836,445.6726922999369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9063896000152454,,,,,sub-164,1,random_dot,57.42670916926211,
left,left,24.0,0.0,12.0,right,0.0,0.7264259000075981,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,12.0,0.0,24.0,0.0,445.6874149000505,,,,,,,,,445.6735049999552,446.0378547,446.8605550000211,446.8395225999411,446.8404699999373,446.8605550000211,446.8605550000211,446.8605550000211,447.60642119997647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7264259000075981,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,25.0,1.0,12.0,left,0.0,0.6894295000238344,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,12.0,1.0,25.0,1.0,447.6223938999465,,,,,,,,,447.6074772999855,448.4211628000485,449.22756359993946,449.2061593999388,449.2071856999537,449.22756359993946,449.22756359993946,449.22756359993946,449.93422309996095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6894295000238344,,,,,sub-164,1,random_dot,57.42670916926211,
right,right,26.0,0.0,13.0,left,0.0,0.8589254999533296,,speed,space,4.55740509997122,,,,,,0.0,1.0,1.0,1.0,13.0,0.0,26.0,1.0,449.9452149999561,,,,,,,,,449.9350404000143,451.1376379999565,451.9443231000332,451.92325969995,451.9241773999529,451.9443231000332,451.9443231000332,451.9443231000332,452.82309059996624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8589254999533296,,,,,sub-164,1,random_dot,57.42670916926211,
