direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
left,left,37.0,1.0,18.0,right,0.0,0.847810343002493,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,0.0,164.9760416229983,,,,,,,,,164.96892235799896,166.16519959900324,166.95893007399718,166.9486886070008,166.94928057400102,166.95893007399718,166.95893007399718,166.95893007399718,167.80995286600228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.847810343002493,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,38.0,0.0,19.0,right,0.0,1.0554749579969211,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,0.0,167.8171938969972,,,,,,,,,167.810215755002,168.60887028100117,169.40030426700105,169.39242973799992,169.39288334100274,169.40030426700105,169.40030426700105,169.40030426700105,170.46030537899787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0554749579969211,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,39.0,1.0,19.0,left,0.0,1.2089033060037764,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,1.0,170.46817537299648,,,,,,,,,170.46057912200197,171.65871486700053,172.4505278860015,172.44248204099858,172.44296262299758,172.4505278860015,172.4505278860015,172.4505278860015,173.66784478699992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.2089033060037764,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,40.0,0.0,20.0,right,0.0,1.107579657000315,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,20.0,0.0,40.0,0.0,173.67470042200148,,,,,,,,,173.66819889999897,173.764924410003,174.55876464200264,174.54859237700293,174.5491613139966,174.55876464200264,174.55876464200264,174.55876464200264,175.67605784199986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.107579657000315,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,41.0,1.0,20.0,right,1.0,1.984523833001731,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,20.0,1.0,41.0,1.0,175.6829396719986,,,,,,,,,175.67637649399694,175.7649856229982,176.55878806099645,176.5485958779973,176.5491654389989,176.55878806099645,176.55878806099645,176.55878806099645,178.55101929700322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.984523833001731,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,42.0,0.0,21.0,right,0.0,0.9520925660035572,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,21.0,0.0,42.0,0.0,178.55940793899936,,,,,,,,,178.55135629900178,179.74806326399994,180.54204332800143,180.53177039,180.53235313000187,180.54204332800143,180.54204332800143,180.54204332800143,181.50088867299928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9520925660035572,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,43.0,1.0,21.0,left,0.0,1.3012171739974292,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,21.0,1.0,43.0,1.0,181.5090762089967,,,,,,,,,181.5011819599968,181.84817569699956,182.6418492169978,182.63171498799784,182.63230642399867,182.6418492169978,182.6418492169978,182.6418492169978,183.95093467400147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.3012171739974292,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,44.0,0.0,22.0,left,0.0,0.7620429999951739,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,22.0,0.0,44.0,1.0,183.95954943200195,,,,,,,,,183.95131802599644,184.7481553899997,185.5419865619988,185.5317560050025,185.53234806600085,185.5419865619988,185.5419865619988,185.5419865619988,186.30970215900012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7620429999951739,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,45.0,1.0,22.0,right,0.0,1.4168843000006746,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,22.0,1.0,45.0,0.0,186.31652074799783,,,,,,,,,186.30996289099855,186.65863956200337,187.45008527499888,187.44223721099843,187.4426907520028,187.45008527499888,187.45008527499888,187.45008527499888,188.87615205100155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.4168843000006746,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,46.0,0.0,23.0,right,1.0,1.1963525750034023,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,23.0,0.0,46.0,1.0,188.8825268020009,,,,,,,,,188.87643576400296,189.21467274700265,190.00850793199788,189.99821839299693,189.99874391299815,190.00850793199788,190.00850793199788,190.00850793199788,191.2096094700028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1963525750034023,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,47.0,1.0,23.0,right,0.0,1.895811534996028,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,23.0,1.0,47.0,0.0,191.21646788199723,,,,,,,,,191.20987415599663,191.5583366680003,192.35001631700288,192.34200301999957,192.3424854839977,192.35001631700288,192.35001631700288,192.35001631700288,194.25030418900133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.895811534996028,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,48.0,0.0,24.0,left,1.0,1.3587666690000333,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,24.0,0.0,48.0,0.0,194.25822644500292,,,,,,,,,194.25057010100136,195.0481345599983,195.8418240940009,195.8314372370005,195.83196743499863,195.8418240940009,195.8418240940009,195.8418240940009,197.2094277919969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.3587666690000333,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,49.0,1.0,24.0,left,0.0,1.336318226000003,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,24.0,1.0,49.0,1.0,197.21624377199623,,,,,,,,,197.2097677999991,198.00846222599648,198.80010333300012,198.792048659001,198.79253342800075,198.80010333300012,198.80010333300012,198.80010333300012,200.14305007700025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.336318226000003,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,50.0,0.0,25.0,left,1.0,1.1229376740011503,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,25.0,0.0,50.0,0.0,200.15083631000016,,,,,,,,,200.1433648289967,200.49178301999927,201.283457532998,201.2753514069991,201.27583988200055,201.283457532998,201.283457532998,201.283457532998,202.40964115899988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1229376740011503,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,51.0,1.0,25.0,right,1.0,1.0345009010052308,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,25.0,1.0,51.0,1.0,202.4164191890013,,,,,,,,,202.4098971679996,202.5083472059996,203.29982723500143,203.2920066950028,203.29245760299816,203.29982723500143,203.29982723500143,203.29982723500143,204.3426082090009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0345009010052308,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,52.0,0.0,26.0,right,1.0,1.1187882750018616,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,26.0,0.0,52.0,1.0,204.35050222800052,,,,,,,,,204.34292262300005,205.54169909800112,206.33345112000097,206.32537662899995,206.32582454999647,206.33345112000097,206.33345112000097,206.33345112000097,207.45967026599828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1187882750018616,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,53.0,1.0,26.0,left,1.0,0.7641132080025272,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,26.0,1.0,53.0,0.0,207.46658064799703,,,,,,,,,207.45995379099625,208.658337629,209.45002918400127,209.4419203150028,209.44237106200308,209.45002918400127,209.45002918400127,209.45002918400127,210.21718790200248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7641132080025272,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,54.0,0.0,27.0,right,0.0,1.049759733999963,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,27.0,0.0,54.0,0.0,210.22578498799703,,,,,,,,,210.21750655199867,210.5643934969994,211.3581948900028,211.3479332019997,211.3485063150001,211.3581948900028,211.3581948900028,211.3581948900028,212.40965755900103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.049759733999963,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,55.0,1.0,27.0,right,1.0,0.8670681079966016,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,27.0,1.0,55.0,1.0,212.4155562640008,,,,,,,,,212.40994069899895,212.50811179699667,213.29984926999896,213.29191620500205,213.29239600899743,213.29984926999896,213.29984926999896,213.29984926999896,214.1762838950017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8670681079966016,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,56.0,0.0,28.0,right,0.0,1.4950684630020987,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,28.0,0.0,56.0,0.0,214.1833219109976,,,,,,,,,214.1765715069996,215.3754440499979,216.1677164369976,216.15909498400288,216.1595539819973,216.1677164369976,216.1677164369976,216.1677164369976,217.6703747950014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.4950684630020987,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,57.0,1.0,28.0,right,1.0,1.5090318680013295,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,28.0,1.0,57.0,1.0,217.68042626300303,,,,,,,,,217.67064657699663,218.01528639200117,218.80957352399852,218.7989683199994,218.7995693299963,218.80957352399852,218.80957352399852,218.80957352399852,220.32674800600216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.5090318680013295,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,58.0,0.0,29.0,left,0.0,1.0689658839983167,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,29.0,0.0,58.0,1.0,220.33545607599808,,,,,,,,,220.32706862899795,221.52540618200143,222.3177781900013,222.30904108999675,222.3094940709998,222.3177781900013,222.3177781900013,222.3177781900013,223.39171652599907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.0689658839983167,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,59.0,1.0,29.0,left,1.0,0.7335224359994754,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,29.0,1.0,59.0,0.0,223.40104485600023,,,,,,,,,223.39200800300023,223.73201719800272,224.5251531410031,224.51580518500123,224.51639843799785,224.5251531410031,224.5251531410031,224.5251531410031,225.26518270000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7335224359994754,,,,,,sub-173,1,random_dot,89.30477846339137,
,,0.0,0.0,0.0,,,,,speed,space,4.136876862998179,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,0.0,0.0,0.0,right,1.0,2.306448688999808,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,227.7838435529993,,,,,,,,,227.77491450800156,228.96540722800276,229.75965296199865,229.7489654469973,229.74957754099887,229.75965296199865,229.75965296199865,229.75965296199865,232.0700188859992,,,,,,,,,,,,,,,,,,,,,,,225.27576627000235,225.2853571980013,225.2853571980013,227.76768108800024,space,2.474141738995968,,right,1.0,2.306448688999808,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,1.0,1.0,0.0,left,1.0,1.3946499480007333,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,232.07997428400267,,,,,,,,,232.07029054399757,232.86534540299908,233.6579630970009,233.64924966500257,233.6497348539997,233.6579630970009,233.6579630970009,233.6579630970009,235.0598142689996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.3946499480007333,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,2.0,0.0,1.0,right,1.0,1.1231817599982603,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,235.06857782600127,,,,,,,,,235.0601409559968,235.40879751600005,236.2014253390007,236.19244243999856,236.19292389399925,236.2014253390007,236.2014253390007,236.2014253390007,237.3324753740017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1231817599982603,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,3.0,1.0,1.0,left,1.0,0.7773333479999565,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,237.34098234200064,,,,,,,,,237.33285101300132,237.67535055500048,238.46802631200265,238.45902268600184,238.45951059900108,238.46802631200265,238.46802631200265,238.46802631200265,239.2534521549969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7773333479999565,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,4.0,0.0,2.0,right,1.0,0.7036044390042662,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,239.26355585899728,,,,,,,,,239.2538937740028,240.4487378900012,241.24160299300277,241.2321292780034,241.2327295430005,241.24160299300277,241.24160299300277,241.24160299300277,241.9481355109965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7036044390042662,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,5.0,1.0,2.0,right,0.0,0.8950024600053439,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,2.0,1.0,5.0,0.0,241.95889790300131,,,,,,,,,241.94839679000145,243.1417431779992,243.93422661800287,243.9254007299969,243.9258884380033,243.93422661800287,243.93422661800287,243.93422661800287,244.83663126300235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8950024600053439,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,6.0,0.0,3.0,left,1.0,0.9140033580042656,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,3.0,0.0,6.0,0.0,244.84681744500267,,,,,,,,,244.83696216099636,245.6317999469975,246.426129432999,246.4154272559972,246.41602708300343,246.426129432999,246.426129432999,246.426129432999,247.34876401499787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9140033580042656,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,7.0,1.0,3.0,left,0.0,0.7314535029945546,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,247.35908345100324,,,,,,,,,247.34914119599853,248.14189874199656,248.934608784999,248.92551666899817,248.92591836799693,248.934608784999,248.934608784999,248.934608784999,249.67212165099767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7314535029945546,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,8.0,0.0,4.0,right,1.0,0.7895944129995769,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,4.0,0.0,8.0,1.0,249.6815961879984,,,,,,,,,249.6724523739977,249.7655899770034,250.5593103939973,250.5486720819972,250.54926841999983,250.5593103939973,250.5593103939973,250.5593103939973,251.35831520800275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7895944129995769,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,9.0,1.0,4.0,left,1.0,0.7246976700043888,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,4.0,1.0,9.0,0.0,251.3656025770033,,,,,,,,,251.35865690799983,252.5473541699976,253.3411832779966,253.33103311200105,253.3316355220013,253.3411832779966,253.3411832779966,253.3411832779966,254.0672891619979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7246976700043888,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,10.0,0.0,5.0,left,1.0,0.7140656080009649,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,5.0,0.0,10.0,0.0,254.07440781399785,,,,,,,,,254.0675996880018,255.26404409800307,256.057611213997,256.04764227099804,256.0481682910031,256.057611213997,256.057611213997,256.057611213997,256.7752932700023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7140656080009649,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,11.0,1.0,5.0,right,1.0,1.397616823996941,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,5.0,1.0,11.0,1.0,256.782362113001,,,,,,,,,256.77557099599653,257.1242047959968,257.9159842520021,257.9078385050016,257.9083519869964,257.9159842520021,257.9159842520021,257.9159842520021,259.3166585650033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.397616823996941,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,12.0,0.0,6.0,left,0.0,2.177260264004872,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,6.0,0.0,12.0,1.0,259.32499546000327,,,,,,,,,259.3169429699992,259.4134498869971,260.2074126439984,260.1972006720025,260.1977773749968,260.2074126439984,260.2074126439984,260.2074126439984,262.3917300469984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.177260264004872,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,13.0,1.0,6.0,right,0.0,0.6793205380017753,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,6.0,1.0,13.0,0.0,262.3980690519966,,,,,,,,,262.39201474100264,262.480344636002,263.27417371400225,263.26372601399635,263.2642623349966,263.27417371400225,263.27417371400225,263.27417371400225,263.9584433339988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6793205380017753,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,14.0,0.0,7.0,left,0.0,0.6189226799979224,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,7.0,0.0,14.0,1.0,263.9654871629973,,,,,,,,,263.95871176799847,264.7575850950016,265.5493978949962,265.5412012750021,265.5416888489999,265.5493978949962,265.5493978949962,265.5493978949962,266.1757033899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6189226799979224,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,15.0,1.0,7.0,right,0.0,0.8732808470012969,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,7.0,1.0,15.0,0.0,266.1828688230016,,,,,,,,,266.1760079329979,266.52419288900273,267.316055285999,267.3078557120025,267.3083450429985,267.316055285999,267.316055285999,267.316055285999,268.1926355289979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8732808470012969,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,16.0,0.0,8.0,left,0.0,0.7645262139994884,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,8.0,0.0,16.0,1.0,268.1995516160023,,,,,,,,,268.1928985889972,268.99084092299745,269.78265496699896,269.7744960939963,269.7749779119986,269.78265496699896,269.78265496699896,269.78265496699896,270.5497669570032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7645262139994884,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,17.0,1.0,8.0,right,0.0,0.8302515079994919,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,8.0,1.0,17.0,0.0,270.5583361300014,,,,,,,,,270.5500628380032,270.64625649299705,271.44088742200256,271.43066167800134,271.43125447499915,271.44088742200256,271.44088742200256,271.44088742200256,272.275690788003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8302515079994919,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,18.0,0.0,9.0,left,0.0,1.9527595019972068,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,9.0,0.0,18.0,1.0,272.282506112002,,,,,,,,,272.2759503289999,272.3741187639971,273.1662656970002,273.1579010130008,273.15838289199746,273.1662656970002,273.1662656970002,273.1662656970002,275.1312897259995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.9527595019972068,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,19.0,1.0,9.0,right,0.0,1.0158644469993303,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,9.0,1.0,19.0,0.0,275.14203951299714,,,,,,,,,275.1316612180017,275.9249040970026,276.71710405700287,276.7082983240034,276.7087821629975,276.71710405700287,276.71710405700287,276.71710405700287,277.7356062789986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0158644469993303,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,20.0,0.0,10.0,right,0.0,1.796361289001652,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,10.0,0.0,20.0,0.0,277.74645886899816,,,,,,,,,277.73591654399934,278.53190358600114,279.3244516859995,279.3150032129997,279.3156045689975,279.3244516859995,279.3244516859995,279.3244516859995,281.1260858910028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.796361289001652,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,21.0,1.0,10.0,right,1.0,1.3391542300014407,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,10.0,1.0,21.0,1.0,281.1352303070016,,,,,,,,,281.12636935200135,281.4748250859993,282.2676182119976,282.2585095559989,282.2589892890028,282.2676182119976,282.2676182119976,282.2676182119976,283.6094962349962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3391542300014407,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,22.0,0.0,11.0,left,0.0,0.9574892649980028,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,11.0,0.0,22.0,1.0,283.61837677600124,,,,,,,,,283.6097656400016,283.9581087069964,284.75016015699657,284.7414842569997,284.74196555800154,284.75016015699657,284.75016015699657,284.75016015699657,285.7149373779976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.9574892649980028,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,23.0,1.0,11.0,right,0.0,0.8968470959953265,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,11.0,1.0,23.0,0.0,285.72501297800045,,,,,,,,,285.71525948600174,285.8080983819964,286.6007525739988,286.5917108880021,286.5921959510015,286.6007525739988,286.6007525739988,286.6007525739988,287.509584241001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8968470959953265,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,24.0,0.0,12.0,right,1.0,0.7559723379963543,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,12.0,0.0,24.0,1.0,287.51842371199746,,,,,,,,,287.51000658499834,287.857974837003,288.64963444099703,288.6415362129992,288.6418332760004,288.64963444099703,288.64963444099703,288.64963444099703,289.4146612339973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7559723379963543,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,25.0,1.0,12.0,left,1.0,0.7143542289995821,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,12.0,1.0,25.0,0.0,289.42490009599715,,,,,,,,,289.41498260200024,289.75782962599624,290.5501133930011,290.5413875700033,290.54186962999665,290.5501133930011,290.5501133930011,290.5501133930011,291.2696603250006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7143542289995821,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,26.0,0.0,13.0,right,1.0,1.558058708003955,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,13.0,0.0,26.0,1.0,291.2792562179966,,,,,,,,,291.2699929959999,292.0651053949987,292.85830754999915,292.8478440339968,292.84844182300003,292.85830754999915,292.85830754999915,292.85830754999915,294.42585379999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.558058708003955,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,27.0,1.0,13.0,left,1.0,1.2719105159994797,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,13.0,1.0,27.0,0.0,294.43529190200206,,,,,,,,,294.4262270449981,294.7746429289982,295.5673456730001,295.5582756759977,295.55875574999664,295.5673456730001,295.5673456730001,295.5673456730001,296.8422290689996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2719105159994797,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,28.0,0.0,14.0,right,0.0,0.9568867900015904,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,14.0,0.0,28.0,0.0,296.85083018199657,,,,,,,,,296.8424911780021,296.94126453199715,297.7342283570033,297.72491785100283,297.72542347599665,297.7342283570033,297.7342283570033,297.7342283570033,298.6925248499974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9568867900015904,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,29.0,1.0,14.0,left,0.0,1.142587772999832,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,14.0,1.0,29.0,1.0,298.69963703399844,,,,,,,,,298.6927924929987,299.4912260659985,300.2833624319974,300.2746651510024,300.27514233299735,300.2833624319974,300.2833624319974,300.2833624319974,301.43570020000334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.142587772999832,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,30.0,0.0,15.0,right,0.0,1.2630305040001986,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,15.0,0.0,30.0,0.0,301.4460979590003,,,,,,,,,301.4360769880004,301.7816026799992,302.5749379339977,302.5651888669963,302.5657894199976,302.5749379339977,302.5749379339977,302.5749379339977,303.847804817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.2630305040001986,,,,,,sub-173,1,random_dot,89.30477846339137,
