direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
right,right,31.0,1.0,15.0,right,1.0,1.34462443600205,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,15.0,1.0,31.0,1.0,303.858359302998,,,,,,,,,303.84817605799617,304.1911888269969,304.98324413700175,304.97459550500207,304.97507348100044,304.98324413700175,304.98324413700175,304.98324413700175,306.3305509159982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.34462443600205,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,32.0,0.0,16.0,left,1.0,0.8930828390002716,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,16.0,0.0,32.0,0.0,306.34135760900244,,,,,,,,,306.3308096050023,307.52421235899965,308.316682466997,308.3079186510004,308.3084372200028,308.316682466997,308.316682466997,308.316682466997,309.214051308998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8930828390002716,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,33.0,1.0,16.0,right,1.0,0.7248057309989235,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,16.0,1.0,33.0,1.0,309.22465802499937,,,,,,,,,309.21430609899835,309.5577743190006,310.34985851599777,310.34122239200224,310.3417021830028,310.34985851599777,310.34985851599777,310.34985851599777,311.08103271399887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7248057309989235,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,34.0,0.0,17.0,right,1.0,1.0991663570021046,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,17.0,0.0,34.0,1.0,311.0915673319978,,,,,,,,,311.0813496010014,311.42403151500184,312.2164222430001,312.2076797580012,312.2082008099969,312.2164222430001,312.2164222430001,312.2164222430001,313.32554313100263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0991663570021046,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,35.0,1.0,17.0,left,1.0,1.002932075993158,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,17.0,1.0,35.0,0.0,313.3348583120023,,,,,,,,,313.3258590580008,313.6743183880026,314.4666146439995,314.45783059999667,314.45834695999656,314.4666146439995,314.4666146439995,314.4666146439995,315.4801701089964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.002932075993158,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,36.0,0.0,18.0,left,1.0,0.6977409870014526,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,18.0,0.0,36.0,0.0,315.4911033039971,,,,,,,,,315.48055657200166,316.2741343890011,317.0666964429984,317.0576965029977,317.0582052480022,317.0666964429984,317.0666964429984,317.0666964429984,317.7754209010018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6977409870014526,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,37.0,1.0,18.0,left,0.0,1.2306456540027284,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,18.0,1.0,37.0,1.0,317.7848317300013,,,,,,,,,317.7757383720018,318.57437828600087,319.3665673020005,319.3577658909999,319.35828833300184,319.3665673020005,319.3665673020005,319.3665673020005,320.6093280170025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.2306456540027284,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,38.0,0.0,19.0,right,1.0,0.888678176997928,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,19.0,0.0,38.0,1.0,320.61888409999665,,,,,,,,,320.6098923780009,320.70776714599924,321.49944235300063,321.49094912299915,321.4914586860032,321.49944235300063,321.49944235300063,321.49944235300063,322.39800146200287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.888678176997928,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,39.0,1.0,19.0,right,0.0,0.6940649860043777,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,19.0,1.0,39.0,0.0,322.4065654130027,,,,,,,,,322.3983735810034,323.59097385100176,324.38313654399826,324.374329844999,324.3748066219996,324.38313654399826,324.38313654399826,324.38313654399826,325.0852351950016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6940649860043777,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,40.0,0.0,20.0,left,1.0,1.52820327700465,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,20.0,0.0,40.0,0.0,325.09539595700335,,,,,,,,,325.085631695998,326.2813506769962,327.074763538003,327.0649889350025,327.06559204000223,327.074763538003,327.074763538003,327.074763538003,328.608467762002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.52820327700465,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,41.0,1.0,20.0,right,1.0,0.9246521099994424,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,20.0,1.0,41.0,1.0,328.6170726889977,,,,,,,,,328.60873212000297,329.8070926770015,330.5993010059974,330.59064333599963,330.5911257319967,330.5993010059974,330.5993010059974,330.5993010059974,331.5317468209978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9246521099994424,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,42.0,0.0,21.0,left,0.0,1.083637108997209,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,21.0,0.0,42.0,1.0,331.5400605699979,,,,,,,,,331.5320766119985,332.32922794500337,333.1231087289998,333.1129256810018,333.11345058699953,333.1231087289998,333.1231087289998,333.1231087289998,334.2151336070019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.083637108997209,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,43.0,1.0,21.0,right,0.0,0.8121536430044216,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,21.0,1.0,43.0,0.0,334.2220748230029,,,,,,,,,334.2155288740032,334.5630813609969,335.35656357800326,335.34661590999895,335.3472219190008,335.35656357800326,335.35656357800326,335.35656357800326,336.1738690709972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8121536430044216,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,44.0,0.0,22.0,right,0.0,0.9762296310000238,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,22.0,0.0,44.0,0.0,336.1805944680018,,,,,,,,,336.1741305570031,336.512601223003,337.3064360240023,337.2962624119973,337.29684488099883,337.3064360240023,337.3064360240023,337.3064360240023,338.2906201110018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9762296310000238,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,45.0,1.0,22.0,right,1.0,0.8371940389988595,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,22.0,1.0,45.0,1.0,338.2973772339974,,,,,,,,,338.2909328550013,339.0795688479993,339.87323813999683,339.86329382900294,339.86387664700305,339.87323813999683,339.87323813999683,339.87323813999683,340.71631917299965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8371940389988595,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,46.0,0.0,23.0,left,0.0,0.7957909430042491,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,23.0,0.0,46.0,1.0,340.72367244699853,,,,,,,,,340.7165959900012,341.9131923929963,342.70664544199826,342.69686872499733,342.6974136220015,342.70664544199826,342.70664544199826,342.70664544199826,343.5081521259999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7957909430042491,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,47.0,1.0,23.0,left,1.0,0.7928421600008733,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,0.0,343.5150471369998,,,,,,,,,343.5084414759985,343.60648489499727,344.39845579199755,344.3901767749994,344.39065602100163,344.39845579199755,344.39845579199755,344.39845579199755,345.19889321299706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7928421600008733,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,48.0,0.0,24.0,right,1.0,0.9714759069975116,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,1.0,345.2073304919977,,,,,,,,,345.19922396900074,345.54621380099707,346.3398759310003,346.32993773400085,346.3305083360028,346.3398759310003,346.3398759310003,346.3398759310003,347.3150373629978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9714759069975116,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,49.0,1.0,24.0,left,1.0,0.905763657996431,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,0.0,347.32303215799766,,,,,,,,,347.31530220199784,348.1123495540014,348.9063641429966,348.89609285999904,348.89666989599937,348.9063641429966,348.9063641429966,348.9063641429966,349.81507099999726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.905763657996431,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,50.0,0.0,25.0,right,1.0,0.9287284890015144,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,1.0,349.82306064300064,,,,,,,,,349.81535696500214,349.9125256789994,350.70638300899736,350.6960120139993,350.6966317289989,350.70638300899736,350.70638300899736,350.70638300899736,351.64068507600314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9287284890015144,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,51.0,1.0,25.0,left,1.0,2.0998141129966825,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,0.0,351.6475153529973,,,,,,,,,351.6409565060021,351.97935080000025,352.7730959719993,352.7628244529988,352.7634022929997,352.7730959719993,352.7730959719993,352.7730959719993,354.87406575200293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.0998141129966825,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,52.0,0.0,26.0,right,1.0,0.6888852840056643,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,1.0,354.87957538699993,,,,,,,,,354.8743492740032,355.67300670700206,356.4650732200025,356.45670830400195,356.4572288369964,356.4650732200025,356.4650732200025,356.4650732200025,357.15714381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6888852840056643,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,53.0,1.0,26.0,left,1.0,0.7569507919979515,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,0.0,357.1644533739964,,,,,,,,,357.15743012799794,357.2561796500013,358.04780339699937,358.0399468089963,358.0404712890013,358.04780339699937,358.04780339699937,358.04780339699937,358.8070071140028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7569507919979515,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,54.0,0.0,27.0,right,1.0,0.7921047400013776,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,1.0,358.8141817029973,,,,,,,,,358.80729389299813,359.14597330499964,359.93962949600245,359.92947456699767,359.9300593829976,359.93962949600245,359.93962949600245,359.93962949600245,360.7404062409987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7921047400013776,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,55.0,1.0,27.0,left,1.0,0.8017314059979981,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,0.0,360.7476852089967,,,,,,,,,360.74070631500217,361.0787856519965,361.8728714730023,361.8624839100012,361.8630195239966,361.8728714730023,361.8728714730023,361.8728714730023,362.6814161889997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8017314059979981,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,56.0,0.0,28.0,right,0.0,0.4437690100021427,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,0.0,362.6893129410018,,,,,,,,,362.6816979040013,363.0291442939997,363.82282187999954,363.81243142199673,363.81301781500224,363.82282187999954,363.82282187999954,363.82282187999954,364.27409195100336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.4437690100021427,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,57.0,1.0,28.0,left,0.0,0.3977137879992369,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,1.0,364.28200630700303,,,,,,,,,364.2744366810002,365.0729572939963,365.8646859079963,365.8564690830026,365.8569462209998,365.8646859079963,365.8646859079963,365.8646859079963,366.2654579719965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.3977137879992369,,,,,,sub-173,1,random_dot,89.30477846339137,
left,left,58.0,0.0,29.0,left,1.0,0.7773307819952606,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,0.0,366.2736845570034,,,,,,,,,366.2657326539993,367.4623686069972,368.2561163069986,368.2461129329968,368.246730081999,368.2561163069986,368.2561163069986,368.2561163069986,369.04061869499856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7773307819952606,,,,,,sub-173,1,random_dot,89.30477846339137,
right,right,59.0,1.0,29.0,left,0.0,0.7550601760012796,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,1.0,369.0473791080003,,,,,,,,,369.0409304220011,369.1395317790011,369.9312280789964,369.9231608549962,369.9236450829994,369.9312280789964,369.9312280789964,369.9312280789964,370.6902363949994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7550601760012796,,,,,,sub-173,1,random_dot,89.30477846339137,
,,1.0,1.0,0.0,,,,,accuracy,space,2.474141738995968,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-173,1,random_dot,89.30477846339137,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.6935798289997,370.701316036997,375.6959876280016,375.6901109609971,sub-173,1,random_dot,89.30477846339137,
