direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149991079997562,0.0360053189997415,0.0360053189997415,6.233371518999775,space,6.168070562000139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,1,random_dot,57.80208429905104,
left,left,0.0,0.0,0.0,right,0.0,1.793465304000165,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,6.266636448999634,,,,,,,,,6.24196381999991,6.343425599000511,7.163741780999771,7.142447299000196,7.142722864999996,7.163741780999771,7.163741780999771,7.163741780999771,8.960771283999748,right,0.0,1.793465304000165,,8.96607972000038,8.993634073000067,9.476521966000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,1,random_dot,57.80208429905104,
right,right,1.0,1.0,0.0,right,1.0,3.579503584000122,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,9.49314320600024,,,,,,,,,9.47677008699975,10.66030000000046,11.462918487000024,11.444346621000475,11.44462084299994,11.462918487000024,11.462918487000024,11.462918487000024,15.045058157000312,right,1.0,3.579503584000122,,15.050161219000074,15.064989166000489,15.54598983699998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,1,random_dot,57.80208429905104,
left,left,2.0,0.0,1.0,left,1.0,0.901336371999605,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,15.56248254900038,,,,,,,,,15.54622239499986,16.746559246999823,17.54662408600052,17.53001851800036,17.53029837699978,17.54662408600052,17.54662408600052,17.54662408600052,18.467498809000062,left,1.0,0.901336371999605,,18.467579559000114,18.482069990000127,18.980942592000247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,1,random_dot,57.80208429905104,
right,right,3.0,1.0,1.0,right,1.0,0.6594593560002977,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,18.99755654599994,,,,,,,,,18.98117190900029,19.0809018380005,19.88382587999968,19.865125950999754,19.86538424900027,19.88382587999968,19.88382587999968,19.88382587999968,20.562733558999756,right,1.0,0.6594593560002977,,20.562820836000355,20.574626047000493,21.065188931000197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,1,random_dot,57.80208429905104,
right,right,4.0,0.0,2.0,right,1.0,0.7877244460005386,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,21.08189206099996,,,,,,,,,21.06543834600052,21.865569163000146,22.6684393810001,22.64971666800011,22.64998300699972,22.6684393810001,22.6684393810001,22.6684393810001,23.465462185000437,right,1.0,0.7877244460005386,,23.465548049000063,23.4769725619999,23.966813396999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,1,random_dot,57.80208429905104,
left,left,5.0,1.0,2.0,left,1.0,0.7499799459992573,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,23.983114472000125,,,,,,,,,23.96705040000052,24.31690303400046,25.117661608999697,25.101195135000125,25.101446044999648,25.117661608999697,25.117661608999697,25.117661608999697,25.8736104970003,left,1.0,0.7499799459992573,,25.87369708700044,25.886561479999727,26.384420076000424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,1,random_dot,57.80208429905104,
left,left,6.0,0.0,3.0,right,0.0,0.9120785439999964,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,26.401004788000137,,,,,,,,,26.384648180999648,27.18493288100035,27.987841572000438,27.96888617500008,27.96914772899981,27.987841572000438,27.987841572000438,27.987841572000438,28.91910089999965,right,0.0,0.9120785439999964,,28.921389009999984,28.934558398000263,29.41961269800049,29.43574325999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,1,random_dot,57.80208429905104,
right,right,7.0,1.0,3.0,left,0.0,0.752160570000342,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,29.43574325999998,,,,,,,,,29.41983029099993,30.21950265899977,31.022152424000524,31.003834635999738,31.00409340599981,31.022152424000524,31.022152424000524,31.022152424000524,31.79287276099967,left,0.0,0.752160570000342,,31.79296585999964,31.80592982899998,32.30394234200048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,1,random_dot,57.80208429905104,
right,right,8.0,0.0,4.0,right,1.0,0.781259021000551,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,32.32051374300045,,,,,,,,,32.30419007300043,33.10378860000037,33.90745589800008,33.88848063200021,33.88874404800026,33.90745589800008,33.90745589800008,33.90745589800008,34.69497390600009,right,1.0,0.781259021000551,,34.69751835399984,34.710247691000404,35.205135181000514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,1,random_dot,57.80208429905104,
