direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,stimulusDots.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,66.81897299992852,,,,,,,,,66.80420359992422,67.6167638998013,68.4192747999914,68.40382659994066,68.40388189977966,68.4192747999914,68.4192747999914,68.4192747999914,72.30195379978977,left,1.0,25.369548300048336,,72.30259340000339,72.31656149984337,72.80090379994363,,72.81700429995544,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,72.81700429995544,,,,,,,,,72.80134759983048,74.016387199983,74.81711659999564,74.80129849980585,74.8013224999886,74.81711659999564,74.81711659999564,74.81711659999564,79.38466949993744,right,1.0,26.058550599962476,,79.38515269989148,79.4001587999519,79.88453879998997,,79.89981149998493,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,79.89981149998493,,,,,,,,,79.88492139987648,81.08456829981878,81.90008129994385,81.88383899978362,81.88386269984767,81.90008129994385,81.90008129994385,81.90008129994385,84.48485099989921,left,1.0,24.06968260020949,,84.48535249987617,84.49997359979898,84.98407979984768,,85.00056799990125,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,85.00056799990125,,,,,,,,,84.98444839986041,85.10060229990631,85.90054129995406,85.88444169983268,85.88446809980087,85.90054129995406,85.90054129995406,85.90054129995406,88.68512219982222,right,0.0,24.276719600195065,,88.6855775997974,88.69975219992921,89.18428759998642,,89.1999068998266,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,89.1999068998266,,,,,,,,,89.18467969982885,89.54990779981017,90.3510464997962,90.3346678998787,90.33469699998386,90.3510464997962,90.3510464997962,90.3510464997962,92.50129379983991,right,1.0,23.63993340008892,,92.50173179991543,92.51735429977998,93.00092659983784,,93.01751029980367,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,93.01751029980367,,,,,,,,,93.00143649987876,93.36603659996764,94.1666289998684,94.1510088997893,94.1510347998701,94.1666289998684,94.1666289998684,94.1666289998684,95.91959619987756,right,1.0,23.249964400194585,,95.92023849999532,95.93355689989404,96.41795189981347,,96.43421709979884,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,96.43421709979884,,,,,,,,,96.41845209989695,96.7835381999612,97.58404399990104,97.56858309987,97.56861169985496,97.58404399990104,97.58404399990104,97.58404399990104,98.30073319980876,left,1.0,22.201857900014147,,98.30122779984958,98.31711829989216,98.80081469984724,,98.81650159996934,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,98.81650159996934,,,,,,,,,98.80129689979368,99.61646960000508,100.41630449984224,100.40085430000909,100.4008756999392,100.41630449984224,100.41630449984224,100.41630449984224,102.06842919997872,right,1.0,23.133692000061277,,102.06900579994544,102.0835255999118,102.56876689987256,,102.5844735999126,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,102.5844735999126,,,,,,,,,102.56948259985074,103.3824306000024,104.18496300000696,104.1697274998296,104.16977029992267,104.18496300000696,104.18496300000696,104.18496300000696,105.6029244000092,left,1.0,22.89958700002171,,105.60363099980168,105.61693169991486,106.10048169991931,,106.116912700003,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,106.116912700003,,,,,,,,,106.10084899980576,106.21593359997496,107.01704129995778,107.00101549993268,107.00105879991315,107.01704129995778,107.01704129995778,107.01704129995778,108.83696359978056,right,0.0,23.31333180028014,,108.83777549979276,108.85105549986474,109.33585369982757,,109.35141619993374,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,109.35141619993374,,,,,,,,,109.33650719979778,109.7012248998508,110.50030719977804,110.48595649981873,110.48598619992843,110.50030719977804,110.50030719977804,110.50030719977804,112.0347039999906,right,1.0,23.018708400195464,,112.03515629982576,112.0499475998804,112.5345683998894,,112.55132779991254,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5346557998564,112.55132779991254,112.55132779991254,116.0383025999181,space,24.97413290012628,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.03836089977996,116.04962740000336,116.04962740000336,123.47061919979753,space,28.912442500004545,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.41854579979554,,,,,,,,,126.41279969993047,127.21623279992492,128.01755009987392,128.0022324998863,128.0022761998698,128.01755009987392,128.01755009987392,128.01755009987392,131.15288539999165,right,0.0,24.625544200185686,,,,,,,,,,,,,,,,,,,,,123.49120809999296,123.52765479986556,123.52765479986556,126.4023990998976,space,24.36347260000184,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,131.1717416997999,,,,,,,,,131.16659059980884,132.36723629990593,133.16724489978515,133.15199429984204,133.15202839998528,133.16724489978515,133.16724489978515,133.16724489978515,136.0680188999977,right,1.0,24.39278919994831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,136.08295939979143,,,,,,,,,136.0689460998401,136.86820489983074,137.68477779999375,137.66928129992448,137.66932369978167,137.68477779999375,137.68477779999375,137.68477779999375,141.95129769993946,left,1.0,25.74955389997922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,141.96671909978613,,,,,,,,,141.95228139986284,143.16677299980074,143.967341999989,143.95253959996626,143.95258069992997,143.967341999989,143.967341999989,143.967341999989,148.2349614999257,right,1.0,25.75533840013668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,148.25056959991343,,,,,,,,,148.23622739990242,149.0485713998787,149.85018959990705,149.83475939999337,149.83478859998286,149.85018959990705,149.85018959990705,149.85018959990705,154.71926259994507,right,1.0,26.36029490013607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,154.73381949984469,,,,,,,,,154.72052499977872,154.83360469993204,155.63372539984994,155.61781500000507,155.6178458998911,155.63372539984994,155.63372539984994,155.63372539984994,160.98821279988624,left,1.0,26.849997100187466,,,,,160.63377739978023,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,161.00037429993972,,,,,,,,,160.98962619993836,161.34983039996587,162.15011549997143,162.1349277999252,162.13499499997124,162.15011549997143,162.15011549997143,162.15011549997143,163.7683749999851,right,1.0,23.11474630003795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,163.78223429992795,,,,,,,,,163.76925499993376,164.1329562999308,164.93261949997395,164.91656469996087,164.91658959980123,164.93261949997395,164.93261949997395,164.93261949997395,166.90129889990203,left,1.0,23.451906400267035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,166.9160114999395,,,,,,,,,166.90219299984165,167.0170585999731,167.81680999998937,167.8017692998983,167.80180839984678,167.81680999998937,167.81680999998937,167.81680999998937,170.18334499979392,right,1.0,23.85618570027873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,170.19939469988458,,,,,,,,,170.18411029991694,170.53378719999455,171.33341709990054,171.31778969988227,171.31782879983075,171.33341709990054,171.33341709990054,171.33341709990054,173.36713579995558,left,1.0,23.51715560001321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,173.3833631998859,,,,,,,,,173.3680766997859,174.58220259984955,175.3984086997807,175.38184159994125,175.3818642999977,175.3984086997807,175.3984086997807,175.3984086997807,177.96768159978092,left,1.0,24.053942600032315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,1.0,177.98319599987008,,,,,,,,,177.9686477999203,178.78303919988684,179.5833788998425,179.5681241999846,179.56815969990566,179.5833788998425,179.5833788998425,179.5833788998425,181.984429899836,right,1.0,23.894081400241703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,181.99855299992487,,,,,,,,,181.98570599989037,182.79982479987663,183.59870989993212,183.58451999980025,183.58456379990093,183.59870989993212,183.59870989993212,183.59870989993212,187.3843365998473,left,1.0,25.27610979997553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,187.39998209988696,,,,,,,,,187.38552689994685,188.60020859981887,189.4166098998394,189.39995249989445,189.3999814998824,189.4166098998394,189.4166098998394,189.4166098998394,191.43305639992468,right,1.0,23.51155590009876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,191.44828179990876,,,,,,,,,191.433806899935,192.64755349978805,193.44888969999735,193.434078599792,193.4341134999413,193.44888969999735,193.44888969999735,193.44888969999735,194.99974919995293,left,1.0,23.03558690007776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,195.01530539989471,,,,,,,,,195.00059419986792,195.10003789979964,195.90013089985587,195.8845181998331,195.8845611999277,195.90013089985587,195.90013089985587,195.90013089985587,196.86836580000815,right,1.0,22.454657400259748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,196.8830628998112,,,,,,,,,196.86984009994197,197.68347849999557,198.4825895999093,198.46799229993485,198.4680262999609,198.4825895999093,198.4825895999093,198.4825895999093,199.0524455998093,left,1.0,22.062530199997127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,1.0,199.0660695999395,,,,,,,,,199.05367759987712,199.4155687999446,200.21581719978712,200.20077309990305,200.2008059998043,200.21581719978712,200.21581719978712,200.21581719978712,201.9356624998618,right,1.0,23.20955689996481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,1.0,201.9491704998072,,,,,,,,,201.9370372998528,202.0498945999425,202.8497023999225,202.83402949990705,202.8340742997825,202.8497023999225,202.8497023999225,202.8497023999225,204.76739719999023,right,1.0,23.40519200009294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,0.0,204.78264349978417,,,,,,,,,204.76837999979037,205.5828493000008,206.3992958997842,206.38433809997517,206.3843782998156,206.3992958997842,206.3992958997842,206.3992958997842,208.10019039991312,left,1.0,23.18373170006089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,208.1158873999957,,,,,,,,,208.1011168998666,209.3161832999904,210.11554829985835,210.10092219989747,210.10095949983224,210.11554829985835,210.11554829985835,210.11554829985835,213.89929329999725,left,1.0,25.275984999956563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,213.914050999796,,,,,,,,,213.8999971000012,214.26572349993512,215.06591679994017,215.0509076998569,215.05094229988757,215.06591679994017,215.06591679994017,215.06591679994017,217.0352741999086,right,1.0,23.459260700037703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,217.04954769997855,,,,,,,,,217.03672319999896,217.8498466999736,218.64971549995244,218.6335023997817,218.63354159984735,218.64971549995244,218.64971549995244,218.64971549995244,221.6507838999387,left,1.0,24.49232260021381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,221.66570079978555,,,,,,,,,221.65201119985431,222.86582499998624,223.66635189997032,223.65114749991332,223.65119050000797,223.66635189997032,223.66635189997032,223.66635189997032,226.04848150000907,right,1.0,23.8667689000722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,226.0638563998509,,,,,,,,,226.04926289990544,227.24938479997215,228.0478251997847,228.0338227998,228.03385809995237,228.0478251997847,228.0478251997847,228.0478251997847,230.46629169979133,right,0.0,23.90094770002179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,1.0,230.48273169994357,,,,,,,,,230.4673799998127,230.83262589992955,231.6326209998224,231.61764039983973,231.617680599913,231.6326209998224,231.6326209998224,231.6326209998224,233.6164060998708,right,1.0,23.47178789996542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,0.0,233.63172159995884,,,,,,,,,233.6174970997963,234.83246519998647,235.6319016998168,235.61695749987848,235.6169898998924,235.6319016998168,235.6319016998168,235.6319016998168,238.13447949988768,left,1.0,23.9969864001032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,1.0,238.1489383999724,,,,,,,,,238.13590199989267,238.24797189980745,239.04904859978703,239.03339729993604,239.03343009995297,239.04904859978703,239.04904859978703,239.04904859978703,240.75205129990357,right,1.0,23.19750690017827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,240.76402639993464,,,,,,,,,240.75315839983523,241.11577779985964,241.9319321999792,241.9163816999644,241.91641149995849,241.9319321999792,241.9319321999792,241.9319321999792,244.6667535000015,left,1.0,24.23200699989684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,244.68166989996095,,,,,,,,,244.6676985998638,245.0313368998468,245.83266839990392,245.817106399918,245.81715039978732,245.83266839990392,245.83266839990392,245.83266839990392,248.1835932999384,right,1.0,23.834600300062448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,1.0,248.1993141998537,,,,,,,,,248.1848978998605,248.54804769996557,249.34903369983655,249.3333406997845,249.3333736998029,249.34903369983655,249.34903369983655,249.34903369983655,252.2003907999024,right,1.0,24.34060390014201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,0.0,252.21531369979493,,,,,,,,,252.20175569993444,252.56358209997416,253.36573979980312,253.349433099851,253.34946589986797,253.36573979980312,253.36573979980312,253.36573979980312,255.74944559996948,left,1.0,23.871254099998623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,0.0,255.7646218999289,,,,,,,,,255.7504687998444,255.865211899858,256.66506389994174,256.649177899817,256.6492102998309,256.66506389994174,256.66506389994174,256.66506389994174,258.2488977999892,left,1.0,23.075382800307125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,1.0,258.2648316998966,,,,,,,,,258.25003759982064,259.046948999865,259.8481925998349,259.83295369986445,259.832982899854,259.8481925998349,259.8481925998349,259.8481925998349,262.3502334000077,right,1.0,23.99275720026344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,1.0,262.36531459982507,,,,,,,,,262.3514838998672,262.46460059983656,263.2646098998375,263.24906149995513,263.2490912999492,263.2646098998375,263.2646098998375,263.2646098998375,266.64959619985893,right,1.0,24.873719400027767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,0.0,266.6653599999845,,,,,,,,,266.6508055999875,267.8653364998754,268.6644745999947,268.6496392998379,268.6496718998533,268.6644745999947,268.6644745999947,268.6644745999947,272.8489669999108,left,1.0,25.66777570010163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,272.8649993999861,,,,,,,,,272.8501650998369,273.6478780999314,274.44877349981107,274.4322907999158,274.43232319992967,274.44877349981107,274.44877349981107,274.44877349981107,276.1828931998461,right,1.0,23.220841200090945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,276.1981801998336,,,,,,,,,276.1840039999224,277.3975784999784,278.2129412998911,278.196477699792,278.19649619981647,278.2129412998911,278.2129412998911,278.2129412998911,280.63365469989367,left,1.0,23.91468460019678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,0.0,280.6476143999025,,,,,,,,,280.6349729998037,280.9986272999085,281.7978174998425,281.7821317999624,281.78216289984994,281.7978174998425,281.7978174998425,281.7978174998425,286.6492571998388,left,1.0,26.338633500039577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,1.0,286.6640825998038,,,,,,,,,286.6503243998159,287.86465679993853,288.6641112999059,288.64942079992034,288.6494616998825,288.6641112999059,288.6641112999059,288.6641112999059,290.26657739980146,right,1.0,23.08720470010303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,1.0,random_dot,59.89081902827439,
