direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,1.434102199971676,1.4473923000041395,1.4473923000041395,24.609170299954712,space,38.26576410024427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-083,1.0,random_dot,60.03186493290544,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,24.65191819984466,,,,,,,,,24.646665999898687,25.422959999879826,26.224073600023985,26.207521199947223,26.20756240002811,26.224073600023985,26.224073600023985,26.224073600023985,31.20717309997417,35.02632319997065,right,1.0,23.903919800184667,,35.02857859991491,35.04641569987871,35.53968179994263,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-083,1.0,random_dot,60.03186493290544,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,35.55625270004384,,,,,,,,,35.54034289997071,35.889466600026935,36.69053340004757,36.67401949991472,36.67406139988452,36.69053340004757,36.69053340004757,36.69053340004757,41.67382639995776,42.592914999928325,left,1.0,21.015497100073844,,42.593735199887305,42.60615590005182,43.09069560002536,43.10595420002937,,,,,,,,,,,,,,,,,,,,,,,,,,sub-083,1.0,random_dot,60.03186493290544,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,43.10595420002937,,,,,,,,,43.09135750005953,43.20614459994249,44.00716309994459,43.99048010003753,43.990520199993625,44.00716309994459,44.00716309994459,44.00716309994459,48.99021889991127,49.40897420002148,left,1.0,20.50937890028581,,49.40981499990448,49.422814700054005,49.90713229984976,49.922738699940965,,,,,,,,,,,,,,,,,,,,,,,,,,sub-083,1.0,random_dot,60.03186493290544,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,49.922738699940965,,,,,,,,,49.90770639991388,50.022549599874765,50.823646100005135,50.80735410004854,50.807394499890506,50.823646100005135,50.823646100005135,50.823646100005135,,53.70960419997573,right,1.0,18.000674000242725,,53.71036610007286,53.72260209987871,54.20674149994738,54.22235609986819,,,,,,,,,,,,,,,,,,,,,,,,,,sub-083,1.0,random_dot,60.03186493290544,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,54.22235609986819,,,,,,,,,54.20733130001463,54.322577599901706,55.12342239986174,55.10712349996902,55.10716610006057,55.12342239986174,55.12342239986174,55.12342239986174,,55.941717699868605,left,1.0,15.920978700043634,,55.94232099992223,55.95606980007142,56.44050240004435,56.45590649987571,,,,,,,,,,,,,,,,,,,,,,,,,,sub-083,1.0,random_dot,60.03186493290544,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,56.45590649987571,,,,,,,,,56.4411853000056,57.25570790003985,58.0565344998613,58.039953500032425,58.040032600052655,58.0565344998613,58.0565344998613,58.0565344998613,,58.9081414998509,right,1.0,15.954561100108547,,58.9088810000103,58.92225049994886,59.40671629994176,59.42248860001564,,,,,,,,,,,,,,,,,,,,,,,,,,sub-083,1.0,random_dot,60.03186493290544,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,59.42248860001564,,,,,,,,,59.40727930003777,60.22214929992333,61.14973869989626,61.006854800041765,61.00689099985175,61.14973869989626,61.14973869989626,61.14973869989626,,64.46070050005801,right,1.0,18.42590790009126,,64.46150740003213,64.47232629987411,64.95665209996514,64.9724594000727,,,,,,,,,,,,,,,,,,,,,,,,,,sub-083,1.0,random_dot,60.03186493290544,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,64.9724594000727,,,,,,,,,64.95727250003256,66.17261929996312,66.97312109987251,66.95685159997083,66.95693990006112,66.97312109987251,66.97312109987251,66.97312109987251,,69.32529449998401,left,1.0,17.465638500172645,,69.32610139995813,69.33904800005257,69.82350489986129,69.83888299996033,,,,,,,,,,,,,,,,,,,,,,,,,,sub-083,1.0,random_dot,60.03186493290544,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,69.83888299996033,,,,,,,,,69.82415540004149,71.03903819993138,71.83973949984647,71.82339480007067,71.8234357999172,71.83973949984647,71.83973949984647,71.83973949984647,,75.60703299986199,left,1.0,18.87075330014341,,75.60737639991567,75.62228289991617,76.10698330006562,76.12232919991948,,,,,,,,,,,,,,,,,,,,,,,,,,sub-083,1.0,random_dot,60.03186493290544,
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,76.12232919991948,,,,,,,,,76.10762819997035,77.32239250000566,78.12328749988228,78.10678109992296,78.10682199988514,78.12328749988228,78.12328749988228,78.12328749988228,,79.0585240998771,right,1.0,16.04488950013183,,79.05929709994234,79.07230159989558,79.55685729999095,79.57199299987406,,,,,,,,,,,,,,,,,,,,,,,,,,sub-083,1.0,random_dot,60.03186493290544,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,79.57199299987406,,,,,,,,,79.5574834998697,80.37218319997191,81.17275059991516,81.15674140001647,81.15678299986757,81.17275059991516,81.17275059991516,81.17275059991516,,81.94186610006727,left,1.0,15.87374039995484,,81.94253779994324,81.95527869998477,82.44003980001435,82.45561269996688,,,,,,,,,,,,,,,,,,,,,,,,,,sub-083,1.0,random_dot,60.03186493290544,
