direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 72
left,left,speed,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,0.0,494.0400763000002,,,,,,,,,494.0263814,494.1398815000002,494.9392994,494.9226916000002,494.9227093,494.9392994,494.9392994,494.9392994,,496.4398239000002,right,0.0,15.676855499999874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,0.0,496.45423230000006,,,,,,,,,496.44140030000017,496.8043072999999,497.6206477999999,497.6035459,497.6035585999998,497.6206477999999,497.6206477999999,497.6206477999999,,499.6035151000001,right,0.0,16.15512949999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,1.0,499.6184097999999,,,,,,,,,499.6047859,500.4174090000001,501.2170916999999,501.2012884999999,501.2013304000002,501.2170916999999,501.2170916999999,501.2170916999999,,505.1818271000002,left,0.0,18.14587879999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,0.0,505.1964125999998,,,,,,,,,505.1831680999999,505.9953876999998,506.7954030000001,506.7791247,506.7791639000002,506.7954030000001,506.7954030000001,506.7954030000001,,509.5278733,left,1.0,16.911169800000152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,1.0,509.5424423,,,,,,,,,509.5292389000001,509.64194110000017,510.4417738000002,510.42636820000007,510.42642179999984,510.4417738000002,510.4417738000002,510.4417738000002,,513.8394131999999,left,0.0,17.566707299999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,1.0,513.8549757000001,,,,,,,,,513.8400317999999,514.6541505999999,515.4539420000001,515.4381472,515.4381939,515.4539420000001,515.4539420000001,515.4539420000001,,518.0527243000001,left,0.0,16.777670299999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,0.0,518.0674798,,,,,,,,,518.0541085,518.8669506000001,519.6664590999999,519.6508342000002,519.6508769000002,519.6664590999999,519.6664590999999,519.6664590999999,,520.9166816000002,left,1.0,15.431639299999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,0.0,520.9317896000002,,,,,,,,,520.9176508999999,521.7309783000001,522.5306853000002,522.5145566000001,522.5145950000001,522.5306853000002,522.5306853000002,522.5306853000002,,523.5132647,left,1.0,15.158658299999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,1.0,523.5288052000001,,,,,,,,,523.5137567000002,523.6286660999999,524.428852,524.4126280999999,524.4127493000001,524.428852,524.428852,524.428852,,525.4465888999998,left,0.0,15.194737699999678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,1.0,525.4607655999998,,,,,,,,,525.447928,525.5607070000001,526.3604060000002,526.3439183999999,526.3439530999999,526.3604060000002,526.3604060000002,526.3604060000002,,528.6925154999999,left,0.0,16.51527569999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,0.0,528.7075448,,,,,,,,,528.6936249,529.9065390000001,530.7224830999999,530.7058676000001,530.7058821999999,530.7224830999999,530.7224830999999,530.7224830999999,,532.6570571000002,left,1.0,16.117002299999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,1.0,532.6703692000001,,,,,,,,,532.6581417000002,533.4695231000001,534.2694666000002,534.2527971,534.2528155999998,534.2694666000002,534.2694666000002,534.2694666000002,,536.3379249,left,0.0,16.248828899999808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,0.0,536.3501510000001,,,,,,,,,536.3384230000001,536.6997678000002,537.4997091999999,537.4829709999999,537.4829863,537.4997091999999,537.4997091999999,537.4997091999999,,540.7134119000002,left,1.0,17.38303850000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,1.0,540.7293475000001,,,,,,,,,540.7138875,541.9284410999999,542.7278298000001,542.7112232999998,542.7112393000002,542.7278298000001,542.7278298000001,542.7278298000001,,543.8450020999999,right,1.0,15.300314299999629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,0.0,543.8598004,,,,,,,,,543.8455190999998,543.9599601,544.7759544999999,544.7590365000001,544.7590488000001,544.7759544999999,544.7759544999999,544.7759544999999,,545.7760973,left,1.0,15.174803599999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,1.0,545.7912148,,,,,,,,,545.7769913000002,546.9901633999998,547.7897974000002,547.7730586000002,547.7730686999998,547.7897974000002,547.7897974000002,547.7897974000002,,548.5562183000002,right,1.0,14.936995099999876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,0.0,548.5721831000001,,,,,,,,,548.556716,549.7709043999998,550.5706968,550.5538876999999,550.5539008999999,550.5706968,550.5706968,550.5706968,,553.1028541999999,left,1.0,16.700723599999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,24.0,0.0,48.0,0.0,553.1178270999999,,,,,,,,,553.1037694000001,554.3166523,555.1164868999999,555.0998279999999,555.0998398000002,555.1164868999999,555.1164868999999,555.1164868999999,,556.9663885,right,0.0,16.018846499999654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,24.0,1.0,49.0,1.0,556.9811135999998,,,,,,,,,556.9676008000001,557.3312257000002,558.1302295999999,558.1146973999998,558.1147378000001,558.1302295999999,558.1302295999999,558.1302295999999,,559.6463010000002,right,1.0,15.685913499999517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,25.0,0.0,50.0,0.0,559.6617983000001,,,,,,,,,559.6467363000002,559.7616225000002,560.5613569000002,560.5446631,560.5446766999999,560.5613569000002,560.5613569000002,560.5613569000002,,561.795991,left,1.0,15.41761439999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,1.0,561.8100645999998,,,,,,,,,561.7967285999998,562.1599424999999,562.9758704000001,562.9591823999999,562.9591962,562.9758704000001,562.9758704000001,562.9758704000001,,564.2251827,left,0.0,15.43220969999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,0.0,564.2407066999999,,,,,,,,,564.2257402,564.5903619999999,565.3904438,565.3738524,565.3738724999998,565.3904438,565.3904438,565.3904438,,567.6385371000001,left,1.0,16.428433399999903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,1.0,567.6542946,,,,,,,,,567.6390393000001,568.0038493000002,568.8036453999998,568.7870011,568.7870161999999,568.8036453999998,568.8036453999998,568.8036453999998,,570.6359022000001,right,1.0,16.00760450000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,27.0,0.0,54.0,0.0,570.6516282000002,,,,,,,,,570.6363658999999,571.0011364000002,571.8010527000001,571.7847738,571.7848017000001,571.8010527000001,571.8010527000001,571.8010527000001,,573.587775,right,0.0,15.96495049999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,27.0,1.0,55.0,1.0,573.5986732000001,,,,,,,,,573.5882617000002,574.3983478,575.2147424999998,575.1984364999998,575.1984683999999,575.2147424999998,575.2147424999998,575.2147424999998,,576.5804705,right,1.0,15.53629839999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,28.0,0.0,56.0,1.0,576.5959398999998,,,,,,,,,576.5815855999999,576.9458997000002,577.7618133000001,577.7450070999998,577.7450367000001,577.7618133000001,577.7618133000001,577.7618133000001,,579.1776067999999,right,1.0,15.59051690000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,28.0,1.0,57.0,0.0,579.1933770999999,,,,,,,,,579.1780752,579.9930939999999,580.8089356,580.7921299999998,580.7921434999998,580.8089356,580.8089356,580.8089356,,581.8766054000002,left,1.0,15.242850200000248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
left,left,speed,,,,,0.0,1.0,1.0,1.0,29.0,0.0,58.0,0.0,581.8916130000002,,,,,,,,,581.8777921000001,582.2408777,583.0405455,583.0250787999998,583.0251293000001,583.0405455,583.0405455,583.0405455,,583.9909981000001,left,1.0,15.121877300000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
right,right,speed,,,,,0.0,1.0,1.0,1.0,29.0,1.0,59.0,1.0,584.0058910000002,,,,,,,,,583.9921807000001,584.3556752,585.1551439999998,585.1385025999998,585.1385149000002,585.1551439999998,585.1551439999998,585.1551439999998,,586.5400429000001,left,0.0,15.56739289999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
,,speed,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-214,1.0,random_dot,60.08376879045064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.5411961,586.5535459000002,sub-214,,,,
