direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0122260169591754,0.0333265219815075,0.0333265219815075,39.89088762598112,space,39.76411713601556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-103,1,random_dot,60.740561193700245,
right,right,0.0,0.0,0.0,left,0.0,12.46008177299518,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,39.90911075496115,,,,,,,,,39.897289319953416,39.99262953194557,40.79688305495074,40.77634337398922,40.776745832990855,40.79688305495074,40.79688305495074,40.79688305495074,45.77688922599191,53.26206384197576,left,0.0,12.46008177299518,,53.267157044960186,53.28180833195802,53.77826696599368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-103,1,random_dot,60.740561193700245,
left,left,1.0,1.0,0.0,right,0.0,3.06018003995996,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,53.79488803795539,,,,,,,,,53.778625311970245,54.96170598897152,55.76180133299204,55.74563241499709,55.7460224419483,55.76180133299204,55.76180133299204,55.76180133299204,,58.82958541397238,right,0.0,3.06018003995996,,58.829676754947286,58.84576525900047,59.32948402897455,59.34585246996721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-103,1,random_dot,60.740561193700245,
right,right,2.0,0.0,1.0,right,1.0,2.7182035830337554,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,59.34585246996721,,,,,,,,,59.32981262396788,60.52896862698253,61.34252378199017,61.3194702869514,61.31984548899345,61.34252378199017,61.34252378199017,61.34252378199017,,64.06378074595705,right,1.0,2.7182035830337554,,64.06753308698535,64.08015986497048,64.56368829094572,64.5801233969978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-103,1,random_dot,60.740561193700245,
left,left,3.0,1.0,1.0,left,1.0,1.3219745219685135,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,64.5801233969978,,,,,,,,,64.56402286799857,65.76364166295389,66.56395727000199,66.54742420196999,66.54780848498922,66.56395727000199,66.56395727000199,66.56395727000199,,67.89842310297536,left,1.0,1.3219745219685135,,67.89854716899572,67.91395437996835,68.40721679094713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-103,1,random_dot,60.740561193700245,
left,left,4.0,0.0,2.0,right,0.0,1.240475600992795,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,68.42372512997827,,,,,,,,,68.40756492695073,68.51399469497846,69.32531305594603,69.3032276929589,69.3036105169449,69.32531305594603,69.32531305594603,69.32531305594603,,70.5822449689731,right,0.0,1.240475600992795,,70.58549131499603,70.59769563999726,71.08135028998367,71.09774352097884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-103,1,random_dot,60.740561193700245,
right,right,5.0,1.0,2.0,right,1.0,1.0995365609996952,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,71.09774352097884,,,,,,,,,71.08167773199966,71.89791831496404,72.69841321796412,72.68172788794618,72.68211217899807,72.69841321796412,72.69841321796412,72.69841321796412,,73.79898719495395,right,1.0,1.0995365609996952,,73.80124801094644,73.81500572100049,74.29860443394864,74.3167611399549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-103,1,random_dot,60.740561193700245,
left,left,6.0,0.0,3.0,left,1.0,1.243415582983289,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,74.3167611399549,,,,,,,,,74.29893242899561,75.09857468499104,75.89860514295287,75.88244766596472,75.8828349369578,75.89860514295287,75.89860514295287,75.89860514295287,,77.14911785098957,left,1.0,1.243415582983289,,77.14920851396164,77.16544684994733,77.64918710797792,77.66549639595905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-103,1,random_dot,60.740561193700245,
right,right,7.0,1.0,3.0,right,1.0,1.614431264984887,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,77.66549639595905,,,,,,,,,77.6495175549644,78.44916515098885,79.24925804400118,79.23283918894595,79.23321915394627,79.24925804400118,79.24925804400118,79.24925804400118,,80.86669815698406,right,1.0,1.614431264984887,,80.8667803889839,80.88287777698133,81.36899877694668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-103,1,random_dot,60.740561193700245,
right,right,8.0,0.0,4.0,right,1.0,1.42624453100143,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,81.38836336095119,,,,,,,,,81.36935017898213,82.16651473898673,82.98147257295204,82.95847123395652,82.95885155099677,82.98147257295204,82.98147257295204,82.98147257295204,,84.40884569397895,right,1.0,1.42624453100143,,84.40894519997528,84.42596467596013,84.91695785196498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-103,1,random_dot,60.740561193700245,
