direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072878749997471,0.0173072079996927,0.0173072079996927,1.4990177500003483,space,1.3656927070005622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
left,left,0.0,0.0,0.0,right,0.0,0.3655341240009875,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,1.5273574160019052,,,,,,,,,1.5145937080014846,1.595481958000164,2.3943655000002764,2.3806868749998102,2.3811654160017497,2.3943655000002764,2.3943655000002764,2.3943655000002764,2.765299665999919,right,0.0,0.3655341240009875,,2.774799000002531,2.8699678750017483,3.274296040999616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
right,right,1.0,1.0,0.0,left,0.0,0.3072465410004952,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,3.279110457999195,,,,,,,,,3.2748185000018566,4.063641750002716,4.857449999999517,4.846966875000362,4.847411165999802,4.857449999999517,4.857449999999517,4.857449999999517,5.175343999999313,left,0.0,0.3072465410004952,,5.17548883299969,5.187423416002275,5.674837665999803,5.680412083002011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
left,left,2.0,0.0,1.0,left,1.0,0.540069457001664,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,5.680412083002011,,,,,,,,,5.675414166002156,6.874305916000594,7.6647049999992305,7.657754208001279,7.658185832999152,7.6647049999992305,7.6647049999992305,7.6647049999992305,8.208952541001054,left,1.0,0.540069457001664,,8.217031666001276,8.236329208000825,8.71248233300139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
right,right,3.0,1.0,1.0,right,1.0,1.198649291000038,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,8.724380125000607,,,,,,,,,8.712912250000954,8.807625583001936,9.59914933300024,9.59128687500197,9.591869750001932,9.59914933300024,9.59914933300024,9.59914933300024,10.807778375001362,right,1.0,1.198649291000038,,10.80791670799954,10.812991541002702,11.297258416001569,11.307693833001396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
left,left,4.0,0.0,2.0,right,0.0,1.5243115409975871,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,11.307693833001396,,,,,,,,,11.297717958001158,12.09675212500224,12.88928937500168,12.880630625000776,12.881089208000049,12.88928937500168,12.88928937500168,12.88928937500168,14.41573150000113,right,0.0,1.5243115409975871,,14.419633875000727,14.427681916000438,14.91393325000172,14.924364250000508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
right,right,5.0,1.0,2.0,left,0.0,1.1128804159998251,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,14.924364250000508,,,,,,,,,14.914305791000515,15.263434374999632,16.06559675000244,16.05783183300082,16.058383166000567,16.06559675000244,16.06559675000244,16.06559675000244,17.182247958000517,left,0.0,1.1128804159998251,,17.18238829099937,17.189997541001503,17.674636540999927,17.67963729099938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
left,left,6.0,0.0,3.0,left,1.0,0.5398954990014317,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,17.67963729099938,,,,,,,,,17.675105541002267,17.78025725000043,18.57263404100013,18.563793290999456,18.564240957999573,18.57263404100013,18.57263404100013,18.57263404100013,19.11601833299937,left,1.0,0.5398954990014317,,19.119904499999397,19.127918333000707,19.61350754100204,19.62426137500006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
right,right,7.0,1.0,3.0,right,1.0,0.8028660000018135,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,19.62426137500006,,,,,,,,,19.614009625001927,20.41205762500249,21.207594208000955,21.19651983299991,21.196958958000323,21.207594208000955,21.207594208000955,21.207594208000955,22.014838208000583,right,1.0,0.8028660000018135,,22.014973625002312,22.02355341600196,22.507879166001658,22.513164583000616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
right,right,8.0,0.0,4.0,right,1.0,1.8583530409996456,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,22.513164583000616,,,,,,,,,22.508360666000957,22.863644083001414,23.655883999999787,23.64714866600116,23.647678249999444,23.655883999999787,23.655883999999787,23.655883999999787,25.52529729100206,right,1.0,1.8583530409996456,,25.52543275000062,25.533263332999923,26.024651083000208,26.03035550000277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
left,left,9.0,1.0,4.0,left,1.0,1.141473624000355,,,,,,4.0,1.0,9.0,0.0,,,,,,,,,26.03035550000277,,,,,,,,,26.02527687499969,26.37420933300018,27.164833416001784,27.157749916001197,27.15820895800061,27.164833416001784,27.164833416001784,27.164833416001784,28.30871108300198,left,1.0,1.141473624000355,,28.308887416002108,28.317172250001025,28.80772658299975,28.8120450000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
right,right,10.0,0.0,5.0,right,1.0,0.8734269579981628,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,28.8120450000024,,,,,,,,,28.808133124999586,28.9076363330023,29.69981508300043,29.691465874999267,29.69216020800013,29.69981508300043,29.69981508300043,29.69981508300043,30.575330916002716,right,1.0,0.8734269579981628,,30.57551712500208,30.583883916002375,31.07461037500252,31.08020650000253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
left,left,11.0,1.0,5.0,right,0.0,2.0731110829983663,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,31.08020650000253,,,,,,,,,31.075198500002443,31.174062375001085,31.96606729099949,31.9581971660009,31.95892087500033,31.96606729099949,31.96606729099949,31.96606729099949,34.04226441600258,right,0.0,2.0731110829983663,,34.047024291001435,34.05511166600263,34.54134595800133,34.54695158300092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
right,right,12.0,0.0,6.0,left,0.0,1.3077431239980797,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,34.54695158300092,,,,,,,,,34.541944750002585,34.640853083001275,35.43330141600018,35.42476641599933,35.42546562500138,35.43330141600018,35.43330141600018,35.43330141600018,36.75146320800195,left,0.0,1.3077431239980797,,36.75159004099987,36.75641733299926,37.24130658300055,37.24690883299991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
left,left,13.0,1.0,6.0,left,1.0,0.8238520829982008,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,37.24690883299991,,,,,,,,,37.24193637500139,37.59714491600244,38.38924779100125,38.380421665999165,38.380985666000925,38.38924779100125,38.38924779100125,38.38924779100125,39.21573241599981,left,1.0,0.8238520829982008,,39.21960708299957,39.22778862500127,39.71320058300262,39.72422387500046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
left,left,14.0,0.0,7.0,right,0.0,1.217840831999638,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,39.72422387500046,,,,,,,,,39.71367270799965,39.81377629100098,40.616042458001175,40.60799929100176,40.60871400000178,40.616042458001175,40.616042458001175,40.616042458001175,41.842043874999945,right,0.0,1.217840831999638,,41.846285540999816,41.85451683300198,42.34136000000217,42.34689687500213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
right,right,15.0,1.0,7.0,right,1.0,0.3802174160009599,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,42.34689687500213,,,,,,,,,42.341965416002495,43.14078983299987,43.932706583000254,43.92461804100094,43.92534829100259,43.932706583000254,43.932706583000254,43.932706583000254,44.31501841600039,right,1.0,0.3802174160009599,,44.31885012500061,44.32783270800064,44.81368020800073,44.824184708002576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
right,right,16.0,0.0,8.0,left,0.0,0.9493145819978964,,,,,,8.0,0.0,16.0,1.0,,,,,,,,,44.824184708002576,,,,,,,,,44.81413712500216,46.01325079100207,46.80650349999996,46.796856625001965,46.797293708001234,46.80650349999996,46.80650349999996,46.80650349999996,47.75847324999995,left,0.0,0.9493145819978964,,47.763087375002215,47.77118812499975,48.25825325000187,48.26378245800152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
left,left,17.0,1.0,8.0,right,0.0,0.4892621239996515,,,,,,8.0,1.0,17.0,0.0,,,,,,,,,48.26378245800152,,,,,,,,,48.258854166000674,48.596950999999535,49.38955004099989,49.37995700000101,49.38040675000229,49.38955004099989,49.38955004099989,49.38955004099989,49.882339833002334,right,0.0,0.4892621239996515,,49.88247345800119,49.89017129100103,50.37465087500095,50.380266457999824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
right,right,18.0,0.0,9.0,right,1.0,0.5806924579992483,,,,,,9.0,0.0,18.0,1.0,,,,,,,,,50.380266457999824,,,,,,,,,50.37524429100085,51.57993337500011,52.37401045799925,52.36311100000239,52.36355600000024,52.37401045799925,52.37401045799925,52.37401045799925,52.95884975000081,right,1.0,0.5806924579992483,,52.96326016600142,52.97153058299955,53.45793129100275,53.46363637499962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
left,left,19.0,1.0,9.0,right,0.0,1.1500016239988329,,,,,,9.0,1.0,19.0,0.0,,,,,,,,,53.46363637499962,,,,,,,,,53.45854150000014,54.257525375000114,55.04950854100025,55.04135137500271,55.04207991600197,55.04950854100025,55.04950854100025,55.04950854100025,56.20854154100016,right,0.0,1.1500016239988329,,56.21255629100051,56.22057675000178,56.70799199999965,56.71630562499922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.70826987500186,56.71630562499922,56.71630562499922,58.60922279100123,space,1.8833014160009045,,,,,,,,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.60940024999945,58.62245249999978,58.62245249999978,59.24273370800074,space,0.6161520000023302,,,,,,,,,,,,,,,,sub-207,1,random_dot,,
right,right,0.0,0.0,0.0,right,1.0,0.2960138330017798,,speed,space,0.8885156660035136,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,60.18176825000046,,,,,,,,,60.175076999999874,60.51354787500168,61.30643120800232,61.29707620800036,61.29751645800207,61.30643120800232,61.30643120800232,61.30643120800232,61.6083746660006,,,,,,,,,,,,,,,,,,,,,,,59.26685829100097,59.27413170799991,59.27413170799991,60.1649806250025,space,0.8885156660035136,,right,1.0,0.2960138330017798,,,,,sub-207,1,random_dot,,
left,left,1.0,1.0,0.0,left,1.0,0.4013286659974255,,speed,space,0.8885156660035136,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,61.61565800000244,,,,,,,,,61.60885716600024,61.94695545799914,62.73917870800142,62.73048974999983,62.73093141600111,62.73917870800142,62.73917870800142,62.73917870800142,63.15036041600251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4013286659974255,,,,,sub-207,1,random_dot,,
right,right,2.0,0.0,1.0,right,1.0,0.7469049570026982,,speed,space,0.8885156660035136,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,63.15592187500079,,,,,,,,,63.15080741600104,63.24656375000268,64.04048741600127,64.02961974999926,64.03029874999993,64.04048741600127,64.04048741600127,64.04048741600127,64.79174895799952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7469049570026982,,,,,sub-207,1,random_dot,,
left,left,3.0,1.0,1.0,right,0.0,0.7804086239993921,,speed,space,0.8885156660035136,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,64.79947379100122,,,,,,,,,64.79225670800224,65.98060729099961,66.7729302910011,66.76369895800235,66.76425562499935,66.7729302910011,66.7729302910011,66.7729302910011,67.55777616600244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7804086239993921,,,,,sub-207,1,random_dot,,
left,left,4.0,0.0,2.0,right,0.0,0.7461618739980622,,speed,space,0.8885156660035136,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,67.56617429100152,,,,,,,,,67.55837387499923,67.64692387499963,68.44916849999936,68.44118841599993,68.44177425000089,68.44916849999936,68.44916849999936,68.44916849999936,69.199160958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7461618739980622,,,,,sub-207,1,random_dot,,
right,right,5.0,1.0,2.0,left,0.0,0.8069188740009849,,speed,space,0.8885156660035136,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,69.20659562500077,,,,,,,,,69.19962091600246,69.29682266600139,70.09935274999953,70.0912513330004,70.09180500000002,70.09935274999953,70.09935274999953,70.09935274999953,70.90845120800077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8069188740009849,,,,,sub-207,1,random_dot,,
left,left,6.0,0.0,3.0,right,0.0,0.7493752489972394,,speed,space,0.8885156660035136,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,70.91626379100126,,,,,,,,,70.908984083002,71.69723075000002,72.4898763750025,72.48005162499976,72.48049600000013,72.4898763750025,72.4898763750025,72.4898763750025,73.24202866600172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7493752489972394,,,,,sub-207,1,random_dot,,
