direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0186290179999559,0.0544619779998356,0.0544619779998356,15.371275296000022,space,15.292317739999817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,0.0,0.0,0.0,left,1.0,7.41801528499991,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,15.409511252999891,,,,,,,,,15.395677778999923,15.715629579000051,16.52711752999994,16.50592855700006,16.506510758999866,16.52711752999994,16.52711752999994,16.52711752999994,21.520499709999967,23.949500986000203,left,1.0,7.41801528499991,,23.956401639999967,23.98085698900013,24.45482152700015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,1.0,1.0,0.0,left,0.0,2.413027065999813,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,24.46252350299983,,,,,,,,,24.455298334999952,25.24614803499981,26.04545292700004,26.03766173399981,26.037956257000133,26.04545292700004,26.04545292700004,26.04545292700004,,28.47048263599981,left,0.0,2.413027065999813,,28.47604852299992,28.487637233999976,28.975851474000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,2.0,0.0,1.0,left,0.0,6.185926666999876,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,28.98642640900016,,,,,,,,,28.97636610400013,30.1595630339998,30.95327227899997,30.943757641000047,30.94407782999997,30.95327227899997,30.95327227899997,30.95327227899997,35.93758218499988,37.152231218,left,0.0,6.185926666999876,,37.1523463540002,37.16295239200008,37.65485753299981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,3.0,1.0,1.0,left,1.0,3.0965345260001413,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,37.66208274500013,,,,,,,,,37.65533018299993,38.44489190500008,39.24697158800018,39.23790243199983,39.2384402419998,39.24697158800018,39.24697158800018,39.24697158800018,,42.349410199999966,left,1.0,3.0965345260001413,,42.35233485800018,42.36255198900017,42.85408638899981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,4.0,0.0,2.0,right,0.0,1.2157420930002445,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,42.8615408579999,,,,,,,,,42.85455186499985,43.194555232999846,44.003248214,43.97900517700009,43.9795532359999,44.003248214,44.003248214,44.003248214,,45.22312473800002,right,0.0,1.2157420930002445,,45.225829089999934,45.2346116939998,45.72159859700014,45.72892599399984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,5.0,1.0,2.0,left,0.0,3.8684423350000543,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,45.72892599399984,,,,,,,,,45.72205609699995,46.52028360199984,47.3144748740001,47.30486659899998,47.30540318800013,47.3144748740001,47.3144748740001,47.3144748740001,,51.19066307899993,left,0.0,3.8684423350000543,,51.19079183799977,51.2010923050002,51.688414185000056,51.6960505359998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,6.0,0.0,3.0,right,0.0,1.5109640840000793,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,51.6960505359998,,,,,,,,,51.68887002500014,52.48734073100013,53.28012233900017,53.27133310799991,53.271730128999934,53.28012233900017,53.28012233900017,53.28012233900017,,54.79451608199997,right,0.0,1.5109640840000793,,54.79464354299989,54.80284680099976,55.28930884100009,55.29789524199987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,7.0,1.0,3.0,right,1.0,3.189896728999884,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,55.29789524199987,,,,,,,,,55.28976972700002,56.493795082999895,57.302963810000165,57.27878396999995,57.2793292020001,57.302963810000165,57.302963810000165,57.302963810000165,,60.50114272000019,right,1.0,3.189896728999884,,60.5042092990002,60.514404828999886,61.00389990799977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,8.0,0.0,4.0,right,0.0,1.8214724730000853,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,61.0108552239999,,,,,,,,,61.00427617200012,62.19485903399982,62.99767995999992,62.98811696099983,62.9886551579998,62.99767995999992,62.99767995999992,62.99767995999992,,64.82924060100004,right,0.0,1.8214724730000853,,64.83408690999977,64.84391979300017,65.33845925100013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,9.0,1.0,4.0,right,1.0,6.083761741000217,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,65.34725607100017,,,,,,,,,65.33894370899998,65.68707108099989,66.48741447900011,66.47601483800008,66.47654953199981,66.48741447900011,66.48741447900011,66.48741447900011,71.48635780599989,72.57819479999989,right,1.0,6.083761741000217,,72.58140882999987,72.59156190600015,73.07975430299985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,10.0,0.0,5.0,right,1.0,5.564858529000048,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,73.08811456400008,,,,,,,,,73.08013263600014,74.26949368899977,75.06479991000015,75.05534567299992,75.05588038399992,75.06479991000015,75.06479991000015,75.06479991000015,80.05407223600014,80.63968115599982,right,1.0,5.564858529000048,,80.63980851699989,80.64958080999986,81.14184897199993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,11.0,1.0,5.0,left,1.0,3.65502939199996,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,81.15467421099993,,,,,,,,,81.1423223910001,81.93597567899997,82.73226004099979,82.72220068800016,82.72272633600005,82.73226004099979,82.73226004099979,82.73226004099979,,86.39405462400009,left,1.0,3.65502939199996,,86.39416728600008,86.40295144299989,86.88762440399978,86.89470313699985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,12.0,0.0,6.0,right,1.0,1.2388521379998565,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,86.89470313699985,,,,,,,,,86.88807994299987,87.68656570299981,88.4806670490002,88.4709797989999,88.47150739200015,88.4806670490002,88.4806670490002,88.4806670490002,,89.7233276840002,right,1.0,1.2388521379998565,,89.72354771499977,89.73358013899997,90.22224161199983,90.23089010700004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,13.0,1.0,6.0,left,1.0,2.3294550020000315,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,90.23089010700004,,,,,,,,,90.22269149400016,90.570975783,91.37127181100004,91.3550049280002,91.35554678800008,91.37127181100004,91.37127181100004,91.37127181100004,,93.7059645180002,left,1.0,2.3294550020000315,,93.70607508000012,93.7158304159998,94.20793061299992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,14.0,0.0,7.0,right,0.0,1.9098285230002148,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,94.2212622269999,,,,,,,,,94.20840111300004,95.40335439399996,96.19764198599978,96.18824870399976,96.18878497300012,96.19764198599978,96.19764198599978,96.19764198599978,,98.11922131599977,right,0.0,1.9098285230002148,,98.12217811900018,98.13157356200009,98.62518252400014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,15.0,1.0,7.0,right,1.0,4.028184391000195,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,98.63755831900016,,,,,,,,,98.62553494699978,99.81320213800018,100.60989865300007,100.60261566999998,100.60291619200008,100.60989865300007,100.60989865300007,100.60989865300007,,104.6482769610002,right,1.0,4.028184391000195,,104.6510977490002,104.65963137200016,105.15251146899982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,16.0,0.0,8.0,left,0.0,3.1939364270001533,,,,,,8.0,0.0,16.0,1.0,,,,,,,,,105.1587244530001,,,,,,,,,105.15287004599986,105.94343923399992,106.74416454599988,106.736354526,106.73677308000016,106.74416454599988,106.74416454599988,106.74416454599988,,109.94899359300008,left,0.0,3.1939364270001533,,109.9524064819998,109.96181888599996,110.45230460099992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,17.0,1.0,8.0,right,0.0,4.180861551999897,,,,,,8.0,1.0,17.0,0.0,,,,,,,,,110.4585262720002,,,,,,,,,110.45260898200011,110.79221285599988,111.58604809300004,111.57644055799985,111.5768636439998,111.58604809300004,111.58604809300004,111.58604809300004,,115.777527534,right,0.0,4.180861551999897,,115.77763697399996,115.7864183390002,116.27021044499998,116.27684222100017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,18.0,0.0,9.0,right,0.0,1.517743535000136,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,116.27684222100017,,,,,,,,,116.27054382300004,117.07777920099988,117.8735251070002,117.86157371099988,117.86211737199984,117.8735251070002,117.8735251070002,117.8735251070002,,119.4014933110002,right,0.0,1.517743535000136,,119.40166704500008,119.4121258099999,119.8975329760001,119.9081829480001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,19.0,1.0,9.0,right,1.0,4.227560219999759,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,119.9081829480001,,,,,,,,,119.89800669999975,120.69306483499986,121.48695321600007,121.47751960699998,121.47805926899991,121.48695321600007,121.48695321600007,121.48695321600007,,125.73795014100006,right,1.0,4.227560219999759,,125.74116684699992,125.75318977799998,126.23839492800016,126.25047883299976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.23856966799984,126.25047883299976,126.25047883299976,132.71158902199977,space,6.4571433989999605,,,,,,,,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.71169985100005,132.72580431000006,132.72580431000006,135.09476175999998,space,2.3581032349998168,,,,,,,,,,,,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,0.0,0.0,0.0,right,0.0,1.720559473999856,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,152.6710334180002,,,,,,,,,152.66132097199988,153.00177433999988,153.79603513699976,153.78672059400014,153.78712426699985,153.79603513699976,153.79603513699976,153.79603513699976,,155.52732571600018,,,,,,,,,,,,,,,,,,,,,,,135.11385622399985,135.12497069399978,135.12497069399978,152.6554584999999,space,17.52658159099974,,right,0.0,1.720559473999856,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,1.0,1.0,0.0,right,1.0,2.224864135999724,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,155.53663007700015,,,,,,,,,155.52776720500017,155.62043310799982,156.43496008700004,156.41074188899984,156.411297785,156.43496008700004,156.43496008700004,156.43496008700004,,158.67168856299986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.224864135999724,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,2.0,0.0,1.0,left,0.0,1.697268900000381,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,158.68063879200008,,,,,,,,,158.67212325599985,159.01913642299996,159.81354823699985,159.80391590699992,159.8044402410001,159.81354823699985,159.81354823699985,159.81354823699985,,161.52070830399998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.697268900000381,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,3.0,1.0,1.0,right,0.0,1.0438373659999345,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,161.52894469500006,,,,,,,,,161.52108198799988,162.7191895179999,163.51424150499997,163.50468199099987,163.50521505999995,163.51424150499997,163.51424150499997,163.51424150499997,,164.5680593799998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0438373659999345,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,4.0,0.0,2.0,right,1.0,0.4154734140001892,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,164.57916421900018,,,,,,,,,164.568649242,165.7599539920002,166.55646031800006,166.54446806899978,166.545003877,166.55646031800006,166.55646031800006,166.55646031800006,,166.9759896149999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.4154734140001892,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,5.0,1.0,2.0,left,1.0,0.8668117880001773,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,166.9857809949999,,,,,,,,,166.9763665720002,167.06929418399977,167.86653255500005,167.8547386649998,167.85526336700013,167.86653255500005,167.86653255500005,167.86653255500005,,168.74430092500006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8668117880001773,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,6.0,0.0,3.0,right,0.0,1.0425392659999488,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,168.7535154440002,,,,,,,,,168.744748049,168.8365440990001,169.63396762499997,169.62171826299982,169.62225686500005,169.63396762499997,169.63396762499997,169.63396762499997,,170.6881663889999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0425392659999488,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,7.0,1.0,3.0,right,1.0,0.9788479329999972,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,1.0,170.69725494900013,,,,,,,,,170.68862048399978,171.48654902999988,172.28589912899997,172.27653852699996,172.27695721100008,172.28589912899997,172.28589912899997,172.28589912899997,,173.27568913999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9788479329999972,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,8.0,0.0,4.0,left,1.0,1.077885194999908,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,173.28531691299986,,,,,,,,,173.27606740400006,174.0750330740002,174.86797535000005,174.85845689100006,174.85877641099978,174.86797535000005,174.86797535000005,174.86797535000005,,175.95444026999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.077885194999908,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,9.0,1.0,4.0,left,0.0,0.9058032339999044,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,175.96385678800016,,,,,,,,,175.95488159800016,176.75189122699976,177.54523044799998,177.5360991540001,177.5366213389998,177.54523044799998,177.54523044799998,177.54523044799998,,178.46148835299982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.9058032339999044,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,10.0,0.0,5.0,right,1.0,1.4131299010000475,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,178.48515856899985,,,,,,,,,178.46192865700004,179.65975005300015,180.4534015690001,180.4444629149998,180.444868179,180.4534015690001,180.4534015690001,180.4534015690001,,181.8704736929999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4131299010000475,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,11.0,1.0,5.0,left,1.0,3.123618247000195,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,181.8801245270001,,,,,,,,,181.8707907060002,183.0685265980001,183.8622275849998,183.8528534930001,183.85338385700013,183.8622275849998,183.8622275849998,183.8622275849998,,186.99206423399983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.123618247000195,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,12.0,0.0,6.0,right,0.0,2.81301290600004,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,187.00233374299975,,,,,,,,,186.99244740099996,187.08631410599992,187.88880155000012,187.87707887899975,187.877633523,187.88880155000012,187.88880155000012,187.88880155000012,,190.70528387900004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.81301290600004,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,13.0,1.0,6.0,right,1.0,2.736923644999933,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,190.713585986,,,,,,,,,190.705724163,191.05184702199995,191.84597520199983,191.83631227199976,191.83684473599988,191.84597520199983,191.84597520199983,191.84597520199983,,194.593526914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.736923644999933,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,14.0,0.0,7.0,left,0.0,2.974766316999649,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,194.6025900919999,,,,,,,,,194.59397364100005,195.79305996599987,196.58983741200015,196.57777178200013,196.5783222300001,196.58983741200015,196.58983741200015,196.58983741200015,,199.5722594949998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.974766316999649,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,15.0,1.0,7.0,right,0.0,2.429387800999848,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,199.5827187949999,,,,,,,,,199.57268696599976,199.9197077650001,200.71974196600013,200.70783165600005,200.7083662609998,200.71974196600013,200.71974196600013,200.71974196600013,,203.15963851200013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.429387800999848,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,16.0,0.0,8.0,left,1.0,2.016873303000011,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,203.16793807900007,,,,,,,,,203.160093467,203.95911064099985,204.76743271799975,204.74337698399995,204.7439183319998,204.76743271799975,204.76743271799975,204.76743271799975,,206.7884703320001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.016873303000011,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,17.0,1.0,8.0,left,0.0,3.205011284000193,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,1.0,206.797402018,,,,,,,,,206.78884863799976,207.58524040500012,208.37810870600012,208.36922990499988,208.36962357099992,208.37810870600012,208.37810870600012,208.37810870600012,,211.58781785100015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.205011284000193,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,18.0,0.0,9.0,left,0.0,2.611799149000035,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,211.59638974900008,,,,,,,,,211.58820987699983,211.68533520399976,212.47892220099996,212.46948907600017,212.470026816,212.47892220099996,212.47892220099996,212.47892220099996,,215.10515270199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.611799149000035,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,19.0,1.0,9.0,left,1.0,2.5229393569998138,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,215.112884612,,,,,,,,,215.10560960300015,215.9017716630001,216.6960618359999,216.6864012420001,216.68693665499995,216.6960618359999,216.6960618359999,216.6960618359999,,219.22690622499977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.5229393569998138,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,20.0,0.0,10.0,right,1.0,3.0257164100003138,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,219.23604236099985,,,,,,,,,219.22733511700017,220.42554510799985,221.2184108800002,221.20933280300005,221.2097345000002,221.2184108800002,221.2184108800002,221.2184108800002,,224.2470699340001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.0257164100003138,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,21.0,1.0,10.0,right,0.0,2.725448162000248,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,224.257102695,,,,,,,,,224.24757956199983,225.44215859,226.25073227199985,226.226453235,226.22699417800004,226.25073227199985,226.25073227199985,226.25073227199985,,228.98853023899983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.725448162000248,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,22.0,0.0,11.0,left,1.0,2.488585478999994,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,0.0,228.9991584620002,,,,,,,,,228.98911208399977,229.084778294,229.88517277599976,229.8727213699999,229.87326571599988,229.88517277599976,229.88517277599976,229.88517277599976,,232.38184315499984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.488585478999994,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,23.0,1.0,11.0,left,0.0,0.4415386780001427,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,1.0,232.391414407,,,,,,,,,232.38228942700016,233.57584236899996,234.3840813490001,234.359890833,234.3604384969999,234.3840813490001,234.3840813490001,234.3840813490001,,234.84163778799984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.4415386780001427,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,24.0,0.0,12.0,left,0.0,0.8528191320001497,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,1.0,234.8514232450002,,,,,,,,,234.84201105400007,235.18460750699975,235.978954577,235.96933068599992,235.96986054699985,235.978954577,235.978954577,235.978954577,,236.84243908100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8528191320001497,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,25.0,1.0,12.0,right,0.0,0.4389401460002773,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,0.0,236.8509181700001,,,,,,,,,236.8428695540001,238.0346427039999,238.82936049599996,238.81991957899984,238.82045056100011,238.82936049599996,238.82936049599996,238.82936049599996,,239.2707511250001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.4389401460002773,,,,,sub-233,1,random_dot,60.47746462392519,
left,left,26.0,0.0,13.0,right,0.0,1.8070650630002087,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,239.27980857600005,,,,,,,,,239.271189308,239.3690381370002,240.16644732899977,240.15418276599985,240.154711056,240.16644732899977,240.16644732899977,240.16644732899977,,241.980869044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.8070650630002087,,,,,sub-233,1,random_dot,60.47746462392519,
right,right,27.0,1.0,13.0,right,1.0,0.7135735920001025,,speed,space,17.52658159099974,,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,241.99090651100005,,,,,,,,,241.98130459799995,242.32530607599983,243.13666186499995,243.125595689,243.12601790000008,243.13666186499995,243.13666186499995,243.13666186499995,,243.85482299800012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7135735920001025,,,,,sub-233,1,random_dot,60.47746462392519,
