direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0017719999996188,0.0051194000006944,0.0051194000006944,61.951179100000445,space,61.9413186999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,62.00987489999898,,,,,,,,,62.006172099998366,62.766148700000485,63.56638419999945,63.54997039999944,63.54999769999995,63.56638419999945,63.56638419999945,63.56638419999945,68.56562029999986,80.99807539999892,right,1.0,17.423975699999573,,80.99930989999848,81.01429889999781,81.51337670000066,,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,81.52984880000076,,,,,,,,,81.51387840000098,81.86318089999986,82.66319099999964,82.64679559999786,82.64682230000108,82.66319099999964,82.66319099999964,82.66319099999964,87.6624899999988,88.96369269999923,left,1.0,6.298473300001206,,88.96434859999863,88.97865929999898,89.46257709999918,89.47844260000056,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,89.47844260000056,,,,,,,,,89.46305890000076,90.6782635999989,91.47852689999854,91.46216189999905,91.4621879999977,91.47852689999854,91.47852689999854,91.47852689999854,96.47761270000046,97.34528189999764,right,0.0,5.855776600001263,,97.3458059000004,97.36079919999976,97.84457299999848,97.86027049999755,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,97.86027049999755,,,,,,,,,97.84504829999788,99.06021309999778,99.86050429999888,99.84411999999791,99.84414620000098,99.86050429999888,99.86050429999888,99.86050429999888,104.85975929999768,105.66074970000044,right,1.0,5.787787500001286,,105.66141340000104,105.6759963000004,106.15990569999848,106.17579979999935,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,106.17579979999935,,,,,,,,,106.16038059999846,107.37543659999938,108.1758418999998,108.1594358000002,108.15946199999962,108.1758418999998,108.1758418999998,108.1758418999998,113.17495810000035,114.14263179999762,left,1.0,5.9509456000014325,,114.14333279999846,114.15782789999868,114.64174099999946,114.6577158,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,114.6577158,,,,,,,,,114.64223140000104,115.00768269999752,115.80769839999994,115.79153589999989,115.7915623000008,115.80769839999994,115.80769839999994,115.80769839999994,120.80712779999884,121.3583738999987,right,1.0,5.548788000000059,,121.35903039999904,121.37343119999788,121.85723270000015,121.87320999999793,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,121.87320999999793,,,,,,,,,121.85770820000108,123.07298099999753,123.87313709999944,123.85674540000036,123.85677170000054,123.87313709999944,123.87313709999944,123.87313709999944,,126.32441459999971,left,1.0,2.4390882999978203,,126.3250788999976,126.33904529999928,126.82308629999898,126.838917699999,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,126.838917699999,,,,,,,,,126.82356979999896,128.0387637999993,128.83910439999818,128.8227196000007,128.82274569999936,128.83910439999818,128.83910439999818,128.83910439999818,,130.0565901000009,right,1.0,1.213992299999518,,130.05724579999878,130.07194470000104,130.5557998999975,130.57165919999898,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,130.57165919999898,,,,,,,,,130.556287899999,130.9217131999976,131.72188190000088,131.70559660000072,131.7056229000009,131.72188190000088,131.72188190000088,131.72188190000088,,132.82289509999828,left,1.0,1.0893614000015075,,132.82355430000098,132.83807689999958,133.3221224000008,133.33797969999796,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,133.33797969999796,,,,,,,,,133.3226594000007,134.13789899999756,134.93799999999828,134.92163119999896,134.9216575999999,134.93799999999828,134.93799999999828,134.93799999999828,,135.82237130000067,right,1.0,0.8759143999996013,,135.82302999999956,135.83763610000096,136.32144659999904,136.3375761999996,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,136.3375761999996,,,,,,,,,136.32194660000096,136.4375043,137.23781360000066,137.22136920000048,137.22139559999778,137.23781360000066,137.23781360000066,137.23781360000066,,139.25531209999826,right,1.0,2.015628099998139,,139.25599189999775,139.27034219999769,139.75429359999907,139.7702031000008,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,139.7702031000008,,,,,,,,,139.75476949999938,140.57010889999947,141.37056780000057,141.35398179999902,141.3540095999997,141.37056780000057,141.37056780000057,141.37056780000057,,142.05466080000042,left,1.0,0.6740817999998399,,142.05532129999847,142.06983969999783,142.55374640000082,142.56963149999865,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,142.56963149999865,,,,,,,,,142.55421840000054,143.76952639999945,144.56986899999902,144.5535005999991,144.55352760000096,144.56986899999902,144.56986899999902,144.56986899999902,,145.4543902000005,left,1.0,0.874552199999016,,145.45506639999803,145.46935179999855,145.95326999999816,145.96931519999998,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,145.96931519999998,,,,,,,,,145.95376580000084,146.31911580000087,147.11963509999987,147.10292180000033,147.10293939999974,147.11963509999987,147.11963509999987,147.11963509999987,,147.75372419999985,right,1.0,0.619912199999817,,147.75409389999913,147.76878899999792,148.25258069999836,148.26867330000096,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,148.26867330000096,,,,,,,,,148.253027499999,149.06848919999902,149.86923380000007,149.8524486999995,149.85246449999977,149.86923380000007,149.86923380000007,149.86923380000007,,150.5868182999984,left,1.0,0.7008659999992233,,150.5874765999979,150.60186740000063,151.08577069999956,151.101805899998,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,151.101805899998,,,,,,,,,151.08625419999953,151.45170629999848,152.2519973999988,152.23560240000006,152.23562859999947,152.2519973999988,152.2519973999988,152.2519973999988,,152.8196495000011,right,1.0,0.5567731000010099,,152.82031310000093,152.83476149999842,153.31886949999898,153.334736599998,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,153.334736599998,,,,,,,,,153.31934550000005,153.43461820000084,154.2351325999989,154.2186901999994,154.21871679999822,154.2351325999989,154.2351325999989,154.2351325999989,,157.17076529999758,left,0.0,2.9330680999992182,,157.171437099998,157.18409429999883,157.66810559999794,157.68419209999774,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,157.68419209999774,,,,,,,,,157.66857979999986,158.8838799999976,159.68397320000076,159.66762969999763,159.66765569999916,159.68397320000076,159.68397320000076,159.68397320000076,,160.60167680000086,left,1.0,0.9010244999990392,,160.6023564999996,160.6169071999975,161.10073089999787,161.11684949999835,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,161.11684949999835,,,,,,,,,161.10121330000038,161.21671979999883,162.01724309999918,162.00073279999924,162.00076949999857,162.01724309999918,162.01724309999918,162.01724309999918,,164.10125189999962,right,1.0,2.067812400000548,,164.1019109000008,164.11639269999796,164.60024899999917,164.6163032000004,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,164.6163032000004,,,,,,,,,164.60073349999948,164.71614939999927,165.51660859999902,165.50021639999977,165.50024289999783,165.51660859999902,165.51660859999902,165.51660859999902,,166.36778520000007,left,1.0,0.846920100000716,,166.3686166999978,166.38266999999905,166.86660850000044,166.88267759999871,,,,,,,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.86668830000053,166.88267759999871,166.88267759999871,172.0494805999988,space,5.153627800002141,,,,,,,,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.04952570000023,172.06525359999796,172.06525359999796,179.4484588999985,space,7.365853700001026,,,,,,,,,,,,sub-091,1.0,random_dot,60.09853756257559,
