direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.0344426000956445,0.0399811000097543,0.0399811000097543,30.68707019998692,space,65.88507879991084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,30.72293770010583,,,,,,,,,30.719116900116205,31.8936537001282,32.69808590016328,32.68710400001146,32.68714649998583,32.69808590016328,32.69808590016328,32.69808590016328,37.69371960009448,38.779514900175855,right,0.0,41.31839539995417,,38.79374220012687,38.82412000000477,39.30245289998129,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,39.31022850004956,,,,,,,,,39.30314590013586,39.39333900017664,40.19397190003656,40.18623350001872,40.186267900047824,40.19397190003656,40.19397190003656,40.19397190003656,,43.20429390016943,left,0.0,38.252514199819416,,43.20500220009126,43.209947700146586,43.7033492999617,43.710289699956775,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,43.710289699956775,,,,,,,,,43.703948300099,44.91001950018108,45.71074020001106,45.70284630008973,45.70287530007772,45.71074020001106,45.71074020001106,45.71074020001106,,50.44774270011112,right,0.0,39.977874299976975,,50.44837600016035,50.45412760018371,50.94680700008757,50.954378800001,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,50.954378800001,,,,,,,,,50.94788790005259,51.75420570001006,52.55566000007093,52.54705830011517,52.547105700010434,52.55566000007093,52.55566000007093,52.55566000007093,57.55471060005948,58.27312520006672,left,0.0,40.95467429980636,,58.27384100016207,58.2795761001762,58.779805900063366,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,58.787339500151575,,,,,,,,,58.78057199995965,59.97922240011394,60.77996219997294,60.77218240010552,60.77221840014681,60.77996219997294,60.77996219997294,60.77996219997294,65.77944170008413,66.23088619997725,right,1.0,40.68754919990897,,66.23149380018003,66.24704760010354,66.73775830003433,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,66.7457401000429,,,,,,,,,66.73867760016583,67.93733340012841,68.73779599997215,68.73035400011577,68.73038169997744,68.73779599997215,68.73779599997215,68.73779599997215,73.73787140008062,74.80717190005817,left,1.0,41.311468299943954,,74.80793280014768,74.8132599000819,75.31251520011574,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,75.32062150002457,,,,,,,,,75.31340169999748,75.66242159996182,76.46265110000968,76.45516450004652,76.45519879995845,76.46265110000968,76.46265110000968,76.46265110000968,81.46278630010784,81.87249650014564,right,1.0,40.65068430011161,,81.87320130015723,81.87903279997408,82.37197750015184,82.37892150017433,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,82.37892150017433,,,,,,,,,82.37257440015674,83.57900130003691,84.37922430015169,84.3710759000387,84.37109849997796,84.37922430015169,84.37922430015169,84.37922430015169,,86.12258470011875,left,1.0,36.9805209999904,,86.12316570011899,86.12898640008643,86.62169719999656,86.62902730004862,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,86.62902730004862,,,,,,,,,86.62229540012777,86.72885400010273,87.52933280006982,87.52196340006776,87.52199270017445,87.52933280006982,87.52933280006982,87.52933280006982,,89.96377549995668,right,1.0,37.6735837997403,,89.96481609996408,89.97037420002744,90.46320540015586,90.47088999999688,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,90.47088999999688,,,,,,,,,90.4638116999995,91.2706989001017,92.07113080006091,92.06356180016884,92.06360200000928,92.07113080006091,92.07113080006091,92.07113080006091,,95.2385814001318,left,1.0,38.404739799909294,,95.23919240012764,95.24579089996404,95.73844800004736,95.74548600008713,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,95.74548600008713,,,,,,,,,95.73938200017436,96.54540570010433,97.34617140004411,97.33819969999604,97.33823090000078,97.34617140004411,97.34617140004411,97.34617140004411,,99.58122369996272,left,0.0,37.47301240009256,,99.58235640008934,99.58984960010277,100.08769910014234,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,100.09537440002896,,,,,,,,,100.08868909999728,100.18748389999382,100.99044830002822,100.9807694000192,100.98081790003926,100.99044830002822,100.99044830002822,100.99044830002822,,104.63021089998074,right,0.0,38.87700959970243,,104.63098050002009,104.63718950003386,105.1301585000474,105.1376326000318,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,105.1376326000318,,,,,,,,,105.13073870004156,105.2379602000583,106.04744570003822,106.03908780007625,106.03913510008717,106.04744570003822,106.04744570003822,106.04744570003822,111.04583820002154,111.55578870000318,right,1.0,40.74520909995772,,111.55669220001435,111.56436730013228,112.0623469001148,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,112.07098890002815,,,,,,,,,112.06303900014608,112.8621394999791,113.66287260013632,113.65539050009102,113.65542399999686,113.66287260013632,113.66287260013632,113.66287260013632,118.66269060014749,119.29704970004968,right,0.0,40.87343129981309,,119.29767230013384,119.30554850003682,119.80412680003792,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-016,1.0,random_dot,119.74513457803702,
