direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
right,right,28.0,0.0,14.0,left,0.0,2.550831400003517,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,14.0,0.0,28.0,1.0,518.8813574999949,,,,,,,,,518.8676968,520.0796627999953,520.8801320999992,520.8626409999997,520.8634248999952,520.8801320999992,520.8801320999992,520.8801320999992,,523.4441938000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.550831400003517,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,29.0,1.0,14.0,right,0.0,0.5622648999997182,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,14.0,1.0,29.0,0.0,523.4584894,,,,,,,,,523.4450934999986,523.5585398999974,524.3754713999951,524.3578454999952,524.3585324999949,524.3754713999951,524.3754713999951,524.3754713999951,,524.9418886999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.5622648999997182,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,30.0,0.0,15.0,left,1.0,0.9234402000001865,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,15.0,0.0,30.0,0.0,524.9563663000008,,,,,,,,,524.9427077,526.1550787000015,526.9720942999993,526.9545724999989,526.9553674999988,526.9720942999993,526.9720942999993,526.9720942999993,,527.9049126999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9234402000001865,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,31.0,1.0,15.0,right,1.0,1.918355200003134,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,15.0,1.0,31.0,1.0,527.9192449999973,,,,,,,,,527.9057318999985,528.0192642999973,528.8359419999979,528.8183734999984,528.8190885000004,528.8359419999979,528.8359419999979,528.8359419999979,,530.7677911999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.918355200003134,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,32.0,0.0,16.0,left,1.0,0.7736614999957965,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,16.0,0.0,32.0,0.0,530.7822463999983,,,,,,,,,530.7687240999949,531.9806945000018,532.7976802999983,532.7801820999957,532.7810017000011,532.7976802999983,532.7976802999983,532.7976802999983,,533.5807382999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7736614999957965,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,33.0,1.0,16.0,left,0.0,1.2163494999986142,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,16.0,1.0,33.0,1.0,533.5949712000001,,,,,,,,,533.5815452999959,534.3941669999986,535.2109536999997,535.1928782999967,535.1933237999983,535.2109536999997,535.2109536999997,535.2109536999997,,536.4436301999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.2163494999986142,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,34.0,0.0,17.0,right,1.0,2.7095152999972925,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,17.0,0.0,34.0,1.0,536.4580900000001,,,,,,,,,536.4444405999966,536.8077580999961,537.6246016000005,537.6071118999971,537.6079030999972,537.6246016000005,537.6246016000005,537.6246016000005,,540.3381575999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.7095152999972925,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,35.0,1.0,17.0,left,1.0,1.5266375999999582,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,17.0,1.0,35.0,0.0,540.3526245999965,,,,,,,,,540.3389508999971,540.4526752999955,541.2531541999997,541.2356126000013,541.2364020999958,541.2531541999997,541.2531541999997,541.2531541999997,,542.7849008999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.5266375999999582,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,36.0,0.0,18.0,right,1.0,2.828990200003318,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,18.0,0.0,36.0,1.0,542.7993889999998,,,,,,,,,542.7857473999975,542.8996019999977,543.7157853999961,543.697883599998,543.698175999998,543.7157853999961,543.7157853999961,543.7157853999961,,546.5468847000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.828990200003318,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,37.0,1.0,18.0,left,1.0,2.2940832000022056,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,18.0,1.0,37.0,0.0,546.5613413999963,,,,,,,,,546.547700199997,547.3603040999951,548.1773430999965,548.1597984999971,548.1605027999976,548.1773430999965,548.1773430999965,548.1773430999965,,550.4752710999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.2940832000022056,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,38.0,0.0,19.0,left,1.0,3.0154146999993827,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,19.0,0.0,38.0,0.0,550.4892127999992,,,,,,,,,550.4761700000017,551.2884594999996,552.1054341999989,552.0877849999961,552.0884693999978,552.1054341999989,552.1054341999989,552.1054341999989,,555.1353670999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.0154146999993827,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,39.0,1.0,19.0,right,1.0,0.7358173999964492,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,19.0,1.0,39.0,1.0,555.1496026999957,,,,,,,,,555.1362122999999,555.2498899999991,556.0668372,556.0493299000009,556.0500310999996,556.0668372,556.0668372,556.0668372,,556.8164475999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7358173999964492,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,40.0,0.0,20.0,right,1.0,0.5567085000002407,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,20.0,0.0,40.0,1.0,556.8306966000018,,,,,,,,,556.8172491000005,556.9308403999967,557.7478250999993,557.7302608999962,557.730942000002,557.7478250999993,557.7478250999993,557.7478250999993,,558.3140377000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5567085000002407,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,41.0,1.0,20.0,right,0.0,0.6860771999999997,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,20.0,1.0,41.0,0.0,558.3287525999986,,,,,,,,,558.3144773999957,559.1281164999964,559.9284091000009,559.9112087999965,559.9119171999992,559.9284091000009,559.9284091000009,559.9284091000009,,560.6279298000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6860771999999997,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,42.0,0.0,21.0,left,0.0,2.5101299000016297,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,21.0,0.0,42.0,1.0,560.6424237999963,,,,,,,,,560.6287411999947,561.4416567000007,562.2586168999987,562.2411244999967,562.241915599996,562.2586168999987,562.2586168999987,562.2586168999987,,564.7725138999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.5101299000016297,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,43.0,1.0,21.0,right,0.0,0.6482830999957514,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,21.0,1.0,43.0,0.0,564.7868535000016,,,,,,,,,564.7732496999961,565.9853346999953,566.7859404999981,566.7683230999974,566.7690068000011,566.7859404999981,566.7859404999981,566.7859404999981,,567.4358385000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6482830999957514,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,44.0,0.0,22.0,left,1.0,1.3017510999998194,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,22.0,0.0,44.0,0.0,567.4500728999992,,,,,,,,,567.4366488000014,567.7999048999991,568.6169131999995,568.5993632999962,568.6001934999949,568.6169131999995,568.6169131999995,568.6169131999995,,569.932407100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.3017510999998194,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,45.0,1.0,22.0,right,1.0,3.1430476999958046,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,22.0,1.0,45.0,1.0,569.9466880999971,,,,,,,,,569.9331773999947,570.0462991999957,570.847116099998,570.8295795999948,570.8302552999958,570.847116099998,570.847116099998,570.847116099998,,573.9936750999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.1430476999958046,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,46.0,0.0,23.0,right,0.0,1.4577499000006355,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,23.0,0.0,46.0,0.0,574.0082191999973,,,,,,,,,573.9944543999954,574.3577554000003,575.174749400001,575.1571916999965,575.1579601999983,575.174749400001,575.174749400001,575.174749400001,,576.6403213999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.4577499000006355,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,47.0,1.0,23.0,right,1.0,1.2022354000000632,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,1.0,576.6546008000005,,,,,,,,,576.6411297999948,577.004400699996,577.8211923999988,577.8033303999982,577.8037066999968,577.8211923999988,577.8211923999988,577.8211923999988,,579.0370227999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2022354000000632,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,48.0,0.0,24.0,right,0.0,2.2147449999974924,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,0.0,579.0514935999963,,,,,,,,,579.0379510999992,580.2497164000015,581.0503597999996,581.0327515999961,581.0334384000016,581.0503597999996,581.0503597999996,581.0503597999996,,583.2814131999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.2147449999974924,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,49.0,1.0,24.0,right,1.0,0.7594834000046831,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,1.0,583.2956651999993,,,,,,,,,583.2821846000006,583.3958100000018,584.2128213999968,584.1951771999957,584.1958530999982,584.2128213999968,584.2128213999968,584.2128213999968,,584.9791389999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7594834000046831,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,50.0,0.0,25.0,left,1.0,4.201620699997875,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,0.0,584.9934100999963,,,,,,,,,584.9799139999959,585.0929813999974,585.8938787000006,585.8763206000003,585.8770853999958,585.8938787000006,585.8938787000006,585.8938787000006,,590.1058673000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,4.201620699997875,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,51.0,1.0,25.0,left,0.0,1.4492804000037722,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,1.0,590.1202013000002,,,,,,,,,590.1066900000005,590.9190727999958,591.7359856999974,591.7182313999947,591.7185679999966,591.7359856999974,591.7359856999974,591.7359856999974,,593.201753100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.4492804000037722,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,52.0,0.0,26.0,right,1.0,1.8557829999990645,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,1.0,593.216030399999,,,,,,,,,593.2025704999978,593.5657969999957,594.3660888999948,594.3486839999969,594.349389899995,594.3660888999948,594.3660888999948,594.3660888999948,,596.2310883999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.8557829999990645,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,53.0,1.0,26.0,left,1.0,1.1228040999994846,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,0.0,596.2453217000002,,,,,,,,,596.2319067999997,596.5951182999997,597.4120983999965,597.3945781000002,597.3953717999975,597.4120983999965,597.4120983999965,597.4120983999965,,598.544710299997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1228040999994846,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,54.0,0.0,27.0,left,1.0,1.342021600001317,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,0.0,598.5591264999966,,,,,,,,,598.5455178999982,598.6590402000002,599.4756704999963,599.4581762000016,599.4589488999991,599.4756704999963,599.4756704999963,599.4756704999963,,600.8248273999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.342021600001317,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,55.0,1.0,27.0,left,0.0,1.8104381000011929,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,1.0,600.8388795999999,,,,,,,,,600.8256102999949,602.0378836999953,602.8548803000012,602.8373653999952,602.838073699997,602.8548803000012,602.8548803000012,602.8548803000012,,604.6687802000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.8104381000011929,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,56.0,0.0,28.0,right,1.0,3.2784642999977223,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,1.0,604.6838400999986,,,,,,,,,604.6690407999995,605.8828070999953,606.6997843999998,606.6823298999952,606.6830375999998,606.6997843999998,606.6997843999998,606.6997843999998,,609.9795005999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.2784642999977223,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,57.0,1.0,28.0,left,1.0,4.717610700005025,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,0.0,609.9937361999982,,,,,,,,,609.9802942999959,610.0937475999963,610.8942410999953,610.8767248000004,610.877433900001,610.8942410999953,610.8942410999953,610.8942410999953,,615.622053799998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,4.717610700005025,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,58.0,0.0,29.0,right,0.0,3.80419279999478,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,0.0,615.6362427999993,,,,,,,,,615.6228768000001,616.435489800002,617.2520283999984,617.2337180999966,617.2339567000017,617.2520283999984,617.2520283999984,617.2520283999984,,621.0648703999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.80419279999478,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,59.0,1.0,29.0,right,1.0,6.102580700004182,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,1.0,621.0790774999987,,,,,,,,,621.0657907999994,621.1790478999974,621.9795475999999,621.9620385000017,621.9628508999958,621.9795475999999,621.9795475999999,621.9795475999999,626.9728543000019,628.0886210999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,6.102580700004182,,,,,sub-217,1,random_dot,60.10572597060154,
,,1.0,1.0,0.0,,,,,accuracy,space,6.649208099996031,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.1009826000009,628.1093095999968,633.0972177000003,sub-217,1,random_dot,60.10572597060154,
