direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026657999987946,0.0139435999954002,0.0139435999954002,40.94842470000003,space,40.92204330000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,0.0,0.0,0.0,left,1.0,8.471910899999784,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,40.96358659999533,,,,,,,,,40.954364799996256,42.16202479999629,42.9624565999984,42.94456309999805,42.944826699997066,42.9624565999984,42.9624565999984,42.9624565999984,47.95576769999752,51.4346458,left,1.0,8.471910899999784,,51.44036110000161,51.4497343999974,51.94899240000086,51.93268330000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,1.0,1.0,0.0,right,1.0,1.3024989999976242,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,51.94899240000086,,,,,,,,,51.93290770000021,53.14753049999854,53.96458049999637,53.94667369999661,53.94697530000121,53.96458049999637,53.96458049999637,53.96458049999637,,55.27979349999805,right,1.0,1.3024989999976242,,55.27989030000026,55.29470030000084,55.79398740000033,55.77764159999788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,2.0,0.0,1.0,left,1.0,1.1766086999996332,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,55.79398740000033,,,,,,,,,55.77784679999604,56.9924245000002,57.79282589999639,57.775035699996806,57.775311799996416,57.79282589999639,57.79282589999639,57.79282589999639,,58.97489549999591,left,1.0,1.1766086999996332,,58.97497889999795,58.98983489999955,59.48912199999904,59.47271000000183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,3.0,1.0,1.0,right,1.0,0.7622981000022264,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,59.48912199999904,,,,,,,,,59.47294149999652,59.83866470000066,60.6556655999957,60.6377427999978,60.637990600000194,60.6556655999957,60.6556655999957,60.6556655999957,,61.42166369999904,right,1.0,0.7622981000022264,,61.421770499997365,61.43657019999955,61.93586739999592,61.91957939999702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,4.0,0.0,2.0,right,0.0,0.7543529000031413,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,61.93586739999592,,,,,,,,,61.91982759999519,63.13431390000187,63.95135019999725,63.93343050000112,63.933680499998445,63.95135019999725,63.95135019999725,63.95135019999725,,64.71731129999534,right,0.0,0.7543529000031413,,64.72218140000041,64.73214349999762,65.23157009999704,65.2151984000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,5.0,1.0,2.0,right,1.0,1.0923368000003393,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,65.23157009999704,,,,,,,,,65.21551019999606,66.03047289999813,66.84750060000079,66.82958769999823,66.8298605999953,66.84750060000079,66.84750060000079,66.84750060000079,,67.94635859999835,right,1.0,1.0923368000003393,,67.94871689999854,67.9612760999953,68.46053549999488,68.44415679999656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,6.0,0.0,3.0,left,0.0,3.39311589999852,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,68.46053549999488,,,,,,,,,68.44437099999777,69.25951450000139,70.07664059999661,70.05870109999523,70.05895139999484,70.07664059999661,70.07664059999661,70.07664059999661,,73.47236849999899,left,0.0,3.39311589999852,,73.47441499999695,73.48734289999993,73.98655249999865,73.97021909999603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,7.0,1.0,3.0,right,0.0,0.6782594000032987,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,73.98655249999865,,,,,,,,,73.97044989999995,74.08646330000192,74.90353450000111,74.88551189999998,74.88578549999511,74.90353450000111,74.90353450000111,74.90353450000111,,75.58619289999478,right,0.0,0.6782594000032987,,75.58628129999852,75.60119529999793,76.10044489999564,76.08402699999715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,8.0,0.0,4.0,left,0.0,5.072325000001001,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,76.10044489999564,,,,,,,,,76.08425359999819,76.44998209999903,77.2670100999967,77.24908860000141,77.24935510000068,77.2670100999967,77.2670100999967,77.2670100999967,82.26030019999598,82.34390960000019,left,0.0,5.072325000001001,,82.34398019999935,82.35880650000036,82.85810340000171,82.84161979999772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,9.0,1.0,4.0,left,1.0,6.92036250000092,,,,,,4.0,1.0,9.0,0.0,,,,,,,,,82.85810340000171,,,,,,,,,82.84182439999859,84.05654169999616,84.87370129999908,84.8557323999994,84.85602949999884,84.87370129999908,84.87370129999908,84.87370129999908,89.8669602000009,91.79802019999624,left,1.0,6.92036250000092,,91.8000996999981,91.81295490000048,92.31226239999523,92.29582539999684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,10.0,0.0,5.0,right,1.0,5.887785899998562,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,92.31226239999523,,,,,,,,,92.29603389999828,93.11122990000148,93.92828089999966,93.91038739999932,93.91064479999476,93.92828089999966,93.92828089999966,93.92828089999966,98.92151079999894,99.82069449999835,right,1.0,5.887785899998562,,99.82076979999692,99.83570429999963,100.33493949999684,100.31855699999868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,11.0,1.0,5.0,right,0.0,0.9199365000022226,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,100.33493949999684,,,,,,,,,100.31876509999712,100.43490569999994,101.2518895999965,101.23397100000147,101.23421360000066,101.2518895999965,101.2518895999965,101.2518895999965,,102.18419529999665,right,0.0,0.9199365000022226,,102.18654819999938,102.19914269999572,102.69841839999572,102.68204120000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,12.0,0.0,6.0,left,0.0,2.53387130000192,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,102.69841839999572,,,,,,,,,102.6822411999965,103.49750349999522,104.31450999999652,104.2966254999992,104.29687089999788,104.31450999999652,104.31450999999652,104.31450999999652,,106.86145399999803,left,0.0,2.53387130000192,,106.86152949999814,106.87635900000168,107.37571290000052,107.35928350000177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,13.0,1.0,6.0,right,0.0,0.5314889000001131,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,107.37571290000052,,,,,,,,,107.35951619999832,107.72521119999874,108.54226519999791,108.52424859999884,108.52450400000087,108.54226519999791,108.54226519999791,108.54226519999791,,109.07511030000023,right,0.0,0.5314889000001131,,109.07518659999914,109.0900815999994,109.58950750000076,109.5732558000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,14.0,0.0,7.0,right,1.0,0.9174978999944868,,,,,,7.0,0.0,14.0,1.0,,,,,,,,,109.58950750000076,,,,,,,,,109.57370390000142,109.93896780000068,110.73938139999518,110.72155349999956,110.72185139999785,110.73938139999518,110.73938139999518,110.73938139999518,,111.67166469999938,right,1.0,0.9174978999944868,,111.6738239999977,111.6867041000005,112.18599620000168,112.16973709999728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,15.0,1.0,7.0,left,1.0,6.001357100001769,,,,,,7.0,1.0,15.0,0.0,,,,,,,,,112.18599620000168,,,,,,,,,112.17002409999986,112.5355253999951,113.3524808000002,113.3346401999952,113.33489529999495,113.3524808000002,113.3524808000002,113.3524808000002,118.34593879999738,119.36135099999956,left,1.0,6.001357100001769,,119.36142489999474,119.3765082999962,119.8757809000017,119.85938039999746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,16.0,0.0,8.0,right,1.0,1.1011656999980914,,,,,,8.0,0.0,16.0,1.0,,,,,,,,,119.8757809000017,,,,,,,,,119.85960689999774,121.07418589999725,121.89125359999888,121.87330030000156,121.8735469999956,121.89125359999888,121.89125359999888,121.89125359999888,,123.00679899999524,right,1.0,1.1011656999980914,,123.00688770000124,123.02173899999616,123.52092819999962,123.5045514999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,17.0,1.0,8.0,left,1.0,6.300340800000413,,,,,,8.0,1.0,17.0,0.0,,,,,,,,,123.52092819999962,,,,,,,,,123.50476299999718,124.31990470000164,125.13693539999804,125.11901199999556,125.11927139999898,125.13693539999804,125.13693539999804,125.13693539999804,130.1301989999993,131.44546329999866,left,1.0,6.300340800000413,,131.44554459999927,131.4604801999958,131.95970569999918,131.9433218999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,18.0,0.0,9.0,left,1.0,1.5929909000042244,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,131.95970569999918,,,,,,,,,131.94353109999793,132.3093269000019,133.12638570000126,133.1084187000015,133.1086662999951,133.12638570000126,133.12638570000126,133.12638570000126,,134.72453329999553,left,1.0,1.5929909000042244,,134.72461919999478,134.73948269999528,135.2387482999984,135.22233369999594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,19.0,1.0,9.0,right,1.0,1.8149926999976744,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,135.2387482999984,,,,,,,,,135.22274430000107,135.33870089999982,136.15572629999951,136.13777100000152,136.13802020000003,136.15572629999951,136.15572629999951,136.15572629999951,,137.98701159999473,right,1.0,1.8149926999976744,,137.98711470000126,138.00183339999785,138.50136740000016,138.48469679999835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.4847946000009,138.50136740000016,138.50136740000016,142.3966763999997,space,3.8813311000049,,,,,,,,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.39674839999498,142.4132621999961,142.4132621999961,147.5733825999996,space,5.145581299999321,,,,,,,,,,,,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,0.0,0.0,0.0,right,0.0,0.7434050000010757,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.10972349999793,,,,,,,,,157.0980860999989,157.19295129999955,157.99342429999524,157.9755548999965,157.97586700000102,157.99342429999524,157.99342429999524,157.99342429999524,,158.7427011999971,,,,,,,,,,,,,,,,,,,,,,,147.58570150000014,147.5894186000005,147.5894186000005,157.09359250000125,space,9.492360399999598,,right,0.0,0.7434050000010757,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,1.0,1.0,0.0,right,1.0,1.959293299994897,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,158.75759019999532,,,,,,,,,158.74300249999942,158.85748610000155,159.67452989999583,159.65660819999903,159.6568627000015,159.67452989999583,159.67452989999583,159.67452989999583,,161.63914529999602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.959293299994897,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,2.0,0.0,1.0,left,0.0,0.3373461000010138,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,161.65391549999913,,,,,,,,,161.63957700000174,162.85217900000134,163.65255959999922,163.63471299999946,163.6349556999994,163.65255959999922,163.65255959999922,163.65255959999922,,164.00275690000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.3373461000010138,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,3.0,1.0,1.0,right,0.0,1.1446006000041962,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,164.0173982999986,,,,,,,,,164.003171999997,165.2157264999987,166.01617039999837,165.99829809999935,165.9985721999983,166.01617039999837,166.01617039999837,166.01617039999837,,167.16489889999502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1446006000041962,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,4.0,0.0,2.0,right,1.0,3.26709370000026,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,167.17981899999722,,,,,,,,,167.16514489999827,168.378197799997,169.19523710000067,169.1773796999987,169.17769979999866,169.19523710000067,169.19523710000067,169.19523710000067,,172.4744533999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.26709370000026,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,5.0,1.0,2.0,right,0.0,1.9716169000021184,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,172.48937119999755,,,,,,,,,172.4747045999975,173.68791619999683,174.50483749999694,174.48689999999624,174.48714539999492,174.50483749999694,174.50483749999694,174.50483749999694,,176.48586519999662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.9716169000021184,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,6.0,0.0,3.0,right,1.0,2.529935600003228,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,176.50072640000144,,,,,,,,,176.4861632999964,176.85031779999554,177.66726170000038,177.64941949999775,177.64968199999566,177.66726170000038,177.66726170000038,177.66726170000038,,180.1975878000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.529935600003228,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,7.0,1.0,3.0,left,1.0,1.9774159000007785,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,180.212563699999,,,,,,,,,180.1978526999956,181.01145969999925,181.8118700999985,181.79405060000136,181.79432169999927,181.8118700999985,181.8118700999985,181.8118700999985,,183.79297499999663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.9774159000007785,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,8.0,0.0,4.0,left,1.0,5.7267733000044245,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,183.80773279999997,,,,,,,,,183.7932731999972,183.90760800000132,184.7080159999969,184.6901216999977,184.69037079999543,184.7080159999969,184.7080159999969,184.7080159999969,189.70133609999905,190.45065469999827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.7267733000044245,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,9.0,1.0,4.0,left,0.0,3.517074999996112,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,190.46562769999585,,,,,,,,,190.4509418000016,191.66403459999856,192.4810254999975,192.46318289999908,192.4634756000014,192.4810254999975,192.4810254999975,192.4810254999975,,196.01004169999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.517074999996112,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,10.0,0.0,5.0,left,0.0,2.4333887999964645,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,196.02489839999907,,,,,,,,,196.01032499999565,196.37446949999867,197.19150629999783,197.1735412999988,197.1737835999957,197.19150629999783,197.19150629999783,197.19150629999783,,199.63853240000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.4333887999964645,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,11.0,1.0,5.0,left,1.0,4.468080000006012,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,199.6534188000005,,,,,,,,,199.63881169999516,200.00291339999967,200.80332529999575,200.7855020999996,200.7857468000002,200.80332529999575,200.80332529999575,200.80332529999575,,205.28097329999585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,4.468080000006012,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,12.0,0.0,6.0,right,1.0,2.384348499996122,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,205.29590330000065,,,,,,,,,205.281236099996,205.39584069999543,206.19621869999537,206.1783613000007,206.17862400000013,206.19621869999537,206.19621869999537,206.19621869999537,,208.5933447999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.384348499996122,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,13.0,1.0,6.0,left,1.0,6.119025300002249,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,0.0,208.60820270000116,,,,,,,,,208.5936537000016,208.7081326999978,209.5251433000012,209.50729929999943,209.50752959999957,209.5251433000012,209.5251433000012,209.5251433000012,214.518445099995,215.65062259999831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,6.119025300002249,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,14.0,0.0,7.0,right,0.0,5.218897799997649,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,0.0,215.6655204999988,,,,,,,,,215.6509064999991,215.76545780000012,216.58243159999984,216.56451599999852,216.56476850000035,216.58243159999984,216.58243159999984,216.58243159999984,221.575843599996,221.80915580000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,5.218897799997649,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,15.0,1.0,7.0,right,1.0,1.0581605000043055,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,1.0,221.82403599999816,,,,,,,,,221.80945079999947,222.62295639999505,223.42347889999652,223.4055135000017,223.40576489999512,223.42347889999652,223.42347889999652,223.42347889999652,,224.48904729999776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0581605000043055,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,16.0,0.0,8.0,left,1.0,1.23306489999959,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,224.50387039999623,,,,,,,,,224.48934210000152,225.70231280000007,226.51929099999688,226.50143379999645,226.5016839999953,226.51929099999688,226.51929099999688,226.51929099999688,,227.7678922999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.23306489999959,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,17.0,1.0,8.0,left,0.0,3.1838964999988093,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,1.0,227.78282839999883,,,,,,,,,227.7681472999975,227.8827650999956,228.69981089999783,228.6819133999961,228.68226879999563,228.69981089999783,228.69981089999783,228.69981089999783,,231.89587619999656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.1838964999988093,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,18.0,0.0,9.0,right,1.0,6.357235000003129,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,231.91076849999808,,,,,,,,,231.89621610000177,232.26034359999903,233.0772137999957,233.0592755999969,233.0595189999949,233.0772137999957,233.0772137999957,233.0772137999957,238.0706099999952,239.4356571999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,6.357235000003129,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,19.0,1.0,9.0,left,1.0,6.100931599998148,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,239.45065479999903,,,,,,,,,239.43594309999756,239.55076279999776,240.3675871999949,240.3497811999987,240.35002249999525,240.3675871999949,240.3675871999949,240.3675871999949,245.36087929999485,246.47652469999596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,6.100931599998148,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,20.0,0.0,10.0,right,0.0,1.2641155000019353,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,0.0,246.4914768999952,,,,,,,,,246.47688529999868,246.5913053999975,247.4082896999971,247.39042440000048,247.3906729000009,247.4082896999971,247.4082896999971,247.4082896999971,,248.6742185999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.2641155000019353,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,21.0,1.0,10.0,right,1.0,5.518934600004286,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,1.0,248.68881659999897,,,,,,,,,248.67491639999932,249.03807270000107,249.85506760000132,249.8372181999948,249.83754409999528,249.85506760000132,249.85506760000132,249.85506760000132,254.84835049999677,255.3811732999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.518934600004286,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,22.0,0.0,11.0,right,0.0,3.3603110000040037,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,0.0,255.39623330000177,,,,,,,,,255.38144319999992,255.49614350000047,256.31319699999585,256.29526259999693,256.29553229999874,256.31319699999585,256.31319699999585,256.31319699999585,,259.6756716999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.3603110000040037,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,23.0,1.0,11.0,right,1.0,5.495434700002079,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,1.0,259.6905673000001,,,,,,,,,259.67596349999803,260.88899369999854,261.70602069999586,261.6881232000014,261.6883689999959,261.70602069999586,261.70602069999586,261.70602069999586,266.69930880000175,267.2156371000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.495434700002079,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,24.0,0.0,12.0,left,1.0,5.810438799999247,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,267.2306237000012,,,,,,,,,267.21590650000144,268.02955649999785,268.8465748999952,268.82868489999964,268.82895350000035,268.8465748999952,268.8465748999952,268.8465748999952,273.8398703999992,274.67244129999744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.810438799999247,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,25.0,1.0,12.0,right,1.0,5.54489299999841,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,274.6873382999984,,,,,,,,,274.6727391999957,274.7872981999972,275.60429309999745,275.58639199999743,275.5866466000007,275.60429309999745,275.60429309999745,275.60429309999745,280.5976469000016,281.1636953999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.54489299999841,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,26.0,0.0,13.0,left,1.0,4.072762000003422,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,281.1787275999959,,,,,,,,,281.16394829999626,281.52840489999653,282.345319,282.3274617999996,282.32772309999564,282.345319,282.345319,282.345319,,286.42362069999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,4.072762000003422,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,27.0,1.0,13.0,right,1.0,6.102635299997928,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,286.43839879999723,,,,,,,,,286.4239216999995,287.2376520999969,288.05448539999634,288.0365308999972,288.0367602999977,288.05448539999634,288.05448539999634,288.05448539999634,293.04774959999486,294.1630700999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,6.102635299997928,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,28.0,0.0,14.0,left,1.0,7.267607499998121,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0.0,294.17810530000133,,,,,,,,,294.1633329999968,294.5277961999964,295.34474729999783,295.32681729999604,295.3270449999982,295.34474729999783,295.34474729999783,295.34474729999783,300.33808000000136,302.6187129999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,7.267607499998121,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,29.0,1.0,14.0,right,1.0,5.209213199996157,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,1.0,302.6336669000011,,,,,,,,,302.6189904999992,302.7335662999976,303.55052079999587,303.5325978999972,303.5328202000019,303.55052079999587,303.55052079999587,303.55052079999587,308.5438815999951,308.76056779999635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.209213199996157,,,,,sub-217,1,random_dot,60.10572597060154,
right,right,30.0,0.0,15.0,left,0.0,2.5379402000035043,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,308.7755847000008,,,,,,,,,308.7608350000009,309.5745128999988,310.37495489999856,310.3571613999957,310.35759159999725,310.37495489999856,310.37495489999856,310.37495489999856,,312.9217983999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.5379402000035043,,,,,sub-217,1,random_dot,60.10572597060154,
left,left,31.0,1.0,15.0,right,0.0,0.6932371000002604,,speed,space,9.492360399999598,,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,0.0,312.9366289999962,,,,,,,,,312.92204499999934,313.03663029999734,313.85356150000007,313.83557909999945,313.8358098999961,313.85356150000007,313.85356150000007,313.85356150000007,,314.5531866999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6932371000002604,,,,,sub-217,1,random_dot,60.10572597060154,
