direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0085390840031323,0.0151648749997548,0.0151648749997548,1.1842606250029348,space,1.1310239169979468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-181,1,random_dot,,
right,right,0.0,0.0,0.0,left,0.0,1.9486290830027428,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,1.2068678340001495,,,,,,,,,1.194382959001814,1.528381750002154,2.333265709003172,2.318521459001204,2.319387875002576,2.333265709003172,2.333265709003172,2.333265709003172,4.285830084001645,left,0.0,1.9486290830027428,,4.2942443339998135,4.321480624999822,4.790318292001757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-181,1,random_dot,,
left,left,1.0,1.0,0.0,right,0.0,0.6015882909996435,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,4.801706834001379,,,,,,,,,4.7909601669998665,5.975031500001933,6.7667057090002345,6.7579031250024855,6.75841712500187,6.7667057090002345,6.7667057090002345,6.7667057090002345,7.369638334002957,right,0.0,0.6015882909996435,,7.36974362500041,7.374098792002769,7.85739258400281,7.8682715840004676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-181,1,random_dot,,
left,left,2.0,0.0,1.0,left,1.0,1.5792197080008918,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,7.8682715840004676,,,,,,,,,7.857956875002856,9.068173750001732,9.861194750003053,9.852288917001715,9.852932917001452,9.861194750003053,9.861194750003053,9.861194750003053,11.441917250002009,left,1.0,1.5792197080008918,,11.44734412500111,11.4543579170022,11.940643792000628,11.95153087500148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-181,1,random_dot,,
right,right,3.0,1.0,1.0,right,1.0,2.2862799169997743,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,11.95153087500148,,,,,,,,,11.941058375003196,13.14225762500064,13.94221650000327,13.9350019170015,13.935471542001324,13.94221650000327,13.94221650000327,13.94221650000327,16.23572208400219,right,1.0,2.2862799169997743,,16.235814792002202,16.242653209003038,16.734907542002475,16.73926183400181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-181,1,random_dot,,
right,right,4.0,0.0,2.0,left,0.0,2.291227165998862,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,16.73926183400181,,,,,,,,,16.735318084000028,17.92446991700126,18.717650417002005,18.70722720900085,18.707713792002323,18.717650417002005,18.717650417002005,18.717650417002005,21.019328209000378,left,0.0,2.291227165998862,,21.023078459002136,21.03012108400071,21.518556459002863,21.524499709001248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-181,1,random_dot,,
left,left,5.0,1.0,2.0,left,1.0,1.0330672499985667,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,21.524499709001248,,,,,,,,,21.519231292000768,22.3180554999999,23.108955417003017,23.101523459001328,23.10210670900051,23.108955417003017,23.108955417003017,23.108955417003017,24.152710292000847,left,1.0,1.0330672499985667,,24.15636162500232,24.16996279200248,24.657044667001173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-181,1,random_dot,,
right,right,6.0,0.0,3.0,left,0.0,1.1444643329996325,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,24.668194084002607,,,,,,,,,24.65750029199989,25.451444917001936,26.242313209000717,26.23507604200131,26.235560375000205,26.242313209000717,26.242313209000717,26.242313209000717,27.39235495899993,left,0.0,1.1444643329996325,,27.39514820900149,27.40266129200245,27.89022954200118,27.901318834003177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-181,1,random_dot,,
left,left,7.0,1.0,3.0,right,0.0,1.883428791003098,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,27.901318834003177,,,,,,,,,27.890642459002265,28.690330792000168,29.484661584003334,29.473516334001037,29.4740050420005,29.484661584003334,29.484661584003334,29.484661584003334,31.36996520899993,right,0.0,1.883428791003098,,31.37009987500278,31.37764004200289,31.868336625000666,31.8734552920032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-181,1,random_dot,,
left,left,8.0,0.0,4.0,right,0.0,0.9645767499969224,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,31.8734552920032,,,,,,,,,31.868858750000072,32.21802554200258,33.00914458400075,33.0015204170013,33.00210641700323,33.00914458400075,33.00914458400075,33.00914458400075,33.9755313750029,right,0.0,0.9645767499969224,,33.97563516700029,33.983155500001885,34.46808816700286,34.47325329200248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-181,1,random_dot,,
