direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0092054169508628,0.0168912499793805,0.0168912499793805,5.134032833972015,space,4.949519958987366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-022,1,random_dot,118.6209719267599,
left,left,0.0,0.0,0.0,right,0.0,7.928779918001965,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,5.169822208990809,,,,,,,,,5.152176584000699,5.487548749952111,6.286388499953318,6.271582833956927,6.27222633396741,6.286388499953318,6.286388499953318,6.286388499953318,11.258738584001549,14.222894124977756,right,0.0,7.928779918001965,,14.230685249960516,14.357302416989114,14.72791429195786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-022,1,random_dot,118.6209719267599,
right,right,1.0,1.0,0.0,left,0.0,5.846883792022709,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,14.738214334007353,,,,,,,,,14.72844283399172,14.821307834004983,15.613520874991082,15.605285833997186,15.6059192919638,15.613520874991082,15.613520874991082,15.613520874991082,20.593180875002872,21.46323900000425,left,0.0,5.846883792022709,,21.463421208958607,21.47501299995929,21.96159179200185,21.9718576669693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-022,1,random_dot,118.6209719267599,
left,left,2.0,0.0,1.0,right,0.0,5.622341084002983,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,21.9718576669693,,,,,,,,,21.962134875007905,22.312225958972704,23.10481162497308,23.095345124951564,23.095835916989017,23.10481162497308,23.10481162497308,23.10481162497308,28.08872233395232,28.73028512496967,right,0.0,5.622341084002983,,28.730459874961525,28.740527124959044,29.228975916979834,29.238442333997227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-022,1,random_dot,118.6209719267599,
right,right,3.0,1.0,1.0,right,1.0,1.517576126032509,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,29.238442333997227,,,,,,,,,29.22950995899737,30.029168874956667,30.83074495900655,30.822497249988373,30.823132749996148,30.83074495900655,30.83074495900655,30.83074495900655,,32.35686874995008,right,1.0,1.517576126032509,,32.36277508398052,32.369872999959625,32.85568916698685,32.86156229197513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-022,1,random_dot,118.6209719267599,
left,left,4.0,0.0,2.0,right,0.0,1.7408039169968106,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,32.86156229197513,,,,,,,,,32.85619724995922,34.05539749999298,34.8481790839578,34.83914920897223,34.83979466697201,34.8481790839578,34.8481790839578,34.8481790839578,,36.59742958395509,right,0.0,1.7408039169968106,,36.60099024994997,36.60969841695624,37.09499454195611,37.1058189169853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-022,1,random_dot,118.6209719267599,
right,right,5.0,1.0,2.0,right,1.0,5.513533793040551,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,37.1058189169853,,,,,,,,,37.09560895897448,37.44537758396473,38.238512541982345,38.22877091699047,38.22936170897447,38.238512541982345,38.238512541982345,38.238512541982345,43.22228058398469,43.75717924995115,right,1.0,5.513533793040551,,43.76208191696787,43.76916954200715,44.25653133395826,44.26223112497246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-022,1,random_dot,118.6209719267599,
right,right,6.0,0.0,3.0,right,1.0,3.0622309589525685,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,44.26223112497246,,,,,,,,,44.25705529196421,44.60569179197773,45.39817787497304,45.38972379197367,45.39031349995639,45.39817787497304,45.39817787497304,45.39817787497304,,48.46357741695829,right,1.0,3.0622309589525685,,48.463692166958936,48.47149283398176,48.95644033397548,48.96193304198096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-022,1,random_dot,118.6209719267599,
left,left,7.0,1.0,3.0,left,1.0,2.766696167003829,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,48.96193304198096,,,,,,,,,48.956938833987806,49.06361749995267,49.8670484169852,49.856726708996575,49.85750108398497,49.8670484169852,49.8670484169852,49.8670484169852,,52.64052812498994,left,1.0,2.766696167003829,,52.64067799999612,52.64835891698021,53.13985541695729,53.14584108395502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-022,1,random_dot,118.6209719267599,
right,right,8.0,0.0,4.0,right,1.0,4.030608834000304,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,53.14584108395502,,,,,,,,,53.14036987500731,53.479417374997865,54.27250508399448,54.26297974999761,54.26353341696085,54.27250508399448,54.27250508399448,54.27250508399448,,58.3073443339672,right,1.0,4.030608834000304,,58.30748108396074,58.31281608395511,58.7959376249928,58.80668445897754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-022,1,random_dot,118.6209719267599,
