direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,121.62162009999156,,,,,,,,,121.60638069995912,122.82242619997125,123.62412100000074,123.60758969996824,123.60761869995622,123.62412100000074,123.62412100000074,123.62412100000074,126.2105568999541,right,0.0,36.3502659999649,,126.21157270000548,126.22484239999903,126.70986780000383,126.7253681999864,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,126.7253681999864,,,,,,,,,126.71073769999202,127.52600029995664,128.32737869996345,128.3110883999616,128.31112569995457,128.32737869996345,128.32737869996345,128.32737869996345,128.78015389997745,left,1.0,34.21697219996713,,128.78193930000998,128.79373989999294,129.2780003999942,129.29351339995628,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,129.29351339995628,,,,,,,,,129.27860640001018,129.39369459997397,130.1952547999681,130.17887110001175,130.1789495999692,130.1952547999681,130.1952547999681,130.1952547999681,133.49896029999945,right,1.0,37.06924870004877,,133.49947829998564,133.51308850001078,133.99781279999297,134.01339119998738,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,134.01339119998738,,,,,,,,,133.99846299999626,134.8140882999869,135.6160992999794,135.59895019995747,135.59897960000671,135.6160992999794,135.6160992999794,135.6160992999794,138.16844829998445,left,1.0,36.31844339997042,,138.16931729996577,138.18292230000952,138.66784959996585,138.68334629997844,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,138.68334629997844,,,,,,,,,138.66877220000606,139.03354689996922,139.83524829999078,139.81897419999586,139.81903009995585,139.83524829999078,139.83524829999078,139.83524829999078,143.6058977000066,right,1.0,37.53950140002416,,143.60664989997167,143.6201480999589,144.1050791000016,144.12043599999743,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,144.12043599999743,,,,,,,,,144.10581420001108,144.47078659996623,145.27233780000824,145.25539690000005,145.25545259995852,145.27233780000824,145.27233780000824,145.27233780000824,146.2572453999892,left,1.0,34.75174410000909,,146.25789000000805,146.27165289997356,146.75682969996706,146.7723088999628,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,146.7723088999628,,,,,,,,,146.7578368000104,147.9733332999749,148.77503520000027,148.75816609995672,148.75818929995876,148.77503520000027,148.77503520000027,148.77503520000027,150.81119169999147,right,1.0,35.80942820000928,,150.81229239999084,150.8251185999834,151.30995460000122,151.3254926999798,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,151.3254926999798,,,,,,,,,151.31065339996712,151.67574099998455,152.47710109996842,152.46103959996253,152.4610882999841,152.47710109996842,152.47710109996842,152.47710109996842,154.78026989998762,left,0.0,36.06750420003664,,154.78104849997908,154.79425869998522,155.27902009995887,155.29468130000168,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,155.29468130000168,,,,,,,,,155.2801654000068,156.49549459997797,157.2965944999596,157.28047619998688,157.28051720000803,157.2965944999596,157.2965944999596,157.2965944999596,162.50294360000407,left,1.0,38.97811490000458,,162.50432750000618,162.51973579998594,163.01720389997354,,162.28367599996272,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,163.03325469995616,,,,,,,,,163.01812839997,163.36688990000405,164.16856749996077,164.1522612000117,164.15229910000926,164.16856749996077,164.16856749996077,164.16856749996077,165.47052029997576,right,0.0,35.07528520002961,,165.47104209999088,165.48490729997866,165.97011489997385,165.98528849997092,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,165.98528849997092,,,,,,,,,165.9710712999804,167.1860819999711,167.98771419998957,167.97116580000147,167.97119849995943,167.98771419998957,167.98771419998957,167.98771419998957,168.45668060000753,left,0.0,34.2361689999816,,168.45758819999173,168.47042570001213,168.9553590999567,168.97095389995957,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.95547469996382,168.97095389995957,168.97095389995957,176.41130360000534,space,41.212961599987466,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.4114036000101,176.42590430000564,176.42590430000564,200.32788120000623,space,57.66838559997268,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,203.17729149997467,,,,,,,,,203.17094709997764,203.27754330000607,204.0789271999965,204.06224399997157,204.0622788000037,204.0789271999965,204.0789271999965,204.0789271999965,205.79964069998823,left,1.0,35.49530519999098,,,,,,,,,,,,,,,,,,,,,200.33549179998224,200.3680754000088,200.3680754000088,203.16227349999824,space,36.55706580000697,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,205.8124736999744,,,,,,,,,205.80190959997708,206.6135493000038,207.4145697999629,207.39812869997692,207.3981569999596,207.4145697999629,207.4145697999629,207.4145697999629,209.0680374999647,left,0.0,35.41954829997849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,209.08156249998137,,,,,,,,,209.06994889996716,210.28252839995548,211.0838637999841,211.06724979996216,211.06729459995404,211.0838637999841,211.0838637999841,211.0838637999841,213.3710618999903,right,1.0,36.05035789997783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,213.38464389997532,,,,,,,,,213.3740555999684,214.58537459996296,215.386786499992,215.3706131000072,215.37067119998392,215.386786499992,215.386786499992,215.386786499992,216.55566479999104,left,1.0,34.93732309999177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,216.56992350000652,,,,,,,,,216.55716209998357,216.6700419000117,217.47151589998973,217.4554652000079,217.45549610001035,217.47151589998973,217.47151589998973,217.47151589998973,220.05845069995848,right,1.0,36.352201500034425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,220.0723227999988,,,,,,,,,220.06040409998968,220.87296599999536,221.67450819996884,221.65808520000428,221.6581242000102,221.67450819996884,221.67450819996884,221.67450819996884,223.1278453999548,left,1.0,35.23072150000371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,223.14108829997716,,,,,,,,,223.129152999958,224.34205340000332,225.1438075999613,225.1276192999794,225.1276648999774,225.1438075999613,225.1438075999613,225.1438075999613,226.54607300000495,left,1.0,35.17055540002184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,1.0,226.56002649996665,,,,,,,,,226.5477463999996,226.66033260000404,227.4617721000104,227.4452557999757,227.4452833000105,227.4617721000104,227.4617721000104,227.4617721000104,228.24737950001145,right,1.0,34.551892199961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,228.261332199967,,,,,,,,,228.2486701000016,229.4621005000081,230.26369479997084,230.2474605999887,230.24750810000117,230.26369479997084,230.26369479997084,230.26369479997084,231.18330019997663,left,1.0,34.69096780003747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,231.19687589997196,,,,,,,,,231.1853743999964,231.54706969996917,232.34842329996167,232.3323160999571,232.33241430000635,232.34842329996167,232.34842329996167,232.34842329996167,233.5009802999557,right,1.0,34.91643480001949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,233.5149597999989,,,,,,,,,233.5037997000036,234.3155607999652,235.1170570999966,235.1007332999725,235.1007692999556,235.1170570999966,235.1170570999966,235.1170570999966,236.369909400004,right,1.0,35.028591400012374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,236.3838105999748,,,,,,,,,236.37186129996556,237.58440599997996,238.38591969996924,238.36940639995737,238.36946949997215,238.38591969996924,238.38591969996924,238.38591969996924,239.08852900000056,left,1.0,34.468307700008154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,239.10222279996376,,,,,,,,,239.09024200000567,239.2023120999802,240.00373050000053,239.98768500000008,239.9877337999642,240.00373050000053,240.00373050000053,240.00373050000053,240.80556879995856,left,1.0,34.57118959998479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,240.8198759999941,,,,,,,,,240.8072026000009,241.6204569999827,242.42217749997508,242.40651989995968,242.4065552999964,242.42217749997508,242.42217749997508,242.42217749997508,243.0244190999656,right,1.0,34.363933700020425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,243.03826979995935,,,,,,,,,243.02658869995503,243.8388389999745,244.6401823000051,244.6239246999612,244.6239754999988,244.6401823000051,244.6401823000051,244.6401823000051,246.14325139997527,right,1.0,35.27560870000161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,246.1569042999763,,,,,,,,,246.14518200000748,246.9575598000083,247.75882529997037,247.74245309998517,247.7424966999679,247.75882529997037,247.75882529997037,247.75882529997037,248.41135459998625,left,1.0,34.41668949997984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,1.0,248.42503909999505,,,,,,,,,248.41272399999437,248.52520189998904,249.326773400011,249.3101804999751,249.31020469998475,249.326773400011,249.326773400011,249.326773400011,250.1452856999822,right,1.0,34.589212299964856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,0.0,250.15970179997385,,,,,,,,,250.14717010001183,250.509730699996,251.31162529997528,251.29528449999637,251.29551219998396,251.31162529997528,251.31162529997528,251.31162529997528,251.880717299995,left,1.0,34.34427750000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,251.89413029997377,,,,,,,,,251.883512099972,253.09498499997423,253.89674160000868,253.8797193999635,253.87973980000243,253.89674160000868,253.89674160000868,253.89674160000868,254.8151482999674,left,1.0,34.68831489997683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,1.0,254.8294278999674,,,,,,,,,254.81626250001136,255.6301538000116,256.4316766999545,256.4155638999655,256.4156149000046,256.4316766999545,256.4316766999545,256.4316766999545,257.3173327000113,left,0.0,34.653917699994054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,257.3312614999595,,,,,,,,,257.3191356000025,257.43106849998003,258.232729499985,258.2157225999981,258.2157410999644,258.232729499985,258.232729499985,258.232729499985,259.16896889999043,left,0.0,34.70319060003385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,259.1828620999586,,,,,,,,,259.17168029997265,259.98309990001144,260.78461299999617,260.7685012999573,260.76854509999976,260.78461299999617,260.78461299999617,260.78461299999617,261.5710454999935,left,1.0,34.5612443999853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,0.0,261.58414389996324,,,,,,,,,261.5739193999907,261.9342547999695,262.73631639999803,262.7193699000054,262.7194027999649,262.73631639999803,262.73631639999803,262.73631639999803,263.5385571999941,left,1.0,34.56893690000288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,1.0,263.55218419997254,,,,,,,,,263.54051769996295,263.6521948999725,264.453666699992,264.4374354999745,264.43747189996066,264.453666699992,264.453666699992,264.453666699992,265.8400494999951,left,0.0,35.161777600005735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,265.8537787999958,,,,,,,,,265.84166939998977,266.6543736999738,267.45564559998456,267.43957409996074,267.43961239996133,267.45564559998456,267.45564559998456,267.45564559998456,268.94217970001046,left,1.0,35.24887139996281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,268.9557753999834,,,,,,,,,268.94417239999166,269.3062931000022,270.10728180001024,270.0918128999765,270.091850399971,270.10728180001024,270.10728180001024,270.10728180001024,272.74473969999235,right,1.0,36.40835640003206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,1.0,272.75860870000906,,,,,,,,,272.74648039997555,273.1089385999949,273.9103503999649,273.8939209000091,273.8939565999899,273.9103503999649,273.9103503999649,273.9103503999649,275.8988619999727,left,0.0,35.764602300012484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,0.0,275.91077059996314,,,,,,,,,275.9005488000112,277.1115125999786,277.91280699998606,277.8962584999972,277.896299999964,277.91280699998606,277.91280699998606,277.91280699998606,279.7995395999751,left,1.0,35.65246760001173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,1.0,279.8132906999672,,,,,,,,,279.80148039996857,280.1636256999918,280.96549329999834,280.94876150001073,280.94880829995964,280.96549329999834,280.96549329999834,280.96549329999834,282.4349742999766,right,1.0,35.24025370000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,0.0,282.448380399961,,,,,,,,,282.43735580000794,282.54840159998275,283.3499492999981,283.33358839998255,283.3336391999619,283.3499492999981,283.3499492999981,283.3499492999981,285.88655180000933,right,0.0,36.30510180001147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,0.0,285.90086220001103,,,,,,,,,285.88835839997046,287.10164619999705,287.90308279998135,287.88667949999217,287.88671220000833,287.90308279998135,287.90308279998135,287.90308279998135,288.9889937999542,left,1.0,34.85316609998699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,1.0,289.0028713999782,,,,,,,,,288.9911500999588,289.8034493000014,290.604940499994,290.5882977999863,290.5883249999606,290.604940499994,290.604940499994,290.604940499994,292.55809710000176,left,0.0,35.72058330004802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,0.0,292.57216069998685,,,,,,,,,292.55990659998497,293.37254690000555,294.1748399999924,294.1576908999705,294.1577373999753,294.1748399999924,294.1748399999924,294.1748399999924,296.2104298999766,left,1.0,35.80992059997516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,1.0,296.2245800999808,,,,,,,,,296.2118378999876,296.5745689999894,297.3762399000116,297.3598875000025,297.3599234999856,297.3762399000116,297.3762399000116,297.3762399000116,300.0299576999969,left,0.0,36.42920399998548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,300.0435804000008,,,,,,,,,300.0321927999612,300.14376529998844,300.9453572999919,300.92867779999506,300.9287149999873,300.9453572999919,300.9453572999919,300.9453572999919,302.2310326999868,left,1.0,35.05924800003413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,302.2453919000109,,,,,,,,,302.2326622999972,303.0459088999778,303.8473660000018,303.83076849998906,303.8308068999904,303.8473660000018,303.8473660000018,303.8473660000018,306.0680579000036,left,0.0,35.997227799962275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,0.0,306.0813671000069,,,,,,,,,306.07092809997266,306.8819412000012,307.68357649998507,307.6666119999718,307.66663619998144,307.68357649998507,307.68357649998507,307.68357649998507,309.8699299999862,left,1.0,35.95107990002725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,1.0,309.88392799999565,,,,,,,,,309.87162220000755,311.08482379995985,311.8861777999555,311.86998779996065,311.87003519997234,311.8861777999555,311.8861777999555,311.8861777999555,316.3744987999671,left,0.0,38.2589720999822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,1.0,316.3883805999649,,,,,,,,,316.37605779996375,316.48834989999887,317.2901605999796,317.27354089997243,317.27359080000315,317.2901605999796,317.2901605999796,317.2901605999796,321.0944527999964,left,0.0,37.57500120002078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,0.0,321.1083028999856,,,,,,,,,321.09646619996056,321.9088776999852,322.71006289997604,322.6937355999835,322.6937565999688,322.71006289997604,322.71006289997604,322.71006289997604,326.2807723999722,left,1.0,37.334438399993815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-101,1.0,random_dot,60.98896040716636,
