direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0125311000156216,0.0248093999980483,0.0248093999980483,696.8356914000178,space,718.6271253000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,696.862789900013,,,,,,,,,696.8556911000051,698.0509158000059,698.8531662000169,698.8351520000142,698.8351875999942,698.8531662000169,698.8531662000169,698.8531662000169,703.834285399993,707.4839088000008,right,0.0,30.44293779999134,,707.4855013000197,707.5129863000184,707.9998337000143,,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,708.0167353000143,,,,,,,,,708.0002149000065,708.0995273000153,708.8998131999979,708.8836426000053,708.8836631000158,708.8998131999979,708.8998131999979,708.8998131999979,713.8986097000015,715.2171082000132,right,1.0,28.13239859999157,,715.2175864000164,715.236301900004,715.7318276000151,,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,715.7485445000057,,,,,,,,,715.732222199993,716.9318595000077,717.7312256000005,717.7158801000041,717.71590130002,717.7312256000005,717.7312256000005,717.7312256000005,722.730922000017,723.8987055000034,right,1.0,27.980629900004715,,723.8992446000047,723.9138410000014,724.3979459000111,724.4141803999955,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,724.4141803999955,,,,,,,,,724.3983246000134,725.6139665000082,726.4140909000125,726.3983685999992,726.3984072000021,726.4140909000125,726.4140909000125,726.4140909000125,,730.0979220000154,left,1.0,25.49656770000001,,730.0986007000029,730.1129870000004,730.5968910999945,730.6133707000117,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,730.6133707000117,,,,,,,,,730.5973628000065,730.7132739000081,731.5128431000048,731.4975107999926,731.4975311000017,731.5128431000048,731.5128431000048,731.5128431000048,,733.1645671000006,right,1.0,23.45823260000907,,733.165124399995,733.179360900016,733.6637725000037,733.679064099997,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,733.679064099997,,,,,,,,,733.664403200004,734.4796743000043,735.2792729999928,735.2637451000046,735.2637776000192,735.2792729999928,735.2792729999928,735.2792729999928,,739.5803728000028,right,0.0,26.117534199991496,,739.5810257999983,739.596228600014,740.0795286000066,740.0955918999971,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,740.0955918999971,,,,,,,,,740.0799231000128,740.1955364000169,740.9948382000148,740.9798128000111,740.9798546000093,740.9948382000148,740.9948382000148,740.9948382000148,,743.5798899999936,left,1.0,24.39491169998655,,743.5804517999932,743.5950792999938,744.0794879000168,744.0951798000024,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,744.0951798000024,,,,,,,,,744.0799408000021,744.894457300019,745.6945859999978,745.6791338000039,745.6791550999915,745.6945859999978,745.6945859999978,745.6945859999978,,746.9790835000167,right,1.0,23.09413849998964,,746.9796333000122,746.9942496000149,747.4782624999934,747.4939995000022,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,747.4939995000022,,,,,,,,,747.4786502000061,747.8449142000172,748.660401000001,748.6447334999975,748.644753200002,748.660401000001,748.660401000001,748.660401000001,,749.5125310000149,right,1.0,22.66408819999197,,749.513051100017,749.5269389000023,750.0114177000069,750.0268953000195,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,750.0268953000195,,,,,,,,,750.0118267000071,750.8273799000017,751.6270151000062,751.6113398000016,751.611359100003,751.6270151000062,751.6270151000062,751.6270151000062,,752.4283729000017,left,1.0,22.60682019998785,,752.4294690999959,752.4441860000079,752.9279019999958,752.9440351999947,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,752.9440351999947,,,,,,,,,752.9283313000051,754.1436669999966,754.9435221000167,754.9278408999962,754.9278639999975,754.9435221000167,754.9435221000167,754.9435221000167,,757.2615222000168,right,0.0,24.133374999975786,,757.262326600001,757.2773064000066,757.7604408000188,757.7771381000057,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,757.7771381000057,,,,,,,,,757.7609662000032,758.5768386000127,759.3760282000003,759.360320000007,759.3603574000008,759.3760282000003,759.3760282000003,759.3760282000003,,759.8941889000125,left,0.0,22.330762600002345,,759.8948628999933,759.9092747000104,760.3935419000045,760.4090806000168,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,760.4090806000168,,,,,,,,,760.3939368000138,760.7599575000058,761.5590399999928,761.5435120000038,761.5435311000037,761.5590399999928,761.5590399999928,761.5590399999928,,762.1935071000189,right,1.0,22.446885800018208,,762.194220800011,762.2094789000112,762.6933000000136,762.7091890000156,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,762.7091890000156,,,,,,,,,762.6936792999913,763.0587442000106,763.859034699999,763.8434527000063,763.8434727000131,763.859034699999,763.859034699999,763.859034699999,,764.4778077999945,left,1.0,22.42961749999085,,764.4788448000036,764.4925030000159,764.9757339000062,764.9921911999991,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,764.9921911999991,,,,,,,,,764.9760969000054,765.7923950999975,766.5919783000136,766.5757398999995,766.5757610000146,766.5919783000136,766.5919783000136,766.5919783000136,,767.2760457000113,left,1.0,22.497975399979623,,767.2765941999969,767.2914508999966,767.7758425000065,767.7921357000014,,,,,,,,,,,,,,,,,,,,,,,,,sub-100,1.0,random_dot,59.77654332221648,
