direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,67.73315779998666,,,,,,,,,67.71750470000552,68.93325040000491,69.73359979997622,69.71705159998965,69.7170806999784,69.73359979997622,69.73359979997622,69.73359979997622,73.95112209999934,left,1.0,18.941237099992577,,73.95152030000463,73.96635499998229,74.46638459997484,74.45044970000163,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,74.46638459997484,,,,,,,,,74.45076189999236,75.66667750000488,76.46732160000829,76.45018929999787,76.45020949997706,76.46732160000829,76.46732160000829,76.46732160000829,79.55124519998208,left,0.0,17.803722399985418,,79.55161630001385,79.56661490001716,80.06679359998088,80.05022410000674,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,80.06679359998088,,,,,,,,,80.05079639999894,80.4166239000042,81.21702420001384,81.20060959999682,81.20063490001485,81.21702420001384,81.21702420001384,81.21702420001384,87.81764820002718,right,0.0,21.3234611999942,,87.81799239997054,87.83320059999824,88.33360060001723,88.31726300000446,86.20019840000896,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,88.33360060001723,,,,,,,,,88.31766310002422,89.53347510000458,90.33329600002617,90.31684550002684,90.31687059998512,90.33329600002617,90.33329600002617,90.33329600002617,92.56765909999376,right,1.0,16.956605799961835,,92.56826369999908,92.5833029000205,93.08353409997652,93.0674083000049,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,93.08353409997652,,,,,,,,,93.06790249998448,93.88318910001544,94.68378979997942,94.66725030000087,94.66727370000444,94.68378979997942,94.68378979997942,94.68378979997942,96.65123760001734,left,1.0,16.683170899981633,,96.65183350001462,96.66652159998192,97.16655810002705,97.15096970001468,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,97.16655810002705,,,,,,,,,97.15146169997752,97.51635569997596,98.31701800000155,98.30057050002506,98.30059409997192,98.31701800000155,98.31701800000155,98.31701800000155,101.71759989997372,right,0.0,18.125557999999728,,101.717933500011,101.73356339999008,102.23365429998375,102.21709990000818,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,102.23365429998375,,,,,,,,,102.21742679999444,103.43309170001884,104.23345070000504,104.21705400000792,104.21707930002594,104.23345070000504,104.23345070000504,104.23345070000504,107.8682259999914,right,1.0,18.35011169995414,,107.86873919999924,107.88334020000184,108.3831349000102,108.36719469999662,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,108.3831349000102,,,,,,,,,108.36750390002273,108.4833718999871,109.2834413999808,109.26681579998694,109.26683049998246,109.2834413999808,109.2834413999808,109.2834413999808,110.66791120002743,right,1.0,16.1004699000041,,110.66844510001827,110.68305099999998,111.18319259997224,111.16720229998464,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,111.18319259997224,,,,,,,,,111.16766179999104,111.28342910000356,112.08391149999808,112.06846460001545,112.06848080002236,112.08391149999808,112.08391149999808,112.08391149999808,113.01839899999322,left,1.0,15.649443299975246,,113.0191209000186,113.0333757000044,113.53314910002518,113.51716559997294,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,113.53314910002518,,,,,,,,,113.51769700000295,113.63323689997196,114.43400649999968,114.41713040001925,114.41715310001746,114.43400649999968,114.43400649999968,114.43400649999968,115.38432680000552,right,1.0,15.665569200005848,,115.38498610001989,115.40020159998676,115.9000777999754,115.8835653999704,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,115.9000777999754,,,,,,,,,115.8840451000142,116.69981780002126,117.50058950000675,117.48422169999684,117.4842494999757,117.50058950000675,117.50058950000675,117.50058950000675,118.21780490002128,left,1.0,15.432762500015087,,118.21856880001724,118.23336349998137,118.73337259999244,118.71735480002826,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.71743319998497,118.73337259999244,118.73337259999244,125.58425289997832,space,21.57249629998114,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.58430280000904,125.5999456999707,125.5999456999707,139.35173769999528,space,28.46693450002931,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,143.33358969999244,,,,,,,,,143.3261195999803,143.43342979997396,144.23366289999103,144.2173909000121,144.21740520000458,144.23366289999103,144.23366289999103,144.23366289999103,147.1181055000052,left,0.0,17.60347209998872,,,,,,,,,,,,,,,,,,,,,139.35722689999966,139.37582399998792,139.37582399998792,143.31872839998687,space,18.673417199985124,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,147.13305629999377,,,,,,,,,147.11980649997713,147.9332582000061,148.73354960000142,148.71720610000193,148.7172332999762,148.73354960000142,148.73354960000142,148.73354960000142,150.6345601999783,left,1.0,16.626499600009993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,150.6500777999754,,,,,,,,,150.6358912999858,151.45051539997803,152.25014319998445,152.23373209999409,152.2337532999809,152.25014319998445,152.25014319998445,152.25014319998445,155.18473739997717,right,0.0,17.66163049999159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,155.19978229998378,,,,,,,,,155.18591519998154,155.54975559999002,156.35061079997104,156.33424649998778,156.3342782999971,156.35061079997104,156.35061079997104,156.35061079997104,159.21802289999323,right,1.0,17.590289999963716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,159.23283549997723,,,,,,,,,159.21890699997311,159.5834765000036,160.38366519997362,160.36714759998722,160.36716849997174,160.38366519997362,160.38366519997362,160.38366519997362,162.16850889998022,left,1.0,16.515523299982306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,162.18303760001436,,,,,,,,,162.16977560002124,163.3833001999883,164.18385079997825,164.16736469999887,164.1673932999838,164.18385079997825,164.18385079997825,164.18385079997825,165.8515901999781,right,1.0,16.396359699952882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,165.86651309998706,,,,,,,,,165.8528612999944,166.21679899998708,167.01684609998483,167.000245800009,167.00026820000494,167.01684609998483,167.01684609998483,167.01684609998483,170.43476540001575,right,1.0,18.138028699962888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,170.450009400025,,,,,,,,,170.435329800006,170.80009570001857,171.60037350002676,171.58413759997347,171.5841663000174,171.60037350002676,171.60037350002676,171.60037350002676,173.05115489999298,left,1.0,16.172686699952465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,173.06658520002384,,,,,,,,,173.0524865000043,173.86657309997827,174.66684289998375,174.65076490002684,174.6507849000045,174.66684289998375,174.66684289998375,174.66684289998375,175.9183444000082,right,0.0,15.98078349995194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,1.0,175.93335200002184,,,,,,,,,175.91939649998676,176.2832894999883,177.08383630000753,177.06741999997757,177.06744379998418,177.08383630000753,177.08383630000753,177.08383630000753,178.61813239997718,right,1.0,16.25057510001352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,178.63309229997685,,,,,,,,,178.6192992000142,178.73334460001206,179.53366050001932,179.5174004000146,179.51743200002238,179.53366050001932,179.53366050001932,179.53366050001932,180.50076439999972,left,1.0,15.68759190000128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,1.0,180.51664420001907,,,,,,,,,180.50126809999347,181.700163099973,182.50034939998292,182.48330560000613,182.48332880000817,182.50034939998292,182.50034939998292,182.50034939998292,183.23452860000543,right,1.0,15.46081130002858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,183.24985010002277,,,,,,,,,183.2354218999972,183.59982659999517,184.4002179999952,184.38388249999844,184.38390840002103,184.4002179999952,184.4002179999952,184.4002179999952,185.0511607999797,left,1.0,15.366317000007257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,185.06644460000095,,,,,,,,,185.05238880001707,186.26659660000587,187.066738500027,187.0507336999872,187.0507555999793,187.066738500027,187.066738500027,187.066738500027,187.70077559998023,right,1.0,15.356379699951503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,1.0,187.71662090002792,,,,,,,,,187.70135240000675,188.06636669998989,188.8671114000026,188.85033029998883,188.85035750002132,188.8671114000026,188.8671114000026,188.8671114000026,190.2348966000136,right,1.0,16.097256399982143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,0.0,190.2499898999813,,,,,,,,,190.2364905999857,191.44982239999808,192.2505254999851,192.23387320002075,192.23389590001895,192.2505254999851,192.2505254999851,192.2505254999851,193.18473969999468,left,1.0,15.651715799991509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,193.19978859997357,,,,,,,,,193.1856030999916,193.99969319999215,194.80001659999837,194.78401040000608,194.78402359999015,194.80001659999837,194.80001659999837,194.80001659999837,195.86816120002183,right,0.0,15.796532300009858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,1.0,195.8833804000169,,,,,,,,,195.86946670000907,196.23337560001528,197.03367550001715,197.01710739999544,197.0171353999758,197.03367550001715,197.03367550001715,197.03367550001715,199.18470749998232,right,1.0,16.872077699983492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,199.20009370002663,,,,,,,,,199.18587430001932,200.0001317000133,200.80022839998128,200.783971900004,200.7839911999763,200.80022839998128,200.80022839998128,200.80022839998128,202.88545439997688,left,1.0,16.815737900033128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,1.0,202.89982200000668,,,,,,,,,202.8870564000099,203.6998560000211,204.50024909997592,204.48379139998,204.48381730000256,204.50024909997592,204.50024909997592,204.50024909997592,205.9513346999884,right,1.0,16.181590299936943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,205.9664830000256,,,,,,,,,205.9521067999885,206.06644959998084,206.86694139998872,206.8507755000028,206.85080140002535,206.86694139998872,206.86694139998872,206.86694139998872,209.934411299997,left,1.0,17.792679799953476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,209.94977070001187,,,,,,,,,209.93550040002447,210.2998672000249,211.1006943000248,211.0837641999824,211.08378839999205,211.1006943000248,211.1006943000248,211.1006943000248,211.81785779999336,right,1.0,15.441203800030053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,211.83324429998171,,,,,,,,,211.81870050000725,211.9334284000215,212.7337776999921,212.7171497999807,212.717169200012,212.7337776999921,212.7337776999921,212.7337776999921,214.38471710000888,left,1.0,16.370926100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,214.3998083000188,,,,,,,,,214.38598249998176,215.6000371000264,216.4002590000164,216.3836922000046,216.38370539998868,216.4002590000164,216.4002590000164,216.4002590000164,217.3680514000007,right,1.0,15.695818599953782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,1.0,217.3835534999962,,,,,,,,,217.36941560002745,217.4834581000032,218.28389540000356,218.26716109999688,218.2671892999788,218.28389540000356,218.28389540000356,218.28389540000356,219.53456780000124,right,1.0,15.977722700044978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,0.0,219.5498030000017,,,,,,,,,219.53563090000532,219.6502925999812,220.4502291000099,220.43413700000383,220.43416669999715,220.4502291000099,220.4502291000099,220.4502291000099,221.2844779000152,left,1.0,15.55630369996652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,0.0,221.2996822000132,,,,,,,,,221.28559019998647,222.50054239999736,223.30048919998808,223.28388419997648,223.28390079998644,223.30048919998808,223.30048919998808,223.30048919998808,225.21851079998305,left,1.0,16.643701899971347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,1.0,225.23335240001325,,,,,,,,,225.21926939999685,225.3329988999758,226.13349039998135,226.11714679998116,226.117168799974,226.13349039998135,226.13349039998135,226.13349039998135,227.31794350000564,right,1.0,15.906430099974386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,227.33357900002736,,,,,,,,,227.31887429999188,227.43334240000692,228.2335545999813,228.21681249997343,228.21684379997896,228.2335545999813,228.2335545999813,228.2335545999813,229.26801270002036,left,1.0,15.757001999998463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,229.2831547000096,,,,,,,,,229.2687088000239,229.633785300015,230.43378149997443,230.4173169999849,230.41734380001435,230.43378149997443,230.43378149997443,230.43378149997443,231.38455299998168,right,1.0,15.678498299967032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,231.4001461999724,,,,,,,,,231.385659600026,232.1998340999708,233.00080989999697,232.9840763999964,232.98410270002205,233.00080989999697,233.00080989999697,233.00080989999697,233.66807469999185,left,1.0,15.38751189998584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,233.6831098999828,,,,,,,,,233.66971869999543,234.8831759999739,235.68356899998616,235.6672518000123,235.667276000022,235.68356899998616,235.68356899998616,235.68356899998616,236.2348841999774,right,1.0,15.277667400019707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,1.0,236.24966590001716,,,,,,,,,236.23595429997656,236.5999837000272,237.4003608999774,237.38385599997127,237.38388819998363,237.4003608999774,237.4003608999774,237.4003608999774,238.46815989998868,right,1.0,15.786243200011086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,0.0,238.4832109999843,,,,,,,,,238.4695281999884,239.68323379999487,240.4835999999777,240.4672739999951,240.4672953999834,240.4835999999777,240.4835999999777,240.4835999999777,241.13440739997893,left,1.0,15.3701361999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,0.0,241.14998950000157,,,,,,,,,241.13524999999208,242.3501427000156,243.15021940000588,243.13418210000964,243.134203499998,243.15021940000588,243.15021940000588,243.15021940000588,244.08594120002817,right,0.0,15.665695999981835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,1.0,244.0997532000183,,,,,,,,,244.08722809999017,244.19996330002323,245.000216400018,244.9835992999724,244.98361940000905,245.000216400018,245.000216400018,245.000216400018,248.5347802999895,right,1.0,18.249951499979943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,248.54988690000027,,,,,,,,,248.53581839997787,249.3499164999812,250.150184899976,250.13375460001407,250.13377820001915,250.150184899976,250.150184899976,250.150184899976,251.15109890000892,right,1.0,15.7177080999827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,251.16656139999395,,,,,,,,,251.1523304000148,251.51707449997772,252.31707519997144,252.30035029997816,252.30036639998437,252.31707519997144,252.31707519997144,252.31707519997144,253.43511309998576,left,1.0,15.84827519999817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,0.0,253.4497546000057,,,,,,,,,253.4359683999792,253.79981400002723,254.60076369997117,254.58429909998085,254.584323499992,254.60076369997117,254.60076369997117,254.60076369997117,256.80103859998053,left,1.0,16.925533200032078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,1.0,256.8164509999915,,,,,,,,,256.8015969999833,258.0165923999739,258.8169514000183,258.800661700021,258.80067889997736,258.8169514000183,258.8169514000183,258.8169514000183,259.80162380001275,right,1.0,15.7139390000375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-170,1.0,random_dot,59.94797713315364,
