direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133223269995141,0.0352055139992444,0.0352055139992444,27.55841143699945,space,27.3578415789998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-075,1,random_dot,59.344875892188085,
left,left,0.0,0.0,0.0,left,1.0,20.853820126000755,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,27.58854305899968,,,,,,,,,27.57519300999957,28.758866357999977,29.56975837199934,29.54264201099977,29.543127567999363,29.56975837199934,29.56975837199934,29.56975837199934,34.54124318199956,50.42617241799962,left,1.0,20.853820126000755,,50.43177997699968,50.458876756999416,50.94194558899926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-075,1,random_dot,59.344875892188085,
right,right,1.0,1.0,0.0,left,0.0,1.7825478960003238,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,50.95836031199997,,,,,,,,,50.94238322599995,51.02471532099935,51.82507768399955,51.80916227599937,51.809444093999446,51.82507768399955,51.82507768399955,51.82507768399955,,53.609535175999554,left,0.0,1.7825478960003238,,53.6150279249996,53.62799282399919,54.125246094999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-075,1,random_dot,59.344875892188085,
right,right,2.0,0.0,1.0,right,1.0,1.680452100000366,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,54.14203219199953,,,,,,,,,54.12568148099945,54.92530327499935,55.72508547999951,55.70871937499942,55.7091830699992,55.72508547999951,55.72508547999951,55.72508547999951,,57.40962115399998,right,1.0,1.680452100000366,,57.412236571,57.426144140999895,57.92528581799979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-075,1,random_dot,59.344875892188085,
left,left,3.0,1.0,1.0,left,1.0,3.131182749999425,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,57.941507535999335,,,,,,,,,57.925713491999886,58.02523024499988,58.82518686200001,58.80884238499948,58.80939781899997,58.82518686200001,58.82518686200001,58.82518686200001,,61.95943629099929,left,1.0,3.131182749999425,,61.95953199699943,61.97483544099941,62.4586362809996,62.47501106999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-075,1,random_dot,59.344875892188085,
right,right,4.0,0.0,2.0,right,1.0,1.340566654000213,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,62.47501106999971,,,,,,,,,62.4590354059992,62.82495086099971,63.62508597599936,63.60815408899998,63.60861708399989,63.62508597599936,63.62508597599936,63.62508597599936,,64.97563966999951,right,1.0,1.340566654000213,,64.97574013399935,64.99106760399991,65.47537551799996,65.49167085099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-075,1,random_dot,59.344875892188085,
left,left,5.0,1.0,2.0,right,0.0,2.531527031000224,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,65.49167085099998,,,,,,,,,65.47578127699944,66.67480049099959,67.47495533899928,67.45814789299948,67.4584794679995,67.47495533899928,67.47495533899928,67.47495533899928,,70.00887117799994,right,0.0,2.531527031000224,,70.01196200999948,70.02529763899929,70.50809591099915,70.52431660000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-075,1,random_dot,59.344875892188085,
left,left,6.0,0.0,3.0,left,1.0,2.8274399120000453,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,70.52431660000002,,,,,,,,,70.50834198899975,71.70936302799964,72.50978131899956,72.49280136099969,72.49327104499935,72.50978131899956,72.50978131899956,72.50978131899956,,75.34294870199938,left,1.0,2.8274399120000453,,75.34561522599961,75.35889219099954,75.84190502199999,75.85849931399935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-075,1,random_dot,59.344875892188085,
right,right,7.0,1.0,3.0,right,1.0,2.1453495329997168,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,75.85849931399935,,,,,,,,,75.84231088099932,77.05839479299993,77.8582881809998,77.84211283999957,77.8425761619992,77.8582881809998,77.8582881809998,77.8582881809998,,80.00944094899933,right,1.0,2.1453495329997168,,80.00954890699995,80.024812441,80.50865759499993,80.52495884099972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-075,1,random_dot,59.344875892188085,
right,right,8.0,0.0,4.0,right,1.0,0.851453938999839,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,80.52495884099972,,,,,,,,,80.50907835599992,81.72501260299941,82.52514101299948,82.50854012299988,82.50899137399938,82.52514101299948,82.52514101299948,82.52514101299948,,83.3921561419993,right,1.0,0.851453938999839,,83.39224961399941,83.40808881999965,83.89186579499983,83.90823086099954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-075,1,random_dot,59.344875892188085,
