direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0087864159941091,0.016433999997389,0.016433999997389,20.08552270799555,space,19.88167037400126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
right,right,0.0,0.0,0.0,right,1.0,9.419895749000716,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,20.127686749998247,,,,,,,,,20.1055635409939,21.28349624999828,22.151495915997657,22.0699032909979,22.07052441599808,22.151495915997657,22.151495915997657,22.151495915997657,27.069172207993688,31.57783479099453,right,1.0,9.419895749000716,,31.589016415993683,31.658252249995712,32.086634166000294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
left,left,1.0,1.0,0.0,left,1.0,1.7549834579986054,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,32.09234925000055,,,,,,,,,32.08731324999826,32.426233874997706,33.21830670799682,33.20923558299546,33.20971329099848,33.21830670799682,33.21830670799682,33.21830670799682,,34.97599354099657,left,1.0,1.7549834579986054,,34.97612754099828,34.98553662499762,35.47007841599407,35.475875083000574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
left,left,2.0,0.0,1.0,right,0.0,1.1895600409989129,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,35.475875083000574,,,,,,,,,35.47071195799799,36.2759990409977,37.068505790994095,37.06030895799631,37.06089541599795,37.068505790994095,37.068505790994095,37.068505790994095,,38.2618706659996,right,0.0,1.1895600409989129,,38.26958604099491,38.27732716599712,38.769943749997765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
right,right,3.0,1.0,1.0,right,1.0,2.4737547490003635,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,38.77566441599629,,,,,,,,,38.77060887499829,39.10860666599911,39.90139533299953,39.892640790996666,39.89308750000055,39.90139533299953,39.90139533299953,39.90139533299953,,42.37767295799858,right,1.0,2.4737547490003635,,42.38159583299421,42.40229841599648,42.88664412499929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
right,right,4.0,0.0,2.0,left,0.0,1.3927786250060308,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,42.89248383299855,,,,,,,,,42.887324666000495,43.67585599999438,44.46814666599676,44.45915404099651,44.45960949999426,44.46814666599676,44.46814666599676,44.46814666599676,,45.87025208299747,left,0.0,1.3927786250060308,,45.87463337499503,45.88301362499624,46.36980391599354,46.37399633299356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
left,left,5.0,1.0,2.0,left,1.0,1.659994583002117,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,46.37399633299356,,,,,,,,,46.37022425000032,47.55946787499852,48.36085837499559,48.353263249999145,48.35385524999583,48.36085837499559,48.36085837499559,48.36085837499559,,50.02782983299403,left,1.0,1.659994583002117,,50.03189712499443,50.039881999997306,50.52534791599464,50.5363478329964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
left,left,6.0,0.0,3.0,left,1.0,1.377425625003525,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,50.5363478329964,,,,,,,,,50.52573949999351,50.87571475000004,51.66835024999455,51.65926974999456,51.6597342909954,51.66835024999455,51.66835024999455,51.66835024999455,,53.05428133299574,left,1.0,1.377425625003525,,53.054410207994806,53.06254400000034,53.55347679099941,53.55907262499386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
right,right,7.0,1.0,3.0,right,1.0,1.7479885819993797,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,53.55907262499386,,,,,,,,,53.5540869999968,54.35294979099854,55.14470149999397,55.1367171249949,55.13730199999554,55.14470149999397,55.14470149999397,55.14470149999397,,56.89521045799484,right,1.0,1.7479885819993797,,56.89534241599904,56.90467974999774,57.39250695800001,57.40330716599419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
left,left,8.0,0.0,4.0,left,1.0,0.964781665999908,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,57.40330716599419,,,,,,,,,57.39289045799524,57.492862790997606,58.28477974999987,58.27621974999784,58.27675633299805,58.28477974999987,58.28477974999987,58.28477974999987,,59.25323295799899,left,1.0,0.964781665999908,,59.25341416599986,59.26182395799697,59.75349154099968,59.75926149999577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
right,right,9.0,1.0,4.0,right,1.0,1.041343416000018,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,59.75926149999577,,,,,,,,,59.75412254099501,60.09264299999632,60.89516620799986,60.88690341599431,60.88762241599761,60.89516620799986,60.89516620799986,60.89516620799986,,61.94346995799424,right,1.0,1.041343416000018,,61.94360666599823,61.95166691600025,62.436817832996894,62.44233637499565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
right,right,10.0,0.0,5.0,left,0.0,1.0916542490012944,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,62.44233637499565,,,,,,,,,62.43745520799712,63.64320279099775,64.43480066600023,64.42605766599445,64.42649720799818,64.43480066600023,64.43480066600023,64.43480066600023,,65.52770908299863,left,0.0,1.0916542490012944,,65.53213124999456,65.54084891599632,66.02628762499808,66.03632587500033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
left,left,11.0,1.0,5.0,left,1.0,0.943503791000694,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,66.03632587500033,,,,,,,,,66.02677241600031,66.12580216599599,66.91802374999679,66.90932879100001,66.90977916599513,66.91802374999679,66.91802374999679,66.91802374999679,,67.87096604099497,left,1.0,0.943503791000694,,67.87608912499854,67.8851125000001,68.37027420799859,68.37589041599858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-040,1,random_dot,,
