direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082210199907422,0.0293326859973603,0.0293326859973603,1.34786127199186,space,0.9896586960094282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,1,random_dot,60.00154791900696,
right,right,0.0,0.0,0.0,right,1.0,2.7351844950026134,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,1.4313782440003706,,,,,,,,,1.4194453870004509,1.7049510539945911,2.505239228994469,2.488509554998018,2.489014623992261,2.505239228994469,2.505239228994469,2.505239228994469,5.255168728996068,right,1.0,2.7351844950026134,,5.261320562000037,5.308203642998706,5.771905007990426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,1,random_dot,60.00154791900696,
left,left,1.0,1.0,0.0,left,1.0,2.5722464339924045,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,5.788493323998409,,,,,,,,,5.772345132994815,6.570025580993388,7.369782095993287,7.353808243002277,7.354097571995226,7.369782095993287,7.369782095993287,7.369782095993287,9.955372142998383,left,1.0,2.5722464339924045,,9.955477417999646,9.972471447996211,10.455795287998626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,1,random_dot,60.00154791900696,
left,left,2.0,0.0,1.0,left,1.0,0.9398198499984574,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,10.472209122992354,,,,,,,,,10.456202098997892,11.655719761998624,12.455780233998668,12.439348365995102,12.439829251001356,12.455780233998668,12.455780233998668,12.455780233998668,13.404879052002798,left,1.0,0.9398198499984574,,13.4050195680029,13.422599219993572,13.906040371992276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,1,random_dot,60.00154791900696,
right,right,3.0,1.0,1.0,right,1.0,1.2316816120001022,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,13.922646698003518,,,,,,,,,13.906449150003027,14.005735942002502,14.8058133579907,14.78960928999004,14.790066467001452,14.8058133579907,14.8058133579907,14.8058133579907,16.03974607300188,right,1.0,1.2316816120001022,,16.039883057994302,16.05566040999838,16.53962237399537,16.55583021599159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,1,random_dot,60.00154791900696,
left,left,4.0,0.0,2.0,right,0.0,1.591710824999609,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,16.55583021599159,,,,,,,,,16.54001257100026,16.889325936994283,17.689442418995895,17.673093827994308,17.673553244996583,17.689442418995895,17.689442418995895,17.689442418995895,19.28893585599144,right,0.0,1.591710824999609,,19.29399804699642,19.30578528899059,19.78970901700086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,1,random_dot,60.00154791900696,
right,right,5.0,1.0,2.0,left,0.0,0.9142705980048048,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,19.80583460799244,,,,,,,,,19.7901425989985,20.5896407370019,21.389788917993428,21.37325221399078,21.373717616996142,21.389788917993428,21.389788917993428,21.389788917993428,22.306792931995005,left,0.0,0.9142705980048048,,22.30691084600403,22.32107660100155,22.80671136199089,22.823043529991992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,1,random_dot,60.00154791900696,
right,right,6.0,0.0,3.0,right,1.0,0.5610632180032553,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,22.823043529991992,,,,,,,,,22.807101338999928,24.00647449599637,24.80660775800061,24.790296335995663,24.790752278990112,24.80660775800061,24.80660775800061,24.80660775800061,25.373018047001096,right,1.0,0.5610632180032553,,25.37620710900228,25.389553889996023,25.87335407899809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,1,random_dot,60.00154791900696,
left,left,7.0,1.0,3.0,left,1.0,1.1241142749931896,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,25.89008446599473,,,,,,,,,25.87376246700296,25.973450311998025,26.773518233996583,26.75706060200173,26.75752678400022,26.773518233996583,26.773518233996583,26.773518233996583,27.90610467699298,left,1.0,1.1241142749931896,,27.906190041001537,27.92342878699128,28.40707850799663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,1,random_dot,60.00154791900696,
left,left,8.0,0.0,4.0,left,1.0,0.8983920949976891,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,28.4234907200007,,,,,,,,,28.407488386001205,29.60693211299076,30.40721965600096,30.390770693993545,30.391233431000728,30.40721965600096,30.40721965600096,30.40721965600096,31.30729828600306,left,1.0,0.8983920949976891,,31.30744216599851,31.32336318900343,31.80732821399579,31.823771957991998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,1,random_dot,60.00154791900696,
right,right,9.0,1.0,4.0,right,1.0,1.0746336779993726,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,31.823771957991998,,,,,,,,,31.807713699992743,31.907055641990155,32.70727089600405,32.69055546799791,32.69101175099786,32.70727089600405,32.70727089600405,32.70727089600405,33.79009687399957,right,1.0,1.0746336779993726,,33.79019343799155,33.80707584299671,34.29078175900213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,1,random_dot,60.00154791900696,
