direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0120521960197947,0.034912011004053,0.034912011004053,9.43152307200944,space,9.246458494017132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
right,right,0.0,0.0,0.0,right,1.0,1.6668819909973536,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,9.477285649016268,,,,,,,,,9.465381212998182,9.781295897002565,10.589280551008414,10.56490325302002,10.565293366002152,10.589280551008414,10.589280551008414,10.589280551008414,12.265617910015862,right,1.0,1.6668819909973536,,12.270586163998814,12.31195159300114,12.781761571008246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
left,left,1.0,1.0,0.0,left,1.0,1.0941091540153138,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,12.799791350000303,,,,,,,,,12.782216637016973,12.865020135010129,13.664883110002847,13.64852035100921,13.648966920009116,13.664883110002847,13.664883110002847,13.664883110002847,14.765534664009463,left,1.0,1.0941091540153138,,14.76562035700772,14.781391151016578,15.265028935013106,15.281523345009193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
left,left,2.0,0.0,1.0,right,0.0,0.9659864630084484,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,15.281523345009193,,,,,,,,,15.265319474012358,15.364841575006722,16.16506821999792,16.148249984020367,16.14860999400844,16.16506821999792,16.16506821999792,16.16506821999792,17.132685933000175,right,0.0,0.9659864630084484,,17.13811788201565,17.150718554999912,17.648153640999226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
right,right,3.0,1.0,1.0,left,0.0,0.9685516959871164,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,17.665062595013296,,,,,,,,,17.648429382999893,17.747929572011344,18.548154011019506,18.53160494202166,18.53197620101855,18.548154011019506,18.548154011019506,18.548154011019506,19.53204980501323,left,0.0,0.9685516959871164,,19.53215978501248,19.54775920099928,20.031578488997184,20.048143822001293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
left,left,4.0,0.0,2.0,left,1.0,1.4992441579815932,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,20.048143822001293,,,,,,,,,20.03192839201074,20.13129387900699,20.931500403996324,20.91489881600137,20.91523862001486,20.931500403996324,20.931500403996324,20.931500403996324,22.43260107000242,left,1.0,1.4992441579815932,,22.435264597996134,22.448556597024435,22.9316745249962,22.948107664997224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
right,right,5.0,1.0,2.0,left,0.0,1.6499072629958391,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,22.948107664997224,,,,,,,,,22.931922527001007,23.7718986220134,24.581566659006057,24.56563528600964,24.56608672000584,24.581566659006057,24.581566659006057,24.581566659006057,26.2522466990049,left,0.0,1.6499072629958391,,26.25446050299797,26.26849260900053,26.76471986502293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
right,right,6.0,0.0,3.0,right,1.0,0.8760698009864427,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,26.781239641015414,,,,,,,,,26.765164790005656,27.964510746009186,28.764469581015877,28.74809354901663,28.74843528700876,28.764469581015877,28.764469581015877,28.764469581015877,29.648942043015268,right,1.0,0.8760698009864427,,29.65114788801293,29.66455870302161,30.1482791720191,30.164619710005358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
left,left,7.0,1.0,3.0,left,1.0,0.8639439349935856,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,30.164619710005358,,,,,,,,,30.148670636001043,30.5144415210234,31.31453443900682,31.298086963011883,31.298426699009724,31.31453443900682,31.31453443900682,31.31453443900682,32.18247311300365,left,1.0,0.8639439349935856,,32.18260330200428,32.197540912020486,32.68145283401827,32.6981500289985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
right,right,8.0,0.0,4.0,left,0.0,2.7692387670103926,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,32.6981500289985,,,,,,,,,32.68180581100751,33.04777513499721,33.847910676005995,33.831304393010214,33.8316397050221,33.847910676005995,33.847910676005995,33.847910676005995,36.632073782995576,left,0.0,2.7692387670103926,,36.63481046201196,36.64839653801755,37.131488262995845,37.147682934009936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
left,left,9.0,1.0,4.0,left,1.0,1.034444794000592,,,,,,4.0,1.0,9.0,0.0,,,,,,,,,37.147682934009936,,,,,,,,,37.13186399600818,37.49763421600801,38.29775009502191,38.28102277001017,38.28136394600733,38.29775009502191,38.29775009502191,38.29775009502191,39.34841015099664,left,1.0,1.034444794000592,,39.35072269800003,39.36445188100333,39.84803525102325,39.86436116401456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
left,left,10.0,0.0,5.0,left,1.0,0.7057655489770696,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,39.86436116401456,,,,,,,,,39.84830128500471,40.197711946006166,40.99773279001238,40.98138884702348,40.98181444601505,40.99773279001238,40.99773279001238,40.99773279001238,41.71504309400916,left,1.0,0.7057655489770696,,41.71513041501749,41.730892777006375,42.214620393002406,42.23115246402449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
right,right,11.0,1.0,5.0,right,1.0,1.639012569998158,,,,,,5.0,1.0,11.0,1.0,,,,,,,,,42.23115246402449,,,,,,,,,42.21490813101991,42.5642824320239,43.36434743300197,43.348081914009526,43.34848312201211,43.36434743300197,43.36434743300197,43.36434743300197,45.015181716007646,right,1.0,1.639012569998158,,45.01527155100485,45.03030403601588,45.51443265200942,45.53079913501279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
left,left,12.0,0.0,6.0,left,1.0,1.095660339022288,,,,,,6.0,0.0,12.0,0.0,,,,,,,,,45.53079913501279,,,,,,,,,45.51481295801932,46.73079768000753,47.530747273005545,47.51449132201378,47.514930316014215,47.530747273005545,47.530747273005545,47.530747273005545,48.63222017901717,left,1.0,1.095660339022288,,48.63231038799859,48.64739733102033,49.13114577400847,49.14739985400229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
right,right,13.0,1.0,6.0,right,1.0,0.8342565759958234,,,,,,6.0,1.0,13.0,1.0,,,,,,,,,49.14739985400229,,,,,,,,,49.13149100000737,50.34753940202063,51.14754418001394,51.1311535690038,51.13148777702008,51.14754418001394,51.14754418001394,51.14754418001394,51.99795570599963,right,1.0,0.8342565759958234,,51.99804368201876,52.01377131300978,52.497644210001454,52.51421096001286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
left,left,14.0,0.0,7.0,left,1.0,0.621710425009951,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,52.51421096001286,,,,,,,,,52.49795956900925,52.84744415202295,53.64748779000365,53.63104458001908,53.631400167010725,53.64748779000365,53.64748779000365,53.64748779000365,54.281348695018096,left,1.0,0.621710425009951,,54.28144366201013,54.2972891080135,54.78102824301459,54.797415217006346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
right,right,15.0,1.0,7.0,right,1.0,0.8741965950175654,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,54.797415217006346,,,,,,,,,54.78134496702114,55.13074029699783,55.93073620001087,55.91428216602071,55.91457213100512,55.93073620001087,55.93073620001087,55.93073620001087,56.81489414902171,right,1.0,0.8741965950175654,,56.814988594996976,56.83030135300942,57.31438731402159,57.33069643602357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-227,1,random_dot,61.16467049438232,
