direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 86
left,left,29.0,1.0,14.0,right,0.0,1.877740249998169,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,14.0,1.0,29.0,0.0,443.0908718749997,,,,,,,,,443.0856886670008,444.28342283299935,445.07786925000255,445.0680880830005,445.0688772079993,445.07786925000255,445.07786925000255,445.07786925000255,446.9587702080025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.877740249998169,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,30.0,0.0,15.0,right,0.0,1.509654124998633,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,15.0,0.0,30.0,0.0,446.9667920419997,,,,,,,,,446.95912383299947,448.1564811669996,448.9494561669999,448.939769042001,448.9402239170013,448.9494561669999,448.9494561669999,448.9494561669999,450.4611685000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.509654124998633,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,31.0,1.0,15.0,right,1.0,2.1530783329981205,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,15.0,1.0,31.0,1.0,450.470439875,,,,,,,,,450.4616360830005,451.2569650000005,452.04978154200217,452.0413260419991,452.04179079200185,452.04978154200217,452.04978154200217,452.04978154200217,454.2051001250002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.1530783329981205,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,32.0,0.0,16.0,left,1.0,2.37258679200022,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,16.0,0.0,32.0,0.0,454.2107397500004,,,,,,,,,454.2054884579993,455.39927145800175,456.1933160000008,456.1840511670016,456.1846500419997,456.1933160000008,456.1933160000008,456.1933160000008,458.57329095800014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.37258679200022,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,33.0,1.0,16.0,right,1.0,1.973566958000447,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,16.0,1.0,33.0,1.0,458.5860502079995,,,,,,,,,458.5736534999997,458.6699698750017,459.46686037499967,459.4576381250008,459.4581199999993,459.46686037499967,459.46686037499967,459.46686037499967,461.44412233299954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.973566958000447,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,34.0,0.0,17.0,left,0.0,3.563483665999229,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,17.0,0.0,34.0,1.0,461.45371545799935,,,,,,,,,461.4444915830027,461.54242325000087,462.3439639579992,462.33443091700246,462.3350374170004,462.3439639579992,462.3439639579992,462.3439639579992,465.91257795800266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.563483665999229,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,35.0,1.0,17.0,right,0.0,4.417921207998006,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,17.0,1.0,35.0,0.0,465.920586917,,,,,,,,,465.9129505830024,466.7079789170021,467.5002868750016,467.49145591699926,467.4919088330025,467.5002868750016,467.5002868750016,467.5002868750016,471.92260491699926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.417921207998006,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,36.0,0.0,18.0,left,1.0,2.3718754580004315,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,18.0,0.0,36.0,0.0,471.9354816250016,,,,,,,,,471.9231560830012,472.01821225000094,472.8156492080016,472.8068449170023,472.8072935830023,472.8156492080016,472.8156492080016,472.8156492080016,475.19623245800176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.3718754580004315,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,37.0,1.0,18.0,right,1.0,2.925713625001663,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,18.0,1.0,37.0,1.0,475.21011204200113,,,,,,,,,475.196608667,476.3895577500007,477.1999772920026,477.18540804200165,477.18610983300096,477.1999772920026,477.1999772920026,477.1999772920026,480.128491042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.925713625001663,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,38.0,0.0,19.0,left,1.0,1.5195123750017956,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,19.0,0.0,38.0,0.0,480.1387519580021,,,,,,,,,480.1291326249993,481.3239115420001,482.1162675830019,482.1075386670018,482.1080153330004,482.1162675830019,482.1162675830019,482.1162675830019,483.64307779199953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.5195123750017956,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,39.0,1.0,19.0,right,1.0,2.2366255409979203,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,19.0,1.0,39.0,1.0,483.6517689579996,,,,,,,,,483.6435343330013,484.8409104580023,485.6424727920021,485.6340118750013,485.6344304580016,485.6424727920021,485.6424727920021,485.6424727920021,487.8887962920016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.2366255409979203,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,40.0,0.0,20.0,left,1.0,2.352819833999092,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,20.0,0.0,40.0,0.0,487.9027197920004,,,,,,,,,487.88935041700097,488.23224429200127,489.0252735419999,489.01647050000247,489.0169532920008,489.0252735419999,489.0252735419999,489.0252735419999,491.38919287500175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.352819833999092,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,41.0,1.0,20.0,left,0.0,2.5015310410017264,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,20.0,1.0,41.0,1.0,491.40271329200186,,,,,,,,,491.3895721670015,492.5823506250017,493.3772517920006,493.3674920000012,493.36797941700206,493.3772517920006,493.3772517920006,493.3772517920006,495.88788354200005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.5015310410017264,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,42.0,0.0,21.0,right,1.0,1.3582580000002054,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,21.0,0.0,42.0,1.0,495.8985024579997,,,,,,,,,495.8882565420026,496.6823778750004,497.47576041700086,497.46717591700144,497.4676313750024,497.47576041700086,497.47576041700086,497.47576041700086,498.8461669579992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3582580000002054,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,43.0,1.0,21.0,right,0.0,4.936944375000167,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,21.0,1.0,43.0,0.0,498.85131770800217,,,,,,,,,498.84652712500247,500.050239958,500.8429462919994,500.8338820829995,500.8343819580005,500.8429462919994,500.8429462919994,500.8429462919994,505.7833113330016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.936944375000167,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,44.0,0.0,22.0,right,0.0,2.1590343749994645,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,22.0,0.0,44.0,0.0,505.791382792002,,,,,,,,,505.7836727499998,506.9741337500018,507.7749581249991,507.7670307920016,507.7676495420019,507.7749581249991,507.7749581249991,507.7749581249991,509.9389054170024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.1590343749994645,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,45.0,1.0,22.0,right,1.0,1.2709469590008666,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,22.0,1.0,45.0,1.0,509.9509912079993,,,,,,,,,509.9393426669994,510.0333116670008,510.8262601669994,510.8173811250017,510.81783729200106,510.8262601669994,510.8262601669994,510.8262601669994,512.104124458001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2709469590008666,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,46.0,0.0,23.0,left,0.0,2.7411211670005287,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,23.0,0.0,46.0,1.0,512.1183153750026,,,,,,,,,512.104765125001,512.2007023750011,512.9921040420013,512.9839233750026,512.9843312500016,512.9921040420013,512.9921040420013,512.9921040420013,515.7418896670024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.7411211670005287,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,47.0,1.0,23.0,right,0.0,1.230045207998046,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,0.0,515.7548745420027,,,,,,,,,515.7422665830018,516.5400970830015,517.3324895000005,517.3239872080012,517.3244476670006,517.3324895000005,517.3324895000005,517.3324895000005,518.5716654999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.230045207998046,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,48.0,0.0,24.0,left,0.0,2.2354656669995165,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,1.0,518.5849656249993,,,,,,,,,518.5720209169995,518.6683153330014,519.4660438749997,519.4573485000001,519.4578235000008,519.4660438749997,519.4660438749997,519.4660438749997,521.7036945420004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.2354656669995165,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,49.0,1.0,24.0,right,0.0,1.9865046670020088,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,0.0,521.7119442920011,,,,,,,,,521.7041615830021,522.4987650830008,523.293146,523.2841355000019,523.2846080420022,523.293146,523.293146,523.293146,525.2860337919992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.9865046670020088,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,50.0,0.0,25.0,left,0.0,1.880078374997538,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,1.0,525.3001619999995,,,,,,,,,525.287140583001,525.6273294999992,526.4258384170025,526.4168410420025,526.4173162920015,526.4258384170025,526.4258384170025,526.4258384170025,528.3085077079995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.880078374997538,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,51.0,1.0,25.0,left,1.0,5.262614791998203,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,0.0,528.3327124169991,,,,,,,,,528.3089745420002,528.4067835829992,529.1986308330015,529.1900466250008,529.1905036669996,529.1986308330015,529.1986308330015,529.1986308330015,534.464649417001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.262614791998203,,534.1919208750005,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,52.0,0.0,26.0,right,1.0,1.115215583002282,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,1.0,534.4729964580001,,,,,,,,,534.4651419170004,535.2577320000019,536.0555102079998,536.0496027920017,536.0498312080017,536.0555102079998,536.0555102079998,536.0555102079998,537.180523250001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.115215583002282,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,53.0,1.0,26.0,right,0.0,2.3687378340000578,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,0.0,537.1926323750013,,,,,,,,,537.1814182920025,537.975986292,538.7780537920007,538.769078958001,538.7695211669998,538.7780537920007,538.7780537920007,538.7780537920007,541.1560627920007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.3687378340000578,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,54.0,0.0,27.0,right,0.0,1.0745310419988527,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,0.0,541.1693553330006,,,,,,,,,541.1566969170017,542.3494692919994,543.1438469580025,543.1342351669991,543.1348631250003,543.1438469580025,543.1438469580025,543.1438469580025,544.2223939169999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0745310419988527,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,55.0,1.0,27.0,right,1.0,1.6293683750009222,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,1.0,544.2354429170009,,,,,,,,,544.2227991670006,545.4160391250007,546.2104820420027,546.2009699170012,546.2015575000005,546.2104820420027,546.2104820420027,546.2104820420027,547.8504930000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6293683750009222,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,56.0,0.0,28.0,left,0.0,0.929588082999544,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,1.0,547.8587049170019,,,,,,,,,547.8508862920025,547.9396045829999,548.7328765420025,548.7240852499999,548.7245967920026,548.7328765420025,548.7328765420025,548.7328765420025,549.6678720830023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.929588082999544,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,57.0,1.0,28.0,right,0.0,1.696139707997645,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,0.0,549.6769667500012,,,,,,,,,549.6683890830027,550.0166638330011,550.8100054170027,550.8007622080004,550.8013479170004,550.8100054170027,550.8100054170027,550.8100054170027,552.5173698750004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.696139707997645,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,58.0,0.0,29.0,right,0.0,2.532193125000049,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,0.0,552.5218572920021,,,,,,,,,552.5177833750022,553.307669875001,554.1000613750002,554.0909499580011,554.0914397080014,554.1000613750002,554.1000613750002,554.1000613750002,556.6409385420011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.532193125000049,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,59.0,1.0,29.0,left,0.0,1.985574624999572,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,1.0,556.6535699170017,,,,,,,,,556.6413063330001,557.8403166669996,558.6436229169994,558.6340647920006,558.634656708,558.6436229169994,558.6436229169994,558.6436229169994,560.6365087500017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.985574624999572,,,,,sub-124,1.0,random_dot,117.23209170140092,
,,1.0,1.0,0.0,,,,,accuracy,space,1.8928696250004575,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.6434996669996,560.652538792001,sub-124,,,,
