direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
right,right,speed,,,,,0.0,0.0,0.0,1.0,20.0,0.0,40.0,1.0,205.6435160999972,,,,,,,,,205.63057809999736,205.99367349999372,206.79443059999903,206.77753569999183,206.77755810000235,206.79443059999903,206.79443059999903,206.79443059999903,207.5121497999935,right,1.0,16.007635699992534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,20.0,1.0,41.0,0.0,207.5269624999928,,,,,,,,,207.5131493999943,208.72704250000243,209.52831880000303,209.51148709999688,209.51150609999604,209.52831880000303,209.52831880000303,209.52831880000303,210.24542870000005,left,1.0,16.007500699997763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,21.0,0.0,42.0,0.0,210.26056369999424,,,,,,,,,210.24640910000016,211.46068379998903,212.2617157999921,212.2443823999929,212.24440169999437,212.2617157999921,212.2617157999921,212.2617157999921,212.7295808999916,left,1.0,15.757073200002196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,21.0,1.0,43.0,1.0,212.7435299999925,,,,,,,,,212.7306177999999,213.94360269999012,214.74452719998956,214.7278815999889,214.72790199999872,214.74452719998956,214.74452719998956,214.74452719998956,215.24502619999112,right,1.0,15.78708490000281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,22.0,0.0,44.0,1.0,215.2601028999925,,,,,,,,,215.24596709999605,216.46049810000116,217.26071200000297,217.2440992999909,217.24414249999973,217.26071200000297,217.26071200000297,217.26071200000297,217.96195539999465,left,0.0,15.991026499992586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,22.0,1.0,45.0,0.0,217.9801479000016,,,,,,,,,217.96297599999525,218.3270117999928,219.127447699997,219.11099139999715,219.11101880000209,219.127447699997,219.127447699997,219.127447699997,220.2961007999984,left,1.0,16.45277219999116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,23.0,0.0,46.0,1.0,220.3099721999897,,,,,,,,,220.2971843999985,220.4101049000019,221.21107119999945,221.19420459998943,221.19422869999835,221.21107119999945,221.21107119999945,221.21107119999945,221.8622500999918,right,1.0,15.94539910000458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,23.0,1.0,47.0,0.0,221.87662640000053,,,,,,,,,221.8632135999942,221.97694339999,222.7775027000025,222.76084339999943,222.76086490000307,222.7775027000025,222.7775027000025,222.7775027000025,223.41185259999477,left,1.0,15.930606800000533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,24.0,0.0,48.0,1.0,223.42679149999455,,,,,,,,,223.41283109999492,223.77667039999503,224.5776779000007,224.56074889999584,224.56077319999167,224.5776779000007,224.5776779000007,224.5776779000007,225.1619570999901,right,1.0,15.88081049999164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,24.0,1.0,49.0,0.0,225.17648349999217,,,,,,,,,225.16292779998912,225.9768049999984,226.77765329999968,226.76079169999863,226.76081539998995,226.77765329999968,226.77765329999968,226.77765329999968,227.56197460000112,left,1.0,16.073497999997926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,25.0,0.0,50.0,1.0,227.57667689998925,,,,,,,,,227.5632040999917,227.67681749998883,228.478085499999,228.46064320000005,228.4606671999936,228.478085499999,228.478085499999,228.478085499999,229.9952140999958,right,1.0,16.80171519999567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,25.0,1.0,51.0,0.0,230.00961069999903,,,,,,,,,229.9961542999954,230.36013220000316,231.161288599993,231.14379689999623,231.14382599999956,231.161288599993,231.161288599993,231.161288599993,232.9113243000029,left,1.0,17.039843400008976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,26.0,0.0,52.0,1.0,232.926329199996,,,,,,,,,232.9123077999975,233.27570889999333,234.07718500000192,234.06042490000252,234.06044829999155,234.07718500000192,234.07718500000192,234.07718500000192,234.91081049999048,right,1.0,16.12569510001049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,26.0,1.0,53.0,0.0,234.92637600000307,,,,,,,,,234.91183209999872,235.27659389999465,236.07760489999785,236.0604232999904,236.06044669999392,236.07760489999785,236.07760489999785,236.07760489999785,237.06535279999665,left,1.0,16.28591979999328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,27.0,0.0,54.0,0.0,237.07614429999376,,,,,,,,,237.06637669999327,237.17663229999016,237.9779489999928,237.96074260000023,237.9607684999937,237.9779489999928,237.9779489999928,237.9779489999928,240.5116194000002,right,0.0,17.81757280000602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,27.0,1.0,55.0,1.0,240.5261046999949,,,,,,,,,240.51266919999037,240.8765008999908,241.67771449999415,241.6607160999993,241.66074419999492,241.67771449999415,241.67771449999415,241.67771449999415,242.47817889999715,right,1.0,16.09303989999171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,28.0,0.0,56.0,1.0,242.4927699999971,,,,,,,,,242.4794780999946,242.59328559999997,243.3938735999982,243.37736869999208,243.37738769999123,243.3938735999982,243.3938735999982,243.3938735999982,244.6280240999913,right,1.0,16.52591029999894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,28.0,1.0,57.0,0.0,244.6428348999907,,,,,,,,,244.629184999998,245.82553119999648,246.6265680999932,246.60971869999776,246.6097398999991,246.6265680999932,246.6265680999932,246.6265680999932,248.9448306999984,left,1.0,17.61094420000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,29.0,0.0,58.0,1.0,248.95878669999365,,,,,,,,,248.9460798999935,249.76053239998876,250.57750410000156,250.56018279999265,250.5602065999992,250.57750410000156,250.57750410000156,250.57750410000156,252.47786759999872,right,1.0,17.192518500000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,29.0,1.0,59.0,0.0,252.49248380000063,,,,,,,,,252.47885269999097,253.6927461000014,254.4932821999973,254.4762064999959,254.47622820000103,254.4932821999973,254.4932821999973,254.4932821999973,255.11123799999768,left,1.0,15.905397399998035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
,,speed,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,258.2585596999997,,,,,,,,,258.2509921000019,259.0584528999898,259.8594386999903,259.8433163000009,259.8433387999976,259.8594386999903,259.8594386999903,259.8594386999903,260.84427180000057,right,0.0,16.27893359999871,,,,,,,,,,,,,,,,,,,,255.1122400000022,255.12885899998943,255.12885899998943,258.2431155999948,space,18.411094000010053,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,260.85925729999144,,,,,,,,,260.84557649999624,260.95954539999366,261.76059589999204,261.7435770000011,261.7436030999961,261.76059589999204,261.76059589999204,261.76059589999204,263.09453960000246,right,1.0,16.61953729999368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,263.1090078999987,,,,,,,,,263.095808699989,264.3095450999972,265.11118120000174,265.0938879000023,265.0939078999945,265.11118120000174,265.11118120000174,265.11118120000174,271.6441580999963,left,0.0,21.82768550000037,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0931786000001,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,271.65918799999054,,,,,,,,,271.6455382999993,272.4596363000019,273.25943759999063,273.2428239000001,273.2428452000022,273.25943759999063,273.25943759999063,273.25943759999063,274.29453929999727,left,1.0,16.323962700000266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,274.3088351999904,,,,,,,,,274.295575199998,275.5091430000029,276.3093610999931,276.2923105999944,276.2923440000013,276.3093610999931,276.3093610999931,276.3093610999931,280.6114590999932,right,1.0,19.59369870000228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,2.0,1.0,5.0,0.0,280.6256730000023,,,,,,,,,280.61261959999683,281.8302893999935,282.6427476999961,282.62611019999895,282.62613520000014,282.6427476999961,282.6427476999961,282.6427476999961,285.8319727999915,left,1.0,18.487092800001847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,3.0,0.0,6.0,1.0,285.8471184999944,,,,,,,,,285.8329165999894,287.0467192999932,287.8487655999925,287.83151689999795,287.8315417999984,287.8487655999925,287.8487655999925,287.8487655999925,288.5990931999986,right,1.0,16.038658899997245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,288.61352230000193,,,,,,,,,288.6000531000027,288.9638141000032,289.7649365999969,289.7481281999935,289.7481523000024,289.7649365999969,289.7649365999969,289.7649365999969,291.4331827999995,left,1.0,16.957577399996808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,4.0,0.0,8.0,0.0,291.4470971999981,,,,,,,,,291.434442999991,292.24752720000106,293.0641731999931,293.0483238000015,293.0483443999983,293.0641731999931,293.0641731999931,293.0641731999931,295.1828153999959,left,1.0,17.407961600009003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,4.0,1.0,9.0,1.0,295.1969265999942,,,,,,,,,295.18375739999465,295.2971174999984,296.09780540000065,296.0812245999987,296.0812448999932,296.09780540000065,296.09780540000065,296.09780540000065,296.89908069999365,right,1.0,16.089483000003383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,296.9139456999983,,,,,,,,,296.9000753,298.1137657999934,298.9141832000023,298.89862079999875,298.8986416999978,298.9141832000023,298.9141832000023,298.9141832000023,299.5489811000007,right,1.0,15.926364300001296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,5.0,1.0,11.0,0.0,299.5638532000012,,,,,,,,,299.5499106999923,299.9135260999901,300.71443839999847,300.6974912000005,300.6975243999914,300.71443839999847,300.71443839999847,300.71443839999847,301.88249999999243,left,1.0,16.452631799998926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,6.0,0.0,12.0,0.0,301.8969036999915,,,,,,,,,301.8834293999971,302.6967544999934,303.49759259998973,303.48059289999946,303.4806132999948,303.49759259998973,303.49759259998973,303.49759259998973,305.85984520000056,left,1.0,17.64877479999268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,6.0,1.0,13.0,1.0,305.86890419998963,,,,,,,,,305.8608281999914,306.6702202000015,307.4709609999991,307.45381619999534,307.4538362000021,307.4709609999991,307.4709609999991,307.4709609999991,310.23804529999325,left,0.0,18.058408800003235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,7.0,0.0,14.0,1.0,310.2525741999998,,,,,,,,,310.2390921999904,311.05331750000187,311.8536471999978,311.837185899989,311.83720979999634,311.8536471999978,311.8536471999978,311.8536471999978,312.5552325999888,right,1.0,15.99036039999919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,7.0,1.0,15.0,0.0,312.5696791999944,,,,,,,,,312.55622009999934,313.3698804000014,314.16990519998944,314.1534400999953,314.1534607999929,314.16990519998944,314.16990519998944,314.16990519998944,317.1208609000023,left,1.0,18.24047299999802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,8.0,0.0,16.0,0.0,317.135804599995,,,,,,,,,317.12200160000066,317.93623910000315,318.73694740000064,318.7196956999978,318.7197207999998,318.73694740000064,318.73694740000064,318.73694740000064,319.4557507999998,right,0.0,16.016878099995665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,8.0,1.0,17.0,1.0,319.4693045000022,,,,,,,,,319.4567442999978,319.5695895999961,320.37136449999525,320.35349579999456,320.3535201999912,320.37136449999525,320.37136449999525,320.37136449999525,322.303594099998,right,1.0,17.22576489999483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,9.0,0.0,18.0,0.0,322.318993199995,,,,,,,,,322.30465439999534,323.52029459999176,324.3210287999973,324.30342869999004,324.303453200002,324.3210287999973,324.3210287999973,324.3210287999973,326.32034939998994,left,1.0,17.292077500009327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,9.0,1.0,19.0,1.0,326.33505959999457,,,,,,,,,326.3217663999967,326.4353933999955,327.2367741999915,327.2199710999994,327.2199957999983,327.2367741999915,327.2367741999915,327.2367741999915,328.1044952999946,right,1.0,16.151789199997438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,10.0,0.0,20.0,0.0,328.1190637999971,,,,,,,,,328.1055352999974,329.3192285999976,330.1198153000005,330.1034168999904,330.1034412000008,330.1198153000005,330.1198153000005,330.1198153000005,333.85447819999536,right,0.0,19.02240190000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,10.0,1.0,21.0,1.0,333.86928199999966,,,,,,,,,333.85551829999895,334.21900989999995,335.0198562000005,335.0029821999924,335.00300419999985,335.0198562000005,335.0198562000005,335.0198562000005,336.3201843999996,right,1.0,16.59669429999485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,11.0,0.0,22.0,1.0,336.33519529999467,,,,,,,,,336.3211564999947,336.43593759999203,337.2364368999988,337.21964329999173,337.2196658999892,337.2364368999988,337.2364368999988,337.2364368999988,341.474867500001,right,1.0,19.532604599997285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,11.0,1.0,23.0,0.0,341.4892375999916,,,,,,,,,341.4759093999892,342.689160599999,343.4904322999937,343.4734674999927,343.4734918999893,343.4904322999937,343.4904322999937,343.4904322999937,344.55768060000264,left,1.0,16.35757749999175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,12.0,0.0,24.0,0.0,344.5727501999936,,,,,,,,,344.55866609999794,344.67301769999904,345.4734735999955,345.4569405999937,345.45696569999564,345.4734735999955,345.4734735999955,345.4734735999955,350.79018889999134,left,1.0,20.601506099992548,,,,,,,,,,,,,,,,,,,,,,,,,,,350.4569141999964,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,12.0,1.0,25.0,1.0,350.80563750000147,,,,,,,,,350.79146839999885,351.1560770999931,351.95727259998966,351.9402002999996,351.94022499999846,351.95727259998966,351.95727259998966,351.95727259998966,353.425545399994,right,1.0,16.7666642999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,13.0,0.0,26.0,1.0,353.4396865000017,,,,,,,,,353.426518399996,354.2398245999939,355.03999379999004,355.02402129999246,355.0240443999937,355.03999379999004,355.03999379999004,355.03999379999004,357.6408775000018,right,1.0,17.88445880000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,13.0,1.0,27.0,0.0,357.6556933999964,,,,,,,,,357.64219699999376,358.4561332000012,359.256529899998,359.24007939999865,359.2401036999945,359.256529899998,359.256529899998,359.256529899998,363.2453892999911,left,1.0,19.28359230000933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,14.0,0.0,28.0,0.0,363.2605998999934,,,,,,,,,363.246350299989,364.0605152999924,364.87662969999656,364.85992350000015,364.859942199997,364.87662969999656,364.87662969999656,364.87662969999656,367.07917240000097,left,1.0,17.50176499999361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,14.0,1.0,29.0,1.0,367.0950307000021,,,,,,,,,367.0800930999976,368.2934872999904,369.0944010999956,369.0774546999892,369.0774775999889,369.0944010999956,369.0944010999956,369.0944010999956,374.9114256999892,right,1.0,21.10135929999524,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0769191,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,15.0,0.0,30.0,0.0,374.9260421999934,,,,,,,,,374.9124947999953,376.1263152999891,376.9280782999994,376.9105734999903,376.9105976999999,376.9280782999994,376.9280782999994,376.9280782999994,380.1279990999901,left,1.0,18.498488900004304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,15.0,1.0,31.0,1.0,380.1429147000017,,,,,,,,,380.12969560000056,380.49313309999707,381.2992865999986,381.2773285000003,381.2773489999963,381.2992865999986,381.2992865999986,381.2992865999986,386.32768649999343,left,0.0,20.31922559998929,,,,,,,,,,,,,,,,,,,,,,,,,,,386.2766495999968,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,16.0,0.0,32.0,1.0,386.34274300000106,,,,,,,,,386.3287018999981,387.1429011,387.9438855999906,387.9270213999989,387.9270491999923,387.9438855999906,387.9438855999906,387.9438855999906,389.0443735000008,right,1.0,16.393255899994983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,16.0,1.0,33.0,0.0,389.0592973000021,,,,,,,,,389.045312599992,390.2595749999891,391.0604603999964,391.0430168000021,391.04303739999887,391.0604603999964,391.0604603999964,391.0604603999964,393.9946176999947,left,1.0,18.21900850000384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,17.0,0.0,34.0,0.0,394.0090104999981,,,,,,,,,393.9958689999912,394.1094256999932,394.9100987999991,394.8933226999943,394.8933471999917,394.9100987999991,394.9100987999991,394.9100987999991,398.926976799994,right,0.0,19.31269419999444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,17.0,1.0,35.0,1.0,398.9417378999933,,,,,,,,,398.9282297000027,400.1426693999965,400.9438255999994,400.9261705999961,400.9261986999918,400.9438255999994,400.9438255999994,400.9438255999994,402.5616537000024,right,1.0,16.909182899995358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,18.0,0.0,36.0,1.0,402.5765260999906,,,,,,,,,402.5630575999967,403.3763304000022,404.1777943999914,404.1610329999967,404.1610564000002,404.1777943999914,404.1777943999914,404.1777943999914,408.1782584999892,right,1.0,19.288475999986986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,18.0,1.0,37.0,0.0,408.1930861000001,,,,,,,,,408.1792948999937,408.543081900003,409.3436501999968,409.3276345999912,409.3276587,409.3436501999968,409.3436501999968,409.3436501999968,410.7781776999909,left,1.0,16.72938439999416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,19.0,0.0,38.0,1.0,410.79289569999673,,,,,,,,,410.77941740000097,411.1432201999996,411.9435254999989,411.92648870000266,411.9265102999925,411.9435254999989,411.9435254999989,411.9435254999989,414.5274128000019,left,0.0,17.87800359999528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,19.0,1.0,39.0,0.0,414.5428009000025,,,,,,,,,414.5284023999993,415.7429188999959,416.54343209999206,416.5270840000012,416.5271035999904,416.54343209999206,416.54343209999206,416.54343209999206,418.2946602000011,right,0.0,17.039717200008454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,20.0,0.0,40.0,1.0,418.3090633999964,,,,,,,,,418.2956392999913,419.5094790000003,420.31034359999467,420.2934372000018,420.2934568999917,420.31034359999467,420.31034359999467,420.31034359999467,422.4948097000015,right,1.0,17.47335309999471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,20.0,1.0,41.0,0.0,422.510220199998,,,,,,,,,422.4957638999913,422.8592592999921,423.66082710000046,423.6440581999923,423.64408179999737,423.66082710000046,423.66082710000046,423.66082710000046,425.911540999994,left,1.0,17.546260600007372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,21.0,0.0,42.0,1.0,425.9261346999992,,,,,,,,,425.9125872000004,426.0261896000011,426.8265955999959,426.81023039999127,426.8102502999973,426.8265955999959,426.8265955999959,426.8265955999959,430.2135693000018,right,1.0,18.68073079999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,21.0,1.0,43.0,0.0,430.2268585999991,,,,,,,,,430.2149654999957,431.4266786999942,432.2274488999974,432.2104507999902,432.2104745999968,432.2274488999974,432.2274488999974,432.2274488999974,433.42818439999246,left,1.0,16.49554599999101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,22.0,0.0,44.0,1.0,433.4430728000007,,,,,,,,,433.4291545000015,433.7929680999951,434.5933281999896,434.5813589000026,434.5813835000008,434.5933281999896,434.5933281999896,434.5933281999896,435.8109295999893,right,1.0,16.509116000001086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,22.0,1.0,45.0,0.0,435.8259251999989,,,,,,,,,435.81189040000027,437.0262091999903,437.82661740000185,437.8103460999992,437.8103673000005,437.82661740000185,437.82661740000185,437.82661740000185,439.11042119999183,left,1.0,16.57645560000674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
