direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0078106999862939,0.0296863999974448,0.0296863999974448,21.895649599988246,space,55.1893953000108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,21.918860699996003,,,,,,,,,21.911593099997845,22.244309199988493,23.050945499999216,23.02810109998973,23.028138799985754,23.050945499999216,23.050945499999216,23.050945499999216,28.04254019999644,46.84000189999642,right,0.0,57.11157760002243,,46.84120699999039,46.863774599987664,47.35617719999573,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,47.37226989999181,,,,,,,,,47.35680799999682,48.55509169999277,49.354957799994736,49.33986789999472,49.33990089999861,49.354957799994736,49.354957799994736,49.354957799994736,54.337318099991535,55.68844109999191,left,0.0,39.65914470001008,,55.68930889999319,55.70400299999165,56.18800499998906,56.2040488999919,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,56.2040488999919,,,,,,,,,56.18860459999996,56.30406209999637,57.10336379999353,57.08768519999285,57.08771589999378,57.10336379999353,57.10336379999353,57.10336379999353,,60.79217519999656,right,0.0,37.02197780001734,,60.79330459999619,60.809416899996,61.30482009999105,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,61.32125959999394,,,,,,,,,61.30561329999182,62.50399909999396,63.316181399990455,63.29121269998723,63.29125309998926,63.316181399990455,63.316181399990455,63.316181399990455,,68.26681679999456,right,1.0,38.28448600001866,,68.26782779999485,68.29116559999238,68.7734894999885,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,68.78874779999023,,,,,,,,,68.77429669999401,69.56988259998616,70.37373799999477,70.35361319998628,70.3536538999906,70.37373799999477,70.37373799999477,70.37373799999477,,71.7241600999987,left,1.0,34.670082300013746,,71.72522829999798,71.74212459998671,72.23659449999104,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,72.25238289999834,,,,,,,,,72.23736269999063,73.03556189998926,73.84026639998774,73.8204490999924,73.82048819999909,73.84026639998774,73.84026639998774,73.84026639998774,,75.5206205999857,left,0.0,35.00550110000768,,75.52166169999691,75.54002959998616,76.0370711999858,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,76.05243489998975,,,,,,,,,76.03787099999317,76.83517709998705,77.64043009998568,77.62083209998673,77.62087159999646,77.64043009998568,77.64043009998568,77.64043009998568,,80.84067309999955,right,1.0,36.52150240000629,,80.84175679998589,80.85668989999976,81.34997169999406,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,81.36647659998562,,,,,,,,,81.35072329999821,82.14990909998596,82.95052019998548,82.93401139999332,82.93404849999934,82.95052019998548,82.95052019998548,82.95052019998548,,84.1399676999863,left,1.0,34.522319300012896,,84.1409835999948,84.15306129999226,84.64986329998646,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,84.66585509998549,,,,,,,,,84.65061119999154,85.84889089998615,86.64965309998661,86.63320779999776,86.63324409999768,86.64965309998661,86.64965309998661,86.64965309998661,,90.00702819999424,right,1.0,36.69079900000361,,90.00909579999279,90.02200339999399,90.51542909999262,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,90.5320619999984,,,,,,,,,90.51677289999498,90.86507299999356,91.66853399999673,91.64995099999942,91.6500226999924,91.66853399999673,91.66853399999673,91.66853399999673,,93.53822579998814,left,1.0,35.20239480001328,,93.54023159999632,93.55260879998968,94.04833719998716,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,94.06500279999456,,,,,,,,,94.04971799999475,94.84767809999175,95.65106569998898,95.632371899992,95.6324428999942,95.65106569998898,95.65106569998898,95.65106569998898,,98.45409449998988,right,1.0,36.13727530001779,,98.456262599997,98.4690671999997,98.964018499988,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,98.98074429998816,,,,,,,,,98.9653430999897,100.16354989999672,100.96690789998684,100.94804809999188,100.9481192999956,100.96690789998684,100.96690789998684,100.96690789998684,,104.23835959999997,left,1.0,36.60586360000889,,104.24063749999914,104.25323539999954,104.74619139998686,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,1.0,random_dot,55.938203946310615,
