direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.0432154999580234,0.0580955001059919,0.0580955001059919,55.82593540009111,space,77.31781830010004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-036,1.0,random_dot,60.4656702972709,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,55.884118099929765,,,,,,,,,55.87584670004435,56.63810819992796,57.44761119992472,57.42220890009776,57.42223070003092,57.44761119992472,57.44761119992472,57.44761119992472,62.422258500009775,80.32745569990948,left,0.0,44.439681499963626,,80.32931150007062,80.34688200009987,80.84362079994753,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-036,1.0,random_dot,60.4656702972709,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,80.86013699998148,,,,,,,,,80.84406169992872,81.19212829996832,81.99299290007912,81.97605950012803,81.97608599998057,81.99299290007912,81.99299290007912,81.99299290007912,,84.87726820004173,left,1.0,24.432110900059342,,84.8779698999133,84.8928159000352,85.37701070006005,85.3925119000487,,,,,,,,,,,,,,,,,,,,,,,,,,sub-036,1.0,random_dot,60.4656702972709,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,85.3925119000487,,,,,,,,,85.37744150008075,86.59320349991322,87.39260099991225,87.37629100005142,87.37631179997697,87.39260099991225,87.39260099991225,87.39260099991225,,89.07830090005882,right,1.0,23.23638210003264,,89.07885859999806,89.09321480011567,89.57666009990498,89.59319650009274,,,,,,,,,,,,,,,,,,,,,,,,,,sub-036,1.0,random_dot,60.4656702972709,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,89.59319650009274,,,,,,,,,89.57706440007314,90.39171770005488,91.19383500004189,91.17632590001448,91.17634769994766,91.19383500004189,91.19383500004189,91.19383500004189,,93.11155720008536,left,1.0,23.47570120007731,,93.11211280012505,93.12606779998168,93.60933910007589,93.6256679999642,,,,,,,,,,,,,,,,,,,,,,,,,,sub-036,1.0,random_dot,60.4656702972709,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,93.6256679999642,,,,,,,,,93.60974749992602,93.70863700006156,94.50962139992043,94.49355240003206,94.49357510008848,94.50962139992043,94.50962139992043,94.50962139992043,,96.51100599998608,left,1.0,23.5544958000537,,96.51169449998996,96.52607270004228,97.0104883001186,97.02751079993322,,,,,,,,,,,,,,,,,,,,,,,,,,sub-036,1.0,random_dot,60.4656702972709,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,97.02751079993322,,,,,,,,,97.01088809990324,97.37660240009428,98.19304169993848,98.17634349991567,98.17636870010756,98.19304169993848,98.19304169993848,98.19304169993848,,99.7614581999369,right,1.0,23.12267379998229,,99.76202389993703,99.77639089990409,100.25993099994956,100.27520060003737,,,,,,,,,,,,,,,,,,,,,,,,,,sub-036,1.0,random_dot,60.4656702972709,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,100.27520060003737,,,,,,,,,100.26037360006012,101.07654440007173,101.87675329996272,101.86108350008726,101.86110919993372,101.87675329996272,101.87675329996272,101.87675329996272,,103.56038770009764,left,1.0,23.23963369987905,,103.56107780011372,103.5759769999422,104.0605953000486,104.07640139991418,,,,,,,,,,,,,,,,,,,,,,,,,,sub-036,1.0,random_dot,60.4656702972709,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,104.07640139991418,,,,,,,,,104.06102259992622,104.15914630005136,104.96062709996475,104.94411909999326,104.94414440006948,104.96062709996475,104.96062709996475,104.96062709996475,,106.7276787001174,left,0.0,23.313113499898463,,106.72831619996578,106.74235299997964,107.2269351000432,107.24234090000392,,,,,,,,,,,,,,,,,,,,,,,,,,sub-036,1.0,random_dot,60.4656702972709,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,107.24234090000392,,,,,,,,,107.22735870000906,108.04322439990938,108.8426419000607,108.82752769999206,108.8275510999374,108.8426419000607,108.8426419000607,108.8426419000607,,110.84417650010435,right,0.0,23.55886350013316,,110.84490319993348,110.85923720011488,111.34325030003674,111.3593208999373,,,,,,,,,,,,,,,,,,,,,,,,,,sub-036,1.0,random_dot,60.4656702972709,
