direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,50.69114189999527,,,,,,,,,50.67571749998024,51.49187059997348,52.29331989999628,52.27710329997353,52.27713949998724,52.29331989999628,52.29331989999628,52.29331989999628,61.41903259998071,right,1.0,22.349800500029232,,61.41955739998957,61.43335769997793,61.91805670000031,61.933796500001336,57.28063949997886,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,61.933796500001336,,,,,,,,,61.91848509997362,63.13479109999025,63.93644199997652,63.91950989997713,63.91953289997764,63.93644199997652,63.93644199997652,63.93644199997652,66.45638719998533,left,1.0,15.74761760002002,,66.45695649998379,66.47067609999795,66.95562649998465,66.97132529999362,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,66.97132529999362,,,,,,,,,66.95608099998208,67.32168389999424,68.12322339997627,68.10638519999338,68.10641059998306,68.12322339997627,68.12322339997627,68.12322339997627,69.65969089997816,right,1.0,14.765431200008608,,69.66041719997884,69.67357169999741,70.15844699999434,70.17402519998723,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,70.17402519998723,,,,,,,,,70.15902089999872,70.27382949998719,71.07558919998701,71.05864509998355,71.05867229998694,71.07558919998701,71.07558919998701,71.07558919998701,72.72854179999558,left,1.0,14.887993400014238,,72.72888629999943,72.74272639999981,73.22760689997813,73.24313269997947,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,73.24313269997947,,,,,,,,,73.22827349998988,73.5934345999849,74.39502869997523,74.37835839999025,74.37838229999761,74.39502869997523,74.39502869997523,74.39502869997523,75.2975714999775,right,1.0,14.132662100018932,,75.29842999999528,75.31170249998104,75.7962555999984,75.81192119998741,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,75.81192119998741,,,,,,,,,75.79679079999914,77.01295439997921,77.8143485999899,77.79796809999971,77.79799909997382,77.8143485999899,77.8143485999899,77.8143485999899,79.26726769999368,left,0.0,14.682170000014594,,79.26768889999948,79.28156929998659,79.7661470999883,79.78183939997689,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,79.78183939997689,,,,,,,,,79.76653709998936,79.88201879998087,80.68375799999922,80.66731039999286,80.66735029997653,80.68375799999922,80.68375799999922,80.68375799999922,83.4706976999878,left,1.0,16.020606300007785,,83.47129619997577,83.4853591999854,83.96978329998092,83.98541359999217,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,83.98541359999217,,,,,,,,,83.97037909997744,84.33575879997807,85.13729980000062,85.12059049998061,85.12062239999068,85.13729980000062,85.13729980000062,85.13729980000062,86.72322359998361,right,0.0,14.81231090001529,,86.72361190000083,86.73778159997892,87.22251880000113,87.23814760000096,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,87.23814760000096,,,,,,,,,87.2230970999808,88.4392662999744,89.24059319999651,89.22384729998885,89.22387669997988,89.24059319999651,89.24059319999651,89.24059319999651,90.70987739998964,right,1.0,14.698380400019232,,90.71033579998766,90.72422519998509,91.20898139997736,91.22474919998784,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,91.22474919998784,,,,,,,,,91.20974239998031,92.42571459998726,93.22735619999004,93.2105767999892,93.21060259998194,93.22735619999004,93.22735619999004,93.22735619999004,96.19790669999202,left,1.0,16.208253000018885,,96.19829079997726,96.2123410999775,96.69659119998688,96.71264029998564,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,96.71264029998564,,,,,,,,,96.69703889999072,97.06300149997696,97.8645847000007,97.84807789998013,97.84810829997878,97.8645847000007,97.8645847000007,97.8645847000007,99.31695639999816,right,1.0,14.684555400017416,,99.31730840000093,99.33155740000076,99.81592359999196,99.83206939999944,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8159958999895,99.83206939999944,99.83206939999944,102.46929269999964,space,15.875685200036967,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.46935109997868,102.48411069999564,102.48411069999564,107.12321459999656,space,17.87466940001468,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.27319209999403,,,,,,,,,109.2645781999745,109.62344450000091,110.42484069999772,110.4080576999986,110.40808369999286,110.42484069999772,110.42484069999772,110.42484069999772,113.94571709999582,left,0.0,16.758784700010438,,,,,,,,,,,,,,,,,,,,,107.15075669999352,107.17803219999767,107.17803219999767,109.25759409999591,space,15.304104200011352,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,113.96010759999626,,,,,,,,,113.94688339999992,115.16118429999916,115.96285969999737,115.94644069997594,115.94650789999288,115.96285969999737,115.96285969999737,115.96285969999737,118.50001930000144,right,0.0,15.761182300018843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,118.51400539997849,,,,,,,,,118.50116729998264,118.61392249999336,119.41607119998662,119.39884959999472,119.39888979998068,119.41607119998662,119.41607119998662,119.41607119998662,121.63600839997524,right,0.0,15.457340000022668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,121.65003259998048,,,,,,,,,121.6369686999824,122.4507340999844,123.25227899997844,123.2352243999776,123.23524439998435,123.25227899997844,123.25227899997844,123.25227899997844,125.63906339998356,left,0.0,15.614812200015876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,125.653161299997,,,,,,,,,125.64010489999782,126.00370819997624,126.80521749999023,126.78887089999624,126.7889056999993,126.80521749999023,126.80521749999023,126.80521749999023,129.45899379998446,left,1.0,15.877965600026071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,129.47316209998098,,,,,,,,,129.46008029999211,129.8236088999838,130.6252168999927,130.60840259998804,130.60843549997662,130.6252168999927,130.6252168999927,130.6252168999927,132.02762489998713,right,1.0,14.62856820001616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,132.04191609998816,,,,,,,,,132.02836969998316,132.14196859998628,132.943615999975,132.92675159999635,132.92677539997385,132.943615999975,132.943615999975,132.943615999975,137.0157711999782,right,1.0,17.29582240001764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,137.02921529999003,,,,,,,,,137.01733169998624,137.12961969999014,137.9312131999759,137.91463929999736,137.9147043999983,137.9312131999759,137.9312131999759,137.9312131999759,138.83357319998322,left,1.0,14.130059100018116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,138.84744289997616,,,,,,,,,138.83484299998963,138.9476777999953,139.74925499997337,139.73266499998863,139.73269659999642,139.74925499997337,139.74925499997337,139.74925499997337,141.16833549999865,right,0.0,14.651979100017344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,1.0,141.18279449999682,,,,,,,,,141.169116199977,142.38390129999607,143.18570179998642,143.1687466999865,143.1687794999743,143.18570179998642,143.18570179998642,143.18570179998642,145.87312299999758,left,0.0,15.914629200007766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,145.88688569999067,,,,,,,,,145.8744915999996,145.9867567999754,146.78817149999668,146.77173649999895,146.77177500000107,146.78817149999668,146.78817149999668,146.78817149999668,147.82393629997387,left,1.0,14.273743500001729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,1.0,147.8382500000007,,,,,,,,,147.82469259999925,148.63922299997648,149.44045579998055,149.4237165999948,149.4237460999866,149.44045579998055,149.44045579998055,149.44045579998055,151.49353169999085,left,0.0,15.289774200005922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,151.5080639999942,,,,,,,,,151.4943568999879,151.60834899998736,152.4098840999941,152.3927237999742,152.39274169999408,152.4098840999941,152.4098840999941,152.4098840999941,153.41234439998516,right,0.0,14.233680000033928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,153.42636819998734,,,,,,,,,153.41375519998837,153.5264756999968,154.32813599999645,154.3113628999854,154.3114006999822,154.32813599999645,154.32813599999645,154.32813599999645,156.81486689997837,right,1.0,15.713015800021822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,1.0,156.82909309997922,,,,,,,,,156.8156725000008,156.92920789998607,157.73095499997726,157.71391859999858,157.7139578999777,157.73095499997726,157.73095499997726,157.73095499997726,159.58387869998114,right,1.0,15.08901510000578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,0.0,159.59807499998715,,,,,,,,,159.58483649999835,159.94844869998633,160.7500850999786,160.7333757999877,160.7334047999757,160.7500850999786,160.7500850999786,160.7500850999786,161.40185909997672,left,1.0,13.875865100009833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,1.0,161.41635829998995,,,,,,,,,161.4025369999872,161.7664963999996,162.56819809999433,162.55144659997313,162.55147009997745,162.56819809999433,162.56819809999433,162.56819809999433,163.25317669997457,left,0.0,13.923659300024156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,0.0,163.26779919999535,,,,,,,,,163.25400519999675,163.61811309997574,164.41961779998385,164.40290479999385,164.4029307999881,164.41961779998385,164.41961779998385,164.41961779998385,165.1214028999966,left,1.0,13.93813210001099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,165.13616019999608,,,,,,,,,165.1223293999792,165.93673349998426,166.7383122999745,166.7212665999832,166.72131279998575,166.7383122999745,166.7383122999745,166.7383122999745,168.35755169999902,left,1.0,14.844058899994709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,1.0,168.37223079998512,,,,,,,,,168.35824729999877,169.1728304999997,169.9743415999983,169.95773229998304,169.9577931999811,169.9743415999983,169.9743415999983,169.9743415999983,170.85970689999522,right,1.0,14.119252300006336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,170.8741404999746,,,,,,,,,170.86087129998486,171.22445449998486,172.02608949999558,172.00923699999112,172.00926179997623,172.02608949999558,172.02608949999558,172.02608949999558,172.8283242999751,left,1.0,14.040067000023557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,172.8424630999798,,,,,,,,,172.82940759998746,172.94233459999668,173.7440360999899,173.72776539999177,173.72780480000074,173.7440360999899,173.7440360999899,173.7440360999899,174.66248999998788,right,1.0,14.153459499997552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,174.6775009999983,,,,,,,,,174.66313449997688,175.0277478999924,175.8292520999967,175.81270319997566,175.8127486000012,175.8292520999967,175.8292520999967,175.8292520999967,176.66470679998747,left,1.0,14.07244340001489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,176.67894369998248,,,,,,,,,176.66567139999825,176.7791987999808,177.58040779997827,177.56369439998525,177.56371329998365,177.58040779997827,177.58040779997827,177.58040779997827,178.78256979997968,right,1.0,14.43521690001944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,1.0,178.79713110000012,,,,,,,,,178.78320659999736,179.59814789998927,180.39965959999245,180.38334229998875,180.38338149999615,180.39965959999245,180.39965959999245,180.39965959999245,181.90241959999548,right,1.0,14.733534800005144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,0.0,181.91653959997348,,,,,,,,,181.90334920000168,182.71715640000184,183.51873479998903,183.502230299986,183.5022578999924,183.51873479998903,183.51873479998903,183.51873479998903,184.12077039998255,left,1.0,13.83235560002504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,184.1349955999758,,,,,,,,,184.12165999997524,184.23522399997452,185.03655069999516,185.0200380999886,185.02005809999537,185.03655069999516,185.03655069999516,185.03655069999516,185.9387369999895,right,1.0,14.12902620001114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,185.9531464999891,,,,,,,,,185.93951409999863,187.15430189998008,187.9559111999988,187.93899009999583,187.93900849999045,187.9559111999988,187.9559111999988,187.9559111999988,188.59096199998748,left,1.0,13.864452700014226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,188.60565599999973,,,,,,,,,188.59192039998013,188.95594489999348,189.7572647999914,189.7407368999848,189.7407658000011,189.7572647999914,189.7572647999914,189.7572647999914,190.40927639999427,right,0.0,13.87682910001604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,190.4234347999736,,,,,,,,,190.41037869997672,190.52388839999912,191.3254099999904,191.30852409999352,191.30854759999784,191.3254099999904,191.3254099999904,191.3254099999904,192.0601368999924,right,1.0,13.964474700012945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,192.0749578999821,,,,,,,,,192.06092039999203,192.87557059997928,193.6775040999928,193.66064529999855,193.6606715999951,193.6775040999928,193.6775040999928,193.6775040999928,194.26296509997337,left,1.0,13.81610350002302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,194.27694069998688,,,,,,,,,194.2646076999954,195.07731069999863,195.87945699997363,195.86258169999928,195.8626147999894,195.87945699997363,195.87945699997363,195.87945699997363,196.44772419999936,right,1.0,13.799696400004905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,0.0,196.4622471999901,,,,,,,,,196.44914719997905,197.66307089998736,198.46449169999687,198.4482381999842,198.44827589998025,198.46449169999687,198.46449169999687,198.46449169999687,199.13344939998933,left,1.0,13.893685800023375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,1.0,199.14772799998173,,,,,,,,,199.1341606999922,199.9482185999805,200.74985139997443,200.7332756999822,200.7333084999991,200.74985139997443,200.74985139997443,200.74985139997443,201.4854323999898,right,1.0,13.96336710001924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,0.0,201.49958360000164,,,,,,,,,201.48659599997336,201.59969869998167,202.40131619997555,202.3842201999796,202.38423869997496,202.40131619997555,202.40131619997555,202.40131619997555,203.2196321999945,left,1.0,14.051178800029447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,1.0,203.2344194999896,,,,,,,,,203.2203716999793,204.43534549998003,205.23708209997855,205.22022399998968,205.2202519999992,205.23708209997855,205.23708209997855,205.23708209997855,206.2560996999964,right,1.0,14.257222700020066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,206.27015179998125,,,,,,,,,206.2577191999881,207.4711988999916,208.2727737999812,208.2564296999772,208.2564788000018,208.2727737999812,208.2727737999812,208.2727737999812,209.09182059997693,left,0.0,14.053823700000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,209.1059142999875,,,,,,,,,209.09295069999644,209.9064848999842,210.7082803999947,210.69129639997848,210.6913192999782,210.7082803999947,210.7082803999947,210.7082803999947,212.32764779997524,right,0.0,14.851199199998518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,1.0,212.34178039999097,,,,,,,,,212.328649699979,212.44202889999724,213.24347269997816,213.2268025999947,213.226832299988,213.24347269997816,213.24347269997816,213.24347269997816,215.04683709997332,right,1.0,15.043314200011082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,0.0,215.06080079998355,,,,,,,,,215.04779749998124,215.16083159999107,215.96260769999932,215.94580580000184,215.94584349999784,215.96260769999932,215.96260769999932,215.96260769999932,216.8481568999996,left,1.0,14.11138650000794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-126,1.0,random_dot,60.19197629699565,
