direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
,,0.0,0.0,0.0,,,,,accuracy,space,4.607731720999936,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
left,left,0.0,0.0,0.0,left,1.0,0.7689665860000332,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,360.582444995,,,,,,,,,360.575973822,361.7695987380001,362.560597216,362.55392501,362.554264406,362.560597216,362.560597216,362.560597216,363.338381484,,,,,,,,,,,,,,,,,,,,,,,356.4968317710001,356.5068177730001,356.5068177730001,360.57146169200007,space,4.062415175000069,,left,1.0,0.7689665860000332,,,,,,,sub-144,1,random_dot,,
right,right,1.0,1.0,0.0,left,0.0,1.348570344000109,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,363.34460675,,,,,,,,,363.3387406830001,364.5367732369999,365.327322624,365.32064466200006,365.32098136799993,365.327322624,365.327322624,365.327322624,366.6877557660001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.348570344000109,,,,,,,sub-144,1,random_dot,,
right,right,2.0,0.0,1.0,right,1.0,1.165803465999943,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,366.6925619320001,,,,,,,,,366.688049582,366.7864951410001,367.577325351,367.570669093,367.5710045560001,367.577325351,367.577325351,367.577325351,368.7447851200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.165803465999943,,,,,,,sub-144,1,random_dot,,
left,left,3.0,1.0,1.0,left,1.0,1.122790428000144,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,368.753379292,,,,,,,,,368.7450769000001,368.8422936620001,369.63683214800005,369.6261154320001,369.626450719,369.63683214800005,369.63683214800005,369.63683214800005,370.7613915400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.122790428000144,,,,,,,sub-144,1,random_dot,,
left,left,4.0,0.0,2.0,left,1.0,1.1493617730000096,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,370.7701028089999,,,,,,,,,370.761682643,370.858680788,371.65356459,371.6428491109999,371.643183305,371.65356459,371.65356459,371.65356459,372.8047168930001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1493617730000096,,,,,,,sub-144,1,random_dot,,
right,right,5.0,1.0,2.0,right,1.0,1.0644006269999409,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,372.8108604739999,,,,,,,,,372.8050045660001,373.60325240300006,374.39409796100006,374.3874567460001,374.38779396100006,374.39409796100006,374.39409796100006,374.39409796100006,375.4617708730001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0644006269999409,,,,,,,sub-144,1,random_dot,,
left,left,6.0,0.0,3.0,left,1.0,1.1831668009999703,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,3.0,0.0,6.0,0.0,375.4699218510001,,,,,,,,,375.462125788,376.25880499200014,377.0534703249999,377.042913892,377.0432751060001,377.0534703249999,377.0534703249999,377.0534703249999,378.238444432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1831668009999703,,,,,,,sub-144,1,random_dot,,
right,right,7.0,1.0,3.0,right,1.0,2.23489913100002,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,378.2445534980001,,,,,,,,,378.2387332080001,379.4366691260001,380.2276738439999,380.220768093,380.2212652459999,380.2276738439999,380.2276738439999,380.2276738439999,382.4718975520001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.23489913100002,,,,,,,sub-144,1,random_dot,,
left,left,8.0,0.0,4.0,right,0.0,2.229227463999905,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,4.0,0.0,8.0,0.0,382.478425011,,,,,,,,,382.472251844,383.67030757300006,384.460950646,384.454211204,384.454547707,384.460950646,384.460950646,384.460950646,386.694942511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.229227463999905,,,,,,,sub-144,1,random_dot,,
right,right,9.0,1.0,4.0,right,1.0,2.0798168809999424,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,386.703256597,,,,,,,,,386.695284302,387.04207961300006,387.836750181,387.826290221,387.8266176600001,387.836750181,387.836750181,387.836750181,389.92172479700014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.0798168809999424,,,,,,,sub-144,1,random_dot,,
left,left,10.0,0.0,5.0,right,0.0,1.8809185950001392,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,5.0,0.0,10.0,0.0,389.927893531,,,,,,,,,389.922027539,390.0201142110001,390.810695672,390.8040311860001,390.804362875,390.810695672,390.810695672,390.810695672,392.69548641300014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.8809185950001392,,,,,,,sub-144,1,random_dot,,
right,right,11.0,1.0,5.0,left,0.0,0.951638340000045,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,5.0,1.0,11.0,1.0,392.7034360440001,,,,,,,,,392.69578108100006,393.8919649170001,394.686797645,394.6762123110001,394.67654231099993,394.686797645,394.686797645,394.686797645,395.6444743640001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.951638340000045,,,,,,,sub-144,1,random_dot,,
right,right,12.0,0.0,6.0,right,1.0,0.92244335700002,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,6.0,0.0,12.0,1.0,395.65353217,,,,,,,,,395.6448273540001,396.4420909240001,397.236883617,397.2264032080001,397.2267317930001,397.236883617,397.236883617,397.236883617,398.1609769130001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.92244335700002,,,,,,,sub-144,1,random_dot,,
left,left,13.0,1.0,6.0,left,1.0,0.9827859670001544,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,6.0,1.0,13.0,0.0,398.1698368200001,,,,,,,,,398.161217874,398.259854428,399.0607485290001,399.054044783,399.05438263100007,399.0607485290001,399.0607485290001,399.0607485290001,400.04524948000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9827859670001544,,,,,,,sub-144,1,random_dot,,
right,right,14.0,0.0,7.0,right,1.0,0.7357216160000917,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,7.0,0.0,14.0,1.0,400.05328888,,,,,,,,,400.04553599100007,400.142283524,400.9368269560001,400.926099939,400.9264340440001,400.9368269560001,400.9368269560001,400.9368269560001,401.678693788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7357216160000917,,,,,,,sub-144,1,random_dot,,
left,left,15.0,1.0,7.0,right,0.0,3.568927299000052,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,7.0,1.0,15.0,0.0,401.686835464,,,,,,,,,401.6789893040001,402.4755626940001,403.2700179080001,403.2592042540001,403.259538553,403.2700179080001,403.2700179080001,403.2700179080001,406.8451664380001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.568927299000052,,,,,,,sub-144,1,random_dot,,
left,left,16.0,0.0,8.0,left,1.0,1.649657975999844,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,8.0,0.0,16.0,0.0,406.8533830980001,,,,,,,,,406.8454576580001,406.942289532,407.736790348,407.72642715,407.726757608,407.736790348,407.736790348,407.736790348,409.3885272410001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.649657975999844,,,,,,,sub-144,1,random_dot,,
right,right,17.0,1.0,8.0,right,1.0,0.7402415770000061,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,8.0,1.0,17.0,1.0,409.3945271250001,,,,,,,,,409.388834511,409.4868081180001,410.277311126,410.2708343590001,410.27117124300014,410.277311126,410.277311126,410.277311126,411.021947694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7402415770000061,,,,,,,sub-144,1,random_dot,,
left,left,18.0,0.0,9.0,right,0.0,1.0999383600001238,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,9.0,0.0,18.0,0.0,411.028196097,,,,,,,,,411.02224051,411.820217349,412.6110003970001,412.6042801760001,412.60461394900005,412.6110003970001,412.6110003970001,412.6110003970001,413.72079761399993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0999383600001238,,,,,,,sub-144,1,random_dot,,
right,right,19.0,1.0,9.0,right,1.0,2.049732576999986,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,9.0,1.0,19.0,1.0,413.725791342,,,,,,,,,413.72109913,414.5088594340001,415.3035943599999,415.292721721,415.293056416,415.3035943599999,415.3035943599999,415.3035943599999,417.3552125590001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.049732576999986,,,,,,,sub-144,1,random_dot,,
left,left,20.0,0.0,10.0,right,0.0,1.753826269000001,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,10.0,0.0,20.0,0.0,417.3615299540001,,,,,,,,,417.3555031469999,417.7035189710001,418.4947283980001,418.48775027599993,418.4880858590001,418.4947283980001,418.4947283980001,418.4947283980001,420.255075186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.753826269000001,,,,,,,sub-144,1,random_dot,,
right,right,21.0,1.0,10.0,right,1.0,2.324597672999971,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,10.0,1.0,21.0,1.0,420.26111617,,,,,,,,,420.2553637710001,420.353539519,421.144360502,421.137490252,421.137825746,421.144360502,421.144360502,421.144360502,423.4720086850001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.324597672999971,,,,,,,sub-144,1,random_dot,,
left,left,22.0,0.0,11.0,left,1.0,0.899168058999976,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,11.0,0.0,22.0,0.0,423.478326869,,,,,,,,,423.4723021640001,423.82016767900006,424.611059858,424.604077439,424.60442766,424.611059858,424.611059858,424.611059858,425.5119425490001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.899168058999976,,,,,,,sub-144,1,random_dot,,
right,right,23.0,1.0,11.0,right,1.0,0.925818276999962,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,11.0,1.0,23.0,1.0,425.5200762400001,,,,,,,,,425.512231973,425.858996393,426.653667742,426.64317949200006,426.643515437,426.653667742,426.653667742,426.653667742,427.5886507240001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.925818276999962,,,,,,,sub-144,1,random_dot,,
left,left,24.0,0.0,12.0,right,0.0,1.2796407989999352,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,12.0,0.0,24.0,0.0,427.59497961599993,,,,,,,,,427.58895453899993,428.7867827440001,429.577640697,429.5709262859999,429.571258004,429.577640697,429.577640697,429.577640697,430.8621865670001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.2796407989999352,,,,,,,sub-144,1,random_dot,,
right,right,25.0,1.0,12.0,right,1.0,1.7152724299999136,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,12.0,1.0,25.0,1.0,430.87008881300005,,,,,,,,,430.862477047,432.0589127940001,432.8534278359999,432.843048309,432.843379583,432.8534278359999,432.8534278359999,432.8534278359999,434.5715189240001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.7152724299999136,,,,,,,sub-144,1,random_dot,,
left,left,26.0,0.0,13.0,right,0.0,1.515903243999901,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,13.0,0.0,26.0,0.0,434.577439945,,,,,,,,,434.57181676200014,435.770360955,436.560809851,436.5542072290001,436.554537378,436.560809851,436.560809851,436.560809851,438.078347279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.515903243999901,,,,,,,sub-144,1,random_dot,,
right,right,27.0,1.0,13.0,left,0.0,1.9855612290000408,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,13.0,1.0,27.0,1.0,438.0870187250001,,,,,,,,,438.07863602300006,439.275557065,440.0702043520001,440.0599050270001,440.0602311010001,440.0702043520001,440.0702043520001,440.0702043520001,442.06188375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.9855612290000408,,,,,,,sub-144,1,random_dot,,
right,right,28.0,0.0,14.0,right,1.0,1.0909783940001034,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,14.0,0.0,28.0,1.0,442.07042107,,,,,,,,,442.062213219,442.408854095,443.203494799,443.19324736300007,443.193574513,443.203494799,443.203494799,443.203494799,444.305292421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0909783940001034,,,,,,,sub-144,1,random_dot,,
left,left,29.0,1.0,14.0,right,0.0,1.1574014780001107,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,14.0,1.0,29.0,0.0,444.3101435080001,,,,,,,,,444.305582138,445.1035165920001,445.89439853400006,445.8876412160001,445.8879940119999,445.89439853400006,445.89439853400006,445.89439853400006,447.05480150000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1574014780001107,,,,,,,sub-144,1,random_dot,,
right,right,30.0,0.0,15.0,left,0.0,1.4202644500001045,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,15.0,0.0,30.0,1.0,447.060764839,,,,,,,,,447.055091975,448.253482385,449.044542068,449.0377869790001,449.0381222720001,449.044542068,449.044542068,449.044542068,450.4722807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.4202644500001045,,,,,,,sub-144,1,random_dot,,
left,left,31.0,1.0,15.0,right,0.0,1.184154984000088,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,0.0,450.47857164,,,,,,,,,450.47265818300014,450.570384046,451.361279784,451.3543807550001,451.354717562,451.361279784,451.361279784,451.361279784,452.5553025420001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.184154984000088,,,,,,,sub-144,1,random_dot,,
left,left,32.0,0.0,16.0,left,1.0,3.084171069000149,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,0.0,452.5614274139999,,,,,,,,,452.55557842299993,453.753741031,454.545103711,454.537840348,454.538202267,454.545103711,454.545103711,454.545103711,457.6391385620001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.084171069000149,,,,,,,sub-144,1,random_dot,,
right,right,33.0,1.0,16.0,right,1.0,0.7198276379999697,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,1.0,457.6453266750001,,,,,,,,,457.63944276199993,457.987117197,458.776467775,458.770291042,458.7705050999999,458.776467775,458.776467775,458.776467775,459.5054299320001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7198276379999697,,,,,,,sub-144,1,random_dot,,
right,right,34.0,0.0,17.0,left,0.0,0.8299899450000794,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,1.0,459.511576476,,,,,,,,,459.505725848,460.303615441,461.094332737,461.08769868799993,461.088029189,461.094332737,461.094332737,461.094332737,461.928851559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8299899450000794,,,,,,,sub-144,1,random_dot,,
left,left,35.0,1.0,17.0,right,0.0,0.828684960000146,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,0.0,461.93684363800014,,,,,,,,,461.9291548990001,462.025810387,462.8205008169999,462.809421178,462.809777651,462.8205008169999,462.8205008169999,462.8205008169999,463.65533124900014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.828684960000146,,,,,,,sub-144,1,random_dot,,
right,right,36.0,0.0,18.0,right,1.0,1.447214170000052,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,1.0,463.661478484,,,,,,,,,463.655625901,464.8535886630001,465.64372645700007,465.6375337170001,465.637797582,465.64372645700007,465.64372645700007,465.64372645700007,467.095042415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.447214170000052,,,,,,,sub-144,1,random_dot,,
left,left,37.0,1.0,18.0,right,0.0,0.9456171480001104,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,0.0,467.103541158,,,,,,,,,467.09532022299993,467.8923169200001,468.687011872,468.67602160600006,468.67632563400014,468.687011872,468.687011872,468.687011872,469.6385784380001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9456171480001104,,,,,,,sub-144,1,random_dot,,
left,left,38.0,0.0,19.0,right,0.0,0.9013223459999152,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,0.0,469.644768384,,,,,,,,,469.6388803440001,469.737118208,470.52761377700006,470.520957656,470.521288392,470.52761377700006,470.52761377700006,470.52761377700006,471.4382232429999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9013223459999152,,,,,,,sub-144,1,random_dot,,
right,right,39.0,1.0,19.0,right,1.0,3.613713284999904,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,1.0,471.44405058199993,,,,,,,,,471.438502655,472.236808899,473.0270495200001,473.020681182,473.02098960699993,473.0270495200001,473.0270495200001,473.0270495200001,476.645841978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.613713284999904,,,,,,,sub-144,1,random_dot,,
right,right,40.0,0.0,20.0,right,1.0,1.5557345439999608,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,1.0,476.653623351,,,,,,,,,476.646140796,477.8423320390001,478.637053717,478.6264940580001,478.626837058,478.637053717,478.637053717,478.637053717,480.195829763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.5557345439999608,,,,,,,sub-144,1,random_dot,,
left,left,41.0,1.0,20.0,left,1.0,0.8831547910001518,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,0.0,480.2037225780001,,,,,,,,,480.1961223270001,481.392427781,482.187115112,482.17675932300006,482.1771039409999,482.187115112,482.187115112,482.187115112,483.07227628700014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8831547910001518,,,,,,,sub-144,1,random_dot,,
right,right,42.0,0.0,21.0,right,1.0,1.1529108140000517,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,1.0,483.0783915840001,,,,,,,,,483.0725746920001,483.1704266140001,483.961298376,483.9543589599999,483.954696725,483.961298376,483.961298376,483.961298376,485.1221763520001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1529108140000517,,,,,,,sub-144,1,random_dot,,
left,left,43.0,1.0,21.0,left,1.0,1.9837034649999623,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,0.0,485.1284269050001,,,,,,,,,485.122532277,485.9204107890001,486.711237529,486.7043692410001,486.70470662700006,486.711237529,486.711237529,486.711237529,488.7055422310001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.9837034649999623,,,,,,,sub-144,1,random_dot,,
left,left,44.0,0.0,22.0,right,0.0,1.8380904000000555,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,0.0,488.71060341200007,,,,,,,,,488.7059191320001,488.803606066,489.594512709,489.5877614510001,489.588113254,489.594512709,489.594512709,489.594512709,491.4385414280001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.8380904000000555,,,,,,,sub-144,1,random_dot,,
right,right,45.0,1.0,22.0,right,1.0,1.131058266000082,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,1.0,491.444319806,,,,,,,,,491.4388392039999,491.5371650190001,492.32783569700007,492.3211075780001,492.321444884,492.32783569700007,492.32783569700007,492.32783569700007,493.462131526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.131058266000082,,,,,,,sub-144,1,random_dot,,
left,left,46.0,0.0,23.0,left,1.0,4.385665166999843,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,0.0,493.470568825,,,,,,,,,493.462423826,493.809107509,494.60385357100006,494.593254772,494.5935849250001,494.60385357100006,494.60385357100006,494.60385357100006,498.9956620500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,4.385665166999843,,,,,,,sub-144,1,random_dot,,
right,right,47.0,1.0,23.0,right,1.0,0.9662660980000056,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,1.0,499.003694656,,,,,,,,,498.995966841,500.1925165220001,500.98722570100006,500.9764403200001,500.9767673320001,500.98722570100006,500.98722570100006,500.98722570100006,501.9554411560001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9662660980000056,,,,,,,sub-144,1,random_dot,,
right,right,48.0,0.0,24.0,right,1.0,1.4527689770000052,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,24.0,0.0,48.0,1.0,501.9616891260001,,,,,,,,,501.955736921,502.3037973040001,503.095126495,503.0880730729999,503.0884027149999,503.095126495,503.095126495,503.095126495,504.555660055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4527689770000052,,,,,,,sub-144,1,random_dot,,
left,left,49.0,1.0,24.0,left,1.0,1.283870085999979,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,24.0,1.0,49.0,0.0,504.56206063799993,,,,,,,,,504.55602081400014,504.9038102610001,505.6947178460001,505.6878238580001,505.688159363,505.6947178460001,505.6947178460001,505.6947178460001,506.988909997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.283870085999979,,,,,,,sub-144,1,random_dot,,
left,left,50.0,0.0,25.0,right,0.0,1.89433950800003,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,25.0,0.0,50.0,0.0,506.9952011040001,,,,,,,,,506.989210454,507.0871179679999,507.87795476200006,507.871246155,507.8715870580001,507.87795476200006,507.87795476200006,507.87795476200006,509.778806679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.89433950800003,,,,,,,sub-144,1,random_dot,,
right,right,51.0,1.0,25.0,right,1.0,1.187579372000073,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,1.0,509.78705543600006,,,,,,,,,509.7791114160001,510.975772877,511.7705135279999,511.7595615080001,511.759890876,511.7705135279999,511.7705135279999,511.7705135279999,512.9619587590001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.187579372000073,,,,,,,sub-144,1,random_dot,,
left,left,52.0,0.0,26.0,right,0.0,1.042464502999792,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,0.0,512.970527218,,,,,,,,,512.962231395,513.059180607,513.8538267,513.8429807020001,513.843311772,513.8538267,513.8538267,513.8538267,514.905782573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.042464502999792,,,,,,,sub-144,1,random_dot,,
right,right,53.0,1.0,26.0,left,0.0,0.8127179830000841,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,1.0,514.911840762,,,,,,,,,514.9061246730001,515.0038047890001,515.794593079,515.787766345,515.788130285,515.794593079,515.794593079,515.794593079,516.6119775630001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8127179830000841,,,,,,,sub-144,1,random_dot,,
left,left,54.0,0.0,27.0,left,1.0,1.083971298000051,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,27.0,0.0,54.0,0.0,516.6204704390001,,,,,,,,,516.6122566320001,517.4094216750001,518.2038295010001,518.1930809920001,518.1934156400001,518.2038295010001,518.2038295010001,518.2038295010001,519.2961592820001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.083971298000051,,,,,,,sub-144,1,random_dot,,
right,right,55.0,1.0,27.0,right,1.0,0.999869930000159,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,27.0,1.0,55.0,1.0,519.303771472,,,,,,,,,519.2964878000001,520.092615061,520.8871881210001,520.877161772,520.8774892590001,520.8871881210001,520.8871881210001,520.8871881210001,521.8887371760001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.999869930000159,,,,,,,sub-144,1,random_dot,,
right,right,56.0,0.0,28.0,left,0.0,1.4078505759998734,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,28.0,0.0,56.0,1.0,521.8950240959999,,,,,,,,,521.8890372019999,523.0873123530001,523.878054615,523.871381328,523.871723547,523.878054615,523.878054615,523.878054615,525.288922048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.4078505759998734,,,,,,,sub-144,1,random_dot,,
left,left,57.0,1.0,28.0,right,0.0,1.0614671319999616,,speed,space,4.062415175000069,,,,,,0.0,1.0,1.0,1.0,28.0,1.0,57.0,0.0,525.2950364239999,,,,,,,,,525.289213355,526.087166655,526.878047088,526.8711503430001,526.871483257,526.878047088,526.878047088,526.878047088,527.9457528070001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0614671319999616,,,,,,,sub-144,1,random_dot,,
