direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0130704339999283,0.0363082999997459,0.0363082999997459,1.5893582999997309,space,1.5278152639998552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-062,1,random_dot,59.60465792048754,
right,right,0.0,0.0,0.0,right,1.0,2.3387161320001724,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,1.6202473250000369,,,,,,,,,1.5983529739996811,2.792376389999845,3.603126831999816,3.577854577999915,3.578296235999914,3.603126831999816,3.603126831999816,3.603126831999816,5.949542645999827,right,1.0,2.3387161320001724,,5.959008684999844,5.994884924999951,6.465789935999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-062,1,random_dot,59.60465792048754,
left,left,1.0,1.0,0.0,left,1.0,1.4448948479998762,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,6.480504325999846,,,,,,,,,6.466081537999799,6.812257102999865,7.631056276999971,7.61186635499962,7.6121690549998675,7.631056276999971,7.631056276999971,7.631056276999971,9.08540858599963,left,1.0,1.4448948479998762,,9.08557767000002,9.100168455999665,9.59539919200006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-062,1,random_dot,59.60465792048754,
left,left,2.0,0.0,1.0,right,0.0,0.7358760810002423,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,9.611955231999673,,,,,,,,,9.595766431999891,9.695317917000011,10.498451845999623,10.480227761999686,10.480527666999931,10.498451845999623,10.498451845999623,10.498451845999623,11.251133542999924,right,0.0,0.7358760810002423,,11.258162243999775,11.27093993499966,11.763186603999657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-062,1,random_dot,59.60465792048754,
right,right,3.0,1.0,1.0,right,1.0,1.596132158999808,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,11.7796610649998,,,,,,,,,11.763450513999942,11.863126724999802,12.665953958000046,12.647612065999963,12.647898457999872,12.665953958000046,12.665953958000046,12.665953958000046,14.286688263999622,right,1.0,1.596132158999808,,14.28943361599977,14.30006461899984,14.79788398599976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-062,1,random_dot,59.60465792048754,
right,right,4.0,0.0,2.0,right,1.0,1.5704621459999544,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,14.814944837999974,,,,,,,,,14.798152761999972,14.897698829999626,15.69866960399986,15.68206532899967,15.682339820999914,15.69866960399986,15.69866960399986,15.69866960399986,17.287064451999868,right,1.0,1.5704621459999544,,17.28715986899988,17.30212152599961,17.79935502599983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-062,1,random_dot,59.60465792048754,
left,left,5.0,1.0,2.0,left,1.0,1.0299403579997488,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,17.81605833200001,,,,,,,,,17.79962392399966,18.99982551799985,19.8022233329998,19.784061946999827,19.7843473009998,19.8022233329998,19.8022233329998,19.8022233329998,20.83548164800004,left,1.0,1.0299403579997488,,20.83558642699973,20.850333156000037,21.33480470599989,21.35091501099987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-062,1,random_dot,59.60465792048754,
right,right,6.0,0.0,3.0,right,1.0,1.5130723209999817,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,21.35091501099987,,,,,,,,,21.33505267800001,21.70108970000001,22.503596821999963,22.485365375999663,22.48564788999965,22.503596821999963,22.503596821999963,22.503596821999963,24.02032370500001,right,1.0,1.5130723209999817,,24.02041705199963,24.034556474000052,24.51968382699988,24.535763883999607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-062,1,random_dot,59.60465792048754,
left,left,7.0,1.0,3.0,left,1.0,1.181804940999882,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,24.535763883999607,,,,,,,,,24.51992640899971,25.319480032999763,26.12184218099992,26.10365357000001,26.103926293999848,26.12184218099992,26.12184218099992,26.12184218099992,27.315712489999896,left,1.0,1.181804940999882,,27.315813737999637,27.328363300999627,27.82127329800005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-062,1,random_dot,59.60465792048754,
left,left,8.0,0.0,4.0,right,0.0,1.9367321919999083,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,27.838157569000032,,,,,,,,,27.821517085999854,29.021333530999986,29.823654932999943,29.805457085999933,29.805723987999954,29.823654932999943,29.823654932999943,29.823654932999943,31.781573125999785,right,0.0,1.9367321919999083,,31.785537230000045,31.79759048400001,32.289666289999786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-062,1,random_dot,59.60465792048754,
