direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007434666971676,0.0187432499369606,0.0187432499369606,1.771308916970156,space,1.5835109580075368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
right,right,0.0,0.0,0.0,right,1.0,12.49882824998349,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,1.8095482919598,,,,,,,,,1.7990625839447605,1.878510584007017,2.6795767499133945,2.663368749897927,2.663877874962054,2.6795767499133945,2.6795767499133945,2.6795767499133945,7.651599625009112,15.190994667005723,right,1.0,12.49882824998349,,15.20142620895058,15.265252958983185,15.696063874987884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
left,left,1.0,1.0,0.0,left,1.0,5.600539290928282,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,15.702966791926883,,,,,,,,,15.697283749934286,16.485877083963715,17.28443904197775,17.278935124981217,17.279243499971926,17.28443904197775,17.28443904197775,17.28443904197775,22.2686424999265,22.90033687499817,left,1.0,5.600539290928282,,22.90095516690053,22.913625166984275,23.402776666916907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
right,right,2.0,0.0,1.0,right,1.0,4.130392124061473,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,23.4124834589893,,,,,,,,,23.40338266699109,23.495994749944657,24.28818566689733,24.27932041697204,24.28003137500491,24.28818566689733,24.28818566689733,24.28818566689733,,28.42112683400046,right,1.0,4.130392124061473,,28.421414083917625,28.43151291692629,28.91955087496899,28.92889149999246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
left,left,3.0,1.0,1.0,right,0.0,3.1551484159426764,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,28.92889149999246,,,,,,,,,28.92010420898441,30.11919520900119,30.910761500010267,30.902069708914496,30.90276074991561,30.910761500010267,30.910761500010267,30.910761500010267,,34.070484083960764,right,0.0,3.1551484159426764,,34.07949304196518,34.085983124910854,34.56922049995046,34.579097541980445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
right,right,4.0,0.0,2.0,left,0.0,2.045019207056612,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,34.579097541980445,,,,,,,,,34.56974654190708,34.67547354195267,35.471342374919914,35.4625999169657,35.463254874921404,35.471342374919914,35.471342374919914,35.471342374919914,,37.520495250006206,left,0.0,2.045019207056612,,37.52073183399625,37.53117991692852,38.01944804191589,38.0290030419128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
left,left,5.0,1.0,2.0,right,0.0,1.5585305410204455,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,38.0290030419128,,,,,,,,,38.01984687498771,38.36932420893572,39.16182566690259,39.1531377088977,39.15376041689888,39.16182566690259,39.16182566690259,39.16182566690259,,40.72939554194454,right,0.0,1.5585305410204455,,40.7295644589467,40.738955041975714,41.22953383391723,41.24577874992974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
right,right,6.0,0.0,3.0,left,0.0,8.170406499993987,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,41.24577874992974,,,,,,,,,41.23021570895799,41.318455583998,42.12120666692499,42.1104947499698,42.11131587496493,42.12120666692499,42.12120666692499,42.12120666692499,47.09971424995456,50.299969666986726,left,0.0,8.170406499993987,,50.30044754198752,50.31206324999221,50.79593729192857,50.80219129193574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
left,left,7.0,1.0,3.0,left,1.0,7.516396416001953,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,50.80219129193574,,,,,,,,,50.79666870890651,51.598546499968506,52.39516091695987,52.38526762498077,52.386481791967526,52.39516091695987,52.39516091695987,52.39516091695987,57.37874549999833,59.92060183396097,left,1.0,7.516396416001953,,59.929833874921314,59.93904349999502,60.42884974996559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
left,left,8.0,0.0,4.0,right,0.0,3.9365082079311833,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,60.43518829194363,,,,,,,,,60.42974920896813,61.21890441700816,62.02033137495164,62.01212016690988,62.01285883400124,62.02033137495164,62.02033137495164,62.02033137495164,,65.96399916696828,right,0.0,3.9365082079311833,,65.96959508396685,65.97820783394855,66.4613979998976,66.46663325000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
right,right,9.0,1.0,4.0,right,1.0,4.009050998953171,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,66.46663325000554,,,,,,,,,66.46207420900464,67.26220424997155,68.05537516693585,68.04610729194246,68.04705874994397,68.05537516693585,68.05537516693585,68.05537516693585,,72.07137120899279,right,1.0,4.009050998953171,,72.0775474589318,72.0858182089869,72.57903233391698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
right,right,10.0,0.0,5.0,left,0.0,10.529834666056558,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,72.58532470895443,,,,,,,,,72.57981745898724,72.66905395896174,73.46152799995616,73.45281637494918,73.45329820900224,73.46152799995616,73.46152799995616,73.46152799995616,78.44513370899949,84.00009291700553,left,0.0,10.529834666056558,,84.00919074995909,84.01734962500632,84.50140191696119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
left,left,11.0,1.0,5.0,left,1.0,4.1562864989973605,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,84.51183316693641,,,,,,,,,84.50211041700095,85.69499504193664,86.48864258395042,86.4790793339489,86.48051179200411,86.48864258395042,86.48864258395042,86.48864258395042,,90.65623199997935,left,1.0,4.1562864989973605,,90.66155041696038,90.66725558391772,91.15178999991622,91.16168729192576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
left,left,12.0,0.0,6.0,left,1.0,3.3261391239939258,,,,,,6.0,0.0,12.0,0.0,,,,,,,,,91.16168729192576,,,,,,,,,91.15242241695525,92.35029145900626,93.14703195891344,93.133570667007,93.13745866692624,93.14703195891344,93.14703195891344,93.14703195891344,,96.48945249989627,left,1.0,3.3261391239939258,,96.4896716249641,96.49699016695376,96.9854787089862,96.99518279195765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
right,right,13.0,1.0,6.0,left,0.0,5.5408357080305,,,,,,6.0,1.0,13.0,1.0,,,,,,,,,96.99518279195765,,,,,,,,,96.98605179192964,97.78524479200132,98.57766587496737,98.56864966696594,98.56927066692153,98.57766587496737,98.57766587496737,98.57766587496737,103.56204454193356,104.12153708399272,left,0.0,5.5408357080305,,104.1298228339292,104.13856570899952,104.6286266669631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
left,left,14.0,0.0,7.0,right,0.0,2.9765794579871,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,104.63575458398554,,,,,,,,,104.62965795898344,105.41814879199956,106.21118166693486,106.20218116696924,106.20278358389623,106.21118166693486,106.21118166693486,106.21118166693486,,109.19523854192812,right,0.0,2.9765794579871,,109.19529616693036,109.20034174993634,109.68533195892816,109.69477404200006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
right,right,15.0,1.0,7.0,left,0.0,2.5365307080792263,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,109.69477404200006,,,,,,,,,109.68573279189876,110.8849685419118,111.67732841696125,111.66869662492536,111.66919824993238,111.67732841696125,111.67732841696125,111.67732841696125,,114.23955883400048,left,0.0,2.5365307080792263,,114.2406561669195,114.2510696669342,114.7348746249918,114.74487566691823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
right,right,16.0,0.0,8.0,right,1.0,2.942875707987696,,,,,,8.0,0.0,16.0,1.0,,,,,,,,,114.74487566691823,,,,,,,,,114.73548145894893,115.53570595895872,116.32783120893872,116.31840187497436,116.31913112499753,116.32783120893872,116.32783120893872,116.32783120893872,,119.28567745897452,right,1.0,2.942875707987696,,119.28925074997824,119.29577812494244,119.7786446249811,119.78464483399875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
left,left,17.0,1.0,8.0,right,0.0,1.66167174896691,,,,,,8.0,1.0,17.0,0.0,,,,,,,,,119.78464483399875,,,,,,,,,119.77925245894583,119.88494204194284,120.68662466690876,120.67844845890068,120.67906754196156,120.68662466690876,120.68662466690876,120.68662466690876,,122.35313612490428,right,0.0,1.66167174896691,,122.35750904190354,122.36564466694836,122.85179470898584,122.8615050839726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
left,left,18.0,0.0,9.0,left,1.0,2.9084347910247743,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,122.8615050839726,,,,,,,,,122.85231574997306,122.95159266691188,123.75260654196607,123.744314208976,123.7453744589584,123.75260654196607,123.75260654196607,123.75260654196607,,126.66937562497333,left,1.0,2.9084347910247743,,126.67764166695996,126.68586041696835,127.17812449997292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
right,right,19.0,1.0,9.0,right,1.0,2.762072581914253,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,127.1832662919769,,,,,,,,,127.1786134999711,128.36985241691582,129.17044362495653,129.16175949992612,129.16255779191852,129.17044362495653,129.17044362495653,129.17044362495653,,131.9352414169116,right,1.0,2.762072581914253,,131.9354544589296,131.94356291694567,132.42853699997067,132.4391254169168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-112,1,random_dot,,
