direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,1.0,508.2378888999956,,,,,,,,,508.2237813999964,508.3382161000045,509.1373969999986,509.121874000004,509.1219134999992,509.1373969999986,509.1373969999986,509.1373969999986,509.7557568000048,right,1.0,28.57053910000832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,0.0,509.77086340000096,,,,,,,,,509.7576074999961,510.5704265999957,511.370219599994,511.3545524999936,511.354579699997,511.370219599994,511.370219599994,511.370219599994,512.9892031000054,left,1.0,29.569050600010087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,1.0,513.0034716999944,,,,,,,,,512.9910982000001,513.8032028000016,514.602945599996,514.5876994999999,514.5877265000017,514.602945599996,514.602945599996,514.602945599996,515.6544243999961,right,1.0,28.995661199995084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,0.0,515.6696666000062,,,,,,,,,515.6562553999975,516.8693861999927,517.669438900004,517.6536477000045,517.6536773999978,517.669438900004,517.669438900004,517.669438900004,519.4369970999978,left,1.0,29.714088800014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,1.0,519.4521100999991,,,,,,,,,519.4388478000037,520.2520135999948,521.0518003000034,521.0361578000011,521.0361875999952,521.0518003000034,521.0518003000034,521.0518003000034,524.302641000002,right,1.0,31.19637300001341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,1.0,524.3178443999932,,,,,,,,,524.3044666999922,525.5178872999968,526.317615699998,526.3017613999982,526.3017892999924,526.317615699998,526.317615699998,526.317615699998,529.301956299998,left,0.0,30.94024540000828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,0.0,529.3170123000018,,,,,,,,,529.3038042999979,529.4172642000049,530.2168037999945,530.2015541000001,530.2015835000057,530.2168037999945,530.2168037999945,530.2168037999945,533.1346686000034,left,1.0,30.87714650000271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,0.0,533.1498463000025,,,,,,,,,533.1364809999941,534.3494627000036,535.1495694000041,535.1340818000026,535.1341083000007,535.1495694000041,535.1495694000041,535.1495694000041,536.2007580999925,right,0.0,29.003428300013184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,1.0,536.2157666999992,,,,,,,,,536.2025804000004,537.4155095000024,538.2153563000029,538.1999322000047,538.1999597999966,538.2153563000029,538.2153563000029,538.2153563000029,539.1001496999961,right,1.0,28.830571500002407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,0.0,539.1153355999995,,,,,,,,,539.1019690999965,539.9150025999988,540.714936000004,540.6994178000023,540.6994444000011,540.714936000004,540.714936000004,540.714936000004,541.616483699996,left,1.0,28.85149000000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,1.0,541.6316147000034,,,,,,,,,541.6182774000044,541.9815254999994,542.781309500002,542.7655952000059,542.7656235000031,542.781309500002,542.781309500002,542.781309500002,543.7341717999952,right,1.0,28.90953990000708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,0.0,543.7477901999955,,,,,,,,,543.7360745000042,543.8481093000009,544.6474749000045,544.6320018999977,544.6320284999965,544.6474749000045,544.6474749000045,544.6474749000045,545.5667790000007,left,1.0,28.87044510000851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,1.0,545.5806356999965,,,,,,,,,545.5687203999987,546.3808505000052,547.1802656999935,547.164663699994,547.1646911999997,547.1802656999935,547.1802656999935,547.1802656999935,550.4149748000054,right,1.0,31.19164030000684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
,,accuracy,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.4163626999944,550.430124999999,555.4291032000037,555.4138370000001,sub-002,,,,
