direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 86
left,left,23.0,1.0,11.0,right,0.0,0.814155104017118,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,11.0,1.0,23.0,0.0,360.10546404798515,,,,,,,,,360.0990929969994,361.2886309589958,362.0832987089816,362.0724535039917,362.0732202579966,362.0832987089816,362.0832987089816,362.0832987089816,362.8987586899893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.814155104017118,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,24.0,0.0,12.0,left,1.0,0.7321594129898585,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,12.0,0.0,24.0,0.0,362.9049999959825,,,,,,,,,362.899050062988,363.2486674329848,364.0484240700025,364.0374568379775,364.03824926397647,364.0484240700025,364.0484240700025,364.0484240700025,364.79798221497913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7321594129898585,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,25.0,1.0,12.0,right,1.0,1.2881688300112728,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,12.0,1.0,25.0,1.0,364.80495930899633,,,,,,,,,364.7982602019911,365.1382390100043,365.9395270340028,365.9314160469803,365.93187406499055,365.9395270340028,365.9395270340028,365.9395270340028,367.2320557349885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2881688300112728,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,26.0,0.0,13.0,left,1.0,1.1493445169762708,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,13.0,0.0,26.0,0.0,367.23867162299575,,,,,,,,,367.23235950199887,367.3314357420022,368.1242713009997,368.1157952839858,368.1164571769768,368.1242713009997,368.1242713009997,368.1242713009997,369.2811405529792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1493445169762708,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,27.0,1.0,13.0,right,1.0,0.638655172981089,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,13.0,1.0,27.0,1.0,369.287566391984,,,,,,,,,369.2813595589832,370.0701643459906,370.8649625969993,370.8541314549802,370.8549118549854,370.8649625969993,370.8649625969993,370.8649625969993,371.51472032198217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.638655172981089,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,28.0,0.0,14.0,right,1.0,0.876273966016015,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,14.0,0.0,28.0,1.0,371.5221498309984,,,,,,,,,371.5149577359844,372.31593252997845,373.114300606976,373.1037161120039,373.1044179579767,373.114300606976,373.114300606976,373.114300606976,374.00002990697976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.876273966016015,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,29.0,1.0,14.0,right,0.0,0.8221513290191069,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,14.0,1.0,29.0,0.0,374.0069684599876,,,,,,,,,374.0004601099936,375.1986700870039,375.9904307370016,375.98232385198935,375.9827891469759,375.9904307370016,375.9904307370016,375.9904307370016,376.8194899889932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8221513290191069,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,30.0,0.0,15.0,left,1.0,0.6630794700176921,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,15.0,0.0,30.0,0.0,376.8301686389896,,,,,,,,,376.8198055179964,377.61379588997806,378.4077992370003,378.3981161800039,378.39874980199966,378.4077992370003,378.4077992370003,378.4077992370003,379.0806079619797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6630794700176921,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,31.0,1.0,15.0,right,1.0,0.7760051309887785,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,1.0,379.0870807739848,,,,,,,,,379.08084518197575,380.2712064859807,381.0665428380016,381.05550192299415,381.05629455298185,381.0665428380016,381.0665428380016,381.0665428380016,381.8498615499993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7760051309887785,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,32.0,0.0,16.0,right,0.0,0.7572121809935197,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,0.0,381.85682178798015,,,,,,,,,381.850088014995,382.1998548499832,382.9974554849905,382.9871702539968,382.9877897889819,382.9974554849905,382.9974554849905,382.9974554849905,383.7661819009809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7572121809935197,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,33.0,1.0,16.0,right,1.0,1.1591079120116774,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,1.0,383.7732033990033,,,,,,,,,383.7664165599854,384.563891607977,385.3545610969886,385.34711607100326,385.34748970498913,385.3545610969886,385.3545610969886,385.3545610969886,386.5159588959941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1591079120116774,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,34.0,0.0,17.0,left,1.0,0.6138372300192714,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,0.0,386.5235981919977,,,,,,,,,386.5164728339878,386.6139375779894,387.4068740539951,387.3987082959793,387.3991634720005,387.4068740539951,387.4068740539951,387.4068740539951,388.0240935609909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6138372300192714,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,35.0,1.0,17.0,left,0.0,0.9244774680119008,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,1.0,388.031209023,,,,,,,,,388.0243438500038,389.2193798369845,390.0135717079975,390.0033834849892,390.00399424898205,390.0135717079975,390.0135717079975,390.0135717079975,390.9458786339965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.9244774680119008,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,36.0,0.0,18.0,left,0.0,0.7278756469895598,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,1.0,390.9633315169776,,,,,,,,,390.9461629379948,391.7475293059833,392.5417808629864,392.53220440799487,392.5328051300021,392.5417808629864,392.5417808629864,392.5417808629864,393.2806891509972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7278756469895598,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,37.0,1.0,18.0,left,1.0,1.7525215159985237,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,0.0,393.2873980719887,,,,,,,,,393.2809587349766,394.4707063869864,395.2715879769821,395.2640970229986,395.26439783899696,395.2715879769821,395.2715879769821,395.2715879769821,397.03007136599626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.7525215159985237,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,38.0,0.0,19.0,right,0.0,0.6266012339910958,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,0.0,397.0474921819987,,,,,,,,,397.03040854699793,397.11987502500415,397.9143648949976,397.9036977289943,397.90431889198953,397.9143648949976,397.9143648949976,397.9143648949976,398.5431049710023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6266012339910958,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,39.0,1.0,19.0,right,1.0,0.7695741460192949,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,1.0,398.5500688269967,,,,,,,,,398.54336963797687,398.6378360539966,399.4401093819761,399.4320043339976,399.4325908529863,399.4401093819761,399.4401093819761,399.4401093819761,400.2169866359909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7695741460192949,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,40.0,0.0,20.0,left,1.0,0.6272175520134624,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,0.0,400.22452569397865,,,,,,,,,400.2172045100015,401.0148166109866,401.8144054489967,401.80341625699657,401.8042188999825,401.8144054489967,401.8144054489967,401.8144054489967,402.44981542698224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6272175520134624,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,41.0,1.0,20.0,left,0.0,0.7228304320015013,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,1.0,402.45766830598586,,,,,,,,,402.4500551989768,403.6477072659764,404.4389104919974,404.4306359079783,404.4310875669762,404.4389104919974,404.4389104919974,404.4389104919974,405.1700199359912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7228304320015013,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,42.0,0.0,21.0,left,0.0,1.3373967499937862,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,1.0,405.1797280309838,,,,,,,,,405.1702548949979,405.5134707379912,406.3062792769924,406.2972248889855,406.2976841669879,406.3062792769924,406.3062792769924,406.3062792769924,407.64787112898193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.3373967499937862,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,43.0,1.0,21.0,left,1.0,1.0571221429854631,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,0.0,407.65596008999273,,,,,,,,,407.6481246659823,408.8463283049932,409.6405417450005,409.6322592749784,409.6328160089906,409.6405417450005,409.6405417450005,409.6405417450005,410.7055749470019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0571221429854631,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,44.0,0.0,22.0,right,1.0,0.8525630579970311,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,1.0,410.7143194929813,,,,,,,,,410.705867386976,411.90176145598525,412.69913905498106,412.6883034039929,412.6891017029993,412.69913905498106,412.69913905498106,412.69913905498106,413.563684083987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8525630579970311,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,45.0,1.0,22.0,left,1.0,1.2883064599882346,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,0.0,413.5712517929787,,,,,,,,,413.5639723519853,413.9140338829893,414.705529267987,414.6973363469879,414.6977938329801,414.705529267987,414.705529267987,414.705529267987,415.9978191329865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2883064599882346,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,46.0,0.0,23.0,left,0.0,2.0842063190066256,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,1.0,416.0045155549888,,,,,,,,,415.998069038993,416.0876341759868,416.8904643849819,416.88189514898113,416.88248683098936,416.8904643849819,416.8904643849819,416.8904643849819,418.9821974039951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.0842063190066256,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,47.0,1.0,23.0,right,0.0,0.6292181160242762,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,0.0,418.9891014589812,,,,,,,,,418.9824387219851,419.7812008629844,420.5803739239928,420.5697378049954,420.5704178570013,420.5803739239928,420.5803739239928,420.5803739239928,421.2147774559853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6292181160242762,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,48.0,0.0,24.0,right,1.0,0.7410782229853794,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,24.0,0.0,48.0,1.0,421.2213315379922,,,,,,,,,421.2150106199842,421.5661304349778,422.36492023599567,422.35392683398095,422.35471207500086,422.36492023599567,422.36492023599567,422.36492023599567,423.10914841498015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7410782229853794,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,49.0,1.0,24.0,right,0.0,0.7283171009912621,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,24.0,1.0,49.0,0.0,423.1172007409914,,,,,,,,,423.10968518597656,423.4544256170048,424.25645774797886,424.2481086349872,424.2485654169868,424.25645774797886,424.25645774797886,424.25645774797886,424.99028341899975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7283171009912621,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,50.0,0.0,25.0,right,1.0,1.1029952690005302,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,25.0,0.0,50.0,1.0,424.99893719598185,,,,,,,,,424.9905071349931,425.0860396439966,425.8807658509759,425.8706068059837,425.8713021059812,425.8807658509759,425.8807658509759,425.8807658509759,426.9975302469975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1029952690005302,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,51.0,1.0,25.0,left,1.0,0.6491191299865022,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,0.0,427.005288891989,,,,,,,,,426.9977823349764,427.7873756009794,428.5885890539794,428.5804693709943,428.58093792398,428.5885890539794,428.5885890539794,428.5885890539794,429.2469892569934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6491191299865022,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,52.0,0.0,26.0,right,0.0,0.3935251559887547,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,0.0,429.25563456400414,,,,,,,,,429.24720733999857,429.5874763629981,430.3961662449874,430.37112858498585,430.37192010798026,430.3961662449874,430.3961662449874,430.3961662449874,430.79707867797697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.3935251559887547,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,53.0,1.0,26.0,left,0.0,0.6484796129807364,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,1.0,430.8038773429871,,,,,,,,,430.7973777609877,431.9878689379839,432.7962669839908,432.7712497789762,432.7720577509899,432.7962669839908,432.7962669839908,432.7962669839908,433.4502461469965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6484796129807364,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,54.0,0.0,27.0,right,1.0,0.8894901640014723,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,27.0,0.0,54.0,1.0,433.46263720598654,,,,,,,,,433.4504592019948,433.7966135219904,434.5966209229955,434.5831143399992,434.5837637069926,434.5966209229955,434.5966209229955,434.5966209229955,435.4980104540009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8894901640014723,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,55.0,1.0,27.0,left,1.0,0.9320097849995364,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,27.0,1.0,55.0,0.0,435.51295564498287,,,,,,,,,435.49850823599263,436.6873261239962,437.4888408090046,437.48032338998746,437.48054575998685,437.4888408090046,437.4888408090046,437.4888408090046,438.42381300599664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9320097849995364,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,56.0,0.0,28.0,right,1.0,0.7059347860049456,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,28.0,0.0,56.0,1.0,438.44764338000095,,,,,,,,,438.4240652529989,439.2207563440024,440.0238810970041,440.0144701989775,440.0149241469917,440.0238810970041,440.0238810970041,440.0238810970041,440.7308868669789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7059347860049456,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,57.0,1.0,28.0,right,0.0,0.9620351170015056,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,28.0,1.0,57.0,0.0,440.7365241909865,,,,,,,,,440.7311404259817,440.8206806340022,441.628700309986,441.6040331989934,441.604984081001,441.628700309986,441.628700309986,441.628700309986,442.61278441897593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9620351170015056,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,58.0,0.0,29.0,left,0.0,0.7252179339993745,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,29.0,0.0,58.0,1.0,442.6298270649859,,,,,,,,,442.6131653699849,443.4025615519786,444.2125402239908,444.187613541988,444.188396529993,444.2125402239908,444.2125402239908,444.2125402239908,444.9463954829844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7252179339993745,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,59.0,1.0,29.0,right,0.0,0.5681582569959573,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,29.0,1.0,59.0,0.0,444.9539778629842,,,,,,,,,444.9466892489872,445.7355161889864,446.5297082629986,446.5193801400019,446.5199473589892,446.5297082629986,446.5297082629986,446.5297082629986,447.1060078049777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.5681582569959573,,,,,sub-088,1.0,random_dot,120.96078672052772,
,,1.0,1.0,0.0,,,,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-088,1.0,random_dot,120.96078672052772,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.1107570989989,447.1187396419991,sub-088,,,,
