direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 72
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,150.74287319998257,,,,,,,,,150.7266959999688,151.5436867000535,152.34392999997362,152.3268749001436,152.32690220000222,152.34392999997362,152.34392999997362,152.34392999997362,152.89584779995494,left,1.0,16.544669299619272,,152.8965613001492,152.91106009995565,153.39515490015037,153.410923599964,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,153.410923599964,,,,,,,,,153.3958646999672,153.51043200003917,154.30948809999973,154.29441510001195,154.29445010004565,154.30948809999973,154.30948809999973,154.30948809999973,154.9597100999672,left,1.0,16.645400599809363,,154.96013200003654,154.97512870002538,155.46092940005474,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,155.47695160005242,,,,,,,,,155.46152719995007,156.2605910000857,157.06075510010123,157.04548060009256,157.04552279994823,157.06075510010123,157.06075510010123,157.06075510010123,157.63037150003947,right,1.0,16.570066899759695,,157.63114910013974,157.64325170009397,158.12829480017535,158.1436123000458,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,158.1436123000458,,,,,,,,,158.12896280013956,158.49324660003185,159.294080800144,159.27818320016377,159.27822400000878,159.294080800144,159.294080800144,159.294080800144,159.72895200015046,left,0.0,16.42211419972591,,159.72961260005832,159.74284860002808,160.2282476001419,160.2435847001616,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,160.2435847001616,,,,,,,,,160.2289283000864,160.34335510013625,161.1441435001325,161.1287120000925,161.12875550007448,161.1441435001325,161.1441435001325,161.1441435001325,161.8781402001623,left,1.0,16.724275699816644,,161.87870460003614,161.8929070001468,162.3779104000423,162.39355810009874,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,162.39355810009874,,,,,,,,,162.37849240005016,163.19390910002403,163.99362329998985,163.97789980005473,163.97793280007318,163.99362329998985,163.99362329998985,163.99362329998985,164.39601290016435,right,1.0,16.39671909972094,,164.39678340009414,164.41028870013542,164.895209700102,164.9107511001639,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,164.9107511001639,,,,,,,,,164.8959125999827,166.11050270008857,166.91060289996676,166.8947191000916,166.8947595001664,166.91060289996676,166.91060289996676,166.91060289996676,167.4125813001301,left,1.0,16.50234129978344,,167.41328099998643,167.4267669999972,167.91160370013677,167.9270001000259,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,167.9270001000259,,,,,,,,,167.9123123001773,169.12717660004273,169.92860070010647,169.91084290016445,169.91086900001392,169.92860070010647,169.92860070010647,169.92860070010647,170.37887360015884,right,0.0,16.45096919964999,,170.37953720008954,170.39210209995508,170.87840480008165,170.89282270008698,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,170.89282270008698,,,,,,,,,170.87888099998236,170.99400639999658,171.80896940012462,171.79193690000102,171.79195700003766,171.80896940012462,171.80896940012462,171.80896940012462,172.26097119995393,right,1.0,16.439282699720934,,172.26146820001304,172.27545369998552,172.76151950005442,172.7769704000093,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,172.7769704000093,,,,,,,,,172.7621361000929,173.126553399954,173.92716239998117,173.9114874000661,173.91152089997195,173.92716239998117,173.92716239998117,173.92716239998117,174.3614340999629,left,1.0,16.421445099636912,,174.36214089998975,174.37582459999248,174.85999549995176,174.87667210004292,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,174.87667210004292,,,,,,,,,174.8604500000365,176.07659479998983,176.8933902999852,176.8763538999483,176.8763858000748,176.8933902999852,176.8933902999852,176.8933902999852,177.44727770006284,right,1.0,16.55391679983586,,177.44809289998375,177.4595210000407,177.94497029995546,177.95943449996412,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.94508090009913,177.95943449996412,177.95943449996412,179.07913190010004,space,17.11935289995745,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0791866001673,179.09280300000682,179.09280300000682,185.77925100014545,space,22.68715409981087,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.22278159996492,,,,,,,,,191.20362400007437,192.4098609001376,193.2101545999758,193.19409919995812,193.19413540000096,193.2101545999758,193.2101545999758,193.2101545999758,194.1456754000392,right,0.0,16.930812699720263,,,,,,,,,,,,,,,,,,,,185.80002399999648,185.82687650015575,185.82687650015575,191.19453620002605,space,21.360895099816844,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,194.15926950005812,,,,,,,,,194.1475969001185,194.5100619001314,195.30994340009056,195.29426360013892,195.29430700000376,195.30994340009056,195.30994340009056,195.30994340009056,195.98472549999133,right,1.0,16.675305399810895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,195.9942308999598,,,,,,,,,195.98616289999336,196.79338359995745,197.59376169997267,197.57771040010263,197.5777499000542,197.59376169997267,197.59376169997267,197.59376169997267,198.66136230016127,right,1.0,17.06033069989644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,198.67501170001924,,,,,,,,,198.66275739995763,199.87623209995215,200.67654810007664,200.66057269996963,200.6606161999516,200.67654810007664,200.67654810007664,200.67654810007664,201.56033740006387,left,1.0,16.88355019968003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,201.57683650008403,,,,,,,,,201.56119689997288,201.92613540007733,202.72577510005797,202.7112052000593,202.7112406999804,202.72577510005797,202.72577510005797,202.72577510005797,203.91135900001973,left,1.0,17.184612300014123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,203.92499700002367,,,,,,,,,203.91246829996817,205.126056100009,205.92658690013923,205.91131130000576,205.91135190008208,205.92658690013923,205.92658690013923,205.92658690013923,206.41223530005664,right,1.0,16.478515199851245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,206.425954699982,,,,,,,,,206.41372529999356,207.22425630013456,208.0244301001076,208.0080361000728,208.00805629999377,208.0244301001076,208.0244301001076,208.0244301001076,208.97898510005325,left,1.0,16.950681599788368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,208.99219520017505,,,,,,,,,208.98036899999715,209.34328240016475,210.5021081001032,210.14303730009124,210.1430695001036,210.5021081001032,210.5021081001032,210.5021081001032,211.11092290002853,right,1.0,16.60120249981992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,211.12601869995703,,,,,,,,,211.1119238999672,211.9262213001493,212.74131010007116,212.72464930010028,212.7246718001552,212.74131010007116,212.74131010007116,212.74131010007116,213.36157199996524,left,1.0,16.60634349961765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,1.0,213.3759945000056,,,,,,,,,213.3633459000848,214.57487070001665,215.3747692999896,215.3584959001746,215.3585157000925,215.3747692999896,215.3747692999896,215.3747692999896,215.94254890014415,right,1.0,16.56448889989406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,215.9575873001013,,,,,,,,,215.9433480000589,217.1427510001231,217.9429401999805,217.9271673001349,217.9272102001123,217.9429401999805,217.9429401999805,217.9429401999805,218.88035790016875,right,1.0,16.937153299804777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,218.89303130004555,,,,,,,,,218.8818608999718,220.0923723001033,220.89271389995704,220.87743580015376,220.87747490010224,220.89271389995704,220.89271389995704,220.89271389995704,221.69512130017392,left,1.0,16.79946259991266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,1.0,221.7081275000237,,,,,,,,,221.69622050016187,222.05951420008205,222.8593948001508,222.84422670002093,222.8443126999773,222.8593948001508,222.8593948001508,222.8593948001508,223.4775734001305,right,1.0,16.610597799764946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,0.0,223.4928168000188,,,,,,,,,223.47900709998797,224.29246280016375,225.0928462999873,225.07660920009948,225.07665150007236,225.0928462999873,225.0928462999873,225.0928462999873,225.87765030004084,left,1.0,16.784554099896923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,225.8929802000057,,,,,,,,,225.8787943001371,225.99244410009123,226.7926135000307,226.77691849996336,226.77695760014467,226.7926135000307,226.7926135000307,226.7926135000307,227.4437001999468,right,0.0,16.63798339967616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,227.4597088000737,,,,,,,,,227.44499119999816,227.80962880002332,228.60947909997776,228.5939786001109,228.5940178001765,228.60947909997776,228.60947909997776,228.60947909997776,229.42905770009384,right,1.0,16.817440699785948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,1.0,229.44236530014317,,,,,,,,,229.43049250007607,229.5410348000005,230.3424631000962,230.32827210007235,230.32831120002083,230.3424631000962,230.3424631000962,230.3424631000962,230.99606980010867,right,1.0,16.64855429972522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,0.0,231.00922200013883,,,,,,,,,230.99753900012,232.2094797999598,233.0098381000571,232.9949384001084,232.9949779000599,233.0098381000571,233.0098381000571,233.0098381000571,233.74415319995023,left,1.0,16.722045399947092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,1.0,233.7584935000632,,,,,,,,,233.7452359001618,233.85683780000545,234.65950460010208,234.64407890010625,234.64412180008367,234.65950460010208,234.65950460010208,234.65950460010208,235.21037440001965,right,1.0,16.55017779977061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,0.0,235.22480359999463,,,,,,,,,235.21129530016333,236.0255994000472,236.8423746000044,236.82550350017848,236.82552720000967,236.8423746000044,236.8423746000044,236.8423746000044,237.4104504000861,right,0.0,16.56007739994675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,237.42578579997644,,,,,,,,,237.41145210014656,238.62551690009423,239.42580069997348,239.41068650013767,239.41072320006788,239.42580069997348,239.42580069997348,239.42580069997348,239.9282882001717,left,1.0,16.49717369978316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,239.9424705000129,,,,,,,,,239.92943689995445,240.29277499997988,241.1075615000445,241.0917537000496,241.09178130002687,241.1075615000445,241.1075615000445,241.1075615000445,241.57692930009216,right,1.0,16.459085499867797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,241.59079000004567,,,,,,,,,241.57800570013933,242.7924369999673,243.60754570015703,243.59043400012888,243.59046690003012,243.60754570015703,243.60754570015703,243.60754570015703,244.25832780008204,left,1.0,16.638412799919024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,244.27405270002785,,,,,,,,,244.2590813999996,244.609216599958,245.40925709996367,245.39363060006872,245.39366900012828,245.40925709996367,245.40925709996367,245.40925709996367,245.9286579000764,right,1.0,16.515887499786913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,245.94220739998852,,,,,,,,,245.930043600034,247.14217180013657,247.9428692001384,247.92707219999284,247.92711449996568,247.9428692001384,247.9428692001384,247.9428692001384,248.90874740015715,left,1.0,16.953573299804702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,1.0,248.92392740002836,,,,,,,,,248.90953360009007,250.10885330010208,250.9080952000804,250.8934141001664,250.89345329999924,250.9080952000804,250.9080952000804,250.9080952000804,252.18203529994932,right,1.0,17.273332099663094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,252.1917596999556,,,,,,,,,252.1833397001028,253.3924211000558,254.20901160012,254.1931078999769,254.1931382000912,254.20901160012,254.20901160012,254.20901160012,254.87653000000864,right,1.0,16.666651799809188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,254.89006650005467,,,,,,,,,254.87726630014367,255.2420580000617,256.0425099001732,256.0266597999725,256.026749300072,256.0425099001732,256.0425099001732,256.0425099001732,256.69152130000293,left,1.0,16.642161099938676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,1.0,256.7063438000623,,,,,,,,,256.69227800006047,256.7921871000435,257.59092460013926,257.5766438001301,257.57668250007555,257.59092460013926,257.59092460013926,257.59092460013926,258.10968480003066,right,1.0,16.50568479974754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,0.0,258.12388320011087,,,,,,,,,258.1107807001099,258.22565579996444,259.0253831001464,259.0097286000382,259.0097676999867,259.0253831001464,259.0253831001464,259.0253831001464,259.7439439999871,left,1.0,16.70628139982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,259.75878909998573,,,,,,,,,259.7452461000066,260.9587628999725,261.7585067001637,261.74208360002376,261.7421120000072,261.7585067001637,261.7585067001637,261.7585067001637,262.52788279997185,left,1.0,16.765518099768087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,262.54137700004503,,,,,,,,,262.5292259999551,263.3416355000809,264.1415999000892,264.12689530011266,264.12693290016614,264.1415999000892,264.1415999000892,264.1415999000892,264.6929157001432,right,1.0,16.538881900021806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,0.0,264.7087583001703,,,,,,,,,264.6939690001309,265.9082414000295,266.7087157999631,266.69358050008304,266.6936399000697,266.7087157999631,266.7087157999631,266.7087157999631,267.6096853001509,left,1.0,16.890811699675396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,1.0,267.6252411000896,,,,,,,,,267.6108435001224,268.8253935000393,269.6255497999955,269.6096747000702,269.6097145001404,269.6255497999955,269.6255497999955,269.6255497999955,270.12704819999635,right,1.0,16.49653449980542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,0.0,270.1411519001704,,,,,,,,,270.12842900003307,270.24195610010065,271.0577849999536,271.04114750004373,271.04116729996167,271.0577849999536,271.0577849999536,271.0577849999536,271.70959490002133,left,1.0,16.638651099987328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,1.0,271.7252814001404,,,,,,,,,271.71072140010074,272.5247947999742,273.325265499996,273.30998380016536,273.3100261001382,273.325265499996,273.325265499996,273.325265499996,273.859696400119,right,1.0,16.527870299760252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,273.8734488999471,,,,,,,,,273.8609065001365,274.6747404001653,275.4750272000674,275.4596563000232,275.459691000171,275.4750272000674,275.4750272000674,275.4750272000674,276.65987160010263,right,1.0,17.178786099888384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,276.674597900128,,,,,,,,,276.6611951000523,277.024426399963,277.82538600009866,277.80985160009004,277.8098922001664,277.82538600009866,277.82538600009866,277.82538600009866,278.6105848001316,left,1.0,16.777983999811113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,0.0,278.6243807000574,,,,,,,,,278.61185480002314,279.8247271999717,280.6251026000828,280.60978760011494,280.6098285999615,280.6251026000828,280.6251026000828,280.6251026000828,281.76077400008217,left,1.0,17.13193679996766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,1.0,281.77428350015543,,,,,,,,,281.76211889996193,281.87519240006804,282.6748719001189,282.65933210006915,282.65937510016374,282.6748719001189,282.6748719001189,282.6748719001189,283.2429164000787,right,1.0,16.55798129993491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,20.0,0.0,40.0,1.0,283.2592094000429,,,,,,,,,283.2441988000646,284.4572579001542,285.25878000003286,285.24290119996294,285.2429399001412,285.25878000003286,285.25878000003286,285.25878000003286,286.3939569001086,right,1.0,17.128456799779087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-073,1.0,random_dot,59.82041909939268,
