direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.004559600027278,0.0132869000080972,0.0132869000080972,37.993181800004095,space,51.968636599951424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-096,1.0,random_dot,59.66263168387997,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,38.03510610002559,,,,,,,,,38.03101830009837,38.106040699989535,38.91566709999461,38.89247100008652,38.89251480007079,38.91566709999461,38.91566709999461,38.91566709999461,43.89445090002846,48.91621930000838,right,1.0,23.99606949998997,,48.91786889999639,48.93981470004656,49.43183760007378,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-096,1.0,random_dot,59.66263168387997,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,49.44788790005259,,,,,,,,,49.43287880008575,49.78194820007775,50.58274630003143,50.56718070001807,50.56722510000691,50.58274630003143,50.58274630003143,50.58274630003143,,53.9874315999914,right,0.0,17.39951600006316,,53.98851250007283,54.013112000073306,54.50189170008525,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-096,1.0,random_dot,59.66263168387997,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,54.51812080002856,,,,,,,,,54.50273589999415,55.30215970007703,56.102135300054215,56.08741630008444,56.087461100076325,56.102135300054215,56.102135300054215,56.102135300054215,,58.24057160003576,left,0.0,16.14069470006507,,58.241550100035965,58.25370560004376,58.739434999995865,58.75465170003008,,,,,,,,,,,,,,,,,,,,,,,,,,sub-096,1.0,random_dot,59.66263168387997,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,58.75465170003008,,,,,,,,,58.74020860006567,58.85473850008566,59.65492030000314,59.63995039998554,59.63999570009764,59.65492030000314,59.65492030000314,59.65492030000314,,64.56095569999889,right,0.0,18.90698880003765,,64.56206590007059,64.57533290004358,65.06063760002144,65.07550160004757,,,,,,,,,,,,,,,,,,,,,,,,,,sub-096,1.0,random_dot,59.66263168387997,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,65.07550160004757,,,,,,,,,65.06143220001832,65.87620729999617,66.6772551999893,66.66100630001165,66.6610450000735,66.6772551999893,66.6772551999893,66.6772551999893,71.66352150007151,73.95071070000995,right,0.0,21.27450860000681,,73.95174540008884,73.9648448000662,74.45015110005625,74.46532830002252,,,,,,,,,,,,,,,,,,,,,,,,,,sub-096,1.0,random_dot,59.66263168387997,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,74.46532830002252,,,,,,,,,74.45093530009035,74.81560329999775,75.61583260004409,75.60080590005964,75.60084309999365,75.61583260004409,75.61583260004409,75.61583260004409,80.60273260006215,81.92272420006339,left,0.0,20.30590810009744,,81.92376919998787,81.93717819999438,82.42242170008831,82.4377273999853,,,,,,,,,,,,,,,,,,,,,,,,,,sub-096,1.0,random_dot,59.66263168387997,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,82.4377273999853,,,,,,,,,82.42323399998713,82.53756730002351,83.33847300009802,83.32412310002837,83.32417000003625,83.33847300009802,83.33847300009802,83.33847300009802,88.32584669999778,89.64464090007823,right,0.0,20.30364729999565,,89.64570130000357,89.65887749998365,90.1442573000677,90.15985649998764,,,,,,,,,,,,,,,,,,,,,,,,,,sub-096,1.0,random_dot,59.66263168387997,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,90.15985649998764,,,,,,,,,90.14503140002488,90.25951460003851,91.0602060999954,91.04438960005064,91.04443060001358,91.0602060999954,91.0602060999954,91.0602060999954,96.04755900008604,98.43190369999502,right,1.0,21.36080710007809,,98.43256520002616,98.4471492000157,98.93375580001155,98.9486232000636,,,,,,,,,,,,,,,,,,,,,,,,,,sub-096,1.0,random_dot,59.66263168387997,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,98.9486232000636,,,,,,,,,98.9347456000978,99.28147140005603,100.08240740001202,100.067536400049,100.06758700008504,100.08240740001202,100.08240740001202,100.08240740001202,105.06971920002252,106.04003490007015,right,1.0,19.959525399957784,,106.04109980002976,106.05371500004549,106.5387880000053,106.55382550007198,,,,,,,,,,,,,,,,,,,,,,,,,,sub-096,1.0,random_dot,59.66263168387997,
