direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
left,left,39.0,1.0,19.0,right,0.0,1.853681292006513,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,0.0,212.7767490830156,,,,,,,,,212.76884466601769,213.5672367910156,214.3598744160263,214.3510149159993,214.35150845799944,214.3598744160263,214.3598744160263,214.3598744160263,216.21829233301105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.853681292006513,,,,,,sub-131,1,random_dot,,
left,left,40.0,0.0,20.0,right,0.0,2.451779124996392,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,216.226439125021,,,,,,,,,216.2187137910223,217.41722325002772,218.2090855410206,218.2011096660281,218.2015771250008,218.2090855410206,218.2090855410206,218.2090855410206,220.6685277080105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.451779124996392,,,,,,sub-131,1,random_dot,,
right,right,41.0,1.0,20.0,right,1.0,1.9738949999737088,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,20.0,1.0,41.0,1.0,220.6768423330213,,,,,,,,,220.66895662501335,220.7673859160277,221.55956104100915,221.551438250026,221.5518947080127,221.55956104100915,221.55956104100915,221.55956104100915,223.53554429102223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.9738949999737088,,,,,,sub-131,1,random_dot,,
left,left,42.0,0.0,21.0,left,1.0,1.9999947079923004,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,21.0,0.0,42.0,0.0,223.54365529102503,,,,,,,,,223.5359548330016,224.734115750005,225.5262687909999,225.5181348750193,225.5186670830008,225.5262687909999,225.5262687909999,225.5262687909999,227.535488583002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.9999947079923004,,,,,,sub-131,1,random_dot,,
right,right,43.0,1.0,21.0,right,1.0,3.0311772910063155,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,21.0,1.0,43.0,1.0,227.54386033301125,,,,,,,,,227.535900916002,227.6341722910001,228.42632237501675,228.41832750002504,228.4188483330072,228.42632237501675,228.42632237501675,228.42632237501675,231.45971262501556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.0311772910063155,,,,,,sub-131,1,random_dot,,
right,right,44.0,0.0,22.0,right,1.0,1.7073655410204085,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,22.0,0.0,44.0,1.0,231.48378529102771,,,,,,,,,231.46014395801467,231.5565809580148,232.35034154102323,232.34018279102747,232.3406265830272,232.35034154102323,232.35034154102323,232.35034154102323,234.059881083027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.7073655410204085,,,,,,sub-131,1,random_dot,,
left,left,45.0,1.0,22.0,left,1.0,1.7094533339841291,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,22.0,1.0,45.0,0.0,234.0839602080232,,,,,,,,,234.06028466601856,234.85663987501172,235.65046916602296,235.64080912500503,235.6413389580266,235.65046916602296,235.65046916602296,235.65046916602296,237.3690593330248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.7094533339841291,,,,,,sub-131,1,random_dot,,
right,right,46.0,0.0,23.0,left,0.0,2.136605582985794,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,23.0,0.0,46.0,1.0,237.37737920801737,,,,,,,,,237.36947816601605,238.1675697080209,238.95989450000343,238.95175641600508,238.952214000019,238.95989450000343,238.95989450000343,238.95989450000343,241.1024795830017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.136605582985794,,,,,,sub-131,1,random_dot,,
left,left,47.0,1.0,23.0,right,0.0,7.96282075002091,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,23.0,1.0,47.0,0.0,241.11095937501523,,,,,,,,,241.1029160830076,242.30129245802527,243.09361487501883,243.08524787501665,243.0857914580265,243.09361487501883,243.09361487501883,243.09361487501883,251.0601500830089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,7.96282075002091,,248.0733628750022,,,,sub-131,1,random_dot,,
right,right,48.0,0.0,24.0,right,1.0,1.066208000003826,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,24.0,0.0,48.0,1.0,251.0843815410044,,,,,,,,,251.06060970801627,251.40797975001624,252.21095533302287,252.20238075000816,252.20296741600032,252.21095533302287,252.21095533302287,252.21095533302287,253.2862032080011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.066208000003826,,,,,,sub-131,1,random_dot,,
left,left,49.0,1.0,24.0,left,1.0,1.570654791983543,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,24.0,1.0,49.0,0.0,253.2946236660064,,,,,,,,,253.2866150410264,253.38476412501768,254.17689779101056,254.16892320802435,254.1694417500112,254.17689779101056,254.17689779101056,254.17689779101056,255.75287395800115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.570654791983543,,,,,,sub-131,1,random_dot,,
right,right,50.0,0.0,25.0,right,1.0,1.714954833005322,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,25.0,0.0,50.0,1.0,255.7611323330202,,,,,,,,,255.75329458300257,255.8515468330006,256.6448480830004,256.6357477080019,256.6362660410232,256.6448480830004,256.6448480830004,256.6448480830004,258.36965875001624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.714954833005322,,,,,,sub-131,1,random_dot,,
left,left,51.0,1.0,25.0,right,0.0,1.3810844999970868,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,25.0,1.0,51.0,0.0,258.37806712501333,,,,,,,,,258.37008612501086,259.56845841600443,260.3605561250006,260.35238029100583,260.3529194580042,260.3605561250006,260.3605561250006,260.3605561250006,261.74376379101886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.3810844999970868,,,,,,sub-131,1,random_dot,,
right,right,52.0,0.0,26.0,left,0.0,2.414920124982018,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,26.0,0.0,52.0,1.0,261.7681207910064,,,,,,,,,261.7441675410082,261.8414184580033,262.6336401250155,262.62574933300493,262.6262161250052,262.6336401250155,262.6336401250155,262.6336401250155,265.05310775002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.414920124982018,,,,,,sub-131,1,random_dot,,
left,left,53.0,1.0,26.0,right,0.0,2.6579670830105897,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,26.0,1.0,53.0,0.0,265.06140025000786,,,,,,,,,265.0535317080212,266.25197770801606,267.0440509580076,267.0359607080172,267.0364297910128,267.0440509580076,267.0440509580076,267.0440509580076,269.7142033750133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.6579670830105897,,,,,,sub-131,1,random_dot,,
right,right,54.0,0.0,27.0,right,1.0,1.0334915000130422,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,27.0,0.0,54.0,1.0,269.7206020000158,,,,,,,,,269.7146123330167,269.8078319160268,270.6014004580211,270.5918414580228,270.59229950001463,270.6014004580211,270.6014004580211,270.6014004580211,271.6369576250145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0334915000130422,,,,,,sub-131,1,random_dot,,
left,left,55.0,1.0,27.0,left,1.0,1.241567582997959,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,27.0,1.0,55.0,0.0,271.6452448330237,,,,,,,,,271.6373733750079,272.43550570801017,273.22742308300803,273.2193688750267,273.2198187910253,273.22742308300803,273.22742308300803,273.22742308300803,274.4767122910125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.241567582997959,,,,,,sub-131,1,random_dot,,
left,left,56.0,0.0,28.0,left,1.0,1.718454624991864,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,28.0,0.0,56.0,0.0,274.4848827080277,,,,,,,,,274.47711212502327,275.6758705830144,276.4673701660068,276.45918716600863,276.4596639580268,276.4673701660068,276.4673701660068,276.4673701660068,278.19338925002376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.718454624991864,,,,,,sub-131,1,random_dot,,
right,right,57.0,1.0,28.0,left,0.0,1.918717458989704,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,28.0,1.0,57.0,1.0,278.20136629100307,,,,,,,,,278.19379312501405,278.542634958023,279.34417333302554,279.3361321250268,279.33660100001725,279.34417333302554,279.34417333302554,279.34417333302554,281.27014904102543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.918717458989704,,,,,,sub-131,1,random_dot,,
left,left,58.0,0.0,29.0,left,1.0,1.0801210409845226,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,29.0,0.0,58.0,0.0,281.27863316601724,,,,,,,,,281.27057516601053,281.61908754101023,282.4110512500047,282.4029636250052,282.40342741602217,282.4110512500047,282.4110512500047,282.4110512500047,283.494201916008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0801210409845226,,,,,,sub-131,1,random_dot,,
right,right,59.0,1.0,29.0,left,0.0,3.1076154170150403,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,29.0,1.0,59.0,1.0,283.5022247910092,,,,,,,,,283.4945941250189,284.29249270801665,285.0947618330247,285.0862528750149,285.0867080000171,285.0947618330247,285.0947618330247,285.0947618330247,288.20451141602825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.1076154170150403,,,,,,sub-131,1,random_dot,,
,,0.0,0.0,0.0,,,,,accuracy,space,4.411559665983077,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-131,1,random_dot,,
left,left,0.0,0.0,0.0,left,1.0,0.6507340419921093,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,291.96111204102635,,,,,,,,,291.9524391660234,292.0418911250017,292.8355402080051,292.8250679160119,292.8254724580038,292.8355402080051,292.8355402080051,292.8355402080051,293.4980834160233,,,,,,,,,,,,,,,,,,,,,,,288.2196116250125,288.2277563330136,288.2277563330136,291.94411425001454,space,3.712523207999766,,left,1.0,0.6507340419921093,,,,,,sub-131,1,random_dot,,
right,right,1.0,1.0,0.0,left,0.0,1.135837666981388,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,293.50348412501626,,,,,,,,,293.49848912502057,294.69307312500314,295.4953020000248,295.48693650000496,295.4874688750133,295.4953020000248,295.4953020000248,295.4953020000248,296.637315208005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.135837666981388,,,,,,sub-131,1,random_dot,,
left,left,2.0,0.0,1.0,right,0.0,0.530118083988782,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,296.64568404102465,,,,,,,,,296.6377290410164,296.73600733300555,297.52741479102406,297.5197951250011,297.52026075002505,297.52741479102406,297.52741479102406,297.52741479102406,298.061049541022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.530118083988782,,,,,,sub-131,1,random_dot,,
right,right,3.0,1.0,1.0,left,0.0,0.347114459000295,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,298.0690406250069,,,,,,,,,298.06145512501826,298.4091531660233,299.2022384160082,299.19263933302136,299.193027500005,299.2022384160082,299.2022384160082,299.2022384160082,299.55382666600053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.347114459000295,,,,,,sub-131,1,random_dot,,
right,right,4.0,0.0,2.0,left,0.0,0.8622614170017187,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,299.56204108300153,,,,,,,,,299.5542217080074,300.3426932080183,301.1354016250116,301.1271807910234,301.12764874999993,301.1354016250116,301.1354016250116,301.1354016250116,302.0040626660048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8622614170017187,,,,,,sub-131,1,random_dot,,
left,left,5.0,1.0,2.0,left,1.0,0.7709980829968117,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,302.0123013750126,,,,,,,,,302.0044796660077,303.2029596659995,303.99481816601474,303.9868195000163,303.9872650410107,303.99481816601474,303.99481816601474,303.99481816601474,304.7708333330229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7709980829968117,,,,,,sub-131,1,random_dot,,
left,left,6.0,0.0,3.0,left,1.0,1.005736082996009,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,3.0,0.0,6.0,0.0,304.7790127500193,,,,,,,,,304.77124054101296,304.86976016600966,305.66134704102296,305.6535315000219,305.65399066600366,305.66134704102296,305.66134704102296,305.66134704102296,306.67110075001256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.005736082996009,,,,,,sub-131,1,random_dot,,
right,right,7.0,1.0,3.0,left,0.0,1.45782725000754,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,306.6795317080105,,,,,,,,,306.67152429101407,306.76970287502627,307.56162108300487,307.5535470000177,307.55399579100776,307.56162108300487,307.56162108300487,307.56162108300487,309.0215573750029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.45782725000754,,,,,,sub-131,1,random_dot,,
left,left,8.0,0.0,4.0,right,0.0,1.1180117499898188,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,4.0,0.0,8.0,0.0,309.02970687500783,,,,,,,,,309.0219664160104,309.8195693750167,310.6119819160085,310.6035726250266,310.60418320802273,310.6119819160085,310.6119819160085,310.6119819160085,311.73788066601264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1180117499898188,,,,,,sub-131,1,random_dot,,
right,right,9.0,1.0,4.0,right,1.0,1.82693283300614,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,311.7463177500176,,,,,,,,,311.73829487501644,312.0864789580228,312.8785102910188,312.87047062502825,312.8709182080056,312.8785102910188,312.8785102910188,312.8785102910188,314.7114353750076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.82693283300614,,,,,,sub-131,1,random_dot,,
right,right,10.0,0.0,5.0,right,1.0,0.696926042000996,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,5.0,0.0,10.0,1.0,314.7194889160164,,,,,,,,,314.711836625007,314.80905270800577,315.6028246660135,315.5935451660189,315.594033500005,315.6028246660135,315.6028246660135,315.6028246660135,316.3044619160064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.696926042000996,,,,,,sub-131,1,random_dot,,
left,left,11.0,1.0,5.0,left,1.0,1.7410307909885887,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,5.0,1.0,11.0,0.0,316.3128391250211,,,,,,,,,316.30485912502627,317.1033978330088,317.8955474579998,317.88736458300264,317.88782383300713,317.8955474579998,317.8955474579998,317.8955474579998,319.6386984160053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.7410307909885887,,,,,,sub-131,1,random_dot,,
left,left,12.0,0.0,6.0,left,1.0,1.6089702919998672,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,6.0,0.0,12.0,0.0,319.6466280410241,,,,,,,,,319.63911333301803,320.8368698330014,321.6292438330129,321.62083229102427,321.6213586250087,321.6292438330129,321.6292438330129,321.6292438330129,323.24483675000374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6089702919998672,,,,,,sub-131,1,random_dot,,
right,right,13.0,1.0,6.0,right,1.0,1.3323237909935417,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,6.0,1.0,13.0,1.0,323.2529669580108,,,,,,,,,323.2452320830198,324.44333779101726,325.24533333300496,325.23755050002364,325.2379881660163,325.24533333300496,325.24533333300496,325.24533333300496,326.588276333001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3323237909935417,,,,,,sub-131,1,random_dot,,
left,left,14.0,0.0,7.0,left,1.0,0.7940792499866802,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,7.0,0.0,14.0,0.0,326.59636008300004,,,,,,,,,326.5886812500248,327.3870367500058,328.1786883750174,328.17088870800217,328.17135008302284,328.1786883750174,328.1786883750174,328.1786883750174,328.9785009580082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7940792499866802,,,,,,sub-131,1,random_dot,,
right,right,15.0,1.0,7.0,left,0.0,1.685648082988337,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,7.0,1.0,15.0,1.0,328.9866470410197,,,,,,,,,328.9788933330274,329.3269071250106,330.1291525410197,330.12098862501443,330.1214475410234,330.1291525410197,330.1291525410197,330.1291525410197,331.821880375006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.685648082988337,,,,,,sub-131,1,random_dot,,
left,left,16.0,0.0,8.0,left,1.0,1.27527895901585,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,8.0,0.0,16.0,0.0,331.8302991660021,,,,,,,,,331.822298041021,331.9204837080033,332.7120410000207,332.70435487502255,332.7048168750189,332.7120410000207,332.7120410000207,332.7120410000207,333.9951157500036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.27527895901585,,,,,,sub-131,1,random_dot,,
right,right,17.0,1.0,8.0,left,0.0,1.8975855419994327,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,8.0,1.0,17.0,1.0,334.00318200001493,,,,,,,,,333.995508041,335.1941267910006,335.9956957079994,335.9878650000028,335.9883197080053,335.9956957079994,335.9956957079994,335.9956957079994,337.8956238750252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.8975855419994327,,,,,,sub-131,1,random_dot,,
right,right,18.0,0.0,9.0,right,1.0,2.567495249997592,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,9.0,0.0,18.0,1.0,337.9036596660153,,,,,,,,,337.89602045802167,338.24280112501583,339.0366722910257,339.026328958018,339.0268196660036,339.0366722910257,339.0366722910257,339.0366722910257,341.61624420800945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.567495249997592,,,,,,sub-131,1,random_dot,,
left,left,19.0,1.0,9.0,left,1.0,1.6539675410022028,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,9.0,1.0,19.0,0.0,341.6223193750193,,,,,,,,,341.6166685410135,342.4102810000186,343.20350508301635,343.193221583002,343.1936970000097,343.20350508301635,343.20350508301635,343.20350508301635,344.86225912501686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6539675410022028,,,,,,sub-131,1,random_dot,,
left,left,20.0,0.0,10.0,left,1.0,1.7674042919825297,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,10.0,0.0,20.0,0.0,344.8704117080197,,,,,,,,,344.8626547080057,346.0609586250212,346.8629509580205,346.854780958005,346.85523529100465,346.8629509580205,346.8629509580205,346.8629509580205,348.6388687500148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.7674042919825297,,,,,,sub-131,1,random_dot,,
right,right,21.0,1.0,10.0,right,1.0,2.2044409579830244,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,10.0,1.0,21.0,1.0,348.64737887500087,,,,,,,,,348.63928216602653,349.8376261660014,350.62980995801627,350.62152170800255,350.6219772080076,350.62980995801627,350.62980995801627,350.62980995801627,352.83876479102764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.2044409579830244,,,,,,sub-131,1,random_dot,,
left,left,22.0,0.0,11.0,right,0.0,2.424839375016745,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,11.0,0.0,22.0,0.0,352.84702612500405,,,,,,,,,352.83917200000724,353.63757141600945,354.4298374580103,354.4216635000193,354.4221219580213,354.4298374580103,354.4298374580103,354.4298374580103,356.8625073750154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.424839375016745,,,,,,sub-131,1,random_dot,,
right,right,23.0,1.0,11.0,left,0.0,1.2205008750024715,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,11.0,1.0,23.0,1.0,356.8706730410049,,,,,,,,,356.86289566601044,357.6610005410039,358.4540132910188,358.4441872500174,358.4446670830075,358.4540132910188,358.4540132910188,358.4540132910188,359.67934925001464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.2205008750024715,,,,,,sub-131,1,random_dot,,
left,left,24.0,0.0,12.0,left,1.0,1.450706125004217,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,12.0,0.0,24.0,0.0,359.6873398750031,,,,,,,,,359.6797460410162,359.7760102910106,360.5707308750134,360.560244250024,360.56071000001975,360.5707308750134,360.5707308750134,360.5707308750134,362.0304364580079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.450706125004217,,,,,,sub-131,1,random_dot,,
right,right,25.0,1.0,12.0,right,1.0,2.100483542017173,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,12.0,1.0,25.0,1.0,362.0541170830256,,,,,,,,,362.030831791024,363.2277955410245,364.0207573750231,364.01116916601313,364.0115950000181,364.0207573750231,364.0207573750231,364.0207573750231,366.1236152080237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.100483542017173,,,,,,sub-131,1,random_dot,,
left,left,26.0,0.0,13.0,left,1.0,1.6635001250251662,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,13.0,0.0,26.0,0.0,366.13213375001214,,,,,,,,,366.1240326660045,367.3214481660106,368.1133482910227,368.1054358750116,368.1058965410048,368.1133482910227,368.1133482910227,368.1133482910227,369.77952600002754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6635001250251662,,,,,,sub-131,1,random_dot,,
right,right,27.0,1.0,13.0,right,1.0,1.7226289169921074,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,13.0,1.0,27.0,1.0,369.78774266602704,,,,,,,,,369.7799329580157,370.1278338750126,370.9204472910205,370.91202533300384,370.9125708750216,370.9204472910205,370.9204472910205,370.9204472910205,372.6465715410013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.7226289169921074,,,,,,sub-131,1,random_dot,,
left,left,28.0,0.0,14.0,left,1.0,2.6458510830125306,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,14.0,0.0,28.0,0.0,372.6545598330267,,,,,,,,,372.64697016600985,373.84457966600894,374.6376579580247,374.6275187910069,374.62800837500254,374.6376579580247,374.6376579580247,374.6376579580247,377.28949504101183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.6458510830125306,,,,,,sub-131,1,random_dot,,
right,right,29.0,1.0,14.0,right,1.0,1.7333981670089995,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,14.0,1.0,29.0,1.0,377.2978786660242,,,,,,,,,377.2899007500091,378.4883283750096,379.2803843330185,379.2723321250232,379.2728524160048,379.2803843330185,379.2803843330185,379.2803843330185,381.0230696250219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.7333981670089995,,,,,,sub-131,1,random_dot,,
right,right,30.0,0.0,15.0,right,1.0,2.3532032500079367,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,15.0,0.0,30.0,1.0,381.0313781250152,,,,,,,,,381.0234773750126,382.2219537500059,383.0140837910003,383.0059799160226,383.0064253750024,383.0140837910003,383.0140837910003,383.0140837910003,385.3731247910182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.3532032500079367,,,,,,sub-131,1,random_dot,,
left,left,31.0,1.0,15.0,left,1.0,2.942830917018,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,0.0,385.3816845830006,,,,,,,,,385.37352587500936,386.5718214580265,387.3644667910121,387.3562627500214,387.3568550830241,387.3644667910121,387.3644667910121,387.3644667910121,390.3134674580069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.942830917018,,,,,,sub-131,1,random_dot,,
left,left,32.0,0.0,16.0,left,1.0,1.823935958003858,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,0.0,390.3216494580265,,,,,,,,,390.313877166016,390.6619650830107,391.4644753750181,391.4561855830252,391.45664712501457,391.4644753750181,391.4644753750181,391.4644753750181,393.290482625016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.823935958003858,,,,,,sub-131,1,random_dot,,
right,right,33.0,1.0,16.0,right,1.0,1.7050682500121184,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,1.0,393.2964362500061,,,,,,,,,393.2909022910171,394.08873316601967,394.88079741600086,394.87281725002686,394.8732892910193,394.88079741600086,394.88079741600086,394.88079741600086,396.59014166600537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.7050682500121184,,,,,,sub-131,1,random_dot,,
left,left,34.0,0.0,17.0,right,0.0,1.6214277080143802,,speed,space,3.712523207999766,,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,0.0,396.59834979102015,,,,,,,,,396.5905481660157,396.6889747080277,397.4806384160184,397.4728183330153,397.4733080000151,397.4806384160184,397.4806384160184,397.4806384160184,399.10691000000224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.6214277080143802,,,,,,sub-131,1,random_dot,,
