direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0395095999992918,0.0457074000005377,0.0457074000005377,13.62620440000319,space,28.66217370000959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-174,1.0,random_dot,60.03957808894631,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,13.645971000005376,,,,,,,,,13.641514300004928,13.990767800001777,14.791159500004142,14.776054899994053,14.776110099992366,14.791159500004142,14.791159500004142,14.791159500004142,18.2608373999974,left,1.0,18.550970600001165,,18.262004599993816,18.281307400000514,18.77490889999899,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-174,1.0,random_dot,60.03957808894631,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,18.79158350000216,,,,,,,,,18.7758310999925,19.574934999996916,20.37545009999303,20.360703600003035,20.360738599993056,20.37545009999303,20.37545009999303,20.37545009999303,21.278883799997857,right,1.0,15.980652500016731,,21.27978230000008,21.29179020000447,21.777343900001146,21.792266299991752,,,,,,,,,,,,,,,,,,,,,,,,,,sub-174,1.0,random_dot,60.03957808894631,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,21.792266299991752,,,,,,,,,21.77828959999897,22.59239580000576,23.392911899994942,23.376209499998367,23.37623470000108,23.392911899994942,23.392911899994942,23.392911899994942,24.91320719999203,left,1.0,16.600680000003194,,24.91438200000266,24.925861499999883,25.41075149999233,25.425972099998035,,,,,,,,,,,,,,,,,,,,,,,,,,sub-174,1.0,random_dot,60.03957808894631,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,25.425972099998035,,,,,,,,,25.41142150000087,26.62614890000259,27.42717840000114,27.41188179999881,27.412055499997223,27.42717840000114,27.42717840000114,27.42717840000114,28.661982499994338,right,1.0,16.324081100014155,,28.66310479999811,28.676774299994577,29.162183699998423,29.17650539999886,,,,,,,,,,,,,,,,,,,,,,,,,,sub-174,1.0,random_dot,60.03957808894631,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,29.17650539999886,,,,,,,,,29.16317679999338,29.52634670000407,30.327326999991783,30.31269500000053,30.3127586000046,30.327326999991783,30.327326999991783,30.327326999991783,31.36419439999736,left,1.0,16.11800930001482,,31.36518700000306,31.37708479999856,31.862658500002,31.87728820000484,,,,,,,,,,,,,,,,,,,,,,,,,,sub-174,1.0,random_dot,60.03957808894631,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,31.87728820000484,,,,,,,,,31.863694700005,32.67730589999701,33.477845999994315,33.461526300001424,33.461555200003204,33.477845999994315,33.477845999994315,33.477845999994315,34.264403900000616,left,0.0,15.87733930000104,,34.26511039999605,34.279570099999546,34.778065999998944,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-174,1.0,random_dot,60.03957808894631,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,34.794599000000744,,,,,,,,,34.77915010000288,35.57787320000352,36.37868100000196,36.36319970000477,36.36324540000351,36.37868100000196,36.37868100000196,36.37868100000196,38.14908529999957,right,0.0,16.848575000010896,,38.1499468999973,38.161710999993375,38.64715910000086,38.662012500004494,,,,,,,,,,,,,,,,,,,,,,,,,,sub-174,1.0,random_dot,60.03957808894631,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,38.662012500004494,,,,,,,,,38.64819799999532,38.76183049999236,39.56319620000431,39.54730770000606,39.54733069999202,39.56319620000431,39.56319620000431,39.56319620000431,40.51598329999251,left,0.0,16.033576000016183,,40.51692609999736,40.52874589999556,41.01408799999626,41.02867099999276,,,,,,,,,,,,,,,,,,,,,,,,,,sub-174,1.0,random_dot,60.03957808894631,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,41.02867099999276,,,,,,,,,41.01482589999796,42.2290692999959,43.02985530000296,43.014034699997865,43.01407299999846,43.02985530000296,43.02985530000296,43.02985530000296,44.26621020000312,left,0.0,16.316772999998648,,44.26706100000592,44.279339500004426,44.7646209999948,44.77918440000212,,,,,,,,,,,,,,,,,,,,,,,,,,sub-174,1.0,random_dot,60.03957808894631,
