direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
right,right,9.0,1.0,4.0,right,1.0,0.7082407079869881,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,30.554133708006702,,,,,,,,,30.546060624998063,31.73788999998942,32.529758832999505,32.52144354197662,32.52228279190604,32.529758832999505,32.529758832999505,32.529758832999505,33.24874829198234,right,1.0,0.7082407079869881,,33.248872082913294,33.2708229169948,33.75469820795115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
left,left,10.0,0.0,5.0,left,1.0,0.5914825829677284,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,33.7603088329779,,,,,,,,,33.75519229192287,34.09431820793543,34.88634229195304,34.877775957924314,34.87817133299541,34.88634229195304,34.88634229195304,34.88634229195304,35.4799932918977,left,1.0,0.5914825829677284,,35.4801265419228,35.504178207949735,35.987738083000295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
right,right,11.0,1.0,5.0,left,0.0,0.4899808749323711,,,,,,5.0,1.0,11.0,1.0,,,,,,,,,35.99304345797282,,,,,,,,,35.988220541970804,36.32795287494082,37.12977208290249,37.1210547919618,37.12165441690013,37.12977208290249,37.12977208290249,37.12977208290249,37.62222037499305,left,0.0,0.4899808749323711,,37.628776541911066,37.6374694169499,38.12121579190716,38.12689762492664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
right,right,12.0,0.0,6.0,right,1.0,0.7594348329585046,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,38.12689762492664,,,,,,,,,38.12176116695628,38.470977791934274,39.26334487495478,39.254632749944,39.25539841700811,39.26334487495478,39.26334487495478,39.26334487495478,40.0302064169664,right,1.0,0.7594348329585046,,40.034720374969766,40.04241870797705,40.528010457986966,40.53760779195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
left,left,13.0,1.0,6.0,right,0.0,3.227509457967244,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,40.53760779195,,,,,,,,,40.52853954199236,41.32781212497503,42.12010879197624,42.11112633300945,42.11178299994208,42.12010879197624,42.12010879197624,42.12010879197624,45.35765504196752,right,0.0,3.227509457967244,,45.36547174991574,45.372771791997366,45.85937183292117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
left,left,14.0,0.0,7.0,right,0.0,0.8430739999748766,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,45.8744698750088,,,,,,,,,45.86380279192235,45.95394429191947,46.74432499997784,46.73692241695244,46.73773912491743,46.74432499997784,46.74432499997784,46.74432499997784,47.597817457979545,right,0.0,0.8430739999748766,,47.59794583299663,47.60385170800146,48.08780249999836,48.093821624992415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
right,right,15.0,1.0,7.0,right,1.0,1.0369787500239909,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,48.093821624992415,,,,,,,,,48.08840291691013,48.8933534999378,49.69545758294407,49.68700166698545,49.688714457908645,49.69545758294407,49.69545758294407,49.69545758294407,50.73866091691889,right,1.0,1.0369787500239909,,50.74563791695982,50.75275749992579,51.23773979197722,51.24420758290216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
right,right,16.0,0.0,8.0,left,0.0,0.5348317910684273,,,,,,8.0,0.0,16.0,1.0,,,,,,,,,51.24420758290216,,,,,,,,,51.2385612919461,52.43624337494839,53.23046845791396,53.221269791945815,53.22212670790032,53.23046845791396,53.23046845791396,53.23046845791396,53.771146624931134,left,0.0,0.5348317910684273,,53.77594070800114,53.782375957933255,54.27118287491612,54.27712245797738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
left,left,17.0,1.0,8.0,right,0.0,1.6427069579949602,,,,,,8.0,1.0,17.0,0.0,,,,,,,,,54.27712245797738,,,,,,,,,54.27164679195266,54.36134370800573,55.153410624945536,55.14436254196335,55.14495012490079,55.153410624945536,55.153410624945536,55.153410624945536,56.80545087496285,right,0.0,1.6427069579949602,,56.80570449994411,56.81337545800488,57.3044042919064,57.31014508299995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
right,right,18.0,0.0,9.0,left,0.0,4.251956832944416,,,,,,9.0,0.0,18.0,1.0,,,,,,,,,57.31014508299995,,,,,,,,,57.304973499965854,58.50423933297861,59.29602599993814,59.28760279191192,59.28826720791403,59.29602599993814,59.29602599993814,59.29602599993814,63.554888624930754,left,0.0,4.251956832944416,,63.555069832946174,63.56343741691671,64.05427462491207,64.06037741689943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
left,left,19.0,1.0,9.0,left,1.0,0.7383208749815822,,,,,,9.0,1.0,19.0,0.0,,,,,,,,,64.06037741689943,,,,,,,,,64.05486529192422,64.14392191695515,64.94464516697917,64.93731708300766,64.93802679190412,64.94464516697917,64.94464516697917,64.94464516697917,65.68859054194763,left,1.0,0.7383208749815822,,65.69443395792041,65.70193183294032,66.18758745794185,66.19693245796952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.18793816689868,66.19693245796952,66.19693245796952,68.69554949994199,space,2.4939672079635784,,,,,,,,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.69565095799044,68.70788337499835,68.70788337499835,74.41346899990458,space,5.700693165999837,,,,,,,,,,,,,,,,,sub-110,1,random_dot,,
left,left,0.0,0.0,0.0,right,0.0,0.5478115000296384,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.70796374999918,,,,,,,,,75.70129020791501,76.88733941700775,77.68064116698224,77.67100799991749,77.67209891695529,77.68064116698224,77.68064116698224,77.68064116698224,78.24588774994481,,,,,,,,,,,,,,,,,,,,,,,74.43505133292638,74.4400710419286,74.4400710419286,75.68922187492717,space,1.240464499918744,,right,0.0,0.5478115000296384,,,,,,sub-110,1,random_dot,,
right,right,1.0,1.0,0.0,left,0.0,0.4963670830475166,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,78.25211512495298,,,,,,,,,78.24611637496855,79.04251566692255,79.8361022080062,79.82710154191591,79.82766291697044,79.8361022080062,79.8361022080062,79.8361022080062,80.33710870798677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.4963670830475166,,,,,,sub-110,1,random_dot,,
left,left,2.0,0.0,1.0,left,1.0,0.9266060830559582,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,80.3451867919648,,,,,,,,,80.33764758298639,81.52346395794302,82.31978525000159,82.30984591692686,82.31064258294646,82.31978525000159,82.31978525000159,82.31978525000159,83.25535258289892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9266060830559582,,,,,,sub-110,1,random_dot,,
right,right,3.0,1.0,1.0,right,1.0,0.540203082957305,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,83.26408041699324,,,,,,,,,83.25611324992497,83.60399462492205,84.40315341693349,84.39124804199673,84.39164195791818,84.40315341693349,84.40315341693349,84.40315341693349,84.94480604189448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.540203082957305,,,,,,sub-110,1,random_dot,,
right,right,4.0,0.0,2.0,left,0.0,0.9240071660606192,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,84.95297537499573,,,,,,,,,84.9452590419678,86.14196674991399,86.93620941694826,86.92486399994232,86.92598062497564,86.93620941694826,86.93620941694826,86.93620941694826,87.86413795792032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.9240071660606192,,,,,,sub-110,1,random_dot,,
left,left,5.0,1.0,2.0,right,0.0,1.3196532080182806,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,87.8736239579739,,,,,,,,,87.86525658296887,87.97076024999842,88.76352495793253,88.75462449993938,88.75552174996119,88.76352495793253,88.76352495793253,88.76352495793253,90.08770487492438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.3196532080182806,,,,,,sub-110,1,random_dot,,
right,right,6.0,0.0,3.0,right,1.0,0.6583902490092441,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,90.10371508297976,,,,,,,,,90.08833737496752,90.175569166895,90.9687302079983,90.96053691697308,90.96094454196282,90.9687302079983,90.9687302079983,90.9687302079983,91.63837941689415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6583902490092441,,,,,,sub-110,1,random_dot,,
left,left,7.0,1.0,3.0,left,1.0,0.7495743329636753,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,91.64459433290176,,,,,,,,,91.63900070800446,91.98727366700768,92.77938962494954,92.77079945791048,92.7713174999226,92.77938962494954,92.77938962494954,92.77938962494954,93.53708054195158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7495743329636753,,,,,,sub-110,1,random_dot,,
left,left,8.0,0.0,4.0,left,1.0,0.5628548749955371,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,93.54526095790789,,,,,,,,,93.5377256249776,93.6269323749002,94.4194573329296,94.41049033298624,94.41101579193491,94.4194573329296,94.4194573329296,94.4194573329296,94.9884285419248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5628548749955371,,,,,,sub-110,1,random_dot,,
right,right,9.0,1.0,4.0,right,1.0,0.8762878739507869,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,94.99677824997345,,,,,,,,,94.98913949995767,95.33701449993532,96.1296973329736,96.12067870795728,96.12121787492651,96.1296973329736,96.1296973329736,96.1296973329736,97.01068249996752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8762878739507869,,,,,,sub-110,1,random_dot,,
right,right,10.0,0.0,5.0,right,1.0,2.3198889170307666,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,97.01912249997258,,,,,,,,,97.01115762500558,97.10340699995868,97.89588891691528,97.88712624995968,97.8875405829167,97.89588891691528,97.89588891691528,97.89588891691528,100.2212514579296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.3198889170307666,,,,,,sub-110,1,random_dot,,
left,left,11.0,1.0,5.0,left,1.0,1.4488015420502052,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,100.23705324996264,,,,,,,,,100.22178245789836,100.56080304190982,101.36297954199836,101.35416404192802,101.35489279194736,101.36297954199836,101.36297954199836,101.36297954199836,102.82172516698483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.4488015420502052,,,,,,sub-110,1,random_dot,,
left,left,12.0,0.0,6.0,left,1.0,1.9973044169601053,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,102.83087249996606,,,,,,,,,102.8226264999248,103.17041341692676,103.96125424990896,103.95372958295049,103.95422404189594,103.96125424990896,103.96125424990896,103.96125424990896,105.9629017499974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.9973044169601053,,,,,,sub-110,1,random_dot,,
right,right,13.0,1.0,6.0,right,1.0,0.6491427080472931,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,105.97244291694368,,,,,,,,,105.96387024992146,107.16031062498224,107.95241304195952,107.94382724992464,107.94429279200268,107.95241304195952,107.95241304195952,107.95241304195952,108.60351995797828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6491427080472931,,,,,,sub-110,1,random_dot,,
right,right,14.0,0.0,7.0,right,1.0,0.9005892910063267,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,108.60941170796286,,,,,,,,,108.60396020789632,108.69360429199878,109.48581162490882,109.47685195796656,109.4773719169898,109.48581162490882,109.48581162490882,109.48581162490882,110.39643137494568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9005892910063267,,,,,,sub-110,1,random_dot,,
left,left,15.0,1.0,7.0,left,1.0,0.5435062079923227,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,110.40250224992631,,,,,,,,,110.3968878329033,110.74365991691592,111.54702562489548,111.53765899990684,111.53862179198768,111.54702562489548,111.54702562489548,111.54702562489548,112.09547987498809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5435062079923227,,,,,,sub-110,1,random_dot,,
right,right,16.0,0.0,8.0,right,1.0,0.7397808749228716,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,1.0,112.10377195791808,,,,,,,,,112.0959411249496,112.44377520796844,113.23564887500834,113.22667583299337,113.2270757079823,113.23564887500834,113.23564887500834,113.23564887500834,113.97788220795336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7397808749228716,,,,,,sub-110,1,random_dot,,
left,left,17.0,1.0,8.0,left,1.0,2.7247359988978133,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,0.0,113.98582729196642,,,,,,,,,113.97842245793436,114.07599462498912,114.86861020792276,114.85950237500948,114.85993491695262,114.86861020792276,114.86861020792276,114.86861020792276,117.60278266691604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.7247359988978133,,,,,,sub-110,1,random_dot,,
left,left,18.0,0.0,9.0,right,0.0,0.6224189989734441,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,117.60699825000484,,,,,,,,,117.60297949996313,118.39370870799758,119.19381199998315,119.18629724998029,119.1874438750092,119.19381199998315,119.19381199998315,119.19381199998315,119.82125716691372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6224189989734441,,,,,,sub-110,1,random_dot,,
right,right,19.0,1.0,9.0,right,1.0,0.8233083749655634,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,1.0,119.82951162499376,,,,,,,,,119.82193333294708,120.16998395789416,120.9657434169203,120.9537980830064,120.95445145794656,120.9657434169203,120.9657434169203,120.9657434169203,121.7954239170067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8233083749655634,,,,,,sub-110,1,random_dot,,
right,right,20.0,0.0,10.0,left,0.0,0.631034665973857,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,121.80389041698072,,,,,,,,,121.79590737493707,121.89269262494054,122.6939850419294,122.6863464579219,122.68700945796444,122.6939850419294,122.6939850419294,122.6939850419294,123.32746924995443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.631034665973857,,,,,,sub-110,1,random_dot,,
left,left,21.0,1.0,10.0,left,1.0,0.8886395829031244,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,123.33569716697092,,,,,,,,,123.32792616693769,124.52561791695187,125.31836883293,125.30992595793214,125.31033099989872,125.31836883293,125.31836883293,125.31836883293,126.21004199993332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8886395829031244,,,,,,sub-110,1,random_dot,,
left,left,22.0,0.0,11.0,left,1.0,0.8164867490995675,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,0.0,126.21853495796675,,,,,,,,,126.21056208293884,126.3102769999532,127.10949545796028,127.10292604193091,127.10371749999469,127.10949545796028,127.10949545796028,127.10949545796028,127.92836224997882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8164867490995675,,,,,,sub-110,1,random_dot,,
right,right,23.0,1.0,11.0,right,1.0,0.9431619169190526,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,1.0,127.93694608297665,,,,,,,,,127.92892129195388,128.02580025000498,128.81983324990142,128.80874762497842,128.80908558296505,128.81983324990142,128.81983324990142,128.81983324990142,129.77053179196082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9431619169190526,,,,,,sub-110,1,random_dot,,
right,right,24.0,0.0,12.0,right,1.0,1.3545699999667704,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,1.0,129.77753049996682,,,,,,,,,129.7712176250061,130.96026749990415,131.76123637496494,131.7527902079746,131.753530207905,131.76123637496494,131.76123637496494,131.76123637496494,133.1196539578959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3545699999667704,,,,,,sub-110,1,random_dot,,
left,left,25.0,1.0,12.0,left,1.0,1.256097000092268,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,0.0,133.12800337490626,,,,,,,,,133.12015879200771,133.459171333001,134.25160658289678,134.2426305419067,134.24319324991666,134.25160658289678,134.25160658289678,134.25160658289678,135.51094554190058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.256097000092268,,,,,,sub-110,1,random_dot,,
right,right,26.0,0.0,13.0,right,1.0,1.50033466599416,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,1.0,135.5190386249451,,,,,,,,,135.5114060830092,136.70911858300678,137.51025483291596,137.5024963329779,137.50358754198533,137.51025483291596,137.51025483291596,137.51025483291596,139.032679582946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.50033466599416,,,,,,sub-110,1,random_dot,,
left,left,27.0,1.0,13.0,left,1.0,0.8393020409857854,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,0.0,139.03971241693944,,,,,,,,,139.03339841694105,139.37568599998485,140.17724620795343,140.16909216693605,140.1701687918976,140.17724620795343,140.17724620795343,140.17724620795343,141.02010387496557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8393020409857854,,,,,,sub-110,1,random_dot,,
left,left,28.0,0.0,14.0,left,1.0,2.8853157919365917,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0.0,141.0246919170022,,,,,,,,,141.02027112490032,141.11001724994276,141.90211237489711,141.89270333293825,141.8931213329779,141.90211237489711,141.90211237489711,141.90211237489711,144.80592824995983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.8853157919365917,,,,,,sub-110,1,random_dot,,
right,right,29.0,1.0,14.0,right,1.0,1.6532753750216216,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,1.0,144.81185125000775,,,,,,,,,144.80649279197678,146.00310687499586,146.79492395790294,146.78723220794927,146.787884249934,146.79492395790294,146.79492395790294,146.79492395790294,148.4531577079324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6532753750216216,,,,,,sub-110,1,random_dot,,
right,right,30.0,0.0,15.0,right,1.0,1.0374772920040414,,speed,space,1.240464499918744,,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,148.4591084169224,,,,,,,,,148.45366862497758,149.2435548749054,150.0357637499692,150.0272184999194,150.02778037497774,150.0357637499692,150.0357637499692,150.0357637499692,151.07615145796444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0374772920040414,,,,,,sub-110,1,random_dot,,
