direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013655495000421,0.0421700610004336,0.0421700610004336,161.40868833000013,space,161.31474778099982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-133,1,random_dot,55.84541715993581,
left,left,0.0,0.0,0.0,left,1.0,2.4387324999997877,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,161.46144459700008,,,,,,,,,161.4452466800003,161.76546363200032,162.5891946820002,162.55796473600003,162.55907620100015,162.5891946820002,162.5891946820002,162.5891946820002,165.03318611500026,left,1.0,2.4387324999997877,,165.0423042790003,165.10592758600023,165.539202681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-133,1,random_dot,55.84541715993581,
right,right,1.0,1.0,0.0,right,1.0,1.0837994240000626,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,165.55024824500015,,,,,,,,,165.5403216880004,165.8890539580002,166.69271309600026,166.67571991800014,166.67609171500044,166.69271309600026,166.69271309600026,166.69271309600026,167.78747947600004,right,1.0,1.0837994240000626,,167.78764009500037,167.80073403300003,168.29298075400038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-133,1,random_dot,55.84541715993581,
right,right,2.0,0.0,1.0,left,0.0,0.7362342549999994,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,168.30473331800022,,,,,,,,,168.29430015300022,169.4888814380001,170.30241416100034,170.28952850000042,170.28986926000016,170.30241416100034,170.30241416100034,170.30241416100034,171.0496398800001,left,0.0,0.7362342549999994,,171.05661385600024,171.0722151770001,171.560223726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-133,1,random_dot,55.84541715993581,
left,left,3.0,1.0,1.0,left,1.0,4.951166478999767,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,171.57332969800018,,,,,,,,,171.561195323,172.35371112400026,173.1633622190002,173.1471928310002,173.1475764200004,173.1633622190002,173.1633622190002,173.1633622190002,178.12556654000036,left,1.0,4.951166478999767,,178.12917709900012,178.1424854220004,178.6364512240002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-133,1,random_dot,55.84541715993581,
right,right,4.0,0.0,2.0,right,1.0,3.6414424280001194,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,178.6474393450003,,,,,,,,,178.6374063170001,178.7385374700002,179.54493639700013,179.53072740200014,179.5311078890004,179.54493639700013,179.54493639700013,179.54493639700013,183.1898903180004,right,1.0,3.6414424280001194,,183.19007069500003,183.205338534,183.6900920850003,183.7027493380001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-133,1,random_dot,55.84541715993581,
left,left,5.0,1.0,2.0,right,0.0,1.7130190020002374,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,183.7027493380001,,,,,,,,,183.69099111900005,184.0436692740004,184.85246146100008,184.83934173900025,184.8397101970004,184.85246146100008,184.85246146100008,184.85246146100008,186.58166869100023,right,0.0,1.7130190020002374,,186.5865332110002,186.59856972100036,187.08466921400031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-133,1,random_dot,55.84541715993581,
left,left,6.0,0.0,3.0,left,1.0,4.270629321999877,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,187.0971621360004,,,,,,,,,187.08568639000032,187.43887091900024,188.24855629400008,188.2341740390002,188.23529164,188.24855629400008,188.24855629400008,188.24855629400008,192.53305596100017,left,1.0,4.270629321999877,,192.53754277800044,192.55037645300035,193.0537969250004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-133,1,random_dot,55.84541715993581,
right,right,7.0,1.0,3.0,right,1.0,3.0030430700003308,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,193.0718264840002,,,,,,,,,193.05424645400035,193.82876407500044,194.6292489360003,194.61440502100004,194.61495245200013,194.6292489360003,194.6292489360003,194.6292489360003,197.639394453,right,1.0,3.0030430700003308,,197.6395577330004,197.6549942470001,198.1489998930001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-133,1,random_dot,55.84541715993581,
left,left,8.0,0.0,4.0,right,0.0,2.9020279510000364,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,198.16173029600031,,,,,,,,,198.15037434900023,198.25515296400044,199.0623596180003,199.0474348380003,199.0478044900001,199.0623596180003,199.0623596180003,199.0623596180003,201.98235914900036,right,0.0,2.9020279510000364,,201.9869214490004,201.99870016100024,202.4837627390002,202.4968636540002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-133,1,random_dot,55.84541715993581,
