direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,155.80308979999973,,,,,,,,,155.78805959998863,156.58643069997197,157.3870358999702,157.3704349999898,157.37045589997433,157.3870358999702,157.3870358999702,157.3870358999702,157.97025969997048,right,1.0,14.224333500023931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,0.0,157.98608119995333,,,,,,,,,157.97096199996304,159.17004419997102,159.9699655000004,159.9538201999967,159.9538408999797,159.9699655000004,159.9699655000004,159.9699655000004,160.48695099999895,left,1.0,14.167009700031484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,0.0,160.5032094999915,,,,,,,,,160.48762489994988,161.68673869996564,162.48675179999557,162.47026469995035,162.470282699971,162.48675179999557,162.48675179999557,162.48675179999557,163.13696099998197,left,1.0,14.300041700014845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,1.0,163.15317929995945,,,,,,,,,163.13758719997713,163.23671899997862,164.03669499995885,164.02027439995436,164.0202918999712,164.03669499995885,164.03669499995885,164.03669499995885,164.93656499998178,right,1.0,14.53887869999744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,1.0,164.95346879999852,,,,,,,,,164.937347900006,165.73621179995826,166.53611519996775,166.52029620000394,166.52031289995648,166.53611519996775,166.53611519996775,166.53611519996775,168.33703609998338,right,1.0,15.439320400008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,0.0,168.35298999998486,,,,,,,,,168.33773809997365,169.55278019997058,170.35265029995935,170.336795399955,170.33681159996195,170.35265029995935,170.35265029995935,170.35265029995935,171.05352069996297,right,0.0,14.343206199991982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,0.0,171.06939799996326,,,,,,,,,171.05418149998877,171.40300599997863,172.20344159996603,172.1865038999822,172.18651749996934,172.20344159996603,172.20344159996603,172.20344159996603,173.40315179998288,left,1.0,14.845397200027946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,1.0,173.41914640000323,,,,,,,,,173.40389449999202,173.51905819994863,174.31914729997516,174.30295899999328,174.30298269999912,174.31914729997516,174.31914729997516,174.31914729997516,175.63655619998462,right,1.0,14.96654250001302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,1.0,175.65298029995756,,,,,,,,,175.63726769998902,175.7362654999597,176.53625730000203,176.5199024999747,176.51992309995694,176.53625730000203,176.53625730000203,176.53625730000203,177.23695789999329,right,1.0,14.347749300068244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,0.0,177.25297059997683,,,,,,,,,177.23763789999066,178.452724999981,179.25276790000498,179.2359086999786,179.23592619999545,179.25276790000498,179.25276790000498,179.25276790000498,179.86978079995606,left,1.0,14.265253200021109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,20.0,0.0,40.0,0.0,179.886123699951,,,,,,,,,179.8704727999866,181.06947159999984,181.8690660999855,181.85311269998783,181.8531308999518,181.8690660999855,181.8690660999855,181.8690660999855,182.5366571999621,left,1.0,14.32178500003647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,20.0,1.0,41.0,1.0,182.55222249997317,,,,,,,,,182.53732499998296,182.902692499978,183.7027766999672,183.6866202999954,183.68663700000616,183.7027766999672,183.7027766999672,183.7027766999672,184.3534531999612,right,1.0,14.291065300058108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,21.0,0.0,42.0,0.0,184.36966799997023,,,,,,,,,184.3541036999668,184.71925749996444,185.51899579999736,185.5027566999779,185.50277909997385,185.51899579999736,185.51899579999736,185.51899579999736,186.0861710999743,left,1.0,14.2185257000383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,21.0,1.0,43.0,1.0,186.1028169000056,,,,,,,,,186.08694179996385,186.1861272999668,186.9857050999999,186.9700316999806,186.9700499000028,186.9857050999999,186.9857050999999,186.9857050999999,187.75299819995416,right,1.0,14.41576800000621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,22.0,0.0,44.0,1.0,187.76918699999808,,,,,,,,,187.7536312000011,188.1028013000032,188.90263209998372,188.8859145999886,188.88593549997316,188.90263209998372,188.90263209998372,188.90263209998372,189.53585389995715,right,1.0,14.285593900014646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,22.0,1.0,45.0,0.0,189.5526799999643,,,,,,,,,189.53658429998904,190.73592609999469,191.53532450000057,191.51902269996936,191.5190432999516,191.53532450000057,191.53532450000057,191.53532450000057,192.13585859996965,left,1.0,14.247901700029615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,23.0,0.0,46.0,0.0,192.15194809995592,,,,,,,,,192.13666679995367,192.93527489999545,193.7357935999753,193.7195404999657,193.71955579996572,193.7357935999753,193.7357935999753,193.7357935999753,194.48696089995792,left,1.0,14.394459200033452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,23.0,1.0,47.0,1.0,194.50224099995103,,,,,,,,,194.48772139998616,194.6024234999786,195.40203409997048,195.3857981999754,195.38581159996104,195.40203409997048,195.40203409997048,195.40203409997048,196.702375199995,right,1.0,14.953221200034022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,24.0,0.0,48.0,1.0,196.7186518999515,,,,,,,,,196.70302089996403,197.0517867999733,197.8519109999761,197.83597479999295,197.8359920999501,197.8519109999761,197.8519109999761,197.8519109999761,199.13566019997236,right,1.0,14.937437399988994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,24.0,1.0,49.0,0.0,199.1523381999577,,,,,,,,,199.1362979999976,199.2357019999763,200.0356785999611,200.01946559996577,200.01949340000283,200.0356785999611,200.0356785999611,200.0356785999611,200.6358522999799,left,1.0,14.243899400054945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,25.0,0.0,50.0,0.0,200.6523240999668,,,,,,,,,200.63650909997523,201.4356485999888,202.2357063999516,202.21942699997453,202.2194549999549,202.2357063999516,202.2357063999516,202.2357063999516,202.88584389997413,left,1.0,14.296228900027929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,25.0,1.0,51.0,1.0,202.90170319995377,,,,,,,,,202.88671829999657,204.08547859999817,204.88582029996903,204.8693943999824,204.86941759998444,204.88582029996903,204.88582029996903,204.88582029996903,205.88585039996545,right,1.0,14.639066300005652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,26.0,0.0,52.0,0.0,205.90165640000487,,,,,,,,,205.8864881999907,206.2354672999936,207.035511199967,207.01926979998825,207.0192871000036,207.035511199967,207.035511199967,207.035511199967,207.88588499999605,left,1.0,14.496077399991918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,26.0,1.0,53.0,1.0,207.90188339998716,,,,,,,,,207.8865254999837,207.98593419999816,208.78539129998532,208.76916569995228,208.76918859995203,208.78539129998532,208.78539129998532,208.78539129998532,210.21916839998448,right,1.0,15.080204500001855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,27.0,0.0,54.0,1.0,210.2353964999784,,,,,,,,,210.2201212999644,211.03486659994812,211.8353920999798,211.8187745999894,211.81879519997165,211.8353920999798,211.8353920999798,211.8353920999798,212.40205330000023,right,1.0,14.220020800014026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,27.0,1.0,55.0,0.0,212.41876219998807,,,,,,,,,212.40269489999628,213.60161389998396,214.40138779999688,214.38548389996868,214.3855113000027,214.40138779999688,214.40138779999688,214.40138779999688,215.1024505999521,left,1.0,14.343710899993312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,28.0,0.0,56.0,1.0,215.11836949997812,,,,,,,,,215.1030996000045,215.2187632999849,216.01858829997943,216.00200219999533,216.0020248999936,216.01858829997943,216.01858829997943,216.01858829997943,216.50228339998284,right,1.0,14.131882900022902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,28.0,1.0,57.0,0.0,216.51816089998465,,,,,,,,,216.5030221999623,217.71847139997408,218.5185840000049,218.501974099956,218.501986999996,218.5185840000049,218.5185840000049,218.5185840000049,219.0018370999605,left,1.0,14.136611200054176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,speed,,,,,0.0,0.0,0.0,1.0,29.0,0.0,58.0,1.0,219.01803779997863,,,,,,,,,219.00249220000117,219.35183399997183,220.1520915000001,220.13559989997884,220.1356167999911,220.1520915000001,220.1520915000001,220.1520915000001,220.76860199996736,right,1.0,14.266686199989635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,speed,,,,,0.0,0.0,0.0,1.0,29.0,1.0,59.0,0.0,220.78522799996423,,,,,,,,,220.76933349994945,221.9685300999554,222.7684234000044,222.7518234999734,222.75184449995868,222.7684234000044,222.7684234000044,222.7684234000044,223.33527300000424,left,1.0,14.212132300017402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
,,speed,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,230.23498939996352,,,,,,,,,230.2229826999828,231.41826069995292,232.21826080000028,232.2021941999556,232.2022134999861,232.21826080000028,232.21826080000028,232.21826080000028,232.91919029998823,right,1.0,14.34125750005478,,,,,,,,,,,,,,,,,,,,223.33587779995287,223.35137769998985,223.35137769998985,230.2184372000047,space,20.51720700005535,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,232.9347915999824,,,,,,,,,232.9200315999915,233.28448679996652,234.0849106999813,234.06826759997057,234.06828759994823,234.0849106999813,234.0849106999813,234.0849106999813,234.73525069997413,left,1.0,14.29326350003248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,234.75148109998557,,,,,,,,,234.73597749997865,235.55087609996556,236.35144229995785,236.3354210999678,236.3354386999854,236.35144229995785,236.35144229995785,236.35144229995785,238.06960119999712,right,0.0,15.372436100034976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,238.08474979997845,,,,,,,,,238.07026909996057,238.18467200000305,238.9843882999849,238.96846129995535,238.9684790999745,238.9843882999849,238.9843882999849,238.9843882999849,239.78540029999567,right,1.0,14.439682900032494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,239.8016495999764,,,,,,,,,239.78607459994964,240.13427989999764,240.9348394999979,240.9184416999924,240.91846559999976,240.9348394999979,240.9348394999979,240.9348394999979,241.68486059998395,right,1.0,14.401538399979472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,2.0,1.0,5.0,0.0,241.70129299996188,,,,,,,,,241.6855338999885,242.9007098999573,243.70118159998677,243.68475159996888,243.68477239995264,243.70118159998677,243.70118159998677,243.70118159998677,244.76803859998472,left,1.0,14.72052120004082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,3.0,0.0,6.0,0.0,244.78420890000416,,,,,,,,,244.76867469999704,245.9679828999797,246.76743869995695,246.75143389997535,246.75145179999527,246.76743869995695,246.76743869995695,246.76743869995695,247.8515673999791,left,1.0,14.727950800035616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,247.8681202000007,,,,,,,,,247.8523230999708,248.21732870000412,249.0178560999921,249.00165489997016,249.001671999984,249.0178560999921,249.0178560999921,249.0178560999921,249.66787489998387,right,1.0,14.290560299996288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,4.0,0.0,8.0,1.0,249.68393529998136,,,,,,,,,249.6685301999678,250.86734669998987,251.6676644999534,251.6517202999676,251.6517377999844,251.6676644999534,251.6676644999534,251.6676644999534,252.7017922999803,right,1.0,14.688527400023304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,4.0,1.0,9.0,0.0,252.71765179996143,,,,,,,,,252.70247499999823,253.06734059995503,253.86767740000505,253.8510175999836,253.85103499999968,253.86767740000505,253.86767740000505,253.86767740000505,254.8346612000023,left,1.0,14.6204573000432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,254.8506206999882,,,,,,,,,254.8353902999661,255.2004484999925,256.0009098000009,255.9849877999513,255.98500519996745,256.0009098000009,256.0009098000009,256.0009098000009,256.5683202999644,right,1.0,14.22150420001708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,5.0,1.0,11.0,0.0,256.5842780999956,,,,,,,,,256.5690014999709,256.9176059999736,257.7175309999729,257.7012701999629,257.70128739997745,257.7175309999729,257.7175309999729,257.7175309999729,258.7679038999486,left,1.0,14.701878599997144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,6.0,0.0,12.0,1.0,258.7838400999899,,,,,,,,,258.7685296999989,259.1175916999928,259.917538299982,259.90154099999927,259.9015647000051,259.917538299982,259.917538299982,259.917538299982,260.53456959995674,right,1.0,14.267289900046308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,6.0,1.0,13.0,0.0,260.5508295999607,,,,,,,,,260.53521979996003,261.75021669996204,262.5508037999971,262.534521900001,262.53453979996266,262.5508037999971,262.5508037999971,262.5508037999971,263.1507295999909,left,1.0,14.253034399996976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,7.0,0.0,14.0,0.0,263.1669801999815,,,,,,,,,263.1513672999572,263.50105359999,264.30068279994885,264.2840418999549,264.2840587999672,264.30068279994885,264.30068279994885,264.30068279994885,265.08424239995657,left,1.0,14.434482800017577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,7.0,1.0,15.0,1.0,265.1003323000041,,,,,,,,,265.084935699997,265.8835567999631,266.6841082999599,266.66730809997534,266.6673254999914,266.6841082999599,266.6841082999599,266.6841082999599,267.2843500999734,right,1.0,14.24468559998786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,8.0,0.0,16.0,0.0,267.30084169999463,,,,,,,,,267.2850162999821,268.0840000999742,268.8842928999802,268.8674298999831,268.86744379997253,268.8842928999802,268.8842928999802,268.8842928999802,271.41767419996904,left,1.0,16.18751820002217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,8.0,1.0,17.0,1.0,271.4341740999953,,,,,,,,,271.4183148999582,271.7672842000029,272.56661359994905,272.55049209995195,272.5505077999551,272.56661359994905,272.56661359994905,272.56661359994905,273.301175999979,right,1.0,14.38869660004275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,9.0,0.0,18.0,1.0,273.3167490999913,,,,,,,,,273.3019240999711,274.50010209996253,275.30019019998144,275.2836729999981,275.28368890000274,275.30019019998144,275.30019019998144,275.30019019998144,276.8511032999959,right,1.0,15.193023800035007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,9.0,1.0,19.0,0.0,276.86686660000123,,,,,,,,,276.8518859999604,277.2165922999848,278.01653429999715,278.0001538999495,278.0001714999671,278.01653429999715,278.01653429999715,278.01653429999715,278.7008784999489,left,1.0,14.326994500006547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,10.0,0.0,20.0,0.0,278.7166869999492,,,,,,,,,278.7015190999955,278.81675080000423,279.61662489996525,279.6000957999495,279.6001133999671,279.61662489996525,279.61662489996525,279.61662489996525,280.8004471999593,left,1.0,14.83196839998709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,10.0,1.0,21.0,1.0,280.81655200000387,,,,,,,,,280.8011785999988,281.616512699984,282.41723119997187,282.4006465999992,282.400663599954,282.41723119997187,282.41723119997187,282.41723119997187,283.1339172999724,right,1.0,14.366427399974782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,11.0,0.0,22.0,0.0,283.1506149999914,,,,,,,,,283.1346623999998,283.4997272999608,284.30016379995504,284.28412819997175,284.28414579998935,284.30016379995504,284.30016379995504,284.30016379995504,285.21707590000005,left,1.0,14.556548800028397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,11.0,1.0,23.0,1.0,285.2336110000033,,,,,,,,,285.21782829996664,286.4168320999597,287.2168270999682,287.2006888999604,287.20070909999777,287.2168270999682,287.2168270999682,287.2168270999682,287.88433989998884,right,1.0,14.308302599994931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,12.0,0.0,24.0,0.0,287.9001483999891,,,,,,,,,287.88503789994866,288.6995936000021,289.49964699998964,289.4832963999943,289.48331329994835,289.49964699998964,289.49964699998964,289.49964699998964,290.55041039997013,left,1.0,14.697148800012656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,12.0,1.0,25.0,1.0,290.5668085999787,,,,,,,,,290.5511310999864,291.366262800002,292.1669050999917,292.15041689999634,292.15043139999034,292.1669050999917,292.1669050999917,292.1669050999917,292.7832372999983,right,1.0,14.269068000023251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,13.0,0.0,26.0,0.0,292.79954519995954,,,,,,,,,292.7840087999939,292.8829588999506,293.6830296999542,293.6671327999793,293.66715339996153,293.6830296999542,293.6830296999542,293.6830296999542,294.9673353999969,left,1.0,14.933542300015688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,13.0,1.0,27.0,1.0,294.98301709996304,,,,,,,,,294.96800519997487,295.083396299975,295.88324749999447,295.867264200002,295.86728179996135,295.88324749999447,295.88324749999447,295.88324749999447,296.53415199997835,right,1.0,14.293114500003869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,14.0,0.0,28.0,0.0,296.5501814999734,,,,,,,,,296.5347859999747,297.75004379998427,298.5493757999502,298.53296240000054,298.53297579998616,298.5493757999502,298.5493757999502,298.5493757999502,299.233541900001,left,1.0,14.327528099995106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,14.0,1.0,29.0,1.0,299.2499510999769,,,,,,,,,299.23420769994846,299.583246299997,300.3828052000026,300.36659879999934,300.3666156999534,300.3828052000026,300.3828052000026,300.3828052000026,301.16680149995955,right,1.0,14.430289200041445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,15.0,0.0,30.0,1.0,301.18316959997173,,,,,,,,,301.16748969996115,301.26657360000536,302.0661203999771,302.0502037999686,302.0502205999801,302.0661203999771,302.0661203999771,302.0661203999771,302.8499198999489,right,1.0,14.436861800029874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,15.0,1.0,31.0,0.0,302.866058399959,,,,,,,,,302.8506674999953,302.9497304999968,303.750018599967,303.73324579995824,303.73326029995224,303.750018599967,303.750018599967,303.750018599967,304.3999316999689,right,0.0,14.292730199988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,16.0,0.0,32.0,0.0,304.4164636999485,,,,,,,,,304.4006492999615,305.59981339995284,306.39928499999223,306.38352519995533,306.383549399965,306.39928499999223,306.39928499999223,306.39928499999223,307.1505375999841,left,1.0,14.396431000030134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,16.0,1.0,33.0,1.0,307.1660355000058,,,,,,,,,307.1512017999776,307.49965680000605,308.2997662999551,308.28303479996976,308.28305579995504,308.2997662999551,308.2997662999551,308.2997662999551,309.0170896999771,right,1.0,14.357372700003909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,17.0,0.0,34.0,1.0,309.032718500006,,,,,,,,,309.0177503000013,309.3826153999544,310.18291829997906,310.16662949998863,310.1666564999614,310.18291829997906,310.18291829997906,310.18291829997906,310.93374499998754,right,1.0,14.390070600027684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,17.0,1.0,35.0,0.0,310.9497972999816,,,,,,,,,310.93436849996215,311.7495669999625,312.5498293999699,312.53328039997723,312.533297499991,312.5498293999699,312.5498293999699,312.5498293999699,313.73315629997524,left,1.0,14.828478700015694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
