direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.0045047999592497,0.0134757999912835,0.0134757999912835,76.58034649997717,space,97.91037480003432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-232,1.0,random_dot,59.930839814476265,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,76.64216049999231,,,,,,,,,76.63770859997021,77.39502299996093,78.19597909995355,78.17906219995348,78.17909599997802,78.19597909995355,78.19597909995355,78.19597909995355,79.38034849998076,right,0.0,22.52387869998347,,79.38863989996025,79.40537659998517,79.89480199996615,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-232,1.0,random_dot,59.930839814476265,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,79.91135680000298,,,,,,,,,79.89538169995649,81.09448319999501,81.89525889995275,81.87826109997695,81.87827839999227,81.89525889995275,81.89525889995275,81.89525889995275,83.57962599996245,right,1.0,23.02148890000535,,83.5804261000012,83.59381469996879,84.0780434999615,84.0939235999831,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-232,1.0,random_dot,59.930839814476265,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,84.0939235999831,,,,,,,,,84.07845659996383,84.19408919999842,84.99490739998873,84.97829709999496,84.97834839997813,84.99490739998873,84.99490739998873,84.99490739998873,86.81264339998597,left,0.0,23.156469300040044,,86.81339199998183,86.82709969999269,87.31114720000187,87.32708829996409,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-232,1.0,random_dot,59.930839814476265,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,87.32708829996409,,,,,,,,,87.31167169997934,87.42687869997462,88.22775069996715,88.21101209998596,88.2110401999671,88.22775069996715,88.22775069996715,88.22775069996715,107.57671049999772,right,0.0,40.700340600044,,107.57735509995835,107.590996599989,108.07501349999802,108.09102599998003,93.21046899998328,,,,,,,,,,,,,,,,,,,,,,,,,,sub-232,1.0,random_dot,59.930839814476265,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,108.09102599998003,,,,,,,,,108.07556189998286,108.89074959995924,109.6915712999762,109.67504599998938,109.67507529997964,109.6915712999762,109.6915712999762,109.6915712999762,112.10956459998852,right,0.0,23.75999689998571,,112.11041470000056,112.12370289996034,112.60797179996734,112.62363569997252,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-232,1.0,random_dot,59.930839814476265,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,112.62363569997252,,,,,,,,,112.60858369997004,112.97362519998568,113.77453920000698,113.75746259995503,113.75748869997916,113.77453920000698,113.77453920000698,113.77453920000698,114.35862809995888,left,0.0,21.927667999989357,,114.3591550999554,114.37339269998483,114.85757950000698,114.87335919996258,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-232,1.0,random_dot,59.930839814476265,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,114.87335919996258,,,,,,,,,114.8580604000017,116.07331379997775,116.87410879996604,116.85684349999065,116.85686090000672,116.87410879996604,116.87410879996604,116.87410879996604,118.8418163000024,right,1.0,23.304124200018123,,118.84265379997667,118.8563254000037,119.34037719998742,119.3560964000062,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-232,1.0,random_dot,59.930839814476265,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,119.3560964000062,,,,,,,,,119.34098619996804,120.15600660000928,120.9568231999874,120.940061900008,120.9400936999591,120.9568231999874,120.9568231999874,120.9568231999874,124.70774749998236,right,0.0,25.092018500028644,,124.70846349996282,124.72224119998282,125.20596029999432,125.2222202999983,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-232,1.0,random_dot,59.930839814476265,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,125.2222202999983,,,,,,,,,125.2063130000024,126.02191759995183,126.8227809999953,126.8059052999597,126.8059311999823,126.8227809999953,126.8227809999953,126.8227809999953,129.50700069998857,left,1.0,24.03101490001427,,129.50763780000852,129.52162749995475,130.0056435999577,130.02152259997092,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-232,1.0,random_dot,59.930839814476265,
