direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 72
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,122.42854359996272,,,,,,,,,122.41628809995018,123.62715909996768,124.42779899999732,124.4107781999628,124.41080879996298,124.42779899999732,124.42779899999732,124.42779899999732,125.27793839998776,left,1.0,26.31536580005195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,1.0,125.29220219998388,,,,,,,,,125.27879729995038,125.64204519998748,126.4428131999448,126.42659429996274,126.42666829994414,126.4428131999448,126.4428131999448,126.4428131999448,127.16122539999196,right,1.0,26.17619140003808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,127.17427489999682,,,,,,,,,127.16449489997468,127.9736380999675,128.77365679998184,128.7575780999614,128.75764039997011,128.77365679998184,128.77365679998184,128.77365679998184,129.8420609999448,left,0.0,26.53766580001684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,129.855215699994,,,,,,,,,129.84530219994485,131.0541632999666,131.85414219996892,131.8379958999576,131.8380566999549,131.85414219996892,131.85414219996892,131.85414219996892,132.95541149994824,left,1.0,26.558368600031827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,0.0,132.96880109998165,,,,,,,,,132.95839849999174,133.06865569995716,133.8689361999859,133.85261789994547,133.85267209995072,133.8689361999859,133.8689361999859,133.8689361999859,136.16788409999572,left,1.0,27.75557070004288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,1.0,136.18220819998533,,,,,,,,,136.16965159995016,136.2823376999586,137.08255009999266,137.06668399996124,137.06674589996692,137.08255009999266,137.08255009999266,137.08255009999266,138.59990419994574,right,1.0,26.98676250007702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,138.61351919994922,,,,,,,,,138.60277769999811,138.96345919999294,139.78016609995393,139.7641313999775,139.7641975999577,139.78016609995393,139.78016609995393,139.78016609995393,140.44878549996065,left,1.0,26.13210040004924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,140.46181699994486,,,,,,,,,140.451733599999,140.56195179995848,141.37850769999204,141.36246669996763,141.3625285999733,141.37850769999204,141.37850769999204,141.37850769999204,142.5131512999651,right,1.0,26.591901700012382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,142.52668699994683,,,,,,,,,142.51627769996412,143.32584179996047,144.12594309996348,144.1101733999676,144.11023439996643,144.12594309996348,144.12594309996348,144.12594309996348,144.92823569994653,left,1.0,26.27072980004596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,144.94086699996842,,,,,,,,,144.9314542999491,146.13942339998903,146.94024099997478,146.9238717999542,146.92393199994694,146.94024099997478,146.94024099997478,146.94024099997478,148.0252782999887,right,1.0,26.553270900039934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,1.0,148.0380497999722,,,,,,,,,148.02851739997277,148.83742859994527,149.63765059999423,149.62154349999037,149.6216142999474,149.63765059999423,149.63765059999423,149.63765059999423,151.15586409997195,right,1.0,26.986385900061578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,0.0,151.16858299996238,,,,,,,,,151.15937689994462,151.96780749998288,152.76814639999066,152.75192819995573,152.7519913999713,152.76814639999066,152.76814639999066,152.76814639999066,153.420064899954,left,1.0,26.110091600043237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,0.0,153.43321329995524,,,,,,,,,153.42342179996194,153.78309219999937,154.59919949999312,154.58248469996033,154.58251849998487,154.59919949999312,154.59919949999312,154.59919949999312,155.35127109999303,right,0.0,26.209001900046133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,1.0,155.3645279999473,,,,,,,,,155.35420109995175,155.7144126999774,156.51443009998184,156.49826889997348,156.4983236999833,156.51443009998184,156.51443009998184,156.51443009998184,157.51596149994293,right,1.0,26.46795800002292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,0.0,157.5290424999548,,,,,,,,,157.51889729994582,158.3288201999967,159.12892649997957,159.11285419994965,159.11291679996066,159.12892649997957,159.12892649997957,159.12892649997957,159.88086829998065,left,1.0,26.211905600095637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,1.0,159.89385789999506,,,,,,,,,159.8842072999687,161.0924956999952,161.89265629998408,161.87664789997507,161.87671049998607,161.89265629998408,161.89265629998408,161.89265629998408,162.627678299963,right,1.0,26.191963600052983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,162.64113319996977,,,,,,,,,162.63063929998316,162.7408366999589,163.54115859995363,163.5253243999905,163.5253864999977,163.54115859995363,163.54115859995363,163.54115859995363,164.35953089996474,left,1.0,26.274359600094613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,164.37264829996275,,,,,,,,,164.362763299956,165.1724384999834,165.98906319995876,165.97277099994244,165.97283509996487,165.98906319995876,165.98906319995876,165.98906319995876,166.5911243999726,right,1.0,26.05754720006371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,1.0,166.60401629999978,,,,,,,,,166.59435679996386,167.40325799997663,168.20359659998212,168.18747349997284,168.18753689998994,168.20359659998212,168.20359659998212,168.20359659998212,169.6864381999476,right,1.0,26.939188300049864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,0.0,169.70069359999616,,,,,,,,,169.688463999948,169.80068249994656,170.60146179998992,170.58529679995263,170.585368799977,170.60146179998992,170.60146179998992,170.60146179998992,171.3196640999522,left,1.0,26.185049800085835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,1.0,171.33283239998855,,,,,,,,,171.32250399998156,172.1322833999875,172.93235049996292,172.9163609999814,172.91641719994368,172.93235049996292,172.93235049996292,172.93235049996292,173.5350992999738,right,1.0,26.061311300029047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,0.0,173.54764969996177,,,,,,,,,173.53839659999358,174.34727109997766,175.16383179998957,175.14758969994728,175.14765159995295,175.16383179998957,175.16383179998957,175.16383179998957,175.69833279994782,left,1.0,26.00142660009442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
right,right,speed,,,,,0.0,0.0,0.0,1.0,20.0,0.0,40.0,1.0,175.71189329994377,,,,,,,,,175.70049729995662,176.0622924999916,176.87856669997564,176.8627554999548,176.86282779998146,176.87856669997564,176.87856669997564,176.87856669997564,177.796978999977,right,1.0,26.383091900032014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-105,2.0,random_dot,59.96231967062373,
