direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084588329991674,0.0170980420007254,0.0170980420007254,16.72154487499938,space,16.666786665999098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-011,1,random_dot,,
left,left,0.0,0.0,0.0,left,1.0,2.423754375002318,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,16.747899875001167,,,,,,,,,16.733074542000395,17.928010083000117,18.727604125000653,18.71204020799996,18.71258699999817,18.727604125000653,18.727604125000653,18.727604125000653,21.15345279200119,left,1.0,2.423754375002318,,21.159265416998096,21.19244095799877,21.66156695799873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-011,1,random_dot,,
right,right,1.0,1.0,0.0,right,1.0,0.8110153750021709,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,21.668130582998856,,,,,,,,,21.662004292000347,22.850996791999933,23.64467112499915,23.635611166999297,23.636067374998674,23.64467112499915,23.64467112499915,23.64467112499915,24.46201099999962,right,1.0,0.8110153750021709,,24.462150499999552,24.470249792000686,24.96198162499786,24.96791829200083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-011,1,random_dot,,
left,left,2.0,0.0,1.0,left,1.0,1.7462972499997704,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,24.96791829200083,,,,,,,,,24.96227016699777,25.30232550000073,26.09440054199877,26.085833541998,26.08617299999969,26.09440054199877,26.09440054199877,26.09440054199877,27.845739583000977,left,1.0,1.7462972499997704,,27.84582616699845,27.853057917000115,28.3453987920002,28.35239004200048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-011,1,random_dot,,
right,right,3.0,1.0,1.0,right,1.0,0.7654470840025169,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,28.35239004200048,,,,,,,,,28.345837291999487,29.13539333299923,29.937909583000877,29.92901529200026,29.929551707999053,29.937909583000877,29.937909583000877,29.937909583000877,30.7125022500004,right,1.0,0.7654470840025169,,30.71259241699954,30.719670667000173,31.212097749998065,31.218640625000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-011,1,random_dot,,
left,left,4.0,0.0,2.0,left,1.0,0.571200417001819,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,31.218640625000265,,,,,,,,,31.21250712500114,32.00214950000009,32.79868712499956,32.78941795799983,32.7900296250009,32.79868712499956,32.79868712499956,32.79868712499956,33.38014887499958,left,1.0,0.571200417001819,,33.38028812500124,33.387718750000204,33.87878558299781,33.885132457999134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-011,1,random_dot,,
right,right,5.0,1.0,2.0,right,1.0,0.5910480410020682,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,33.885132457999134,,,,,,,,,33.879155041999184,33.97839345800094,34.770341332998214,34.762074416998075,34.76246924999941,34.770341332998214,34.770341332998214,34.770341332998214,35.36282470799779,right,1.0,0.5910480410020682,,35.36291783300112,35.368356041999505,35.86234408299788,35.868729624999105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-011,1,random_dot,,
right,right,6.0,0.0,3.0,right,1.0,0.6735462500000722,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,35.868729624999105,,,,,,,,,35.86276191700017,36.66166245799832,37.454675124998175,37.44573633300024,37.44638499999928,37.454675124998175,37.454675124998175,37.454675124998175,38.13584441700005,right,1.0,0.6735462500000722,,38.13593379200029,38.14848150000034,38.6360451670007,38.6432390000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-011,1,random_dot,,
left,left,7.0,1.0,3.0,left,1.0,0.5831593749971944,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,38.6432390000009,,,,,,,,,38.636412666997785,38.98512141700121,39.77718283300055,39.76829233299941,39.7687839579994,39.77718283300055,39.77718283300055,39.77718283300055,40.37159491700004,left,1.0,0.5831593749971944,,40.371660332999454,40.37744379200012,40.86246658299933,40.8690949999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-011,1,random_dot,,
right,right,8.0,0.0,4.0,right,1.0,0.5002075839984172,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,40.8690949999982,,,,,,,,,40.86301062499842,41.66849091699987,42.46162845800063,42.4524503749999,42.45291895799892,42.46162845800063,42.46162845800063,42.46162845800063,42.96789091699975,right,1.0,0.5002075839984172,,42.96797616699769,42.97789358299997,43.46277712499796,43.46936970800016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-011,1,random_dot,,
