direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
left,left,9.0,1.0,4.0,right,0.0,0.4188701671082526,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,4.0,1.0,9.0,0.0,236.57927283388565,,,,,,,,,236.5719463748392,236.67015274986625,237.4629829588812,237.45406416687183,237.45480862492693,237.4629829588812,237.4629829588812,237.4629829588812,237.88687437493357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.4188701671082526,,,,,sub-114,1,random_dot,,
left,left,10.0,0.0,5.0,left,1.0,0.4111696248874068,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,5.0,0.0,10.0,0.0,237.89454845897853,,,,,,,,,237.88739070878364,238.226339292014,239.01855816692117,239.01032870891504,239.0108887918759,239.01855816692117,239.01855816692117,239.01855816692117,239.43689916678704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4111696248874068,,,,,sub-114,1,random_dot,,
right,right,11.0,1.0,5.0,right,1.0,1.417105457978323,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,5.0,1.0,11.0,1.0,239.4450819999911,,,,,,,,,239.4376119999215,240.6270203748718,241.41953224991448,241.41055954201147,241.41113316686824,241.41953224991448,241.41953224991448,241.41953224991448,242.84385237493552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.417105457978323,,,,,sub-114,1,random_dot,,
right,right,12.0,0.0,6.0,left,0.0,0.4483711251523345,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,6.0,0.0,12.0,1.0,242.85209574992768,,,,,,,,,242.8444099170156,243.19409791682847,243.9961307919584,243.98731695883907,243.988132041879,243.9961307919584,243.9961307919584,243.9961307919584,244.4541794587858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.4483711251523345,,,,,sub-114,1,random_dot,,
left,left,13.0,1.0,6.0,left,1.0,0.9317982499487698,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,6.0,1.0,13.0,0.0,244.46315366681665,,,,,,,,,244.45505549991503,245.25375712499957,246.0456842919812,246.03691962501037,246.03768874984237,246.0456842919812,246.0456842919812,246.0456842919812,246.9885073748883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9317982499487698,,,,,sub-114,1,random_dot,,
left,left,14.0,0.0,7.0,left,1.0,0.8033092499244958,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,7.0,0.0,14.0,0.0,246.99453204195012,,,,,,,,,246.9891141247936,248.1864984589629,248.9791279998608,248.9701125419233,248.97089770878665,248.9791279998608,248.9791279998608,248.9791279998608,249.78676366689612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8033092499244958,,,,,sub-114,1,random_dot,,
right,right,15.0,1.0,7.0,right,1.0,0.9654599998611956,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,7.0,1.0,15.0,1.0,249.7950619589537,,,,,,,,,249.78731383383277,250.97677108389323,251.76893545896743,251.760763874976,251.76125379186124,251.76893545896743,251.76893545896743,251.76893545896743,252.73718208400533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9654599998611956,,,,,sub-114,1,random_dot,,
left,left,16.0,0.0,8.0,left,1.0,0.7362490831874311,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,8.0,0.0,16.0,0.0,252.74639691691848,,,,,,,,,252.7380448339973,253.07708404189907,253.8789214589633,253.87043241690844,253.87104258383624,253.8789214589633,253.8789214589633,253.8789214589633,254.6201493749395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7362490831874311,,,,,sub-114,1,random_dot,,
right,right,17.0,1.0,8.0,right,1.0,0.7626080419868231,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,8.0,1.0,17.0,1.0,254.62850949983115,,,,,,,,,254.62071924982592,254.95980524993504,255.75169391697276,255.74280916689892,255.7432549588848,255.75169391697276,255.75169391697276,255.75169391697276,256.5201679170132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7626080419868231,,,,,sub-114,1,random_dot,,
left,left,18.0,0.0,9.0,left,1.0,0.6354169580154121,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,9.0,0.0,18.0,0.0,256.5283877919428,,,,,,,,,256.5207158338744,256.60966866696253,257.4016599999741,257.39307524985634,257.39351120893843,257.4016599999741,257.4016599999741,257.4016599999741,258.0440710419789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6354169580154121,,,,,sub-114,1,random_dot,,
right,right,19.0,1.0,9.0,left,0.0,0.9857448330149056,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,9.0,1.0,19.0,1.0,258.05201699980535,,,,,,,,,258.04458970879205,258.8432882919442,259.6444129999727,259.63653149991296,259.6373127498664,259.6444129999727,259.6444129999727,259.6444129999727,260.63769424986094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.9857448330149056,,,,,sub-114,1,random_dot,,
left,left,20.0,0.0,10.0,left,1.0,1.580247333040461,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,10.0,0.0,20.0,0.0,260.64529725001194,,,,,,,,,260.63823395897634,260.7368712499738,261.52885170886293,261.52013379195705,261.5208924168255,261.52885170886293,261.52885170886293,261.52885170886293,263.1111526249442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.580247333040461,,,,,sub-114,1,random_dot,,
right,right,21.0,1.0,10.0,left,0.0,1.4462578748352826,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,10.0,1.0,21.0,1.0,263.1193560839165,,,,,,,,,263.1116788338404,263.20962441689335,264.00173870893195,263.99271941697225,263.99315308383666,264.00173870893195,264.00173870893195,264.00173870893195,265.4529216669034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.4462578748352826,,,,,sub-114,1,random_dot,,
right,right,22.0,0.0,11.0,left,0.0,1.858860292006284,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,11.0,0.0,22.0,1.0,265.4606118749361,,,,,,,,,265.4534573748242,265.5436896670144,266.33499087486416,266.3265265838709,266.3270631248597,266.33499087486416,266.33499087486416,266.33499087486416,268.2051352499984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.858860292006284,,,,,sub-114,1,random_dot,,
left,left,23.0,1.0,11.0,right,0.0,0.2588520841673016,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,11.0,1.0,23.0,0.0,268.2111969999969,,,,,,,,,268.2056991248392,268.3032171248924,269.0950274169445,269.0867024587933,269.0874755419791,269.0950274169445,269.0950274169445,269.0950274169445,269.36065370892175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.2588520841673016,,,,,sub-114,1,random_dot,,
right,right,24.0,0.0,12.0,left,0.0,0.6299048329237849,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,12.0,0.0,24.0,1.0,269.3685257087928,,,,,,,,,269.3611929588951,269.46012354199775,270.25198766682297,270.24389024986885,270.24434045888484,270.25198766682297,270.25198766682297,270.25198766682297,270.8877745838836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6299048329237849,,,,,sub-114,1,random_dot,,
left,left,25.0,1.0,12.0,left,1.0,0.9298857499379664,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,12.0,1.0,25.0,0.0,270.8957932088524,,,,,,,,,270.88835687492974,272.0863212919794,272.8779334588908,272.87010379182175,272.87070495891385,272.8779334588908,272.8779334588908,272.8779334588908,273.8103534998372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9298857499379664,,,,,sub-114,1,random_dot,,
left,left,26.0,0.0,13.0,left,1.0,1.2294780409429222,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,13.0,0.0,26.0,0.0,273.8183526669163,,,,,,,,,273.8108957919758,273.9122889169957,274.7122512089554,274.7035440418404,274.7043534168042,274.7122512089554,274.7122512089554,274.7122512089554,275.94479824998416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2294780409429222,,,,,sub-114,1,random_dot,,
right,right,27.0,1.0,13.0,left,0.0,1.0270683751441538,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,13.0,1.0,27.0,1.0,275.95304824993946,,,,,,,,,275.94532683398575,276.29351812484674,277.09455429180525,277.0866765419487,277.0872432088945,277.09455429180525,277.09455429180525,277.09455429180525,278.12875154195353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.0270683751441538,,,,,sub-114,1,random_dot,,
left,left,28.0,0.0,14.0,right,0.0,0.6453888749238104,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,14.0,0.0,28.0,0.0,278.1371281668544,,,,,,,,,278.12932066689245,278.22675220901147,279.019103749888,279.01004941691644,279.0106079999823,279.019103749888,279.019103749888,279.019103749888,279.6702167498879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6453888749238104,,,,,sub-114,1,random_dot,,
right,right,29.0,1.0,14.0,left,0.0,0.7879567909985781,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,14.0,1.0,29.0,1.0,279.67828583391383,,,,,,,,,279.6709519589785,279.7599874997977,280.55160974990577,280.54308566683903,280.54365254193544,280.55160974990577,280.55160974990577,280.55160974990577,281.3449755839538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7879567909985781,,,,,sub-114,1,random_dot,,
left,left,30.0,0.0,15.0,left,1.0,1.1437294168863446,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,15.0,0.0,30.0,0.0,281.36972208390944,,,,,,,,,281.34553829184733,281.4468358748127,282.2457114998251,282.2369249998592,282.2376819588244,282.2457114998251,282.2457114998251,282.2457114998251,283.39446220896207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1437294168863446,,,,,sub-114,1,random_dot,,
right,right,31.0,1.0,15.0,right,1.0,0.4085517080966383,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,1.0,283.40259879198857,,,,,,,,,283.3950401248876,284.1932183748577,284.9848709588405,284.9765114588663,284.97694933391176,284.9848709588405,284.9848709588405,284.9848709588405,285.4039918750059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.4085517080966383,,,,,sub-114,1,random_dot,,
left,left,32.0,0.0,16.0,left,1.0,0.357648832956329,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,0.0,285.4095598338172,,,,,,,,,285.4045237498358,285.74333324981853,286.5346986248624,286.5259181249421,286.52634670888074,286.5346986248624,286.5346986248624,286.5346986248624,286.90294849989004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.357648832956329,,,,,sub-114,1,random_dot,,
right,right,33.0,1.0,16.0,right,1.0,0.6217267499305308,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,1.0,286.9087180418428,,,,,,,,,286.90351587487385,287.6934834998101,288.4955399997998,288.48659208393656,288.4873433338944,288.4955399997998,288.4955399997998,288.4955399997998,289.1208575000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6217267499305308,,,,,sub-114,1,random_dot,,
left,left,34.0,0.0,17.0,left,1.0,2.2499458328820765,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,0.0,289.1291057500057,,,,,,,,,289.1214497499168,290.3198742088862,291.11281054187566,291.1035427500028,291.1042907088995,291.11281054187566,291.11281054187566,291.11281054187566,293.3694011250045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.2499458328820765,,,,,sub-114,1,random_dot,,
right,right,35.0,1.0,17.0,left,0.0,1.793885666877031,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,1.0,293.377581166802,,,,,,,,,293.3699553338811,293.4592878748663,294.25236170878634,294.2434942498803,294.2440350838005,294.25236170878634,294.25236170878634,294.25236170878634,296.05422733398154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.793885666877031,,,,,sub-114,1,random_dot,,
right,right,36.0,0.0,18.0,right,1.0,3.978817207971588,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,1.0,296.062528999988,,,,,,,,,296.05479837488383,297.2526293338742,298.0454045839142,298.0365710000042,298.0371499999892,298.0454045839142,298.0454045839142,298.0454045839142,302.0274422499351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.978817207971588,,,,,sub-114,1,random_dot,,
left,left,37.0,1.0,18.0,left,1.0,0.5557959580328315,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,0.0,302.0361485418398,,,,,,,,,302.0280115418136,302.8259360839147,303.6180337499827,303.6094933748245,303.6100584589876,303.6180337499827,303.6180337499827,303.6180337499827,304.17643195879646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5557959580328315,,,,,sub-114,1,random_dot,,
right,right,38.0,0.0,19.0,left,0.0,2.2282088750507683,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,1.0,304.1847792919725,,,,,,,,,304.1769552088808,304.96958879195154,305.7624140419066,305.75329783395864,305.7540358339902,305.7624140419066,305.7624140419066,305.7624140419066,307.9958414589055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.2282088750507683,,,,,sub-114,1,random_dot,,
left,left,39.0,1.0,19.0,right,0.0,0.267140083014965,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,0.0,308.0048695839941,,,,,,,,,307.99639954185113,308.0924681248144,308.8845579170156,308.8761960838456,308.8766357088461,308.8845579170156,308.8845579170156,308.8845579170156,309.1545525838156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.267140083014965,,,,,sub-114,1,random_dot,,
left,left,40.0,0.0,20.0,left,1.0,0.3270223748404532,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,0.0,309.1633448339999,,,,,,,,,309.15533474995755,310.3525192087982,311.14459691685624,311.1363753748592,311.1371607088949,311.14459691685624,311.14459691685624,311.14459691685624,311.4761980418116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.3270223748404532,,,,,sub-114,1,random_dot,,
right,right,41.0,1.0,20.0,right,1.0,0.2795514171011746,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,1.0,311.4845848749392,,,,,,,,,311.47672608378343,312.67632520897314,313.46799704199657,313.4599227500148,313.4604683748912,313.46799704199657,313.46799704199657,313.46799704199657,313.7531055838336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.2795514171011746,,,,,sub-114,1,random_dot,,
left,left,42.0,0.0,21.0,left,1.0,0.4158421249594539,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,0.0,313.76126737496816,,,,,,,,,313.7536697918549,313.8425592498388,314.634566541994,314.6255494169891,314.62599770887755,314.634566541994,314.634566541994,314.634566541994,315.05408616689965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4158421249594539,,,,,sub-114,1,random_dot,,
right,right,43.0,1.0,21.0,right,1.0,0.2788524578791111,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,1.0,315.0627365419641,,,,,,,,,315.0548599588219,315.15257004182786,315.94466879195534,315.93650008388795,315.9370590839535,315.94466879195534,315.94466879195534,315.94466879195534,316.2280694588553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.2788524578791111,,,,,sub-114,1,random_dot,,
left,left,44.0,0.0,22.0,right,0.0,0.4855523749720305,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,0.0,316.23670916678384,,,,,,,,,316.22859562491067,316.32658141688444,317.1178953750059,317.10947162494995,317.11002474999987,317.1178953750059,317.1178953750059,317.1178953750059,317.6097288338933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.4855523749720305,,,,,sub-114,1,random_dot,,
right,right,45.0,1.0,22.0,left,0.0,0.4190190841909498,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,1.0,317.618093166966,,,,,,,,,317.6102137498092,317.70987320900895,318.5114525419194,318.5029850418214,318.50377483386546,318.5114525419194,318.5114525419194,318.5114525419194,318.9374893750064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.4190190841909498,,,,,sub-114,1,random_dot,,
left,left,46.0,0.0,23.0,left,1.0,0.55722412513569,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,0.0,318.9459739169106,,,,,,,,,318.9382538748905,319.736124166986,320.5289534998592,320.51985616679303,320.52072004182264,320.5289534998592,320.5289534998592,320.5289534998592,321.0977692089509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.55722412513569,,,,,sub-114,1,random_dot,,
right,right,47.0,1.0,23.0,right,1.0,0.7038964580278844,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,1.0,321.119182708906,,,,,,,,,321.09831537492573,321.8928484588396,322.69439462479204,322.6862810838502,322.68684499990195,322.69439462479204,322.69439462479204,322.69439462479204,323.40387708391063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7038964580278844,,,,,sub-114,1,random_dot,,
left,left,48.0,0.0,24.0,left,1.0,0.4956021250691265,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,24.0,0.0,48.0,0.0,323.4122016248293,,,,,,,,,323.4044442088343,323.7524094998371,324.54462883388624,324.5363132089842,324.53708004183136,324.54462883388624,324.54462883388624,324.54462883388624,325.04488158388995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4956021250691265,,,,,sub-114,1,random_dot,,
right,right,49.0,1.0,24.0,right,1.0,0.6349468331318349,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,24.0,1.0,49.0,1.0,325.06932666688226,,,,,,,,,325.0454109169077,325.1348669999279,325.9272616249509,325.9195934999734,325.9201529168058,325.9272616249509,325.9272616249509,325.9272616249509,326.5691209998913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6349468331318349,,,,,sub-114,1,random_dot,,
right,right,50.0,0.0,25.0,left,0.0,0.5651330419350415,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,25.0,0.0,50.0,1.0,326.57726141694,,,,,,,,,326.56965099996887,327.3598003338557,328.1519130838569,328.1428618337959,328.14330033399165,328.1519130838569,328.1519130838569,328.1519130838569,328.7206027919892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.5651330419350415,,,,,sub-114,1,random_dot,,
left,left,51.0,1.0,25.0,right,0.0,1.7109291250817478,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,0.0,328.72897695889696,,,,,,,,,328.72120341681875,329.51927524991333,330.31094049988315,330.3028552089818,330.30347574991174,330.31094049988315,330.31094049988315,330.31094049988315,332.0261787499767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.7109291250817478,,,,,sub-114,1,random_dot,,
left,left,52.0,0.0,26.0,right,0.0,0.6121684580575675,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,0.0,332.0344667499885,,,,,,,,,332.0267286668532,332.12537912488915,332.91883929190226,332.9099597497843,332.9105118748266,332.91883929190226,332.91883929190226,332.91883929190226,333.5357831248548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6121684580575675,,,,,sub-114,1,random_dot,,
right,right,53.0,1.0,26.0,left,0.0,0.6429240829311311,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,1.0,333.5443086249288,,,,,,,,,333.53636012482457,333.6249073748477,334.4189885419328,334.4079414589796,334.4083678747993,334.4189885419328,334.4189885419328,334.4189885419328,335.0709529169835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6429240829311311,,,,,sub-114,1,random_dot,,
right,right,54.0,0.0,27.0,left,0.0,0.5612273341976106,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,27.0,0.0,54.0,1.0,335.0796673749573,,,,,,,,,335.07172362483107,335.1688458749559,335.9609914589673,335.9528182919603,335.9534067090135,335.9609914589673,335.9609914589673,335.9609914589673,336.5266718338244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.5612273341976106,,,,,sub-114,1,random_dot,,
left,left,55.0,1.0,27.0,left,1.0,1.9891171669587493,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,27.0,1.0,55.0,0.0,336.5353224168066,,,,,,,,,336.52719820896164,337.7261554999277,338.5175940420013,338.5097978338599,338.510227791965,338.5175940420013,338.5175940420013,338.5175940420013,340.5106834999752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.9891171669587493,,,,,sub-114,1,random_dot,,
left,left,56.0,0.0,28.0,right,0.0,3.655377666000277,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,28.0,0.0,56.0,0.0,340.53562816698104,,,,,,,,,340.51123112486675,340.8586881668307,341.6512740419712,341.64306433382444,341.6436215417925,341.6512740419712,341.6512740419712,341.6512740419712,345.3091804999858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.655377666000277,,,,,sub-114,1,random_dot,,
right,right,57.0,1.0,28.0,right,1.0,2.868181832833216,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,28.0,1.0,57.0,1.0,345.3176010418684,,,,,,,,,345.3097115419805,345.4097339999862,346.2009509589989,346.1927112499252,346.19318224978633,346.2009509589989,346.2009509589989,346.2009509589989,349.07572670886293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.868181832833216,,,,,sub-114,1,random_dot,,
right,right,58.0,0.0,29.0,left,0.0,0.6965144579298794,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,29.0,0.0,58.0,1.0,349.0842430838384,,,,,,,,,349.07624749979004,349.1693055839278,349.96168037480675,349.9530632919632,349.95379766682163,349.96168037480675,349.96168037480675,349.96168037480675,350.6606646669097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6965144579298794,,,,,sub-114,1,random_dot,,
left,left,59.0,1.0,29.0,left,1.0,0.7182929588016123,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,29.0,1.0,59.0,0.0,350.6692730837967,,,,,,,,,350.6612020418979,350.75848779198714,351.55080849980004,351.54192916699685,351.54238283401355,351.55080849980004,351.55080849980004,351.55080849980004,352.2760723337997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7182929588016123,,,,,sub-114,1,random_dot,,
,,1.0,1.0,0.0,,,,,speed,space,4.687841374892741,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-114,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.2857117089443,352.2949986248277,357.2858855838422,sub-114,1,random_dot,,
