direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0124434600002132,0.0357298179878853,0.0357298179878853,13.690710595998098,space,13.513067193998722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-223,1,random_dot,61.09310632686622,
right,right,0.0,0.0,0.0,right,1.0,4.406617139989976,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,13.72120139299659,,,,,,,,,13.708569196998724,13.794226429992705,14.599982003986952,14.57831482499023,14.578784203986288,14.599982003986952,14.599982003986952,14.599982003986952,19.01222135599528,right,1.0,4.406617139989976,,19.01732817098673,19.05520470699412,19.527598307991862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-223,1,random_dot,61.09310632686622,
left,left,1.0,1.0,0.0,left,1.0,1.1195090699911816,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,19.54426103598962,,,,,,,,,19.527941251988523,19.627662836996024,20.42761417599104,20.4110533669882,20.41152903198963,20.42761417599104,20.42761417599104,20.42761417599104,21.561714255993135,left,1.0,1.1195090699911816,,21.561814829998184,21.5771167089988,22.06123368800036,22.077508667993243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-223,1,random_dot,61.09310632686622,
right,right,2.0,0.0,1.0,right,1.0,1.160170121002011,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,22.077508667993243,,,,,,,,,22.06162997499632,22.86081574499258,23.66088414199476,23.644557883992093,23.64499279599113,23.66088414199476,23.66088414199476,23.66088414199476,24.828952184994705,right,1.0,1.160170121002011,,24.82905560299696,24.844214287993964,25.327725286988425,25.344086640994647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-223,1,random_dot,61.09310632686622,
left,left,3.0,1.0,1.0,left,1.0,1.4673281840077834,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,25.344086640994647,,,,,,,,,25.32812029198976,26.144947417997173,26.944051089987624,26.927768626992474,26.92821581898897,26.944051089987624,26.944051089987624,26.944051089987624,28.428270156000508,left,1.0,1.4673281840077834,,28.42836274899309,28.443765223986706,28.92771048899158,28.94404226599727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-223,1,random_dot,61.09310632686622,
right,right,4.0,0.0,2.0,right,1.0,1.0592474850127471,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,28.94404226599727,,,,,,,,,28.928112000998222,29.0274198249972,29.82727362899459,29.81101510899316,29.81158204098756,29.82727362899459,29.82727362899459,29.82727362899459,30.895123522990616,right,1.0,1.0592474850127471,,30.895215191994797,30.91030862698972,31.39438521399279,31.410656986990944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-223,1,random_dot,61.09310632686622,
left,left,5.0,1.0,2.0,left,1.0,0.8136015400086762,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,31.410656986990944,,,,,,,,,31.39478682499612,32.21037675499974,33.0107530719979,32.99444163199223,32.99477629798639,33.0107530719979,33.0107530719979,33.0107530719979,33.82841982699756,left,1.0,0.8136015400086762,,33.828518733993405,33.84367625598679,34.327522898995085,34.343959938996704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-223,1,random_dot,61.09310632686622,
left,left,6.0,0.0,3.0,right,0.0,0.8922826810012339,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,34.343959938996704,,,,,,,,,34.3278141089977,34.694055669999216,35.494070452987216,35.4774758029962,35.47781190898968,35.494070452987216,35.494070452987216,35.494070452987216,36.39484547299799,right,0.0,0.8922826810012339,,36.39918972599844,36.41291089898732,36.910842610988766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-223,1,random_dot,61.09310632686622,
right,right,7.0,1.0,3.0,left,0.0,2.087798342006863,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,36.92733260999376,,,,,,,,,36.91129610699136,36.99388474899752,37.79409404798935,37.777497016999405,37.77783229899069,37.79409404798935,37.79409404798935,37.79409404798935,39.89513127898681,left,0.0,2.087798342006863,,39.895230444992194,39.91029776199139,40.394237034997786,40.41064975698828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-223,1,random_dot,61.09310632686622,
left,left,8.0,0.0,4.0,right,0.0,1.4206615009898087,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,40.41064975698828,,,,,,,,,40.39464060899627,40.51062424799602,41.31109567399835,41.294145016989205,41.294579014997,41.31109567399835,41.31109567399835,41.31109567399835,42.74531573599961,right,0.0,1.4206615009898087,,42.74545088398736,42.76021775598929,43.2440818920004,43.26062833999458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-223,1,random_dot,61.09310632686622,
