direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0104554440040374,0.0308230770024238,0.0308230770024238,21.97502962300496,space,21.846301252997364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
left,left,0.0,0.0,0.0,right,0.0,4.316194325001561,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,21.99400736000098,,,,,,,,,21.981466567005555,22.071787562999816,22.87344868400396,22.85682500500116,22.85717835500691,22.87344868400396,22.87344868400396,22.87344868400396,27.20213957800297,right,0.0,4.316194325001561,,27.20722911000485,27.2324041009997,27.70335386200168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
right,right,1.0,1.0,0.0,left,0.0,4.15587606599729,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,27.712644252002065,,,,,,,,,27.70440341000358,28.50360882300447,29.32310739500099,29.305254030005017,29.305504004005343,29.32310739500099,29.32310739500099,29.32310739500099,33.48636555499979,left,0.0,4.15587606599729,,33.486453090001305,33.49671203300386,33.98229778800305,33.991912741003034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
right,right,2.0,0.0,1.0,right,1.0,0.8686326710012509,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,33.991912741003034,,,,,,,,,33.983278065003105,34.79009517500526,35.600872341005015,35.59034662600607,35.59081374300149,35.600872341005015,35.600872341005015,35.600872341005015,36.481225834002544,right,1.0,0.8686326710012509,,36.48592925700359,36.4971061920005,36.99017508500401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
left,left,3.0,1.0,1.0,right,0.0,0.6398332270036917,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,36.99868264000543,,,,,,,,,36.99060133800231,37.33063432000199,38.129360718005046,38.1176128540028,38.118319883004006,38.129360718005046,38.129360718005046,38.129360718005046,38.772931256004085,right,0.0,0.6398332270036917,,38.77490462800051,38.790018228006375,39.27358426200226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
right,right,4.0,0.0,2.0,right,1.0,1.8513905670042727,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,39.2820063170002,,,,,,,,,39.27401280600316,40.46450466399983,41.27299022900115,41.2553692710062,41.25584086100571,41.27299022900115,41.27299022900115,41.27299022900115,43.132514226999774,right,1.0,1.8513905670042727,,43.1355377170039,43.14532787200005,43.64032447900536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
left,left,5.0,1.0,2.0,left,1.0,2.680863599998702,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,43.64892569600488,,,,,,,,,43.64075540200429,43.73225940500561,44.53995266100537,44.52205429800233,44.52253388700046,44.53995266100537,44.53995266100537,44.53995266100537,47.2272070570034,left,1.0,2.680863599998702,,47.22728471600567,47.2398621770044,47.72904019500129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
right,right,6.0,0.0,3.0,right,1.0,2.3976500290009426,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,47.74211752800329,,,,,,,,,47.72948663900024,48.93045689800056,49.73997821800003,49.72206614600145,49.72254191300453,49.73997821800003,49.73997821800003,49.73997821800003,52.14119452000159,right,1.0,2.3976500290009426,,52.141305229000864,52.151131909005926,52.64015840100183,52.64955358700536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
left,left,7.0,1.0,3.0,right,0.0,1.9064627379993908,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,52.64955358700536,,,,,,,,,52.64055716200528,53.84162954000203,54.64005315400573,54.62451931400574,54.62496622000617,54.64005315400573,54.64005315400573,54.64005315400573,56.550384911002766,right,0.0,1.9064627379993908,,56.55454329799977,56.56361311200453,57.04961155300407,57.06104237200634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
left,left,8.0,0.0,4.0,left,1.0,3.072734841000056,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,57.06104237200634,,,,,,,,,57.050022064002405,58.24883669800329,59.05235819500376,59.04017628800648,59.04064671800006,59.05235819500376,59.05235819500376,59.05235819500376,62.13051209400146,left,1.0,3.072734841000056,,62.13232440700085,62.1545998090005,62.63221814800636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
right,right,9.0,1.0,4.0,left,0.0,5.1581451750025735,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,62.654607636002766,,,,,,,,,62.63335306600493,62.73160624100274,63.52867639900069,63.51499841199984,63.51626582300378,63.52867639900069,63.52867639900069,63.52867639900069,68.69270242000493,left,0.0,5.1581451750025735,,68.69552025500161,68.70833143900381,69.20462781200331,,68.51529781200225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
left,left,10.0,0.0,5.0,left,1.0,2.2412426349983434,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,69.22258270800376,,,,,,,,,69.20494597400102,69.54328332700243,70.34617991800042,70.33227289200295,70.3332681200045,70.34617991800042,70.34617991800042,70.34617991800042,72.59060209600284,left,1.0,2.2412426349983434,,72.592672098006,72.60141077600565,73.08537354400323,73.0963744880064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
right,right,11.0,1.0,5.0,right,1.0,1.441820287000155,,,,,,5.0,1.0,11.0,1.0,,,,,,,,,73.0963744880064,,,,,,,,,73.08628806300112,73.43937080600153,74.23188775200106,74.22286120000354,74.22308466899995,74.23188775200106,74.23188775200106,74.23188775200106,75.68091289300355,right,1.0,1.441820287000155,,75.68098993000604,75.68969159500557,76.1731856990009,76.18265690200496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
right,right,12.0,0.0,6.0,left,0.0,2.526749614000437,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,76.18265690200496,,,,,,,,,76.17356184800155,76.2780923820028,77.08342056300171,77.0729406840037,77.07338039699971,77.08342056300171,77.08342056300171,77.08342056300171,79.61479817000509,left,0.0,2.526749614000437,,79.61754172300425,79.62718432700058,80.11515288300143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
left,left,13.0,1.0,6.0,right,0.0,2.3881244989970583,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,80.13785591500346,,,,,,,,,80.11644110100315,80.22290987400629,81.01663831500628,81.00632095699984,81.00675749800575,81.01663831500628,81.01663831500628,81.01663831500628,83.41500502000417,right,0.0,2.3881244989970583,,83.41508960500505,83.42467081300128,83.91559516100097,83.92787617000431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-222,1,random_dot,73.20286187144224,
