direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0264349000062793,0.0426540999906137,0.0426540999906137,43.02122760005295,space,104.93185839999931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-190,1.0,random_dot,59.535433133183645,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,43.05388570006471,,,,,,,,,43.04393889999483,43.37053610000294,44.18648340005893,44.15506320004352,44.15508759999648,44.18648340005893,44.18648340005893,44.18648340005893,49.16696120006964,58.181212899973616,right,0.0,75.9425091999583,,58.193662700010464,58.213713100063615,58.695126999984495,,,,,,,,,,,,,,,,,,,,,,,,,,sub-190,1.0,random_dot,59.535433133183645,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,58.712667100015096,,,,,,,,,58.695739399991,59.89535440003965,60.71164360002149,60.6953714999836,60.69539980008267,60.71164360002149,60.71164360002149,60.71164360002149,65.7096915000584,66.29227089998312,right,1.0,67.52469740004744,,66.29298240004573,66.30848160001915,66.79200440004934,66.80772080004681,,,,,,,,,,,,,,,,,,,,,,,,,sub-190,1.0,random_dot,59.535433133183645,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,66.80772080004681,,,,,,,,,66.79244550003204,68.00797250005417,68.8076564000221,68.79154830006883,68.791567999986,68.8076564000221,68.8076564000221,68.8076564000221,,72.84042690007482,right,1.0,65.9875841998728,,72.84096569998655,72.85532199998852,73.33996940008365,73.35612000001129,,,,,,,,,,,,,,,,,,,,,,,,,sub-190,1.0,random_dot,59.535433133183645,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,73.35612000001129,,,,,,,,,73.34038980002515,73.45492769998964,74.25440019997768,74.2387568000704,74.23878390004393,74.25440019997768,74.25440019997768,74.25440019997768,79.2524459999986,80.0028112999862,left,1.0,67.69047339993995,,80.00338140001986,80.01743980008177,80.50182890007272,80.51825439999811,,,,,,,,,,,,,,,,,,,,,,,,,sub-190,1.0,random_dot,59.535433133183645,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,80.51825439999811,,,,,,,,,80.50223700003698,80.86758580000605,81.66688819997944,81.65134760004003,81.65136610006448,81.66688819997944,81.66688819997944,81.66688819997944,,84.68315840000287,left,1.0,64.96976759994868,,84.68365360004827,84.69871030002832,85.18352299998514,85.19871770008467,,,,,,,,,,,,,,,,,,,,,,,,,sub-190,1.0,random_dot,59.535433133183645,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,85.19871770008467,,,,,,,,,85.18401379999705,86.39905500004534,87.19773510005325,87.18260200007353,87.18262640002649,87.19773510005325,87.19773510005325,87.19773510005325,,89.18154260003939,right,1.0,63.93081799999345,,89.18212080001831,89.19685270008631,89.68032420007512,89.69644870003685,,,,,,,,,,,,,,,,,,,,,,,,,sub-190,1.0,random_dot,59.535433133183645,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,89.69644870003685,,,,,,,,,89.68088330002502,90.49629689997528,91.31189440004528,91.29731659998652,91.29734990000723,91.31189440004528,91.31189440004528,91.31189440004528,,93.49491930007936,left,0.0,64.13015789992642,,93.49545300006866,93.51059239997994,93.99577640008648,94.0113572999835,,,,,,,,,,,,,,,,,,,,,,,,,sub-190,1.0,random_dot,59.535433133183645,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,94.0113572999835,,,,,,,,,93.99622710002586,94.36177489999682,95.16088580002544,95.1450896000024,95.14511100004891,95.16088580002544,95.16088580002544,95.16088580002544,,98.95913810003547,left,1.0,65.74420910002664,,98.95964730007108,98.97458360006569,99.45890900003724,99.47493999998552,,,,,,,,,,,,,,,,,,,,,,,,,sub-190,1.0,random_dot,59.535433133183645,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,99.47493999998552,,,,,,,,,99.45931469998322,99.82541569997557,100.62458820000757,100.60901250003371,100.60903160006274,100.62458820000757,100.62458820000757,100.62458820000757,,102.15781940007582,right,0.0,63.4877277999185,,102.15833370003384,102.17334500001743,102.65785439999308,102.6740117999725,,,,,,,,,,,,,,,,,,,,,,,,,sub-190,1.0,random_dot,59.535433133183645,
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,102.6740117999725,,,,,,,,,102.65840590000153,103.87149290007072,104.67292100004852,104.656506099971,104.65652590000536,104.67292100004852,104.67292100004852,104.67292100004852,,109.17118399997707,right,1.0,66.4399556000717,,109.17178830003832,109.18590709997808,109.66993540001567,109.68590480007695,,,,,,,,,,,,,,,,,,,,,,,,,sub-190,1.0,random_dot,59.535433133183645,
