direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
left,left,speed,,,,,0,0,0,1,20,1,41,0,277.0060018,,,,,,,,,276.9936868,278.2060652,279.0068777,278.991345,278.9914061,279.0068777,279.0068777,279.0068777,,281.9581928,right,0,33.4046075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,21,0,42,1,281.9724283,,,,,,,,,281.9602494,282.772637,283.5734005,283.5576132,283.5576586,283.5734005,283.5734005,283.5734005,,285.2247595,left,0,32.1041619,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,21,1,43,0,285.2389257,,,,,,,,,285.2268982,285.5891318,286.3894459,286.3744548,286.3745021,286.3894459,286.3894459,286.3894459,,288.0419679,right,0,32.1075857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,22,0,44,0,288.0554533,,,,,,,,,288.0438336,288.8558263,289.6559497,289.6408469,289.6409112,289.6559497,289.6559497,289.6559497,,290.908277,left,1,31.7070939,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,22,1,45,1,290.9218991,,,,,,,,,290.910176,291.7224605,292.522335,292.5068536,292.5068984,292.522335,292.522335,292.522335,,295.2248182,right,1,33.1529738,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,23,0,46,0,295.2387111,,,,,,,,,295.2266756,295.5889385,296.3892702,296.3735609,296.3736052,296.3892702,296.3892702,296.3892702,,297.3579477,right,0,31.4216538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,23,1,47,1,297.3718138,,,,,,,,,297.3603303,298.1717418,298.9727627,298.9570282,298.9570797,298.9727627,298.9727627,298.9727627,,300.2739077,left,0,31.7470743,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,24,0,48,1,300.2884156,,,,,,,,,300.2758684,300.3882383,301.1887968,301.1732036,301.1732483,301.1887968,301.1887968,301.1887968,,303.6417882,right,1,32.9121267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,24,1,49,0,303.6550182,,,,,,,,,303.6444418,304.854771,305.6554865,305.63975,305.6398085,305.6554865,305.6554865,305.6554865,,307.6589114,right,0,32.4633571,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,25,0,50,0,307.6712402,,,,,,,,,307.6611027,307.7714267,308.5718327,308.5565074,308.5565545,308.5718327,308.5718327,308.5718327,,310.1064435,left,1,31.9913614,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,25,1,51,1,310.1209364,,,,,,,,,310.1079624,310.4712906,311.2721402,311.2559827,311.2560374,311.2721402,311.2721402,311.2721402,,312.9916174,left,0,32.177327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,26,0,52,0,313.0041363,,,,,,,,,312.993986,313.3543951,314.1552762,314.1390319,314.1390986,314.1552762,314.1552762,314.1552762,,316.5568605,right,0,32.8588598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,26,1,53,1,316.5705982,,,,,,,,,316.5592929,316.9207411,317.7213955,317.7054761,317.7055336,317.7213955,317.7213955,317.7213955,,319.8908344,right,1,32.6299731,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,27,0,54,0,319.9039594,,,,,,,,,319.8927009,320.2543702,321.0543713,321.0390093,321.0390751,321.0543713,321.0543713,321.0543713,,323.3395126,right,0,32.7375902,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,27,1,55,1,323.3537307,,,,,,,,,323.3416982,323.4539756,324.2542712,324.2393652,324.2394235,324.2542712,324.2542712,324.2542712,,326.3908315,left,0,32.596984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,28,0,56,1,326.4033476,,,,,,,,,326.393467,327.6039856,328.404192,328.3885929,328.3886608,328.404192,328.404192,328.404192,,329.9582618,right,1,32.0119591,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,28,1,57,0,329.9700756,,,,,,,,,329.9605201,330.7703393,331.5712793,331.5551592,331.5552038,331.5712793,331.5712793,331.5712793,,333.9222615,left,1,32.7996605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,29,0,58,1,333.9362357,,,,,,,,,333.9242971,334.2869003,335.0873033,335.0717937,335.0718421,335.0873033,335.0873033,335.0873033,,337.9391708,left,0,33.3068148,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,29,1,59,0,337.9530134,,,,,,,,,337.941717,338.303277,339.1038379,339.0878439,339.0878865,339.1038379,339.1038379,339.1038379,,339.8588174,right,0,31.213805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
,,speed,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,0,0,0,1,350.5207873,,,,,,,,,350.5181913,350.8690969,351.6698548,351.6543029,351.65435,351.6698548,351.6698548,351.6698548,,352.5216899,right,1,31.3064996,None,,,,,,,,,,,,,,,,,,,339.8609669,339.8793809,339.8793809,350.5046116,space,41.0713845,None,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,0,1,1,0,352.5354051,,,,,,,,,352.5243524,352.6356186,353.4360909,353.4206637,353.4207604,353.4360909,353.4360909,353.4360909,,355.6378947,left,1,32.6498249,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,1,0,2,1,355.6521996,,,,,,,,,355.6398633,355.7522921,356.552533,356.5368758,356.536919,356.552533,356.552533,356.552533,,359.2875142,right,1,33.1915194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,1,1,3,0,359.3018932,,,,,,,,,359.2892758,360.5021388,361.3023934,361.2866951,361.2867408,361.3023934,361.3023934,361.3023934,,363.671123,right,0,32.8244271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,2,0,4,1,363.6848093,,,,,,,,,363.6730408,364.4851051,365.2859824,365.2701188,365.2701627,365.2859824,365.2859824,365.2859824,,369.5195524,left,0,34.690806,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,2,1,5,0,369.5346685,,,,,,,,,369.5206433,370.7351698,371.5357223,371.5201672,371.5202229,371.5357223,371.5357223,371.5357223,,375.1378466,left,1,34.0578026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,3,0,6,1,375.1512831,,,,,,,,,375.1400864,375.2513593,376.0520548,376.036198,376.0362573,376.0520548,376.0520548,376.0520548,,378.0198737,right,1,32.4209918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,3,1,7,0,378.0341714,,,,,,,,,378.0213674,378.1344207,378.9350559,378.9193691,378.9194272,378.9350559,378.9350559,378.9350559,,380.7862051,left,1,32.3080966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,4,0,8,1,380.8006584,,,,,,,,,380.7879027,380.9010606,381.7017332,381.6859857,381.6860339,381.7017332,381.7017332,381.7017332,,383.9028041,right,1,32.6473295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,4,1,9,0,383.9176865,,,,,,,,,383.9046587,384.0179114,384.8183077,384.8021876,384.8022449,384.8183077,384.8183077,384.8183077,,387.6190595,left,1,33.2479309,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,5,0,10,0,387.6339546,,,,,,,,,387.6206534,387.984106,388.7843512,388.7682515,388.7682963,388.7843512,388.7843512,388.7843512,,389.7696747,right,0,31.4457155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,5,1,11,1,389.783567,,,,,,,,,389.7718004,389.8837144,390.6845393,390.6691004,390.6691623,390.6845393,390.6845393,390.6845393,,392.437621,right,1,32.2126915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,6,0,12,1,392.4499118,,,,,,,,,392.4406032,392.8003117,393.6008338,393.5850816,393.585134,393.6008338,393.6008338,393.6008338,,395.885392,left,0,32.7303638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,6,1,13,0,395.9002446,,,,,,,,,395.8871157,396.000455,396.8007532,396.7852525,396.7853014,396.8007532,396.8007532,396.8007532,,398.2689453,right,0,31.9200523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,7,0,14,0,398.2833549,,,,,,,,,398.2708443,398.6338611,399.4340525,399.4185711,399.4186321,399.4340525,399.4340525,399.4340525,,401.38599,left,1,32.4023116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,7,1,15,1,401.3995147,,,,,,,,,401.3881241,401.4997075,402.3008253,402.2851891,402.2852905,402.3008253,402.3008253,402.3008253,,403.6185967,right,1,31.770632,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,8,0,16,1,403.6332257,,,,,,,,,403.6205176,404.8329962,405.6336256,405.6176766,405.6177191,405.6336256,405.6336256,405.6336256,,406.934746,left,0,31.7580384,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,8,1,17,0,406.9494405,,,,,,,,,406.9360293,408.14965,408.950234,408.9340946,408.9341906,408.950234,408.950234,408.950234,,409.6866119,left,1,31.1872255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,9,0,18,1,409.6995695,,,,,,,,,409.6889663,410.0493302,410.8500568,410.8341764,410.8342203,410.8500568,410.8500568,410.8500568,,411.7523675,right,1,31.3626958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,9,1,19,0,411.7660844,,,,,,,,,411.7540795,412.1160458,412.9164625,412.9005441,412.9005902,412.9164625,412.9164625,412.9164625,,413.8675703,left,1,31.3984595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,10,0,20,0,413.8821498,,,,,,,,,413.8688786,414.6822676,415.4831464,415.467933,415.4679982,415.4831464,415.4831464,415.4831464,,416.6847592,left,1,31.6627598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,10,1,21,1,416.6988131,,,,,,,,,416.6861656,417.0491268,417.8497138,417.8328547,417.8328903,417.8497138,417.8497138,417.8497138,,418.8508634,right,1,31.4494539,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,11,0,22,1,418.8655049,,,,,,,,,418.8525024,418.9654778,419.7660994,419.7510457,419.7510879,419.7660994,419.7660994,419.7660994,,421.3682726,left,0,32.0522353,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,11,1,23,0,421.3819708,,,,,,,,,421.370926,422.1821061,422.9828803,422.9675711,422.9676364,422.9828803,422.9828803,422.9828803,,424.7011301,right,0,32.1720176,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,12,0,24,1,424.7151028,,,,,,,,,424.702983,425.5158816,426.3155785,426.3002191,426.3003325,426.3155785,426.3155785,426.3155785,,427.9346594,left,0,32.0716139,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,12,1,25,0,427.9486027,,,,,,,,,427.9368717,428.2984593,429.0990807,429.0834743,429.0835407,429.0990807,429.0990807,429.0990807,,430.2527223,right,0,31.6129683,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,13,0,26,1,430.264676,,,,,,,,,430.2548786,431.0651984,431.8658517,431.8501377,431.8501794,431.8658517,431.8658517,431.8658517,,433.8681577,right,1,32.4575592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,13,1,27,0,433.8812383,,,,,,,,,433.8702301,434.2314858,435.0317182,435.0154967,435.0155281,435.0317182,435.0317182,435.0317182,,435.9669345,left,1,31.390256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,14,0,28,1,435.9812004,,,,,,,,,435.9687578,436.7812448,437.5818311,437.5663728,437.5664176,437.5818311,437.5818311,437.5818311,,438.4349001,left,0,31.3066923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,14,1,29,0,438.4477335,,,,,,,,,438.4372311,438.7980719,439.5985144,439.5831112,439.5832016,439.5985144,439.5985144,439.5985144,,440.7675468,left,1,31.6266071,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,15,0,30,1,440.7808624,,,,,,,,,440.7694587,441.1311522,441.9319394,441.9161979,441.9162397,441.9319394,441.9319394,441.9319394,,442.9333449,right,1,31.4476145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,15,1,31,0,442.947602,,,,,,,,,442.9347613,443.2978362,444.0984029,444.0828724,444.0829147,444.0984029,444.0984029,444.0984029,,445.1673384,right,0,31.5257646,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,16,0,32,0,445.1808824,,,,,,,,,445.16957,445.9809102,446.7816517,446.7662111,446.7662619,446.7816517,446.7816517,446.7816517,,448.1164502,left,1,31.7819768,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,16,1,33,1,448.1306343,,,,,,,,,448.1178092,449.3306485,450.1309864,450.1156836,450.1157388,450.1309864,450.1309864,450.1309864,,451.5332703,right,1,31.8575085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,17,0,34,1,451.5471566,,,,,,,,,451.5351399,451.8975802,452.6979764,452.6822516,452.6823101,452.6979764,452.6979764,452.6979764,,453.5007328,left,0,31.2556829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,17,1,35,0,453.5136691,,,,,,,,,453.503734,453.8639196,454.6644854,454.648611,454.6486656,454.6644854,454.6644854,454.6644854,,456.5837783,right,0,32.3700334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,18,0,36,0,456.5970609,,,,,,,,,456.5859641,457.7967246,458.5977646,458.58164,458.5816842,458.5977646,458.5977646,458.5977646,,459.3508084,left,1,31.2124326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,18,1,37,1,459.363801,,,,,,,,,459.3534372,460.1640201,460.9643141,460.9484996,460.948543,460.9643141,460.9643141,460.9643141,,461.7843387,right,1,31.2798809,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,19,0,38,0,461.7965661,,,,,,,,,461.7867516,462.9971365,463.7974258,463.7811652,463.781227,463.7974258,463.7974258,463.7974258,,464.1990099,left,1,30.8516874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,19,1,39,1,464.2132936,,,,,,,,,464.2003011,464.5629239,465.3637107,465.3472913,465.3473147,465.3637107,465.3637107,465.3637107,,466.0146511,right,1,31.1029916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,20,0,40,1,466.029434,,,,,,,,,466.0164193,466.3794074,467.1802519,467.163687,467.1637089,467.1802519,467.1802519,467.1802519,,468.1990738,left,0,31.465942,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,20,1,41,0,468.2130913,,,,,,,,,468.2005161,468.3135372,469.1136052,469.0982168,469.0982712,469.1136052,469.1136052,469.1136052,,470.0984933,left,1,31.4368086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,21,0,42,1,470.1127832,,,,,,,,,470.1004666,470.2128375,471.0137851,470.9981894,470.9982353,471.0137851,471.0137851,471.0137851,,471.6988024,right,1,31.1337773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,21,1,43,0,471.7130535,,,,,,,,,471.7008486,472.5131867,473.3131947,473.2978803,473.2979804,473.3131947,473.3131947,473.3131947,,474.0839145,left,1,31.2300358,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,22,0,44,0,474.0959534,,,,,,,,,474.0870132,474.1966204,474.9969319,474.9816152,474.9816809,474.9969319,474.9969319,474.9969319,,476.8810112,right,0,32.3351989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,22,1,45,1,476.8957727,,,,,,,,,476.882711,477.2460904,478.0464503,478.0318211,478.0319158,478.0464503,478.0464503,478.0464503,,478.9311641,left,0,31.3406752,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,23,0,46,1,478.9459501,,,,,,,,,478.9326956,479.745936,480.5464077,480.5308493,480.5308922,480.5464077,480.5464077,480.5464077,,481.7646529,right,1,31.6701567,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
