direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.0274212000003899,0.0353818000003229,0.0353818000003229,15.718962900000406,space,40.74230329999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-139,1.0,random_dot,119.5887581789828,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,15.766727600000197,,,,,,,,,15.76162960000056,16.07197830000041,17.12571200000002,16.871415999999954,16.87144520000038,17.12571200000002,17.12571200000002,17.12571200000002,21.871988100000635,23.44757490000029,left,0.0,31.38549869999952,,23.44832230000065,23.45832420000079,23.950296200000597,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-139,1.0,random_dot,119.5887581789828,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,23.95895330000076,,,,,,,,,23.950706399999945,24.30013720000079,25.10033610000028,25.092327000000296,25.09234800000013,25.10033610000028,25.10033610000028,25.10033610000028,30.091979200000424,30.43430489999992,left,1.0,30.3957233000001,,30.434789800000544,30.4428183,30.93512650000048,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-139,1.0,random_dot,119.5887581789828,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,30.943521900000636,,,,,,,,,30.935545500000444,31.284683300000324,32.08491440000034,32.07706409999992,32.07708470000034,32.08491440000034,32.08491440000034,32.08491440000034,,35.52707080000073,right,1.0,28.50143759999992,,35.52754200000072,35.53396420000081,36.02636390000043,36.034085199999936,,,,,,,,,,,,,,,,,,,,,,,,,,sub-139,1.0,random_dot,119.5887581789828,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,36.034085199999936,,,,,,,,,36.02692770000067,36.384107400000175,37.18397230000028,37.17605400000048,37.17607110000063,37.18397230000028,37.18397230000028,37.18397230000028,,39.63558379999995,left,1.0,27.50969170000008,,39.63615900000059,39.64210370000001,40.13456910000059,40.14257570000064,,,,,,,,,,,,,,,,,,,,,,,,,,sub-139,1.0,random_dot,119.5887581789828,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,40.14257570000064,,,,,,,,,40.1349338,40.94269729999996,41.74209240000073,41.73495700000058,41.73497650000081,41.74209240000073,41.74209240000073,41.74209240000073,,45.143594200000734,left,1.0,28.46133889999965,,45.14443030000075,45.1503986000007,45.64299480000045,45.6513472000006,,,,,,,,,,,,,,,,,,,,,,,,,,sub-139,1.0,random_dot,119.5887581789828,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,45.6513472000006,,,,,,,,,45.64346730000034,46.45187100000021,47.25904859999992,47.25147470000047,47.251497300000665,47.25904859999992,47.25904859999992,47.25904859999992,,51.19393620000028,right,1.0,28.99436250000053,,51.19441240000015,51.20061480000004,51.69326840000031,51.70108770000024,,,,,,,,,,,,,,,,,,,,,,,,,,sub-139,1.0,random_dot,119.5887581789828,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,51.70108770000024,,,,,,,,,51.69364530000075,51.80078330000015,52.600627600000735,52.59321490000002,52.59323270000005,52.600627600000735,52.600627600000735,52.600627600000735,,54.54393610000079,left,0.0,27.002312900000103,,54.54439170000023,54.551456600000165,55.0439221000006,55.05180910000036,,,,,,,,,,,,,,,,,,,,,,,,,,sub-139,1.0,random_dot,119.5887581789828,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,55.05180910000036,,,,,,,,,55.04429150000033,56.25152150000031,57.05107230000067,57.04457720000028,57.04459760000009,57.05107230000067,57.05107230000067,57.05107230000067,,58.9859890000007,left,1.0,26.992866700000377,,58.98649870000008,58.992561700000806,59.48541190000015,59.49305480000021,,,,,,,,,,,,,,,,,,,,,,,,,,sub-139,1.0,random_dot,119.5887581789828,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,59.49305480000021,,,,,,,,,59.48578220000036,59.84299050000027,60.64286220000031,60.635597400000734,60.635617200000524,60.64286220000031,60.64286220000031,60.64286220000031,,62.54375130000062,right,1.0,26.96267379999972,,62.54421970000021,62.55118080000011,63.04362420000052,63.05123559999993,,,,,,,,,,,,,,,,,,,,,,,,,,sub-139,1.0,random_dot,119.5887581789828,
