direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099970410228706,0.0186914579826407,0.0186914579826407,34.37421724997694,space,34.31318816699786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,1,random_dot,,
left,left,0.0,0.0,0.0,left,1.0,7.601105334004387,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,34.41263500001514,,,,,,,,,34.39622779097408,35.181122832989786,35.98567012499552,35.96519116597483,35.96575591596775,35.98567012499552,35.98567012499552,35.98567012499552,40.9645047080121,43.58988566597691,left,1.0,7.601105334004387,,43.60028187499847,43.68280958296964,44.097803083015606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,1,random_dot,,
right,right,1.0,1.0,0.0,left,0.0,2.241831666964572,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,44.10295104101533,,,,,,,,,44.09823858301388,44.43804620800074,45.23955100000603,45.231607166002505,45.23214558302425,45.23955100000603,45.23955100000603,45.23955100000603,,47.49356383300619,left,0.0,2.241831666964572,,47.4977448330028,47.50194662500871,47.98711162497057,47.99756766599603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,1,random_dot,,
left,left,2.0,0.0,1.0,left,1.0,2.437192415993195,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,47.99756766599603,,,,,,,,,47.98756008298369,48.33702991600149,49.12950258300407,49.120643833011854,49.1210787500022,49.12950258300407,49.12950258300407,49.12950258300407,,51.57074237498455,left,1.0,2.437192415993195,,51.57339812500868,51.580784790974576,52.06502333300887,52.07073154102545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,1,random_dot,,
right,right,3.0,1.0,1.0,left,0.0,2.04522333398927,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,52.07073154102545,,,,,,,,,52.06548462499632,52.16434524999932,52.9558421659749,52.94825399998808,52.94868954102276,52.9558421659749,52.9558421659749,52.9558421659749,,55.0058637909824,left,0.0,2.04522333398927,,55.008392165997066,55.01610545802396,55.50410499999998,55.51416770799551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,1,random_dot,,
right,right,4.0,0.0,2.0,right,1.0,1.374802374979481,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,55.51416770799551,,,,,,,,,55.50446012499742,56.30396616598591,57.09602133301087,57.08742287498899,57.087841083004605,57.09602133301087,57.09602133301087,57.09602133301087,,58.48255629098276,right,1.0,1.374802374979481,,58.48534670798108,58.49280658300268,58.981433250010014,58.98659433302237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,1,random_dot,,
left,left,5.0,1.0,2.0,left,1.0,2.408234791015275,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,58.98659433302237,,,,,,,,,58.98180645797402,59.78085687500425,60.57308424997609,60.564958708011545,60.56552599999122,60.57308424997609,60.57308424997609,60.57308424997609,,62.99081162497168,left,1.0,2.408234791015275,,62.99090987502132,62.99566650000634,63.48184645798756,63.48762020800496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,1,random_dot,,
left,left,6.0,0.0,3.0,right,0.0,1.5193769590114243,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,63.48762020800496,,,,,,,,,63.48230012500426,63.58684533298947,64.37933366600191,64.37015854101628,64.37060170801124,64.37933366600191,64.37933366600191,64.37933366600191,,65.90815370797645,right,0.0,1.5193769590114243,,65.91068724996876,65.91602758300724,66.40410141600296,66.41409204096999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,1,random_dot,,
right,right,7.0,1.0,3.0,left,0.0,2.298460874997545,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,66.41409204096999,,,,,,,,,66.40445933298906,67.60300704097608,68.39591516600922,68.38720520801144,68.3876380409929,68.39591516600922,68.39591516600922,68.39591516600922,,70.69734941597562,left,0.0,2.298460874997545,,70.69744149997132,70.70435237500351,71.18745174998185,71.19730179099133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,1,random_dot,,
left,left,8.0,0.0,4.0,right,0.0,1.625259249994997,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,71.19730179099133,,,,,,,,,71.18780850002076,71.53762808302417,72.32917045801878,72.32066191599006,72.32108099997276,72.32917045801878,72.32917045801878,72.32917045801878,,73.96517812501406,right,0.0,1.625259249994997,,73.96527124999557,73.9722190410248,74.4650070409989,74.47060695796972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,1,random_dot,,
