direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,87.8761679000454,,,,,,,,,87.8602102000732,87.9760395999765,88.77617289999034,88.76030470000114,88.76033750001807,88.77617289999034,88.77617289999034,88.77617289999034,89.44389540003613,right,1.0,17.684513300075196,,89.44449250004254,89.45923160004895,89.9431514000753,89.95912220003083,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,89.95912220003083,,,,,,,,,89.94365879998077,91.15928290004376,91.95971439999994,91.94314840005244,91.94317029998638,91.95971439999994,91.95971439999994,91.95971439999994,93.07816530007403,left,1.0,18.14246609993279,,93.07943090004846,93.09261819999664,93.5772448000498,93.59240740002132,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,93.59240740002132,,,,,,,,,93.577908199979,94.39259479998144,95.1927845000755,95.17639320006128,95.17641950002871,95.1927845000755,95.1927845000755,95.1927845000755,95.96044659998734,left,0.0,17.77780420007184,,95.96106020000298,95.9759685000172,96.45927850005684,96.4760650000535,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,96.4760650000535,,,,,,,,,96.45972390007228,96.82573380006944,97.6262406000169,97.60971150000114,97.60973120003472,97.6262406000169,97.6262406000169,97.6262406000169,98.4445458999835,right,1.0,17.83717269997578,,98.44518609996884,98.45953150000425,98.94328730006237,98.95928339997772,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,98.95928339997772,,,,,,,,,98.943673199974,99.30906610004604,100.10966920002828,100.09292680001818,100.0929469000548,100.10966920002828,100.10966920002828,100.10966920002828,102.12704829999711,right,0.0,19.033313199994154,,102.12767539999912,102.14229650003836,102.626093900064,102.64230960002168,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,102.64230960002168,,,,,,,,,102.62661839998329,103.44289639999624,104.24285649997182,104.22623759997076,104.22626380005386,104.24285649997182,104.24285649997182,104.24285649997182,106.42696459998842,left,0.0,19.20272359997034,,106.42755540006328,106.44212040002458,106.92666029999964,106.94231640000362,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,106.94231640000362,,,,,,,,,106.92716189997736,107.29232370003592,108.09325010003522,108.0762648000382,108.07628120004664,108.09325010003522,108.09325010003522,108.09325010003522,109.66054419998544,right,0.0,18.582486400031485,,109.66104629996698,109.67583369999193,110.15970519999972,110.17585480003618,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,110.17585480003618,,,,,,,,,110.16012100002264,110.97601550002582,111.77609709999524,111.75947000004815,111.7594963000156,111.77609709999524,111.77609709999524,111.77609709999524,113.9608743999852,right,1.0,19.19441400002688,,113.9614067999646,113.97572570003103,114.45949849998578,114.47572480002418,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,114.47572480002418,,,,,,,,,114.45980110007804,114.82572379999328,115.62611030007248,115.609300000011,115.60931920004076,115.62611030007248,115.62611030007248,115.62611030007248,116.87781840004028,left,1.0,18.271579699940048,,116.87849300005472,116.89274539996404,117.37608920002822,117.39227519999258,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,117.39227519999258,,,,,,,,,117.37651540001389,117.4927572000306,118.29299960006028,118.27673460007644,118.27676250005608,118.29299960006028,118.29299960006028,118.29299960006028,119.4440499000484,left,0.0,18.17217849998269,,119.44478100002743,119.45912500005215,119.9432515000226,119.9592105000047,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,119.9592105000047,,,,,,,,,119.94358790002298,120.05894909997004,120.85993350006174,120.84369760006666,120.84372720005922,120.85993350006174,120.85993350006174,120.85993350006174,121.57730890007224,right,0.0,17.73765739996452,,121.57787340006324,121.59281920001376,122.07641290000174,122.09277760004623,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.07647099997848,122.09277760004623,122.09277760004623,125.94366630003788,space,20.871032299939543,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.94369640003424,125.95942460000516,125.95942460000516,133.77673579996917,space,24.830059900064956,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,138.8258689000504,,,,,,,,,138.8170077999821,140.02602069999557,140.82614480005577,140.8099505000282,140.80997569998726,140.82614480005577,140.82614480005577,140.82614480005577,141.94408779998776,right,1.0,18.13506849994883,,,,,,,,,,,,,,,,,,,,133.78971200005617,133.80532529996708,133.80532529996708,138.81036220001988,space,22.02257299993653,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,141.95914409996476,,,,,,,,,141.94518350006547,143.15937120001763,143.9598492999794,143.94353420007974,143.9435507999733,143.9598492999794,143.9598492999794,143.9598492999794,145.07719860004727,left,1.0,18.127691000001505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,145.09267170005478,,,,,,,,,145.07840120000765,146.2928435000358,147.09316569997463,147.0762551999651,147.07628350006416,147.09316569997463,147.09316569997463,147.09316569997463,148.01070780004375,right,1.0,17.931015000096522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,148.025951800053,,,,,,,,,148.01138040004298,148.1258542999858,148.92648889997508,148.910093100043,148.91011749999598,148.92648889997508,148.92648889997508,148.92648889997508,149.99407630006317,left,1.0,18.087305899942294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,150.00944270007312,,,,,,,,,149.99491250002757,151.20949669997208,152.0097460000543,151.99319179996382,151.99322020006366,152.0097460000543,152.0097460000543,152.0097460000543,153.6448579999851,left,0.0,18.659775899956003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,153.65894610004034,,,,,,,,,153.6465144000249,153.7592805000022,154.55948220007122,154.54302730003835,154.54305770003702,154.55948220007122,154.55948220007122,154.55948220007122,155.77677400002722,left,1.0,18.22972310008481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,155.792649500072,,,,,,,,,155.77775090001523,156.14237330004107,156.9429991999641,156.92629890004173,156.9263361999765,156.9429991999641,156.9429991999641,156.9429991999641,158.010547199985,right,1.0,18.077417600085028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,158.02583419997245,,,,,,,,,158.01119790005032,158.3756727,159.17620830005035,159.1601926999865,159.16020549996756,159.17620830005035,159.17620830005035,159.17620830005035,160.3439816000173,left,1.0,18.188784900004972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,160.35902450000867,,,,,,,,,160.34454910003114,160.70897779997904,161.50960840005428,161.49282180005684,161.49284369999077,161.50960840005428,161.50960840005428,161.50960840005428,162.61122550000437,left,1.0,18.11322359996848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,1.0,162.62591940001585,,,,,,,,,162.61250879999716,163.4256439000601,164.22640330006834,164.21013899997342,164.21016050002072,164.22640330006834,164.22640330006834,164.22640330006834,165.56105430005118,left,0.0,18.355957600055262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,165.57577510003466,,,,,,,,,165.56235090002883,166.77566240006126,167.5761874000309,167.55984580004588,167.55985940003302,167.5761874000309,167.5761874000309,167.5761874000309,168.910378200002,left,0.0,18.34726740000769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,168.92574149998836,,,,,,,,,168.91121230006684,169.0258853000123,169.82660789997317,169.80971100006718,169.80974830000196,169.82660789997317,169.82660789997317,169.82660789997317,171.09398989996407,left,1.0,18.277750100009143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,171.10927120002452,,,,,,,,,171.0956451999955,171.90914510004222,172.70969539997168,172.69288560003042,172.69290799996816,172.70969539997168,172.70969539997168,172.70969539997168,174.11005869996734,left,1.0,18.42018380004447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,174.12606450007297,,,,,,,,,174.1110319000436,174.47578670002986,175.27634149999358,175.2595794000663,175.2596094000619,175.27634149999358,175.27634149999358,175.27634149999358,176.94412140001077,left,0.0,18.690595499938357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,1.0,176.95923839998432,,,,,,,,,176.94515899999533,177.30891390005127,178.1095983000705,178.09295329998713,178.09297310002148,178.1095983000705,178.1095983000705,178.1095983000705,178.94330240006093,right,1.0,17.854410599917173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,0.0,178.958944800077,,,,,,,,,178.9438370000571,179.29213890002575,180.09306169999763,180.0762200000463,180.0762459000107,180.09306169999763,180.09306169999763,180.09306169999763,180.8605845000129,left,1.0,17.78528899990488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,180.87595999997572,,,,,,,,,180.86118850007188,182.07567300007213,182.8764380000066,182.8593513000524,182.85937590000685,182.8764380000066,182.8764380000066,182.8764380000066,183.79394810006488,left,1.0,17.93083550001029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,1.0,183.8092283000005,,,,,,,,,183.79508359998,185.0096052000299,185.80965209996796,185.7928459000541,185.7928664999781,185.80965209996796,185.80965209996796,185.80965209996796,187.2436040000757,left,0.0,18.44386790005956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,187.25900610000824,,,,,,,,,187.24464350007477,187.3593198000453,188.1597061000066,188.14320869999935,188.14323030004743,188.1597061000066,188.1597061000066,188.1597061000066,188.994493199978,left,1.0,17.846044200006872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,1.0,189.00943710003048,,,,,,,,,188.99552240001503,190.20926130004227,191.00968600006308,190.99369669996668,190.993724900065,191.00968600006308,191.00968600006308,191.00968600006308,193.21053020004183,left,0.0,19.217993599944748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,1.0,193.22565649996977,,,,,,,,,193.2110914000077,194.0261047000531,194.8262451000046,194.80963220004924,194.8096584000159,194.8262451000046,194.8262451000046,194.8262451000046,195.82709749997596,right,1.0,18.01946720003616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,0.0,195.8427656000713,,,,,,,,,195.82830519997515,196.642903800006,197.44289120007303,197.42638650001027,197.42640880006363,197.44289120007303,197.44289120007303,197.44289120007303,198.24408330000009,left,1.0,17.810683900024742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,198.2591419999953,,,,,,,,,198.24518730002453,199.05910279997624,199.85957199998663,199.84321540000383,199.84323910006788,199.85957199998663,199.85957199998663,199.85957199998663,200.8772837000433,right,0.0,18.037170900031924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,200.89250770001672,,,,,,,,,200.87801039998885,201.69264849997128,202.4928920000093,202.47678230004385,202.47680870001204,202.4928920000093,202.4928920000093,202.4928920000093,203.36072890006471,left,0.0,17.88494450005237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,203.3758026000578,,,,,,,,,203.36202610004693,204.17613769997843,204.97616179997567,204.95997309999075,204.95999430003576,204.97616179997567,204.97616179997567,204.97616179997567,206.44404980004765,left,1.0,18.481584700057283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,1.0,206.4593365000328,,,,,,,,,206.4452790999785,206.80946939997372,207.6096720000496,207.59283600002527,207.5928557000589,207.6096720000496,207.6096720000496,207.6096720000496,210.2271030000411,right,1.0,19.632081800024025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,210.2425748000387,,,,,,,,,210.22814879997168,211.44247150002047,212.2433588000713,212.22698969999328,212.22702370001932,212.2433588000713,212.2433588000713,212.2433588000713,213.21042969997507,right,1.0,17.98619399999734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,213.2259851000272,,,,,,,,,213.2116283000214,214.42602280003484,215.22611739998683,215.2097286999924,215.20977509999648,215.22611739998683,215.22611739998683,215.22611739998683,216.66037369996772,left,1.0,18.45719869993627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,1.0,216.6755100999726,,,,,,,,,216.66146430000663,216.77616780006792,217.5765509000048,217.55983030004427,217.55985499999952,217.5765509000048,217.5765509000048,217.5765509000048,218.8611052000197,right,1.0,18.304930999991484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,0.0,218.87599550001323,,,,,,,,,218.86221409996503,220.0761100000236,220.87640379997904,220.8600901999744,220.8601171000628,220.87640379997904,220.87640379997904,220.87640379997904,221.71048870007508,left,1.0,17.85026660002768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,221.7258197000483,,,,,,,,,221.71169540006667,222.52608079998757,223.32610439998095,223.3094276000047,223.3094471000368,223.32610439998095,223.32610439998095,223.32610439998095,224.1272380000446,left,1.0,17.8176435000496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,224.1428114000009,,,,,,,,,224.1282981999684,225.34241529996507,226.1430673999712,226.1262119000312,226.12623220006932,226.1430673999712,226.1430673999712,226.1430673999712,226.9944939999841,left,0.0,17.876125899958424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,1.0,227.00923750002403,,,,,,,,,226.99596450000536,227.8089912000578,228.60979590006173,228.5931940000737,228.59321560000532,228.60979590006173,228.60979590006173,228.60979590006173,229.39363279996903,left,0.0,17.796482499921694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,0.0,229.4088923999807,,,,,,,,,229.3949402000289,230.20903779997025,231.0094950000057,230.9930797000416,230.99309970007744,231.0094950000057,231.0094950000057,231.0094950000057,232.44373699999412,left,1.0,18.4514614000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,0.0,232.4591267000651,,,,,,,,,232.44490100000985,233.6593978999881,234.45986970001832,234.4431520999642,234.44317400001452,234.45986970001832,234.45986970001832,234.45986970001832,235.2271664000582,left,1.0,17.78700619994197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,1.0,235.24229109997395,,,,,,,,,235.2282418999821,236.0423174999887,236.84299879998437,236.8266187000554,236.8266461000312,236.84299879998437,236.84299879998437,236.84299879998437,239.16058050002903,right,1.0,19.329069500090554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,239.1758614999708,,,,,,,,,239.16175760002807,239.525920300046,240.3265187999932,240.3104197999928,240.31044150004163,240.3265187999932,240.3265187999932,240.3265187999932,243.64370820007755,left,0.0,20.328626900096424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,243.65889950003475,,,,,,,,,243.6448897999944,244.00907909998205,244.80955090001223,244.7938611999853,244.7938871000661,244.80955090001223,244.80955090001223,244.80955090001223,245.54419140005484,right,0.0,17.757385700009763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,1.0,245.5602584000444,,,,,,,,,245.5451788000064,246.7593690999784,247.55965309997555,247.54298390005715,247.54303100006652,247.55965309997555,247.55965309997555,247.55965309997555,249.17723110003865,right,1.0,18.634031200082973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,0.0,249.1924873000244,,,,,,,,,249.17819660005625,249.9924907999812,250.7929390000645,250.77669389999937,250.77671190002,250.7929390000645,250.7929390000645,250.7929390000645,252.193427399965,left,1.0,18.418336200062186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-172,1.0,random_dot,60.16687885108824,
