direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 72
,,,,,,,,,,,,,,,,,0.0030521000007865,0.0068032000126549,0.0068032000126549,3.7723071000073114,space,17.08189289997972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-064,1.0,random_dot,60.04019090228104,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,3.798657300008927,,,,,,,,,3.7925016000081087,4.135763400001451,4.944578599999659,4.919680900013191,4.919735800009221,4.944578599999659,4.944578599999659,4.944578599999659,6.503593000001274,right,1.0,14.869982299991534,,6.505611800006591,6.531571600004099,7.016920900001423,,,,,,,,,,,,,,,,,,,,,,,,,,sub-064,1.0,random_dot,60.04019090228104,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,7.032959000003757,,,,,,,,,7.018243900005473,7.116302700000233,7.916475600010017,7.900758800009498,7.900827300007222,7.916475600010017,7.916475600010017,7.916475600010017,8.817129800008843,left,1.0,14.211945399991237,,8.818257200007793,8.83128480000596,9.315240900003118,9.330804299999729,,,,,,,,,,,,,,,,,,,,,,,,,sub-064,1.0,random_dot,60.04019090228104,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,9.330804299999729,,,,,,,,,9.31604530000186,9.68055400000594,10.48034710000502,10.464940400008343,10.464999800009537,10.48034710000502,10.48034710000502,10.48034710000502,10.78388800000539,right,0.0,13.617850499984344,,10.785717900012967,10.800850700004958,11.296138500008963,,,,,,,,,,,,,,,,,,,,,,,,,,sub-064,1.0,random_dot,60.04019090228104,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,11.312506500005838,,,,,,,,,11.297451900012677,12.49455110001145,13.294221200005268,13.279066400005831,13.27913890000491,13.294221200005268,13.294221200005268,13.294221200005268,14.046129900001688,right,1.0,14.067786199986584,,14.047464100003708,14.061745700004394,14.559419100012748,,,,,,,,,,,,,,,,,,,,,,,,,,sub-064,1.0,random_dot,60.04019090228104,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,14.57577590001165,,,,,,,,,14.560370999999575,14.659316200006288,15.45884940000542,15.443263700013633,15.443316900011268,15.45884940000542,15.45884940000542,15.45884940000542,16.227301900013117,right,1.0,14.07037559998571,,16.228652100006002,16.240760100001353,16.72521270001016,16.740534300013678,,,,,,,,,,,,,,,,,,,,,,,,,sub-064,1.0,random_dot,60.04019090228104,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,16.740534300013678,,,,,,,,,16.72619100000884,17.939468800002942,18.739248300000327,18.72335000000021,18.723401700000977,18.739248300000327,18.739248300000327,18.739248300000327,20.306808600013028,right,0.0,14.869277199992212,,20.30805630001123,20.320692200009944,20.80460230000608,20.81980400001339,,,,,,,,,,,,,,,,,,,,,,,,,sub-064,1.0,random_dot,60.04019090228104,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,20.81980400001339,,,,,,,,,20.80550800000492,21.61959940000088,22.435602300000028,22.419560700000147,22.41960390000895,22.435602300000028,22.435602300000028,22.435602300000028,23.40317550000327,left,1.0,14.269664099992951,,23.40420850001101,23.417659800004916,23.901982600000338,23.917056000005687,,,,,,,,,,,,,,,,,,,,,,,,,sub-064,1.0,random_dot,60.04019090228104,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,23.917056000005687,,,,,,,,,23.90298120000807,24.01699930000177,24.816752200000337,24.80107990000397,24.801132800013875,24.816752200000337,24.816752200000337,24.816752200000337,25.33550150001247,left,0.0,13.825211899980786,,25.336838300005184,25.351049300006707,25.849025100003928,,,,,,,,,,,,,,,,,,,,,,,,,,sub-064,1.0,random_dot,60.04019090228104,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,25.865182800000184,,,,,,,,,25.850016100012,26.64786140000797,27.44785790001333,27.432198599999538,27.432252500002505,27.44785790001333,27.44785790001333,27.44785790001333,27.483540100001846,left,0.0,13.351900799985742,,27.484926000004634,27.4970478000032,27.981759400005103,27.997074700004305,,,,,,,,,,,,,,,,,,,,,,,,,sub-064,1.0,random_dot,60.04019090228104,
