direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 72
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,17.0,1.0,35.0,0.0,377.3410580999989,,,,,,,,,377.3321071999962,377.4411284999951,378.2415166999999,378.2266844999977,378.2267556000006,378.2415166999999,378.2415166999999,378.2415166999999,,382.17728440000064,right,0.0,3.919689000002109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,18.0,0.0,36.0,0.0,382.1904164000007,,,,,,,,,382.18071749999945,382.2904689999996,383.0911358999947,383.0753764999972,383.07544469999993,383.0911358999947,383.0911358999947,383.0911358999947,,384.14418730000034,left,1.0,1.0469876999995904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,18.0,1.0,37.0,1.0,384.1567269999941,,,,,,,,,384.14748159999726,384.256867899996,385.05694329999824,385.0419022999995,385.04198069999984,385.05694329999824,385.05694329999824,385.05694329999824,,387.01005129999976,right,1.0,1.9368937999970512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,19.0,0.0,38.0,0.0,387.023039199994,,,,,,,,,387.0135872999963,387.1229505999945,387.9233421999961,387.907936399999,387.90801479999936,387.9233421999961,387.9233421999961,387.9233421999961,,388.6262451999937,right,0.0,0.6988646999961929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,19.0,1.0,39.0,1.0,388.6394516,,,,,,,,,388.6298156999983,388.73942689999967,389.5396107999986,389.5243074999962,389.5243862999996,389.5396107999986,389.5396107999986,389.5396107999986,,390.409736499998,right,1.0,0.8660204999978305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,20.0,0.0,40.0,1.0,390.4223654999951,,,,,,,,,390.4133216999981,391.62230499999714,392.4226028999983,392.4075340999989,392.40761360000033,392.4226028999983,392.4226028999983,392.4226028999983,,393.05897410000034,right,1.0,0.6219775999998092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,20.0,1.0,41.0,0.0,393.07206009999936,,,,,,,,,393.0624045999939,394.27201259999856,395.0724696999969,395.0567089999968,395.05677959999593,395.0724696999969,395.0724696999969,395.0724696999969,,395.8424362000005,right,0.0,0.7666506000023219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,21.0,0.0,42.0,0.0,395.8546294999978,,,,,,,,,395.8460281999942,397.0547828999988,397.8549396999952,397.8397776999991,397.83986580000055,397.8549396999952,397.8549396999952,397.8549396999952,,399.4073102999973,left,1.0,1.546750699999393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,21.0,1.0,43.0,1.0,399.4206506999981,,,,,,,,,399.4103580999945,399.7709557999988,400.57106940000085,400.5557833999992,400.5558621999953,400.57106940000085,400.57106940000085,400.57106940000085,,401.2904228999978,right,1.0,0.7141352000035113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,22.0,0.0,44.0,0.0,401.3040361999956,,,,,,,,,401.29410110000026,401.6539810999966,402.45447689999855,402.43918409999606,402.4392646999986,402.45447689999855,402.45447689999855,402.45447689999855,,405.85667999999714,right,0.0,3.393048699996143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,22.0,1.0,45.0,1.0,405.8700122999944,,,,,,,,,405.86015829999815,406.6699426999985,407.46998309999617,407.4543707999983,407.4544409999944,407.46998309999617,407.46998309999617,407.46998309999617,,408.2396025999988,right,1.0,0.7524992000035127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,23.0,0.0,46.0,1.0,408.253065799996,,,,,,,,,408.2431686999989,408.602847999995,409.403321699996,409.38768100000016,409.3877513999978,409.403321699996,409.403321699996,409.403321699996,,410.0563244000005,right,1.0,0.6361178000006475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,0.0,410.069536899995,,,,,,,,,410.0597370999967,410.4195837999941,411.219322099998,411.2038850999961,411.2039541999984,411.219322099998,411.219322099998,411.219322099998,,412.3222361000008,left,1.0,1.0884613000016543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,1.0,412.33559819999937,,,,,,,,,412.3256102999949,412.68562799999927,413.4859145999944,413.4707449999987,413.4708238999956,413.4859145999944,413.4859145999944,413.4859145999944,,415.9215589999949,right,1.0,2.4316880999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,0.0,415.9347168999957,,,,,,,,,415.9249243999948,417.1350553999946,417.9352555000005,417.9198805999986,417.91998469999817,417.9352555000005,417.9352555000005,417.9352555000005,,420.4713158999948,left,1.0,2.52607519999583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,1.0,420.4842361999981,,,,,,,,,420.4747239999997,420.584122799999,421.3846609999964,421.3690064999973,421.3690761999969,421.3846609999964,421.3846609999964,421.3846609999964,,423.9033894999957,right,1.0,2.500850399999763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,0.0,423.9167684999993,,,,,,,,,423.9067722999971,424.0169393999968,424.81730329999846,424.80187089999527,424.8019414999944,424.81730329999846,424.81730329999846,424.81730329999846,,425.5536148999963,left,1.0,0.7265186000004178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,0.0,425.5665688999943,,,,,,,,,425.5570520999973,425.91667159999633,426.7165963000007,426.7002575000006,426.7002979999961,426.7165963000007,426.7165963000007,426.7165963000007,,430.2858333999975,right,0.0,3.551236700004665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,1.0,430.2991088999988,,,,,,,,,430.2891855999988,431.0993825999976,431.8994959999982,431.8843058999992,431.88440109999647,431.8994959999982,431.8994959999982,431.8994959999982,,432.88510989999486,right,1.0,0.9773008000047412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,1.0,432.89861630000087,,,,,,,,,432.88807399999496,432.998737599999,433.7993675999969,433.783712299999,433.7837815999956,433.7993675999969,433.7993675999969,433.7993675999969,,435.2353417999984,right,1.0,1.4189316999982111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,0.0,435.2485247000004,,,,,,,,,435.2385240000003,435.3483860999986,436.1485971000002,436.13334549999854,436.13341429999855,436.1485971000002,436.1485971000002,436.1485971000002,,436.8514692999961,left,1.0,0.6928788000004715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,0.0,436.8649036999996,,,,,,,,,436.85484919999726,436.9649322999976,437.7650910999946,437.750272199999,437.7503530999966,437.7650910999946,437.7650910999946,437.7650910999946,,441.1008053999976,right,0.0,3.3223471000019345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,1.0,441.11420779999753,,,,,,,,,441.10450989999663,441.9142087,442.7144124999977,442.69909289999487,442.6991715999975,442.7144124999977,442.7144124999977,442.7144124999977,,443.4674621999948,right,1.0,0.7452393999992637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,0.0,443.4802285999976,,,,,,,,,443.4708323999948,444.28042399999686,445.0806936999943,445.0655176,445.0655962999954,445.0806936999943,445.0806936999943,445.0806936999943,,447.64980529999593,right,0.0,2.561597100000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,1.0,447.6629389000009,,,,,,,,,447.6531654999999,447.7631927999973,448.5632633999994,448.5483917999954,448.5484708000004,448.5632633999994,448.5632633999994,448.5632633999994,,450.416373,right,1.0,1.8348053000008804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
,,accuracy,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.418863699997,450.4292568999954,sub-080,,,,
