direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0366127000015694,0.0420587000116938,0.0420587000116938,29.04886150000675,space,43.593371799986926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-179,1.0,random_dot,59.97692087966552,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,29.075276800009306,,,,,,,,,29.068399700001464,29.412517900011157,30.223685500008287,30.197758000009344,30.197794600011548,30.223685500008287,30.223685500008287,30.223685500008287,35.201576800012845,76.03803790001257,left,1.0,60.39258800000243,,76.0412878000061,76.07778110000072,76.55194880001363,,,,,,,,,,,,,,,,,,,,,,,,,,sub-179,1.0,random_dot,59.97692087966552,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,76.56829450000077,,,,,,,,,76.55272000000696,76.90193630001158,77.70348390001163,77.68725890001224,77.68729790000361,77.70348390001163,77.70348390001163,77.70348390001163,82.690769000008,83.34635590000835,right,1.0,20.221929599996656,,83.3471556000004,83.35717870001099,83.84192550000444,83.85751830000663,,,,,,,,,,,,,,,,,,,,,,,,,sub-179,1.0,random_dot,59.97692087966552,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,83.85751830000663,,,,,,,,,83.84254300000612,83.9577641000069,84.75931290000153,84.74309390000417,84.7431307000079,84.75931290000153,84.75931290000153,84.75931290000153,,86.94637980000698,right,0.0,16.772785799985286,,86.9471598000091,86.96383630001219,87.46092800000042,,,,,,,,,,,,,,,,,,,,,,,,,,sub-179,1.0,random_dot,59.97692087966552,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,87.47737420001067,,,,,,,,,87.46184570000332,87.81098100000236,88.61249750001298,88.5961052000057,88.59614480000164,88.61249750001298,88.61249750001298,88.61249750001298,,92.96826640001382,right,1.0,18.933063599994057,,92.96914640000614,92.98180820001288,93.466906200003,93.48227240001142,,,,,,,,,,,,,,,,,,,,,,,,,sub-179,1.0,random_dot,59.97692087966552,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,93.48227240001142,,,,,,,,,93.46757210000942,94.68344120000256,95.4849208000087,95.46854450000684,95.46858090000752,95.4849208000087,95.4849208000087,95.4849208000087,,99.29017570000724,left,1.0,18.38347269999213,,99.29102090001106,99.30365070000698,99.78870150000148,99.80422630000976,,,,,,,,,,,,,,,,,,,,,,,,,sub-179,1.0,random_dot,59.97692087966552,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,99.80422630000976,,,,,,,,,99.78938300001028,100.60504450000008,101.40630349999992,101.38973670000269,101.389774700001,101.40630349999992,101.40630349999992,101.40630349999992,,104.0272624000063,right,1.0,17.193245699992985,,104.02812750000156,104.04104830000142,104.52625590001117,104.54138140000578,,,,,,,,,,,,,,,,,,,,,,,,,sub-179,1.0,random_dot,59.97692087966552,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,104.54138140000578,,,,,,,,,104.52693410000938,105.74250190000748,106.54393189999972,106.52752840000905,106.52758150000592,106.54393189999972,106.54393189999972,106.54393189999972,,107.99748780000664,left,1.0,16.038067200002843,,107.99839520000388,108.01116100000218,108.4959988000046,108.51131500001064,,,,,,,,,,,,,,,,,,,,,,,,,sub-179,1.0,random_dot,59.97692087966552,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,108.51131500001064,,,,,,,,,108.49659740000789,109.71234370001184,110.51430610001262,110.49755980000192,110.4975967000064,110.51430610001262,110.51430610001262,110.51430610001262,,111.2998066,right,1.0,15.369831699994393,,111.30062880000332,111.31375360001402,111.79852340000798,111.81402220000746,,,,,,,,,,,,,,,,,,,,,,,,,sub-179,1.0,random_dot,59.97692087966552,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,111.81402220000746,,,,,,,,,111.79912250000052,111.9142273000034,112.71554670001206,112.69959680001192,112.6996463000105,112.71554670001206,112.71554670001206,112.71554670001206,,113.68539180001244,right,1.0,15.545312000002014,,113.6862136000127,113.69907740000052,114.18395370000508,114.19932660000632,,,,,,,,,,,,,,,,,,,,,,,,,sub-179,1.0,random_dot,59.97692087966552,
