direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.0079484999878332,0.0174242000794038,0.0174242000794038,41.416251500020735,space,64.18054109998047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,41.5180736000184,,,,,,,,,41.50821410003118,42.22883430006914,43.040821000002325,43.01357130007818,43.013615900068544,43.040821000002325,43.040821000002325,43.040821000002325,48.018786600092426,72.92179480008781,right,0.0,52.66949829994701,,72.95383610005956,72.99477620003745,73.46711540000979,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,73.48347940004896,,,,,,,,,73.46809370000847,73.56683750008233,74.37040510005318,74.35205910005607,74.35210920008831,74.37040510005318,74.37040510005318,74.37040510005318,79.3570333000971,80.87758140009828,right,1.0,29.29910770000424,,80.87912599998526,80.91215230000671,81.38926309999079,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,81.40560619998723,,,,,,,,,81.3903169000987,81.4891590999905,82.29267610004172,82.27405410003848,82.27410650008824,82.29267610004172,82.29267610004172,82.29267610004172,,83.47918110003229,left,1.0,23.9765774999978,,83.48056599998381,83.49083999998402,83.9753825000953,83.99062060005963,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,83.99062060005963,,,,,,,,,83.9763858000515,84.09090010006912,84.89432090008631,84.87583200004883,84.8758776000468,84.89432090008631,84.89432090008631,84.89432090008631,,87.39812450006139,right,1.0,25.28454219992273,,87.39941770001315,87.40959550009575,87.89508300006855,87.91006860008929,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,87.91006860008929,,,,,,,,,87.89616470003966,88.01014840009157,88.81376699998509,88.795169500052,88.7952179000713,88.81376699998509,88.81376699998509,88.81376699998509,,90.11645780003164,right,1.0,24.084906699950807,,90.11782630009112,90.12810120009816,90.61317280004732,90.62854280008467,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,90.62854280008467,,,,,,,,,90.61417280009482,90.7286854000995,91.53207489999475,91.513765300042,91.51380950002932,91.53207489999475,91.53207489999475,91.53207489999475,,93.86927660007495,right,0.0,25.11721579998266,,93.87069470004644,93.89021169999614,94.38143080007283,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,94.39799080009108,,,,,,,,,94.38242280005944,94.48126790008972,95.28476499998942,95.26636560005136,95.2664157000836,95.28476499998942,95.28476499998942,95.28476499998942,,97.08810960000848,left,0.0,24.584327499964274,,97.08952280005906,97.09976430004464,97.58490240003448,97.60002970008644,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,97.60002970008644,,,,,,,,,97.58587380009703,98.4007363000419,99.2040386000881,99.18569250009024,99.18573830008972,99.2040386000881,99.2040386000881,99.2040386000881,,100.29039900004864,right,0.0,23.876331500010565,,100.29174380004406,100.30169810005464,100.786921299994,100.8021114000585,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,100.8021114000585,,,,,,,,,100.7878791000694,100.90236710000318,101.70578580000438,101.68742740002926,101.68747680005616,101.70578580000438,101.70578580000438,101.70578580000438,,103.85927870008165,left,1.0,24.934078399906863,,103.86056810000446,103.8772028000094,104.3715913000051,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,104.3878265999956,,,,,,,,,104.37250200007112,105.17203070002142,105.9754316000035,105.95712899998762,105.95718610007316,105.9754316000035,105.9754316000035,105.9754316000035,,107.71240469999611,right,1.0,24.52457859995775,,107.7140556999948,107.72510680009144,108.20868470007554,108.22403230005877,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,108.22403230005877,,,,,,,,,108.20969110005537,109.42489160003606,110.22825939999892,110.21007660008036,110.21012519998476,110.22825939999892,110.22825939999892,110.22825939999892,,113.29963210003916,right,1.0,25.8620549000334,,113.30094830004964,113.31139600009192,113.79587640007958,113.81109970004763,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,113.81109970004763,,,,,,,,,113.79688440007158,114.61178450006992,115.41516630002296,115.39691240002868,115.39696190005634,115.41516630002296,115.41516630002296,115.41516630002296,,117.65241650003009,left,1.0,25.014881600043736,,117.65401870000642,117.6638011999894,118.1487935000332,118.16420440003276,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,118.16420440003276,,,,,,,,,118.14975840004628,118.26421920000575,119.0676254000282,119.04939180007204,119.04944090009668,119.0676254000282,119.0676254000282,119.0676254000282,,122.0220802000258,left,0.0,25.74299819988664,,122.02331339998636,122.04168310004752,122.5341943000676,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,122.55052940000314,,,,,,,,,122.53520070004744,123.33458200003952,124.1379644999979,124.11937810003292,124.11942520004231,124.1379644999979,124.1379644999979,124.1379644999979,,126.06141339999158,left,1.0,24.701914999983277,,126.06308069999795,126.0836120999884,126.57036860007791,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,126.58656229998452,,,,,,,,,126.57138730003498,126.92024600005244,127.72367570002098,127.70519760006572,127.70524879998992,127.72367570002098,127.72367570002098,127.72367570002098,,129.2766416000668,right,1.0,24.3375349000562,,129.27819300000556,129.28830620006192,129.77339270000812,129.7887727000052,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,129.7887727000052,,,,,,,,,129.77436829998624,130.58941370004322,131.39289910008665,131.37457470002118,131.37462040001992,131.39289910008665,131.39289910008665,131.39289910008665,,135.0480002000695,left,1.0,26.447614899952896,,135.04937350004911,135.05997519998346,135.54414300003555,135.55935890006367,,,,,,,,,,,,,,,,,,,,,,,,,,sub-175,1.0,random_dot,59.97681294116825,
