direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,59.77305099996738,,,,,,,,,59.75820099993143,60.57316609995905,61.37310159998015,61.35688329988625,61.35691579990089,61.37310159998015,61.37310159998015,61.37310159998015,62.05979119997937,left,1.0,37.91838430019561,,62.06080689991359,62.07253729994409,62.55706259992439,62.57283089996781,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,62.57283089996781,,,,,,,,,62.5578252999112,63.772845499916,64.57359979988541,64.55735759995878,64.55738939996809,64.57359979988541,64.57359979988541,64.57359979988541,65.49243029998615,left,1.0,38.14565350010525,,65.49328099994455,65.50581709994003,65.99078009999357,66.00605039997026,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,66.00605039997026,,,,,,,,,65.9913936998928,67.20600269990973,68.00618109991774,67.990643399884,67.99068839999381,68.00618109991774,68.00618109991774,68.00618109991774,69.80927139997948,right,1.0,39.03619240014814,,69.8101421999745,69.82237669988535,70.30732989998069,70.32267849997152,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,70.32267849997152,,,,,,,,,70.3080943999812,71.12260149989743,71.92321289994288,71.90720239991788,71.907234699931,71.92321289994288,71.92321289994288,71.92321289994288,74.60853139997926,right,1.0,39.91074740013573,,74.60943239997141,74.62246259988751,75.10675649996847,75.12247699999716,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,75.12247699999716,,,,,,,,,75.10737769992556,75.2230067999335,76.02320809999947,76.00717089988757,76.00720329990145,76.02320809999947,76.02320809999947,76.02320809999947,76.70882159995381,left,1.0,37.918358600116335,,76.70971379999537,76.72259609994944,77.20748539990745,77.22255699988455,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,77.22255699988455,,,,,,,,,77.20830129995011,77.32261689996812,78.12300949997734,78.10703979991376,78.10707949998323,78.12300949997734,78.12300949997734,78.12300949997734,79.04183479992207,right,1.0,38.15126440010499,,79.0426866998896,79.05575609998778,79.54034359997604,79.5559740999015,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,79.5559740999015,,,,,,,,,79.54113489994779,80.7560233999975,81.55685419996735,81.54085799993481,81.5409045999404,81.55685419996735,81.55685419996735,81.55685419996735,82.27564289991278,left,1.0,37.95134520006832,,82.27665169991087,82.28924059995916,82.77420909993816,82.78957199992146,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,82.78957199992146,,,,,,,,,82.77499959990382,83.58916749991477,84.3897284999257,84.3736858998891,84.37371809990145,84.3897284999257,84.3897284999257,84.3897284999257,85.74260459991638,right,1.0,38.58540140010882,,85.74351739999838,85.75599669991061,86.24091029993724,86.25600549997762,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,86.25600549997762,,,,,,,,,86.24165809992701,87.45644859992899,88.25669189996552,88.24040499993134,88.24044429999776,88.25669189996552,88.25669189996552,88.25669189996552,89.72233779996168,left,1.0,38.69060750014614,,89.72323249990586,89.73632229992654,90.22161949996372,90.23667829995976,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,90.23667829995976,,,,,,,,,90.22251509991474,91.03647399996407,91.83668989990838,91.82183489995076,91.82187649991828,91.83668989990838,91.83668989990838,91.83668989990838,93.2389318998903,right,1.0,38.62992970016785,,93.2397854999872,93.25296929990871,93.73758569988422,93.75331359996926,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,93.75331359996926,,,,,,,,,93.738214999903,94.10362899990288,94.90392689988948,94.8876387999626,94.88767169998027,94.90392689988948,94.90392689988948,94.90392689988948,98.80556279991288,left,1.0,41.12895560008474,,98.80644159996882,98.81967969995458,99.30370229994878,99.3203349999385,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.30382649996318,99.3203349999385,99.3203349999385,103.43858439999168,space,41.3508671001764,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.43864079995546,103.4529735998949,103.4529735998949,121.83810089994222,space,55.60600870009512,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.790442999918,,,,,,,,,125.78428389993496,126.98489409999456,127.78530709992629,127.76915949990509,127.76920199999586,127.78530709992629,127.78530709992629,127.78530709992629,130.08699599991087,right,1.0,39.525785400066525,,,,,,,,,,,,,,,,,,,,121.86513569997624,121.89902929996606,121.89902929996606,125.7705777999945,space,41.10424510005396,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,130.1017119999742,,,,,,,,,130.08917559997644,130.20159259997308,131.00208459992427,130.9858535999665,130.98589079990052,131.00208459992427,131.00208459992427,131.00208459992427,132.52079909993336,left,1.0,38.75134630012326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,132.53441899991594,,,,,,,,,132.52260759996716,132.88499679998495,133.68530669994652,133.66903239989188,133.66907069995068,133.68530669994652,133.68530669994652,133.68530669994652,136.1215715999715,right,1.0,39.66871990007349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,136.1345430999063,,,,,,,,,136.12340929999482,136.93881769990548,137.75254009990022,137.7356706999708,137.73570839990862,137.75254009990022,137.75254009990022,137.75254009990022,140.85464409994893,left,1.0,40.33494650013745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,140.86832159990445,,,,,,,,,140.85643829999026,141.218070599949,142.01868399989326,142.00245359994005,142.00249119999353,142.01868399989326,142.01868399989326,142.01868399989326,142.9871192999417,right,1.0,38.188458700082265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,143.00151569989976,,,,,,,,,142.9891481999075,144.20187459990848,145.00194629991893,144.98575719993096,144.98578909994103,145.00194629991893,145.00194629991893,145.00194629991893,146.7369122999953,left,1.0,38.95960220019333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,146.7518358998932,,,,,,,,,146.73864209989551,147.10142209997866,147.9021902999375,147.8858224999858,147.88585889991373,147.9021902999375,147.9021902999375,147.9021902999375,151.65389849990606,right,0.0,40.977143500116654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,151.66763049992733,,,,,,,,,151.6558843998937,152.46810609998647,153.268682599999,153.25234809995163,153.25238099996932,153.268682599999,153.268682599999,153.268682599999,154.12040169991087,left,0.0,38.07303820014931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,154.1351332999766,,,,,,,,,154.12231639993843,154.48507979989515,155.28523809998296,155.26934059988707,155.26937839994207,155.28523809998296,155.28523809998296,155.28523809998296,155.98685289989226,right,1.0,37.92815790011082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,156.0016966999974,,,,,,,,,155.98858619993553,156.10128629999235,156.9018001999939,156.8866643999936,156.88670509995427,156.9018001999939,156.9018001999939,156.9018001999939,158.78683799994178,left,1.0,39.11338380014058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,158.8009871999966,,,,,,,,,158.78858109994326,158.9017739999108,159.70162729988806,159.68581059994176,159.68585199990775,159.70162729988806,159.70162729988806,159.70162729988806,161.23763889994007,right,1.0,38.75977130013053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,161.2512570999097,,,,,,,,,161.23944219993427,162.05136609997135,162.8517075999407,162.8355977999745,162.83564089995343,162.8517075999407,162.8517075999407,162.8517075999407,163.8035798999481,left,1.0,38.18059840018395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,1.0,163.8181339999428,,,,,,,,,163.80533899995498,163.9183448998956,164.71867179998662,164.70257549989037,164.70261329994537,164.71867179998662,164.71867179998662,164.71867179998662,167.47023699991405,right,1.0,39.97699950006791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,0.0,167.4845022999216,,,,,,,,,167.4719759998843,167.58460859989282,168.38500139990356,168.36920739989728,168.36925099999644,168.38500139990356,168.38500139990356,168.38500139990356,170.269954499905,left,1.0,39.10287180019077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,170.28453749988694,,,,,,,,,170.27192939992528,170.63496089994442,171.43485379999038,171.41896079992875,171.41899309994187,171.43485379999038,171.43485379999038,171.43485379999038,175.1201402998995,left,1.0,40.91583590011578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,175.1345132999122,,,,,,,,,175.12188899994362,175.9347082999302,176.73486249998678,176.71878459991422,176.71881579991896,176.73486249998678,176.73486249998678,176.73486249998678,178.87103829998523,right,1.0,39.36517620005179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,1.0,178.88452669989783,,,,,,,,,178.87286069989204,179.2352051999187,180.03517549997196,180.01888059999328,180.01891269988846,180.03517549997196,180.03517549997196,180.03517549997196,182.18650279997385,right,1.0,39.38118280016352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,0.0,182.20092699991076,,,,,,,,,182.18823879992124,183.40142539993397,184.20184059999883,184.1855589998886,184.18559089989867,184.20184059999883,184.20184059999883,184.20184059999883,185.82070309994745,left,1.0,38.850665800157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,185.8344737999141,,,,,,,,,185.82245969993528,187.03459319996185,187.8353488999419,187.81922329997175,187.81925849989057,187.8353488999419,187.8353488999419,187.8353488999419,190.8035303999204,left,1.0,40.19381410011556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,1.0,190.81750249990728,,,,,,,,,190.80526799999643,191.1682481999742,191.96825569996145,191.95289069996213,191.95293229992967,191.96825569996145,191.96825569996145,191.96825569996145,194.80281459994148,right,1.0,40.05304910009727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,1.0,194.8175784999039,,,,,,,,,194.80469199991785,194.9186346998904,195.71873609989416,195.70236789993945,195.70246219995897,195.71873609989416,195.71873609989416,195.71873609989416,198.33636429999024,right,1.0,39.837038800120354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,0.0,198.3508794999216,,,,,,,,,198.33812299999408,199.55099009990224,200.35161799995691,200.3355516999727,200.33558499999344,200.35161799995691,200.35161799995691,200.35161799995691,205.68682769988663,left,1.0,42.56689710018691,,,,,,,,,,,,,,,,,,,,,,,,,,,205.3349366999464,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,1.0,205.7008254999528,,,,,,,,,205.68856479995884,206.05108279990964,206.85142009996343,206.83546699990984,206.83550009992905,206.85142009996343,206.85142009996343,206.85142009996343,208.15395729988813,right,1.0,38.5351286000805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,208.16742269997485,,,,,,,,,208.15587189991493,209.3677542998921,210.16863629990257,210.1523304999573,210.15237259992864,210.16863629990257,210.16863629990257,210.16863629990257,212.47044809989168,right,0.0,39.5338497000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,212.48399529990277,,,,,,,,,212.47225849993995,213.284573599929,214.08462799992407,214.06876309996005,214.0687955999747,214.08462799992407,214.08462799992407,214.08462799992407,214.8033798999386,left,1.0,37.94475840020459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,1.0,214.81753199989907,,,,,,,,,214.80532789998688,215.16782869992312,215.9679884999059,215.95239729993045,215.95243799989112,215.9679884999059,215.9679884999059,215.9679884999059,216.63661979988683,right,1.0,37.89489760017023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,216.65095299994573,,,,,,,,,216.6383405999513,217.8554990999401,218.6687145999167,218.65189159999136,218.6519230999984,218.6687145999167,218.6687145999167,218.6687145999167,219.8195944998879,right,1.0,38.36927950009704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,219.83409579994623,,,,,,,,,219.82131769997068,220.1849967999151,220.9854167999001,220.968597299885,220.96863989997652,220.9854167999001,220.9854167999001,220.9854167999001,221.6366371999029,left,1.0,37.88330780004617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,221.6507659999188,,,,,,,,,221.638379199896,222.000909699942,222.80152549990453,222.78520059993025,222.78523379995025,222.80152549990453,222.80152549990453,222.80152549990453,225.07095089997165,right,0.0,39.50027440011036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,225.08446519996505,,,,,,,,,225.07330729998648,226.2841808999656,227.0851568999933,227.0686289999867,227.06866109999828,227.0851568999933,227.0851568999933,227.0851568999933,227.8363946999889,right,1.0,37.9691909000976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,227.85093279997815,,,,,,,,,227.83810449996963,229.0509827999631,229.851566099911,229.8349961999338,229.83502869994845,229.851566099911,229.851566099911,229.851566099911,232.83712379995268,left,1.0,40.20531270012725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,232.8514007999329,,,,,,,,,232.8388659999473,234.0508908999618,234.85131259995975,234.83525069989264,234.83528879994992,234.85131259995975,234.85131259995975,234.85131259995975,235.4364346999209,right,1.0,37.81752670009155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,1.0,235.450708999997,,,,,,,,,235.4381700999802,236.65089479996823,237.45148279995192,237.4354324999731,237.43547239992768,237.45148279995192,237.45148279995192,237.45148279995192,240.419850199949,right,1.0,40.19587330019567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,0.0,240.4344321999233,,,,,,,,,240.42161019996277,241.6345813999651,242.43463319994044,242.4190203999169,242.41905299993232,242.43463319994044,242.43463319994044,242.43463319994044,243.10295269999187,left,1.0,37.89443180011585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,1.0,243.117511499906,,,,,,,,,243.1047582998872,243.46804759989027,244.2679728999501,244.25179909996223,244.25183239998296,244.2679728999501,244.2679728999501,244.2679728999501,245.5861091999104,right,1.0,38.54093760019168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,0.0,245.6011756999651,,,,,,,,,245.5878450999735,245.9512724999804,246.7510806999635,246.7350124999648,246.73504499997944,246.7510806999635,246.7510806999635,246.7510806999635,249.85323129990135,left,1.0,40.33396650000941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,249.86780809995253,,,,,,,,,249.854998899973,250.2181363999844,251.0183436999796,251.0020622999873,251.00209919991903,251.0183436999796,251.0183436999796,251.0183436999796,252.28640449990053,right,1.0,38.491937700193375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,252.3007375999587,,,,,,,,,252.28813019988596,253.1012167999288,253.90159409993797,253.8851638999768,253.88519499998077,253.90159409993797,253.90159409993797,253.90159409993797,254.6867569999304,left,1.0,38.011157900094986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,0.0,254.70058779988904,,,,,,,,,254.68849819991735,255.05150189995769,255.85165759990923,255.83503559988455,255.8350686999038,255.85165759990923,255.85165759990923,255.85165759990923,256.9695071999449,right,0.0,38.3451870001154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,1.0,256.9840496999677,,,,,,,,,256.9712882998865,258.18399569997564,258.9854013998993,258.96895989996847,258.9689939999953,258.9854013998993,258.9854013998993,258.9854013998993,260.23636159999296,right,1.0,38.48265080014244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-099,1.0,random_dot,60.34074414961158,
