direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071916250017238,0.0148784159973729,0.0148784159973729,30.268282749995706,space,30.248474749998422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-044,1,random_dot,,
right,right,0.0,0.0,0.0,right,1.0,2.350922500001616,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,30.29828245799581,,,,,,,,,30.28573133300233,30.376264416001504,31.177814166003373,31.16105345799588,31.1618020409951,31.177814166003373,31.177814166003373,31.177814166003373,33.536066583008505,right,1.0,2.350922500001616,,33.54646604100708,33.58680937500321,34.044041333007044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-044,1,random_dot,,
left,left,1.0,1.0,0.0,right,0.0,1.7500513749982929,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,34.04976824999903,,,,,,,,,34.044739125005435,34.13332254100533,34.925635166000575,34.916811250004685,34.917282291004085,34.925635166000575,34.925635166000575,34.925635166000575,36.68656720800209,right,0.0,1.7500513749982929,,36.69399887499458,36.69895933300722,37.18326520800474,37.19385779100412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-044,1,random_dot,,
right,right,2.0,0.0,1.0,left,0.0,2.0307107499975245,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,37.19385779100412,,,,,,,,,37.18365620799887,37.28246729100647,38.07698620800511,38.06557841600443,38.06611954100663,38.07698620800511,38.07698620800511,38.07698620800511,40.11102199999732,left,0.0,2.0307107499975245,,40.111199791004765,40.119414500004495,40.61096429100144,40.61652020800102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-044,1,random_dot,,
left,left,3.0,1.0,1.0,right,0.0,1.0378082079987507,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,40.61652020800102,,,,,,,,,40.61160533300426,40.69990562500607,41.49277825000172,41.482656332998886,41.48309925000649,41.49277825000172,41.49277825000172,41.49277825000172,42.53470383300737,right,0.0,1.0378082079987507,,42.53484687500168,42.54324279099819,43.02765529100725,43.033286624995526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-044,1,random_dot,,
right,right,4.0,0.0,2.0,right,1.0,2.5694495829957305,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,43.033286624995526,,,,,,,,,43.02826125000138,43.38346454099519,44.17620912499842,44.166146208008286,44.16662637500849,44.17620912499842,44.17620912499842,44.17620912499842,46.752210916005424,right,1.0,2.5694495829957305,,46.7563636249979,46.76564541600237,47.250104874998215,47.26066416599497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-044,1,random_dot,,
left,left,5.0,1.0,2.0,right,0.0,1.5240916670009028,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,47.26066416599497,,,,,,,,,47.25049541599583,48.04965675000858,48.8421970000054,48.833479082997655,48.83392516600725,48.8421970000054,48.8421970000054,48.8421970000054,50.36762537500181,right,0.0,1.5240916670009028,,50.371447458004695,50.381015833001584,50.866981540995766,50.87728716600395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-044,1,random_dot,,
left,left,6.0,0.0,3.0,left,1.0,1.2502547920012148,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,50.87728716600395,,,,,,,,,50.867442707996815,52.0667803749966,52.8588632500032,52.85004908300471,52.85050083299575,52.8588632500032,52.8588632500032,52.8588632500032,54.1105050000042,left,1.0,1.2502547920012148,,54.11455549999664,54.123747250007,54.610878916006186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-044,1,random_dot,,
right,right,7.0,1.0,3.0,right,1.0,1.2637072920042556,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,54.61649066599784,,,,,,,,,54.61156066600233,55.40019704100269,56.19229929099674,56.18344933299522,56.18389924999792,56.19229929099674,56.19229929099674,56.19229929099674,57.46104808300152,right,1.0,1.2637072920042556,,57.46123324999644,57.47047808300704,57.961043540999526,57.96649975000764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-044,1,random_dot,,
right,right,8.0,0.0,4.0,left,0.0,1.2698215409909608,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,57.96649975000764,,,,,,,,,57.961652833007975,58.74984120800218,59.552178124999045,59.54433400000562,59.54506787500577,59.552178124999045,59.552178124999045,59.552178124999045,60.8285587910068,left,0.0,1.2698215409909608,,60.833814875004464,60.84318745799828,61.32752154099581,61.33279629099707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-044,1,random_dot,,
